gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
43,x*x*x*x,25,-10,-0.03841371585413672,0.012035868327202794,-0.03839895438504771,0.016606045895027732,242.7332,239.62800000000004,244.99200000000002,200.46559999999997,-0.9599477192523854,0.5094105345706444,0.000019605280355494692,0.10942771350457568,6124.3,5609.74,6128.8,4203.92,(((x)*((x)*(0)))*((x)-((8)+(0)))),(((x)*((2)+(3)))*((x)+((3)*(7)))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|AddXD|DeleteNonTerminalR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithAdd,MutateTerminalR,43,43,44,44,1
44,x*x*x*x,25,-10,-0.038410403868775325,0.010593486845790468,-0.038399346490654816,0.014684448344754188,243.24,254.74230000000003,244.93200000000002,216.93200000000002,-0.9599869298130964,0.5944694437701888,0,0.15425650721774872,6122.8,5457.78,6122.8,3475.04,(((0)*(x))*((x)-(x))),((((1)+(x))*((7)*(3)))+((5)-((0)*(x)))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithAdd,AddTreeWithAdd,44,44,45,45,1
45,x*x*x*x,25,-10,-0.0385077813357731,0.009237369022307016,-0.03839941184158934,0.01464570457643259,228.3393,301.92760000000004,244.922,217.264,-0.9599803947196446,0.4357226879772953,0.000008223145596725054,0.0749478176313096,6122.55,5798.71,6123.8,4835.36,(((x)*(x))*((0)-(3))),(((x)*((3)*(x)))*((x)+((8)-(x)))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR,AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,MutateTerminalR,DeleteMaliciousR,45,45,46,46,1
46,x*x*x*x,25,-10,-0.038399713109397465,0.01345932837911011,-0.03839947719252386,0.015447887297645502,244.87590000000003,227.4302,244.912,210.39,-0.9599869298130964,0.670733984353119,0.000006535093451831564,0.18926776498241732,6122.3,4419.96,6122.8,2821.52,((0)-(x)),((((3)*(x))*((7)*(0)))-((2)-((8)*(x)))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR,FellTreeD|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,SubXD,FellTreeD,46,46,47,47,1
47,x*x*x*x,25,-10,-0.038404623578617174,0.010246649663892831,-0.03839895438504771,0.013505610844520795,244.1245,257.3661,244.99200000000002,227.0336,-0.9599542543458373,0.3311238493567601,0.00001633773362957891,0.02308916644548878,6124.05,6020.450000000001,6127.8,5731.68,(((x)*((2)+(x)))*((0)-(7))),((x)*((7)*(x))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithAdd,AddTreeWithAdd,47,47,48,48,1
48,x*x*x*x,25,-10,-0.03844291334466084,0.011483186138133204,-0.03839934649065482,0.011725451388240566,238.2654,244.36399999999998,244.93200000000002,242.28800000000004,-0.9599738596261927,0.29379912989898616,0.000010671762918927287,0.004267571822909078,6122.8,6089.48,6124.8,6051.52,(((0)*(3))-((6)-(4))),((x)+((7)*(x))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithAdd,AddTreeWithAdd,48,48,49,49,1
49,x*x*x*x,25,-10,-0.038398685139197496,-0.005695042198032001,-0.03839604757548033,0.011513527643445305,245.0332,444.5136,245.4368,244.10399999999998,-0.9597255260750229,0.29420990720167306,0.00013302300039884588,0.004072501659412171,6132.3,6099.700000000001,6162.8,6048,(((5)+((0)*(x)))*((0)-((7)*(6)))),((x)+((9)*(x))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithAdd,AddTreeWithAdd,49,49,50,50,1
50,x*x*x*x,25,-10,-0.03843908574042609,0.011453229736542378,-0.03839797412102994,0.012293164292249381,238.8511,244.6207,245.142,237.4232,-0.9599281139720299,0.3259237821386561,0.00003065230531838966,0.020184870995319345,6124.8,6035.66,6131.8,5776.24,(((x)*((x)*(0)))-((5)+(6))),((((2)+(x))*((5)-(3)))*((0)-((8)+((5)*(x))))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR,AddTreeWithAdd|MutateTerminalR|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithAdd,MutateTerminalR,50,50,51,51,1
51,x*x*x*x,25,-10,-0.03839948895569207,0.011610398734059042,-0.0383985622794406,0.017311835987826058,244.91020000000003,243.2739,245.05200000000002,194.41760000000002,-0.9599542543458373,0.5409096850084957,0.00001633773362957891,0.12147057469299982,6124.05,5479.5599999999995,6127.8,3934,(((x)*(x))*((0)-(7))),(((x)+((0)*(x)))*((x)-((7)*(x)))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MutateTerminalR|AddTreeWithSub,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithAdd,AddTreeWithAdd,51,51,52,52,1
52,x*x*x*x,25,-10,-0.03843501241667756,0.009946325008833221,-0.03839895438504771,0.015734451145508522,239.47440000000003,331.0018,244.99200000000002,207.9344,-0.9599346490654818,0.3182403794088542,0.000028981254510609296,0.004178834866576248,6124.3,5872.780000000001,6130.8,5842.08,(((x)*((x)*(0)))-((8)+(x))),(((x)*(6))-((x)*(x))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,DeleteNonTerminalR,MutateTerminalR,52,52,53,53,1
53,x*x*x*x,25,-10,-0.03839957521892563,0.010213149806615357,-0.03839895438504771,0.012277013275575557,244.89700000000002,255.3071,244.99200000000002,237.5616,-0.9599738596261927,0.3311238493567601,0.000011160796808643833,0.02137884190035075,6123.05,5995.0599999999995,6124.8,5731.68,(((x)*((0)*(x)))*((x)-(4))),((x)*((7)*(x))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddRandomSubTreeR,DeleteMaliciousR,53,53,54,54,1
54,x*x*x*x,25,-10,-0.03839960789439289,0.007796989112486773,-0.03839947719252386,0.0156739548518401,244.892,321.5073,244.912,208.4528,-0.9599869298130964,0.4641410086449951,0,0.09144255207731322,6122.8,5764.3099999999995,6122.8,4591.84,(((0)*((x)*(5)))*((x)-(x))),(((x)-((3)*(9)))*((4)-((0)*(x)))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,MutateTerminalR,DeleteMaliciousR,54,54,55,55,1
55,x*x*x*x,25,-10,-0.03840503398248595,0.01167782689471031,-0.03839915043785127,0.01311705285957018,244.06169999999997,242.6961,244.96200000000002,230.3632,-0.9599542543458373,0.33761226356965485,0.00003184363572619181,0.02573898155861615,6123.25,6006.870000000001,6127.8,5676.08,(((x)*((x)*(0)))-((3)+(4))),((((1)*(x))-((3)*(5)))+((4)*((x)-((2)*(x))))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddRandomSubTreeR,ReplaceBranchXR,55,55,56,56,1
56,x*x*x*x,25,-10,-0.037383051888642015,-0.0105216521649831,-0.033999607894392894,0.019812722893365952,400.4454,503.5225,918.1800000000002,172.9872,-0.5199999999999999,0.685353921989656,0.2198780792681093,0.20871053147731014,22981.000000000004,5356.4,73449.6,2696.24,((((x)*(x))*((9)+(4)))*((x)-((0)*(x)))),((((1)+(x))*((4)*(5)))*((0)+((7)-((1)*(x))))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MultXD|DeleteNonTerminalR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,DeleteNonTerminalR,AddTreeWithAdd,56,56,57,57,1
57,x*x*x*x,25,-10,-0.03840913998170174,0.0059830337951609315,-0.03838889034113188,0.012640551188453425,243.43340000000003,519.7965,246.532,234.44639999999998,-0.9596340347666973,0.3009037100659111,0.00018298261665139481,0.007074039092602575,6162.8,6072,6176.8,5990.64,(((x)*((x)*(0)))-((x)*(x))),(((2)*(x))+((5)*(x))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MultXD|DeleteNonTerminalR,AddTreeWithSub|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,DeleteNonTerminalR,ReplaceBranchXR,57,57,58,58,1
58,x*x*x*x,25,-10,-0.038394510521500454,0.012458735552775551,-0.038385361390667894,0.020282689471030863,245.672,236.00440000000003,247.072,168.96,-0.9596340347666973,0.616483372855089,0.00021129012596140978,0.16540609781077079,6148.8,5412.47,6176.8,3286.4,(((x)*((x)*(0)))-((x)*(x))),((((5)+(7))-((6)+(2)))*((x)*((x)*((5)*(x))))),SkipD|SubXD|AddRandomSubTreeR|MultXD|DeleteNonTerminalR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,MultXD,AddTreeWithAdd,58,58,59,59,1
59,x*x*x*x,25,-10,-0.03839018755718207,0.011668164292249381,-0.038385361390667894,0.012332841645349818,246.3335,242.7789,247.072,237.0832,-0.9596340347666973,0.3311238493567601,0.00005032021957912525,0.02187116521265551,6172.950000000001,6010.889999999999,6176.8,5731.68,((0)-((x)*(x))),((x)*((7)*(x))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MultXD|DeleteNonTerminalR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteNonTerminalR|ReplaceBranchXR,DeleteNonTerminalR,MutateTerminalR,59,59,60,60,1
60,x*x*x*x,25,-10,-0.038390865899882366,0.010839402892701027,-0.038385361390667894,0.02348152435722688,246.2297,267.2343,247.072,141.5488,-0.9596340347666973,0.6195268592340871,0.00005032021957912525,0.16654009822100027,6172.950000000001,5400.97,6176.8,3260.32,(((0)*((4)+(0)))*((x)-((x)*(x)))),((((0)-(x))+((3)*(3)))+((2)-((x)*((7)*(x))))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MultXD|DeleteNonTerminalR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithAdd,AddTreeWithAdd,60,60,61,61,1
61,x*x*x*x,25,-10,-0.037310120245719516,0.009371721726774763,-0.034013300222193184,0.015140224433780833,411.6054000000001,475.0184,916.0848000000001,213.0264,-0.7203659652333028,0.31179864443490124,0.11963403476669728,0.013042179360307743,15330,6064.92,42789.6,5897.28,((((x)*(x))*((x)*(0)))+((8)-((x)*(x)))),((((x)*(x))*((x)*((0)+(x))))*((4)-((0)*((x)*(x))))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MultXD|DeleteNonTerminalR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,DeleteNonTerminalR,AddTreeWithAdd,61,61,62,62,1
62,x*x*x*x,25,-10,-0.03741207293164293,0.008118429330902366,-0.03479268069533395,0.012445665365871878,396.00460000000004,356.0224,796.8240000000001,236.1164,-0.6003659652333029,0.3785592919693038,0.1750359270696967,0.04539466203655135,21126.06,5907.64,61152,5325.2,((((x)*(x))*((x)*(9)))+((2)+((0)-((x)*(x))))),(((2)+((1)*(x)))*((x)*((2)*(x)))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MultXD|DeleteMaliciousR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddRandomSubTreeR,MutateTerminalR,62,62,63,63,1
63,x*x*x*x,25,-10,-0.035860203894915704,0.008551696122300341,-0.02800365965233303,0.012134081445936107,633.4716000000001,427.07059999999996,1835.6799999999996,238.7864,-0.24036596523330286,0.32305767686763637,0.3596340347666972,0.018225999554948424,33692.4,6034.88,116239.2,5800.8,((((x)*(0))+((5)*(x)))*((4)*((x)-((x)*(x))))),((x)*((x)*(x))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MultXD|DeleteMaliciousR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,DeleteMaliciousR,AddTreeWithAdd,63,63,64,64,1
64,x*x*x*x,25,-10,-0.03210132563704033,0.013778532684803111,-0.015587772813486098,0.028025374834288703,1469.5566000000001,224.6949,4779.1648,102.61200000000001,0.5524672618483576,0.7244711242227907,0.7266780915247361,0.2076332380895915,98615.12,5027.87,341919.12,2361.04,((((5)+(x))*((x)*(5)))*((9)*((x)-((0)*(x))))),((((x)*(x))-((5)*((x)+(4))))+(((1)*(0))-((0)*((x)*(x))))),AddTreeWithAdd|SubXD|AddTreeWithAdd|MultXD|DeleteMaliciousR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|SkipD,AddTreeWithAdd,AddTreeWithAdd,64,64,65,65,1
65,x*x*x*x,25,-10,-0.04688943144686969,-0.0025155607117156413,-0.041938188472095156,0.016805272886830855,NaN,NaN,1233.6184,198.7584,-0.3784676512874134,0.5482569972179174,0.2802772394605981,0.11850987842995478,31303.88,5260.88,95106.88,3871.04,((((7)+(x))*((1)*(x)))*((x)*((x)-((0)*(x))))),((((5)*(9))+((0)*((3)*(x))))+((6)-((0)*((x)*(x))))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MultXD|DeleteMaliciousR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithAdd,AddTreeWithAdd,65,65,66,66,1
66,x*x*x*x,25,-10,-0.03749604626846164,0.0019327643272195655,-0.035596340347666976,0.011876318688500104,383.155,6387.735,673.8480000000001,240.9952,-0.7603659652333028,0.2917639150811286,0.08857028780546251,0.014281875061847246,16782.64,6164.040000000001,36668.8,6068.96,((((7)+(0))*((0)*(x)))*((x)*((x)-((x)*(x))))),((x)-((2)*(x))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MultXD|DeleteMaliciousR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithAdd,AddTreeWithAdd,66,66,67,67,1
67,x*x*x*x,25,-10,-0.0362020494053065,0.004784426235485602,-0.03239294209907202,0.011581212539910752,581.1624,627.5318,1164.0320000000002,243.524,-0.5600261403738074,0.2865871874824954,0.2095017868983472,0.0009404708281651824,33529.66,6121.93,67324.8,6113.32,((((x)*(9))+((3)*(x)))*((x)-((2)+((0)*(x))))),((x)+(7)),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MultXD|DeleteMaliciousR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,DeleteMaliciousR,MultXD,67,67,68,68,1
68,x*x*x*x,25,-10,-0.0361518729577833,0.007676699732541286,-0.03206272644098811,0.02152566424557014,588.8404,771.7705000000001,1214.5616,158.30879999999996,-0.5666386093321134,0.7387176279477939,0.20795656605364524,0.13031997091539418,33429.14,5561.49,66312.96,2238.96,((((x)*(x))*((x)*(x)))-((3)+((0)*(x)))),((((9)-(0))+((2)*(x)))*((x)-((x)*((x)*(x))))),SkipD|SubXD|AddRandomSubTreeR|MultXD|DeleteMaliciousR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,SubXD,MultXD,68,68,69,69,1
69,x*x*x*x,25,-10,-0.03734576003136845,0.010515161659257135,-0.034235414978434194,0.015554456000149377,406.1518,255.016,882.0967999999999,209.4768,-0.6046644883021828,0.4866870810538305,0.17723344705393396,0.10043207399060657,19814.48,5689.55,60494.24,4398.64,((((4)+(x))*((x)*(x)))*((9)+((0)-((x)*(x))))),((((x)*(x))*((0)+((x)+(4))))-(((0)*(x))-((x)*((x)*(3))))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MultXD|DeleteMaliciousR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,SubXD,AddTreeWithAdd,69,69,70,70,1
70,x*x*x*x,25,-10,-0.035097157234348454,0.005320354132758729,-0.02920956214873873,0.013034710682077044,750.2330000000001,2170.4251,1651.1527999999996,231.06879999999998,-0.32132218010717556,0.33349515469499796,0.302073742785722,0.024392983875517894,36702.22,6024.4400000000005,103851.28,5711.36,((((x)*(x))*((x)+(9)))+((0)*((x)-((0)*(x))))),((((0)*(9))+((0)*((1)+(4))))*(((x)-(x))*((x)-((8)*(x))))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MultXD|SubXD,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,SubXD,DeleteMaliciousR,70,70,71,71,1
71,x*x*x*x,25,-10,-0.03738697294471311,0.007074212943155376,-0.03435307802901581,0.013709132326306555,399.8454,853.5332000000001,864.0920000000001,225.28959999999998,-0.6800522807476147,0.3876524077151447,0.13719000357708136,0.050678307391838304,17527.32,5898.610000000001,48958.4,5247.28,((((9)+(0))*((x)*(x)))*((x)-((6)-((2)*(x))))),((((0)+(3))*((x)*(5)))-((0)-((x)-((1)*(x))))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MultXD|DeleteMaliciousR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddRandomSubTreeR,AddTreeWithAdd,71,71,72,72,1
72,x*x*x*x,25,-10,-0.03232736217754937,0.0045235132469073555,-0.02028148896637312,0.015558283697742597,1211.172,14867.0327,3165.7463999999995,209.44400000000002,0.26669465322545094,0.36609126724797886,0.5875852408045916,0.04055304843378879,64409.5,5951.54,208671.6,5432.04,((((5)+(0))*((x)*(x)))*((7)*((x)-((x)*(x))))),((((4)+(x))-((3)*((x)*(4))))+((3)-((x)*((0)*(3))))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MultXD|DeleteMaliciousR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddRandomSubTreeR,AddTreeWithAdd,72,72,73,73,1
73,x*x*x*x,25,-10,-0.03623625931250817,0.006628904595537241,-0.03135967585936479,0.01197901301417182,575.9276000000001,384.12930000000006,1322.1424,240.11520000000002,-0.5397595085609724,0.31960341318595153,0.21012045818592612,0.01628167281819816,22197.100000000002,6037.9400000000005,70426,5830.4,((((x)*(x))*((x)+(1)))*((x)-((0)*(x)))),((((0)+(6))*((x)-((5)*(6))))+(((1)*(x))-((x)*((x)*(x))))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MultXD|DeleteMaliciousR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithAdd,ReplaceBranchXR,73,73,74,74,1
74,x*x*x*x,25,-10,-0.03615128087831656,0.004981334359410625,-0.029904080512351324,0.015336744029725341,588.931,1464.7990999999997,1544.8775999999998,211.34239999999997,-0.3507348059077245,0.34258827044083884,0.31168717637826565,0.028443478182283103,27940.04,5998.969999999999,99350.56,5633.44,((((8)+(x))+((0)*(x)))*((x)*((x)-((x)*(x))))),(((x)*(x))+((3)*(x))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MultXD|DeleteMaliciousR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithAdd,DeleteMaliciousR,74,74,75,75,1
75,x*x*x*x,25,-10,-0.036631439027578094,0.010690119380639658,-0.0321619134753627,0.024859962283174938,515.4572000000001,332.58259999999996,1199.384,129.73680000000002,-0.6403659652333028,0.5689779113841329,0.15118036720155076,0.13795026915142072,21422.36,5251.95,55031.2,3693.48,((((x)*(x))*((2)+(0)))+((8)*((x)-((x)*(x))))),((((x)*(8))*((x)-((4)+(5))))+((0)*((0)*((x)*(x))))),AddTreeWithAdd|SubXD|AddRandomSubTreeR|MultXD|DeleteMaliciousR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithAdd,AddTreeWithAdd,75,75,76,76,1
76,x*x*x*x,25,-10,-0.031100675728662926,0.00310188715649397,-0.019868090445693373,0.017207274492596677,1361.7746,4554.573,3080.5847999999996,195.3136,-0.1269387008234218,0.53953731538361,0.43897773227884934,0.12468587582879731,63621.159999999996,5206.34,133595.84,3945.76,((((x)*(x))*((7)*(7)))*((5)+((1)*((0)*(x))))),((((x)*(x))*((2)+((5)-(0))))+(((0)*(2))*((x)+((4)*(x))))),AddTreeWithAdd|AddTreeWithMult|AddRandomSubTreeR|MultXD|DeleteMaliciousR,AddTreeWithAdd|MultXD|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR,AddTreeWithAdd,ReplaceBranchXR,76,76,77,77,1
77,x*x*x*x,25,-10,-0.033730292993998615,0.0013470092024834887,-0.02274266459133884,0.019308120320406297,1125.9274,2127.2671,3306.8648000000003,177.3112,0.47710826312464416,0.38459024964056987,0.6960404629003131,0.048065699755028855,83908.40000000001,5889.6,292641.84,5273.52,((((8)*(6))+((0)*(x)))*((8)+((3)*((x)*(x))))),(((x)*((x)+(3)))+((5)*((x)*(x)))),AddTreeWithAdd|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|DeleteMaliciousR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithMult,ReplaceBranchXR,77,77,78,78,1
78,x*x*x*x,25,-10,-0.035549522938178015,0.010875667513116869,-0.028003931512220626,0.011570289597998395,681.0120000000002,249.56990000000002,1835.6383999999996,243.6176,-0.2003931512220625,0.28772149298877836,0.3614484954840206,0.00005834904867710323,40402.880000000005,6120.55,122355.84,6103.6,((((9)*(5))*((0)-(4)))+((9)*((x)*((x)*(x))))),((((x)*(9))+((9)*(x)))*((x)*((0)+(0)))),AddTreeWithAdd|AddTreeWithMult|AddRandomSubTreeR|MultXD|DeleteMaliciousR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithAdd,MutateTerminalR,78,78,79,79,1
79,x*x*x*x,25,-10,-0.02454074963808093,0.005196756427102312,-0.00861750959190792,0.011701038146274066,2990.7392,2112.4473,6732.88,242.49720000000002,0.5901639344262295,0.2940045185503296,0.7042951872720719,0.004185462144663468,198325.26,6103.540000000001,373368.8,6049.76,((((0)+(6))+((7)*(8)))*((x)*((x)*((x)*(x))))),((x)+((8)*(x))),AddTreeWithAdd|AddTreeWithMult|AddRandomSubTreeR|MultXD|DeleteMaliciousR,AddTreeWithAdd|SubXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithAdd,ReplaceBranchXR,79,79,80,80,1
80,x*x*x*x,25,-10,-0.046134803293687104,0.0013839810855723832,-0.03810434714416416,0.018281830573034338,NaN,NaN,1820.2728,186.1056,-0.31999999999999995,0.6211699684448345,0.3184192337484492,0.15727249864534837,30976.02,5257.24,104053.6,3246.24,((((x)*(2))-((0)*(x)))*((x)*((0)+((9)*(x))))),((((1)*(2))-((0)*((x)*(x))))*(((x)+(4))+((x)*((2)*(x))))),AddTreeWithAdd|AddTreeWithMult|AddRandomSubTreeR|MultXD|DeleteMaliciousR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithAdd,ReplaceBranchXR,80,80,81,81,1
81,x*x*x*x,25,-10,-0.03224281531825905,0.0002535176735134997,-0.0165089007972814,0.015466699030939004,1187.0043999999998,3006.4653999999996,3594.6079999999997,210.22879999999998,-0.03512063782512092,0.4388595328341768,0.43606743225323114,0.07434258597486,52676.56,5761.84,147645.84,4808.48,((((0)+(1))+((8)*(x)))*((6)*((5)*((x)*(x))))),((((x)+(0))+((1)*(4)))*((x)*((x)*(x)))),AddTreeWithAdd|AddTreeWithMult|AddRandomSubTreeR|MultXD|AddTreeWithMult,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithMult,AddTreeWithAdd,81,81,82,82,1
82,x*x*x*x,25,-10,-0.025359065986725042,0.0065623111505222435,0.006582494385343982,0.022173572082080772,3412.4738000000007,2148.2273,11816.5256,152.7568,0.7814517771960997,0.8057116716769049,0.8274134019617483,0.25999869298130956,204043.5,5006.82,700165.84,1664.88,((((x)+(x))*((0)+(9)))*((x)*((x)*((x)*(x))))),((((x)*(x))*((1)+((0)*(8))))+(((5)+(0))*((x)*((x)*(x))))),AddTreeWithAdd|AddTreeWithMult|AddRandomSubTreeR|MultXD|DeleteMaliciousR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,DeleteMaliciousR,DeleteMaliciousR,82,82,83,83,1
83,x*x*x*x,25,-10,-0.03600401254737943,0.005097779134685636,-0.028496651418115276,0.014116922157701144,611.466,495.8923,1760.2423999999999,221.7952,-0.15999999999999998,0.5139104132046232,0.4000000000000001,0.10476975924689086,36724.8,5470.24,128536.8,4165.36,((((x)*(0))-((8)*(3)))+((4)*((x)*((x)*(x))))),((((x)*(0))-((x)+((5)+(4))))*(((9)*(x))*((1)+((4)*(x))))),AddTreeWithAdd|AddTreeWithSub|AddRandomSubTreeR|MultXD|DeleteMaliciousR,AddTreeWithAdd|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithAdd,DeleteMaliciousR,83,83,84,84,1
84,x*x*x*x,25,-10,-0.037958976604365445,0.0047597935643797894,-0.03703482943406091,0.014676139440222568,312.3174,414.88520000000005,453.73040000000003,217.0032,-0.8774413802117371,0.28684392329667463,0.03947154889113122,0.0003692973935492905,9909.16,6114.82,18753.92,6111.12,((((x)*(0))-((x)+(6)))*((8)-((5)*((x)*(x))))),((x)*(5)),AddTreeWithAdd|AddTreeWithSub|AddRandomSubTreeR|MultXD|DeleteMaliciousR,FellTreeD|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,DeleteMaliciousR,MultXD,84,84,85,85,1
85,x*x*x*x,25,-10,-0.03505359822245458,0.008539329775280656,-0.0252,0.011866796123756001,756.8983999999999,477.04940000000005,2264.696,241.0768,-0.08000000000000004,0.28684392329667463,0.44,0.0004019364381740978,39785.2,6115.870000000001,140778.4,6111.12,((((3)+(0))*((7)+(1)))*((x)*((x)*((x)*(x))))),((x)*(5)),AddTreeWithAdd|AddTreeWithMult|AddRandomSubTreeR|MultXD|DeleteMaliciousR,FellTreeD|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithAdd,FellTreeD,85,85,86,86,1
