gen,avgA,avgP,topA,topP,topADomStrat,topPDomStrat,topAStrategies,topPStrategies,topABirthGen,topPBirthGen,topADelta,topPDelta,topAEquation,topPEquation,spec,run
31,0.7723935867057085,0.015566457511600015,0.9449041516706431,0.29402785517797225,MultXD,ReplaceBranchR,AddXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddToLeafR|MultXD|MultXD|MutateNonTerminalR|SkipD,DivXD|ReplaceBranchR|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,30,30,17862643.3,17862643.3,(((((((((5)*(x))*(((0)+(x))*(x)))+((2)*((x)-(7))))+(8))*(x))*((6)*(3)))*(x))*(x)),(((((5)-((8)*((2)*(x))))*((((5)/(0))+((1)*(4)))*(0)))+((4)-(6)))/(x)),5*x*x*x+2*x+7,5
32,0.7063633425217216,0.06743179678145218,0.9361075536604238,0.2542496729852781,MultXD,ReplaceBranchR,AddXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddToLeafR|MultXD|MultXD|MutateNonTerminalR|SkipD,DivXD|ReplaceBranchR|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,31,31,95387503.9,95387503.9,(((((((((5)*((0)+(8)))*((x)*(x)))+((2)*((0)+(7))))*((7)+(5)))*(x))*(x))*(x))*(x)),((((x)/(0))+(x))*((0)*(9))),5*x*x*x+2*x+7,5
33,0.7983022867538734,0.05088483264890783,0.9262143792689861,0.39507593444369726,MultXD,ReplaceBranchR,AddXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddToLeafR|MultXD|MultXD|MutateNonTerminalR|SkipD,DivXD|ReplaceBranchR|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,32,32,11358536.9,11358536.9,(((((((((5)*((2)+(9)))*((x)*(x)))+((8)*(((x)+(9))+(7))))-(x))*(x))*(x))*(x))*(x)),(((((5)*((x)*(x)))*(((x)+(2))-((x)+(((8)*(x))-(5)))))+(((x)*((6)-(8)))*((2)+((6)/(0)))))/(x)),5*x*x*x+2*x+7,5
34,0.6631584988327475,0.08457287195167715,0.9467487700808987,0.338442666278461,MultXD,ReplaceBranchR,AddXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddToLeafR|MultXD|MultXD|MutateNonTerminalR|SkipD,DivXD|ReplaceBranchR|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,33,33,24035273.7,24035273.7,((((((((((x)+(4))*(x))*((x)*(x)))+((2)*((x)-(7))))+((1)+(8)))*(x))*(x))*(x))*(x)),(((((7)*((3)+((7)+(0))))*(((7)+(2))*((x)+(2))))+(((6)-(1))*(((5)-((7)/(0)))*((6)*((2)-(4))))))/(x)),5*x*x*x+2*x+7,5
35,0.7971073266287516,0.08869991955617156,0.9472342441618803,0.32031688774460737,MultXD,ReplaceBranchR,AddXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddToLeafR|MultXD|MultXD|MutateNonTerminalR|SkipD,DivXD|ReplaceBranchR|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,34,33,234473232,234473232,(((((((((5)*((8)+(6)))*((x)*(4)))*((2)*((x)+((1)+(9)))))+(x))*(x))*(x))*(x))*(x)),(((((5)*((9)*(x)))*(((x)+(2))*(((3)/(0))-(2))))+((2)*(4)))/((6)-((6)-(1)))),5*x*x*x+2*x+7,5
36,0.8501775976875958,0.024114609404363017,0.9774521773170989,0.4110459582622479,MultXD,ReplaceBranchR,AddXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddToLeafR|MultXD|MultXD|MutateNonTerminalR|SkipD,DivXD|ReplaceBranchR|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,35,35,779919672,779919672,(((((((((5)*(x))*((8)*((6)+(7))))*((2)*((x)+((5)*(5)))))+(x))*(x))*(x))*(x))*(x)),((((1)-(8))*(6))*((1)/(0))),5*x*x*x+2*x+7,5
37,0.7620155626294749,0.07640430308941903,0.9790440949604919,0.42580080317972335,MultXD,ReplaceBranchR,AddXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddToLeafR|MultXD|MultXD|MutateNonTerminalR|SkipD,DivXD|ReplaceBranchR|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,36,35,3313611256.6,3313611256.6,(((((((((5)*(x))*((x)*(x)))*((((3)*(x))+(2))*((x)+(7))))+(x))*(7))*(x))*(x))*(x)),((((0)-((6)/(0)))*((1)-(7)))-(x)),5*x*x*x+2*x+7,5
38,0.7651853002270019,0.03150413249500299,0.9877467394686505,0.1760909641390346,MultXD,ReplaceBranchR,AddXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddToLeafR|MultXD|MultXD|MutateNonTerminalR|SkipD,DivXD|ReplaceBranchR|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,37,37,962121692,962121692,(((((((((5)*((4)+(2)))*(((6)+(7))*(x)))*((7)*((x)+(7))))+(x))*(x))*(x))*(x))*(x)),(((6)+(((9)/(0))-(3)))/((1)-(8))),5*x*x*x+2*x+7,5
39,0.7508577312906672,0.07922450693675104,0.970106970574375,0.29834836967262374,MultXD,ReplaceBranchR,AddXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddToLeafR|MultXD|MultXD|MutateNonTerminalR|SkipD,DivXD|ReplaceBranchR|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,38,38,15100943.7,15100943.7,(((((((((5)*((x)+(6)))*((x)*(x)))+((2)*((x)+((9)+(3)))))+(x))*(x))*(x))*(x))*(x)),(((((5)*(((7)-(3))*(3)))*(((1)+(3))+((1)*((4)+(5)))))+(((7)+((2)*(0)))+((6)+((1)-(5)))))/((9)/(0))),5*x*x*x+2*x+7,5
40,0.7958557037375824,0.04017862259144828,0.9403525532010206,0.261132352915757,MultXD,ReplaceBranchR,AddXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddToLeafR|MultXD|MultXD|MutateNonTerminalR|SkipD,DivXD|ReplaceBranchR|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,39,38,71597123,71597123,(((((((((5)*(x))*(((9)*(8))*(x)))+(((9)+(1))*((x)+(7))))-(x))*(x))*(x))*(x))*(x)),(((((((7)/(0))-(4))+((4)*(3)))*((7)+(6)))+(((7)+((x)*(8)))-((x)-((x)*(((4)-((9)*(9)))*(x))))))-((4)-(8))),5*x*x*x+2*x+7,5
41,0.8540219625583729,0.023290277459472552,0.9460923969143202,0.27147837296376964,MultXD,ReplaceBranchR,AddXD|SubXD|MultXD|MutateTerminalR|MultXD|AddToLeafR|MultXD|MultXD|MutateNonTerminalR|SkipD,DivXD|ReplaceBranchR|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,39,40,4960183.4,4960183.4,(((((((((5)*(4))*((x)*(x)))+((2)+((x)+((x)+(4)))))+(x))*((3)+(8)))*(x))*(x))*(x)),(((((5)+((9)*(4)))*(((x)+(3))+((7)+((8)/(0)))))*(((x)+((7)+(x)))-((0)+(8))))/(x)),5*x*x*x+2*x+7,5
42,0.8733280701137632,0.06551732501023373,0.9691600328634632,0.2530427882612626,MultXD,ReplaceBranchR,AddXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddToLeafR|MultXD|MultXD|MutateNonTerminalR|SkipD,DivXD|ReplaceBranchR|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,41,41,58781490.5,58781490.5,(((((((((4)*(x))*((x)*((8)+(0))))+((2)*(((5)+(x))+(7))))*(x))*(x))*(x))*(x))*(x)),((((x)*(0))-((((4)*(2))+(((1)-(4))+((x)+(8))))*(((2)/(0))*((x)*(((6)-(x))*(x))))))/(x)),5*x*x*x+2*x+7,5
43,0.8043986761111434,0.040275705275945234,0.972259857825914,0.4047690694848486,MultXD,ReplaceBranchR,AddXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddToLeafR|MultXD|MultXD|MutateNonTerminalR|SkipD,DivXD|ReplaceBranchR|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,42,41,18651235.5,18651235.5,((((((((((4)+(6))*(x))*((x)*(x)))+((x)*(((2)*(x))+(7))))+(x))*(x))*(x))*(x))*(x)),((((5)/(0))*(3))+((8)*(5))),5*x*x*x+2*x+7,5
44,0.7229922017339507,0.036771360527992764,0.9591662580546153,0.1870796321359862,MultXD,ReplaceBranchR,AddXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddToLeafR|MultXD|MultXD|MutateNonTerminalR|SkipD,DivXD|ReplaceBranchR|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,43,43,99385447,99385447,(((((((((5)*((2)+(4)))*((x)*(x)))*((2)*((8)+(7))))+(x))*((2)-(7)))*(x))*(x))*(x)),((((7)-(9))+(((6)-((0)+(x)))-(((6)+(((x)/(5))-(7)))*((x)*((x)*((3)-((6)+(9))))))))-(x)),5*x*x*x+2*x+7,5
45,0.7879292167633897,0.0872085624933816,0.9611755152847314,0.21755625193317868,MultXD,ReplaceBranchR,AddXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddToLeafR|MultXD|MultXD|MutateNonTerminalR|SkipD,DivXD|ReplaceBranchR|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,44,44,638605752,638605752,(((((((((5)*(x))*(((4)*(1))*(x)))*(((3)+(7))*((x)+(7))))+(x))*(x))*(x))*(x))*(x)),((((((7)+(4))+((8)-(2)))*(((x)*((2)+(6)))-((5)*(x))))+(((x)*((7)-(9)))*((x)*((x)*((x)*((8)-(9)))))))/(x)),5*x*x*x+2*x+7,5
46,0.8533607620995071,0.07847372300102776,0.9869994839309195,0.3399123841774695,MultXD,ReplaceBranchR,AddXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddToLeafR|MultXD|MultXD|MutateNonTerminalR|SkipD,DivXD|ReplaceBranchR|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,45,45,87829966,87829966,(((((((((5)*(x))*((x)*(x)))+(((6)+(4))*((x)+((0)+(9)))))*(x))*(x))*(x))*(x))*(x)),(((((5)*((x)*(x)))*(((x)+((0)-(5)))*(((5)+(7))+(7))))+((((6)-(5))+(5))*((4)*((9)-(6)))))/((0)/(0))),5*x*x*x+2*x+7,5
47,0.7688546878769882,0.04955236131850231,0.9598940131827277,0.3054549555856318,MultXD,ReplaceBranchR,AddXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddToLeafR|MultXD|MultXD|MutateNonTerminalR|SkipD,DivXD|ReplaceBranchR|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,46,46,35931345.3,35931345.3,(((((((((5)*(x))*((x)*((8)+(1))))+((2)*((x)+(7))))*(x))*((5)-(9)))*(x))*(x))*(x)),(((((5)*(7))*(((1)+(1))+((1)*((3)/(0)))))*(((x)+(((0)-(2))+((x)-(7))))*((1)-(8))))/(x)),5*x*x*x+2*x+7,5
48,0.7810839251946111,0.0070587374422935835,0.9826012465309761,0.42383246438122946,MultXD,ReplaceBranchR,AddXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddToLeafR|MultXD|MultXD|MutateNonTerminalR|SkipD,DivXD|ReplaceBranchR|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,47,46,87685339.1,87685339.1,(((((((((5)*((3)+(8)))*((x)*(x)))+((2)*((x)+(7))))*(x))*((9)-(1)))*(x))*(x))*(x)),((((((4)*(8))*((x)*(x)))-((((9)-(9))+(6))-((5)-((x)/(0)))))+((7)+(3)))/(x)),5*x*x*x+2*x+7,5
49,0.8217832848718054,0.012059736885412392,0.9478363138700001,0.22111220372477955,MultXD,ReplaceBranchR,AddXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddToLeafR|MultXD|MultXD|MutateNonTerminalR|SkipD,DivXD|ReplaceBranchR|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,48,48,157641477,157641477,(((((((((5)*(x))*((x)*((x)+(8))))+((2)*((x)+((3)*(8)))))*(x))*(x))*(x))*(x))*(x)),((((((8)/(0))*(x))+(((7)-((9)+((9)-((9)-(9)))))*(((8)*(4))*((x)*((2)-(1))))))*(x))*(x)),5*x*x*x+2*x+7,5
50,0.8847982004839128,0.15469249795308274,0.9478363138700001,0.22111220372477955,MultXD,ReplaceBranchR,AddXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddToLeafR|MultXD|MultXD|MutateNonTerminalR|SkipD,DivXD|ReplaceBranchR|AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,49,49,157641477,157641477,((((5)*((x)*(x)))*(((x)+(8))+((2)*(x))))+(((3)*((8)*(x)))*((x)*((x)*((x)*(x)))))),(((((8)/(0))*((x)+(7)))-(((9)+(9))-((9)-(9))))*(((8)*((4)*(x)))*((2)-((1)*((x)*(x)))))),5*x*x*x+2*x+7,5
