A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithAdd,MutateNonTerminalR,AddTreeWithMult,AddTreeWithDiv,0,0,0,2
SkipD,AddRandomSubTreeR,AddTreeWithSub,AddRandomSubTreeR,0,0,1,2
MultXD,AddTreeWithMult,MultXD,MultXD,0,0,2,2
AddTreeWithMult,MutateTerminalR,AddTreeWithMult,AddXD,0,0,3,2
AddTreeWithMult,AddTreeWithAdd,AddXD,DeleteTerminalR,0,0,4,2
,AddTreeWithSub,,DivXD,0,0,5,2
,AddToLeafR,,DeleteNonTerminalR,0,0,6,2
,SkipD,,AddTreeWithSub,0,0,7,2
,ReplaceBranchR,,MultXD,0,0,8,2
,MutateTerminalR,,ReplaceBranchXR,0,0,9,2
,ReplaceBranchR,,AddTreeWithAdd,0,0,10,2
,AddTreeWithSub,,AddRandomSubTreeR,0,0,11,2
,AddTreeWithSub,,AddTreeWithAdd,0,0,12,2
,SubXD,,SubXD,0,0,13,2
,AddTreeWithDiv,,MutateTerminalR,0,0,14,2
,AddTreeWithAdd,,AddTreeWithAdd,0,0,15,2
,ReplaceBranchR,,FellTreeD,0,0,16,2
,AddToLeafR,,FellTreeD,0,0,17,2
,AddTreeWithDiv,,MutateTerminalR,0,0,18,2
,AddRandomSubTreeR,,MultXD,0,0,19,2
