A,P,AFinal,PFinal,AGen,PGen,count,run
MultXD,AddTreeWithSub,MultXD,AddTreeWithSub,0,0,0,0
MutateTerminalR,DeleteTerminalR,AddTreeWithSub,ReplaceBranchXR,0,0,1,0
AddTreeWithMult,AddXD,AddToLeafR,DeleteNonTerminalR,0,0,2,0
MutateTerminalR,AddXD,MultXD,AddXD,0,0,3,0
SkipD,AddTreeWithSub,AddXD,AddTreeWithDiv,0,0,4,0
,MutateNonTerminalR,,MutateNonTerminalR,0,0,5,0
,DeleteNonTerminalR,,DeleteNonTerminalR,0,0,6,0
,MutateNonTerminalR,,SubXD,0,0,7,0
,FellTreeD,,MutateNonTerminalR,0,0,8,0
,MutateNonTerminalR,,DeleteTerminalR,0,0,9,0
,DeleteMaliciousR,,DeleteMaliciousR,0,0,10,0
,AddToLeafR,,FellTreeD,0,0,11,0
,MultXD,,MutateNonTerminalR,0,0,12,0
,SubXD,,MultXD,0,0,13,0
,AddXD,,DeleteTerminalR,0,0,14,0
,MutateNonTerminalR,,FellTreeD,0,0,15,0
,MultXD,,AddTreeWithDiv,0,0,16,0
,MultXD,,DeleteMaliciousR,0,0,17,0
,AddRandomSubTreeR,,AddXD,0,0,18,0
,MutateNonTerminalR,,ReplaceBranchXR,0,0,19,0
