gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x,25,-10,-0.04608861681116485,-0.03423700449987863,-0.03792594548279818,-0.034067022051272475,NaN,NaN,317.3718222222222,NaN,-0.9116925892040257,0.29447597886364063,0.024197665461087557,0.003621159824729836,7958.74,6088.4400000000005,13512.8,6045.72,(((x)*((4)*(9)))-((6)*((7)*(x)))),(((1)*(9))*((6)+(9))),MutateTerminalR|AddToLeafR|MutateNonTerminalR|MutateNonTerminalR|AddToLeafR,AddToLeafR|AddTreeWithSub|DeleteTerminalR|ReplaceBranchXR|AddTreeWithMult|SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|DivXD|AddToLeafR|MultXD|AddXD|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR|AddRandomSubTreeR,AddToLeafR,AddTreeWithMult,0,0,1,1,3
1,x*x*x*x,25,-10,-0.036092815971768395,-0.012766385852490241,-0.029037788524375902,-0.011220568739847264,597.8773,522.8332928571429,1677.4375999999995,509.51160000000004,-0.09187818585805785,0.29406520156095384,0.43417422305057224,0.004423992497195989,39304.81,6105.71,138960.8,6049.24,((((x)*(x))*((9)*(9)))*((x)-((5)*(7)))),(((6)+((8)*(9)))-((8)-((9)+(0)))),AddTreeWithMult|AddToLeafR|MutateNonTerminalR|MutateNonTerminalR|AddToLeafR,AddToLeafR|AddTreeWithSub|DeleteTerminalR|ReplaceBranchXR|AddTreeWithMult|SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|SkipD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR|AddRandomSubTreeR,AddToLeafR,ReplaceBranchXR,1,1,2,2,3
2,x*x*x*x,25,-10,-0.03826338256437067,-0.005634409756583326,-0.03798332244151092,0.011986792887328767,265.73720000000003,443.99403333333333,308.592,240.04853333333332,-0.9373101555352242,0.29816208276540257,0.01041419837225525,0.005030459967292918,7215.7,6052.213333333334,9592.8,6014.133333333334,((((5)+(3))-((7)*(6)))+((4)*((x)*(x)))),((((x)+(0))/((1)*((4)+(0))))-(((1)*(x))+((x)-((x)*(x))))),AddTreeWithMult|AddToLeafR|MutateNonTerminalR|MutateNonTerminalR|AddToLeafR,MutateTerminalR|DeleteNonTerminalR|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|FellTreeD|MutateNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|DivXD|AddToLeafR|MultXD|AddXD|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithSub|DeleteNonTerminalR|MultXD|AddTreeWithMult,AddToLeafR,MutateTerminalR,2,2,3,3,3
3,x*x*x*x,25,-10,-0.03681269834008626,-0.004615334730153985,-0.03173857012155274,0.01578710532703475,487.7209,435.2614571428571,1264.164,207.4832,-0.5793961573650503,0.28772149298877836,0.19234593677897857,0.004338202654164896,20244.7,6137.66,64360.8,6103.6,((((6)-(4))*((8)*(x)))*((5)*((8)*(x)))),((9)-((0)*(x))),AddTreeWithMult|AddToLeafR|MutateNonTerminalR|MutateNonTerminalR|AddToLeafR,AddToLeafR|AddTreeWithSub|DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|MutateNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|SkipD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithSub|DeleteNonTerminalR|MultXD|AddRandomSubTreeR,AddToLeafR,DeleteMaliciousR,3,3,4,4,3
4,x*x*x*x,25,-10,-0.03338678949221784,0.011317509849319419,-0.01826369436934188,0.011557126052616842,3989.4571,245.78369999999998,15236.104000000001,243.73039999999997,0.8966942148760331,0.2908023227589298,0.9285615267197077,0.002519769285963293,374849.9,6107.450000000001,1481233.6,6077.2,((((x)*(x))*((9)*(x)))*((3)*((9)*(x)))),(((x)*(8))*((3)+(0))),AddTreeWithMult|AddToLeafR|MutateNonTerminalR|MutateNonTerminalR|AddToLeafR,MutateTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|MutateNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|DivXD|AddToLeafR|MultXD|AddXD|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR,AddToLeafR,DeleteMaliciousR,4,4,5,5,3
5,x*x*x*x,25,-10,-0.038026499150437855,0.011347477920719985,-0.03675194876486734,0.011613561252497342,301.98510000000005,245.52689999999996,497.0168,243.24679999999998,-0.877657822506862,0.29018615680489956,0.039378900102594455,0.001976629235863609,9712.72,6093.92,18720.8,6082.48,((((5)*(3))+((6)*(x)))*((x)*((x)-((5)-(x))))),(((7)*(3))*((x)+(0))),AddTreeWithMult|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|AddToLeafR,MutateTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|DivXD|ReplaceBranchXR|AddToLeafR|DivXD|AddToLeafR|MultXD|AddXD|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR,AddToLeafR,ReplaceBranchXR,5,5,6,6,3
6,x*x*x*x,25,-10,-0.03799125931250817,0.00008746522396699041,-0.03649057639524246,0.011728438859532835,307.3775,377.31350000000003,537.0120000000001,242.2624,-0.8336139066788656,0.29542356741415693,0.06389068610888106,0.004610017587643487,10800.42,6093.09,25460.4,6037.6,((((7)+(7))*((5)*(6)))*((7)-((x)*(x)))),(((x)*((9)*(5)))+((8)+(x))),AddTreeWithMult|AddToLeafR|MutateNonTerminalR|MutateNonTerminalR|AddToLeafR,MutateTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|DivXD|AddToLeafR|MultXD|AddXD|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR,AddToLeafR,ReplaceBranchXR,6,6,7,7,3
7,x*x*x*x,25,-10,-0.03726996078943928,0.005853529884048774,-0.03418617174225592,0.01209757828108371,417.75060000000013,310.2543,889.6320000000001,239.0992,-0.7038243366880146,0.31179864443490124,0.12463727547238788,0.013458264933742274,17735.800000000003,6064.96,45320.8,5897.28,((((x)*(9))-((9)*(6)))-((5)*((7)*((x)+(x))))),(((x)*(1))*((4)*(x))),AddTreeWithMult|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|AddToLeafR,MutateTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|DivXD|AddToLeafR|MultXD|AddXD|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR,AddToLeafR,ReplaceBranchXR,7,7,8,8,3
8,x*x*x*x,25,-10,-0.037665062083387796,0.005785786638534649,-0.035286801725264674,0.011622943779524622,357.29220000000004,310.8348,721.2136,243.16639999999998,-0.8795859364788916,0.29420990720167306,0.04016620599591295,0.0037141424080456937,9207.36,6094.72,18425.76,6048,((((x)-(7))*((1)*(6)))*((x)-((3)*((9)*(x))))),(((x)+((2)+(7)))*((x)+(0))),AddTreeWithMult|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|AddToLeafR,MutateTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|DivXD|AddToLeafR|MultXD|AddXD|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR,AddToLeafR,ReplaceBranchXR,8,8,9,9,3
9,x*x*x*x,25,-10,-0.037989172657168994,-0.005677817558862517,-0.03621351980133316,0.01154293556397857,307.69679999999994,444.36600000000004,579.4072,243.85199999999998,-0.7623196967716639,0.2885057042029987,0.10300093055619695,0.0013368068005001831,12837.899999999998,6113.42,36369.84,6096.88,((((6)+(6))-((6)+(3)))*((8)*((x)*((x)*(x))))),(((x)+(5))+((9)*(3))),AddTreeWithMult|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|AddToLeafR,MutateTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|DivXD|AddToLeafR|MultXD|AddXD|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR,AddToLeafR,ReplaceBranchXR,9,9,10,10,3
10,x*x*x*x,25,-10,-0.03678002810090184,-0.005706307454363262,-0.0328530388184551,0.011479825232929404,492.7201,444.61013333333335,1093.628,244.39280000000002,-0.42484903934126256,0.28772149298877836,0.2539514078649226,0.0018633121046186777,31155.760000000002,6120.75,88009.6,6103.6,((((x)*(x))*((5)*(4)))*((9)*((x)+((6)-(8))))),((x)*(9)),AddTreeWithMult|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|AddToLeafR,MutateTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|DivXD|AddToLeafR|MultXD|AddXD|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR,AddToLeafR,ReplaceBranchXR,10,10,11,11,3
11,x*x*x*x,25,-10,-0.03388775933157798,0.000024739996639098206,-0.020252326046740626,0.011598670575274942,1303.8468,377.85100000000006,4495.996,243.37440000000004,0.6116608733026723,0.2925714659148198,0.7912242725556756,0.0028033525814308616,101862,6097.77,394037.04,6062.04,((((7)+(5))*((8)*(9)))*((3)*((8)*((3)*(x))))),(((x)+(1))+((x)*(x))),AddTreeWithMult|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|AddToLeafR,MutateTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|DivXD|AddToLeafR|MultXD|AddXD|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR,AddToLeafR,ReplaceBranchXR,11,11,12,12,3
12,x*x*x*x,25,-10,-0.03791839236701085,0.00574259667270385,-0.03625718468174095,0.011756913195287272,318.52759999999995,311.20489999999995,572.7256000000001,242.01839999999996,-0.7925620180368579,0.293570401628172,0.0776057103818503,0.00366380065339426,14663.72,6100.49,31742.16,6053.48,((((x)*(4))*((1)+(7)))*((9)*((5)*((4)-(7))))),(((7)+(9))*((x)*(4))),AddTreeWithMult|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|AddToLeafR,MutateTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|DivXD|AddToLeafR|MultXD|AddXD|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR,AddToLeafR,ReplaceBranchXR,12,12,13,13,3
13,x*x*x*x,25,-10,-0.03819463207423866,0.00031691702298485946,-0.037375307802901575,0.01394047463450156,276.25739999999996,375.34729999999996,401.6304,223.30720000000002,-0.9095380995948241,0.40403682058367724,0.024146698449788635,0.001340051252295558,8427.099999999999,6108.99,13842.48,5106.88,((((x)*(x))*((x)*(5)))-((4)+((x)+((6)+(0))))),((((3)*(x))*((x)+(1)))*((6)+((6)+(2)))),AddTreeWithMult|AddToLeafR|MutateNonTerminalR|AddTreeWithAdd|MultXD,MutateTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|DivXD|AddToLeafR|MultXD|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR,AddTreeWithMult,ReplaceBranchXR,13,13,14,14,3
14,x*x*x*x,25,-10,-0.038129704613775975,0.00002968799596691718,-0.03725222323879231,0.011515301454525088,286.19259999999997,377.8086,420.4648,244.08879999999996,-0.8886111619396158,0.29018615680489956,0.037253374639910374,0.002486128188158183,8505.24,6105.889999999999,17044.72,6082.48,((((9)+(5))*((1)+(3)))-((x)*((x)*((x)+(x))))),(((x)-((1)+(8)))*((8)-(7))),AddTreeWithMult|AddRandomSubTreeR|MutateNonTerminalR|AddTreeWithAdd|AddToLeafR,MutateTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|DivXD|AddToLeafR|MultXD|AddXD|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR,AddTreeWithMult,ReplaceBranchXR,14,14,15,15,3
