gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x,25,-10,-0.03841114821591949,-0.01712647143334308,-0.03816050450921448,0.011492107059353173,243.1261,577.7690888888889,281.4796,244.28755555555554,-0.9599477192523854,0.2917032320705044,0.00003541771456521725,0.0033323187505496007,6122.38,6110.15,6128.8,6069.48,((0)-((x)+(6))),((9)*((8)+(9))),AddTreeWithSub|FellTreeD|AddTreeWithSub|AddRandomSubTreeR|MutateTerminalR,AddXD|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|MutateNonTerminalR|MutateTerminalR|SubXD|ReplaceBranchR|AddTreeWithAdd|MultXD|FellTreeD|MutateNonTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchR|AddToLeafR|ReplaceBranchR|SkipD|ReplaceBranchR,AddTreeWithSub,ReplaceBranchR,0,0,1,1,1
1,x*x*x*x,25,-10,-0.038331367141550124,0.011447733256156995,-0.03803389622271598,0.011496069608081113,255.33419999999998,244.6678,300.8532,244.2536,-0.923298915174487,0.2882723080082903,0.020128456706293724,0.001252236019392461,7205.719999999999,6112.57,11736.8,6098.88,((((3)-(5))*((8)*(3)))*((9)*((8)+(5)))),((2)*((8)*(2))),AddTreeWithSub|AddTreeWithMult|MutateTerminalR|AddRandomSubTreeR|MutateTerminalR,AddXD|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|MutateNonTerminalR|MutateTerminalR|SubXD|ReplaceBranchR|AddTreeWithAdd|MultXD|FellTreeD|MutateNonTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchR|AddToLeafR|ReplaceBranchR|SkipD|ReplaceBranchR,MutateTerminalR,ReplaceBranchR,1,1,2,2,1
2,x*x*x*x,25,-10,-0.03794123382564371,0.011458737886737496,-0.036305996601751406,0.01148878764680621,315.0324,244.5735,565.2564000000001,244.31600000000003,-0.7940713632204941,0.28764213828257756,0.0835165577667629,0.0009520838905063226,12370.84,6113.99,31511.2,6104.28,((((7)+(5))*((2)*(4)))*((x)*((7)*(x)))),((7)+((8)+(8))),AddTreeWithSub|AddTreeWithMult|MutateTerminalR|ReplaceBranchXR|AddTreeWithAdd,AddXD|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|MutateNonTerminalR|DivXD|SubXD|ReplaceBranchR|SkipD|MultXD|FellTreeD|MutateNonTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchR|AddToLeafR|ReplaceBranchR|SkipD|ReplaceBranchR,ReplaceBranchXR,ReplaceBranchR,2,2,3,3,1
3,x*x*x*x,25,-10,-0.037515503855705144,0.011477759676606237,-0.03499209515096066,0.011583639860335719,380.17760000000004,244.41049999999998,766.3096,243.5032,-0.7197804208600184,0.2924734395130422,0.11835185360770188,0.003063743287797642,15778.699999999999,6102.02,42879.2,6062.88,(((7)*((5)*(x)))*((5)*((x)*(5)))),((4)*((8)*(3))),AddTreeWithSub|AddTreeWithMult|MutateTerminalR|ReplaceBranchXR|MutateTerminalR,AddXD|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|MutateNonTerminalR|MutateNonTerminalR|SubXD|ReplaceBranchR|AddTreeWithAdd|MultXD|FellTreeD|MutateNonTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchR|AddToLeafR|ReplaceBranchR|SkipD|ReplaceBranchR,MutateTerminalR,ReplaceBranchR,3,3,4,4,1
4,x*x*x*x,25,-10,-0.03682727486603059,0.011474212054446667,-0.032239403999477195,0.01159530967007114,485.4904,244.4409,1187.5264,243.4032,-0.43912011501764475,0.29224937916612215,0.2600491553655911,0.0027145666487460142,26145.02,6099.5,85825.84,6064.8,((((9)+(1))*((4)*(4)))*((x)*((x)*(x)))),((x)*(x)),AddTreeWithSub|DeleteTerminalR|MutateTerminalR|ReplaceBranchR|AddTreeWithAdd,AddXD|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|MutateNonTerminalR|MutateNonTerminalR|SubXD|ReplaceBranchR|AddTreeWithAdd|MultXD|FellTreeD|MutateNonTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchR|AddToLeafR|ReplaceBranchR|SkipD|ReplaceBranchR,AddTreeWithSub,ReplaceBranchR,4,4,5,5,1
5,x*x*x*x,25,-10,-0.03797080969807868,0.011446612954422395,-0.03677996078943929,0.011487807382788436,310.50669999999997,244.67739999999998,492.7303999999999,244.3244,-0.9068827604234742,0.2871520062736898,0.0252169568533009,0.0006186716365088017,8486.82,6114.48,14248.8,6108.48,((((x)*(x))-((7)*(6)))-((0)*((x)*(4)))),((9)+(7)),AddTreeWithSub|AddTreeWithMult|MutateTerminalR|AddTreeWithSub|MutateTerminalR,AddXD|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|MutateNonTerminalR|MutateNonTerminalR|SubXD|ReplaceBranchR|AddTreeWithAdd|MultXD|FellTreeD|MutateNonTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchR|AddToLeafR|ReplaceBranchR|SkipD|ReplaceBranchR,MutateTerminalR,ReplaceBranchR,5,5,6,6,1
6,x*x*x*x,25,-10,-0.03847494445170566,0.011464841197229124,-0.03810304535354856,0.011515488171480856,233.36399999999998,244.52120000000002,290.272,244.08719999999997,-0.9453613906678866,0.28862240230035296,0.007388181792195634,0.000546464515293198,6665.54,6110.01,8360.8,6095.88,(((x)*((0)-(8)))*((x)*(5))),((6)*((7)-(5))),DeleteNonTerminalR|AddTreeWithMult|MutateTerminalR|AddTreeWithSub|MutateTerminalR,AddXD|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|MutateNonTerminalR|MutateNonTerminalR|SubXD|ReplaceBranchR|AddTreeWithAdd|MultXD|FellTreeD|MutateNonTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchR|AddToLeafR|ReplaceBranchR|SkipD|ReplaceBranchR,MutateTerminalR,ReplaceBranchR,6,6,7,7,1
7,x*x*x*x,25,-10,-0.037453160371193304,0.01144529426592229,-0.03492262972160502,0.011498403570028197,389.71740000000005,244.68870000000004,776.9392,244.2336,-0.8483649196183506,0.28813227029146526,0.048985533120317684,0.0010678320159186274,12305.460000000001,6113.450000000001,23203.2,6100.08,((((x)*(4))-((x)*(3)))-((0)*((x)*(x)))),((5)*(6)),AddTreeWithSub|AddTreeWithMult|MutateTerminalR|AddTreeWithSub|MutateTerminalR,AddXD|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|MutateNonTerminalR|MutateNonTerminalR|SubXD|ReplaceBranchR|AddTreeWithAdd|MultXD|FellTreeD|MutateNonTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchR|AddToLeafR|ReplaceBranchR|SkipD|ReplaceBranchR,MutateTerminalR,ReplaceBranchR,7,7,8,8,1
8,x*x*x*x,25,-10,-0.037679378512612736,0.011430625315084866,-0.03559389099464123,0.011525244132419668,355.1015,244.81440000000003,674.2228000000001,244.0036,-0.8153825643706705,0.28946262860130334,0.07187659821835204,0.0015766461449985224,11753.18,6106.3,28250.16,6088.68,((((5)*(x))*((8)-(x)))-((7)*((9)*(x)))),((7)*(7)),AddTreeWithSub|AddTreeWithMult|MutateTerminalR|AddTreeWithSub|MutateTerminalR,AddXD|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|MutateNonTerminalR|MutateNonTerminalR|SubXD|ReplaceBranchR|AddTreeWithAdd|MultXD|FellTreeD|MutateNonTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchR|AddToLeafR|ReplaceBranchR|SkipD|ReplaceBranchR,AddTreeWithSub,ReplaceBranchR,8,8,9,9,1
9,x*x*x*x,25,-10,-0.03837186054110574,0.011461223556211143,-0.037930976342961706,0.011516141680826037,249.1379,244.55219999999997,316.602,244.0816,-0.913156450137237,0.28883245887559056,0.0235694536117994,0.001228148281884916,7913.92,6105.889999999999,13288.8,6094.08,((((x)*(8))*((6)-(2)))*((3)-((7)*(x)))),((5)*(8)),AddTreeWithSub|AddTreeWithMult|MutateTerminalR|AddTreeWithSub|MutateTerminalR,AddXD|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|MutateNonTerminalR|MutateNonTerminalR|SubXD|ReplaceBranchR|AddTreeWithAdd|MultXD|FellTreeD|MutateNonTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchR|AddTreeWithMult|ReplaceBranchR|SkipD|ReplaceBranchR,MutateTerminalR,ReplaceBranchR,9,9,10,10,1
10,x*x*x*x,25,-10,-0.03756651418115279,0.011471878092499584,-0.036251815448960924,0.011568329069962848,372.37200000000007,244.4609,573.5472,243.6344,-0.8677767612076853,0.29065294919431645,0.041147490314393624,0.0019664147670805663,12554.24,6102.51,20232.8,6078.48,((((1)-(8))*((6)*(7)))*((x)-((x)*(x)))),((6)*((7)+(4))),DivXD|AddTreeWithMult|MutateTerminalR|AddTreeWithSub|MutateTerminalR,AddXD|ReplaceBranchXR|AddXD|SubXD|ReplaceBranchXR|MutateNonTerminalR|MutateNonTerminalR|SubXD|ReplaceBranchR|AddTreeWithAdd|MultXD|FellTreeD|MutateNonTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchR|AddToLeafR|ReplaceBranchR|SkipD|ReplaceBranchR,MutateTerminalR,ReplaceBranchR,10,10,11,11,1
