gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x,25,-10,-0.05151210428798946,-0.005702279702888866,-0.04878065612338256,0.011604676637352106,NaN,NaN,NaN,243.32293333333334,-0.9600000000000001,0.3024908041899286,0,0.01781529202100423,6120.8,6111.08,6120.8,5977.04,(0),(((6)+((8)*(4)))*((8)+(x))),DivXD|AddToLeafR|DeleteNonTerminalR|AddToLeafR|AddToLeafR,ReplaceBranchXR|AddTreeWithSub|MutateTerminalR|DeleteMaliciousR|SkipD|MultXD|AddTreeWithSub|MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddTreeWithSub|SkipD|SkipD|MutateNonTerminalR|ReplaceBranchXR|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddXD|AddTreeWithMult,AddToLeafR,SkipD,0,0,1,1,4
1,x*x*x*x,25,-10,-0.048808436413540705,0.011469018989114404,-0.03843311828519148,0.01182455141251377,182.33306000000002,244.48539999999997,239.76424000000003,241.43880000000001,-0.9600000000000001,0.31363780644920364,0,0.015264544849750804,6120.8,6072.3,6120.8,5881.52,(0),(((3)*((4)*(8)))*((7)+(x))),AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddToLeafR|FellTreeD,ReplaceBranchXR|AddTreeWithSub|MutateTerminalR|DeleteMaliciousR|SkipD|MultXD|AddTreeWithSub|MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddTreeWithSub|SkipD|SkipD|MutateNonTerminalR|ReplaceBranchXR|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddXD|AddTreeWithMult,AddToLeafR,SkipD,1,1,2,2,4
2,x*x*x*x,25,-10,-0.04109999754933996,0.011560346920103817,-0.03839986929813097,0.012205313964561124,214.22837500000003,243.7028,244.852,238.176,-0.9600000000000001,0.3201075489665217,0,0.018206028840258157,6120.8,6057.620000000001,6120.8,5826.08,(0),(((9)*((7)*(9)))*((2)+(x))),AddTreeWithSub|AddTreeWithDiv|DeleteNonTerminalR|AddToLeafR|FellTreeD,ReplaceBranchXR|AddTreeWithSub|MutateTerminalR|DeleteMaliciousR|SkipD|MultXD|AddTreeWithSub|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|MutateNonTerminalR|DeleteNonTerminalR|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddXD|AddTreeWithMult,AddTreeWithSub,AddTreeWithSub,2,2,3,3,4
3,x*x*x*x,25,-10,-0.04099995098679912,0.011547731855779826,-0.03839980394719645,0.012095337677614509,229.5375,243.81089999999998,244.862,239.1184,-0.9600000000000001,0.31206004817297467,0,0.01232229675107952,6120.8,6046.62,6120.8,5895.04,(0),(((5)+((x)*(9)))*((6)+(x))),DivXD|AddTreeWithDiv|DeleteNonTerminalR|AddToLeafR|FellTreeD,ReplaceBranchXR|AddTreeWithSub|MutateTerminalR|DeleteMaliciousR|SkipD|MultXD|AddTreeWithSub|MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddTreeWithSub|SkipD|SkipD|MutateNonTerminalR|ReplaceBranchXR|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddXD|AddTreeWithMult,DeleteNonTerminalR,AddTreeWithSub,3,3,4,4,4
4,x*x*x*x,25,-10,-0.038400000000000004,0.011674139234833918,-0.038400000000000004,0.012216890415818664,244.832,242.72770000000003,244.832,238.0768,-0.9600000000000001,0.30260283436338864,0,0.007356586844755459,6120.8,6046.4400000000005,6120.8,5976.08,(0),(((9)+((3)*(x)))*((8)+(x))),AddTreeWithSub|AddToLeafR|AddTreeWithAdd|AddToLeafR|FellTreeD,ReplaceBranchXR|AddTreeWithSub|MutateTerminalR|DeleteMaliciousR|SkipD|MultXD|AddTreeWithSub|MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddTreeWithSub|SkipD|SkipD|MutateNonTerminalR|MultXD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddXD|AddTreeWithMult,AddToLeafR,AddTreeWithSub,4,4,5,5,4
5,x*x*x*x,25,-10,-0.038400000000000004,0.011613596261926548,-0.038400000000000004,0.011914175551281816,244.832,243.24650000000003,244.832,240.67079999999999,-0.9600000000000001,0.3054969471777733,0,0.008384131902383487,6120.8,6046.08,6120.8,5951.28,(0),(((9)*((4)+(5)))*((8)+(x))),DivXD|AddTreeWithDiv|AddTreeWithAdd|AddToLeafR|FellTreeD,ReplaceBranchXR|AddTreeWithSub|MutateTerminalR|DeleteMaliciousR|SkipD|MultXD|AddTreeWithSub|MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddToLeafR|SkipD|SkipD|AddTreeWithAdd|ReplaceBranchXR|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddXD|AddTreeWithMult,AddTreeWithAdd,SkipD,5,5,6,6,4
6,x*x*x*x,25,-10,-0.038400000000000004,0.011644427899247533,-0.038400000000000004,0.012087308848516536,244.832,242.98229999999995,244.832,239.18720000000002,-0.9600000000000001,0.3176708926937656,0,0.01376696616268548,6120.8,6013.959999999999,6120.8,5846.96,(0),(((4)*((6)*(5)))*((8)+(x))),DivXD|AddTreeWithDiv|DeleteNonTerminalR|AddToLeafR|FellTreeD,ReplaceBranchXR|AddTreeWithSub|MutateTerminalR|DeleteMaliciousR|SkipD|MultXD|AddTreeWithSub|MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddTreeWithSub|AddTreeWithAdd|SkipD|MutateNonTerminalR|MultXD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddXD|AddTreeWithMult,DivXD,AddTreeWithSub,6,6,7,7,4
7,x*x*x*x,25,-10,-0.038400000000000004,0.011814363668614748,-0.038400000000000004,0.012307401460126597,244.832,241.5261,244.832,237.30120000000002,-0.9600000000000001,0.31007151259405874,0,0.007719695719589188,6120.8,5981.34,6120.8,5912.08,(0),(((x)*((6)*(3)))*((9)+(x))),DivXD|AddToLeafR|DeleteNonTerminalR|AddToLeafR|FellTreeD,ReplaceBranchXR|AddTreeWithSub|MutateTerminalR|DeleteMaliciousR|SkipD|MultXD|AddTreeWithSub|MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddTreeWithSub|SkipD|SkipD|MutateNonTerminalR|MultXD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddXD|AddTreeWithMult,AddToLeafR,AddTreeWithSub,7,7,8,8,4
8,x*x*x*x,25,-10,-0.038400000000000004,0.011995444106279294,-0.038400000000000004,0.012618892021584482,244.832,239.97439999999997,244.832,234.632,-0.9600000000000001,0.3143193233377523,0,0.005830885334340356,6120.8,5979.4,6120.8,5875.68,(0),(((x)*((4)*(x)))+((9)*(4))),DivXD|AddTreeWithDiv|DeleteNonTerminalR|AddToLeafR|FellTreeD,ReplaceBranchXR|AddTreeWithSub|MutateTerminalR|DeleteMaliciousR|SkipD|MultXD|AddTreeWithSub|MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddTreeWithSub|SkipD|SkipD|MutateNonTerminalR|MultXD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddXD|AddTreeWithMult,FellTreeD,SkipD,8,8,9,9,4
9,x*x*x*x,25,-10,-0.038400000000000004,0.011779716003510281,-0.038400000000000004,0.012374759601919454,244.832,241.82299999999998,244.832,236.724,-0.9600000000000001,0.3195380622514331,0,0.014694038877810239,6120.8,6018.51,6120.8,5830.96,(0),(((6)*((7)*(x)))*((8)+(x))),DivXD|AddToLeafR|DeleteNonTerminalR|AddToLeafR|FellTreeD,ReplaceBranchXR|AddTreeWithSub|MutateTerminalR|DeleteMaliciousR|SkipD|MultXD|AddTreeWithSub|MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddTreeWithSub|SkipD|SkipD|MutateNonTerminalR|MultXD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddXD|AddTreeWithMult,AddToLeafR,AddTreeWithSub,9,9,10,10,4
