A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithAdd,AddXD,MutateTerminalR,AddXD,0,0,0,1
AddToLeafR,ReplaceBranchXR,AddToLeafR,AddTreeWithDiv,0,0,1,1
AddTreeWithSub,AddXD,AddTreeWithSub,AddXD,0,0,2,1
AddTreeWithSub,SubXD,AddTreeWithSub,SubXD,0,0,3,1
AddToLeafR,ReplaceBranchXR,AddToLeafR,ReplaceBranchXR,0,0,4,1
,SkipD,,SkipD,0,0,5,1
,MutateNonTerminalR,,MutateNonTerminalR,0,0,6,1
,SubXD,,SubXD,0,0,7,1
,ReplaceBranchR,,ReplaceBranchR,0,0,8,1
,AddTreeWithAdd,,AddTreeWithAdd,0,0,9,1
,FellTreeD,,FellTreeD,0,0,10,1
,FellTreeD,,MutateTerminalR,0,0,11,1
,MutateNonTerminalR,,MutateNonTerminalR,0,0,12,1
,FellTreeD,,FellTreeD,0,0,13,1
,MutateTerminalR,,SubXD,0,0,14,1
,ReplaceBranchR,,ReplaceBranchR,0,0,15,1
,AddToLeafR,,AddToLeafR,0,0,16,1
,ReplaceBranchR,,ReplaceBranchR,0,0,17,1
,SkipD,,SkipD,0,0,18,1
,ReplaceBranchR,,ReplaceBranchR,0,0,19,1
