gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x,25,-10,-0.056626200496667105,-0.0228622519646773,-0.04879308325709058,0.011442269191909764,NaN,NaN,184.68240000000003,244.7146222222222,-0.9599346490654818,0.2859476819089942,0.00003066967003944314,0,6124.07,6118.8,6130.8,6118.8,(((x)*((x)*(9)))*((0)-((1)+(9)))),((0)+(x)),DeleteTerminalR|MutateTerminalR|SubXD|SkipD|AddToLeafR,MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithMult|MutateTerminalR|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|SkipD|ReplaceBranchR|MutateTerminalR|ReplaceBranchR|AddTreeWithSub|AddTreeWithSub|SubXD|SubXD|AddTreeWithAdd|SubXD|FellTreeD|SkipD|AddXD,DeleteTerminalR,SubXD,0,0,1,1,2
1,x*x*x*x,25,-10,-0.04893294994118416,0.011421869438316872,-0.04879941184158934,0.011636402960086143,163.28,244.88943015873014,183.71400000000003,243.05106666666666,-0.9600000000000001,0.3012541933516317,0.0006323356423996729,0.010053127082154681,6072.42,6069.677261904762,6120.8,5987.636666666666,(((2)+((0)*(0)))*((4)*((4)*(0)))),(((((3)+(4))*((0)+(6)))+(((6)-(x))+((7)+((1)-(x)))))/(((8)/((3)+(6)))+(((4)-(4))*((x)-((9)-(9)))))),DeleteTerminalR|MutateTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR,MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithMult|MutateTerminalR|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|SkipD|ReplaceBranchR|MutateTerminalR|ReplaceBranchR|AddTreeWithSub|AddTreeWithSub|SubXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchR|AddToLeafR|AddTreeWithDiv|AddRandomSubTreeR,DeleteTerminalR,AddTreeWithSub,1,1,2,2,2
2,x*x*x*x,25,-10,-0.03847649718990982,0.0025157948447498755,-0.03839973859626193,0.011412274150282257,233.1264,392.2635133333333,244.872,244.97165333333334,-0.9600000000000001,0.2859476819089942,0,0,6120.8,6118.8,6120.8,6118.8,(((x)*((4)*(5)))-((9)+((1)*(0)))),((0)+(x)),DeleteTerminalR|MutateTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR,AddTreeWithDiv|MultXD|MultXD|AddXD|DeleteTerminalR|DivXD|DeleteNonTerminalR|FellTreeD|FellTreeD|SubXD|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithAdd|SubXD|SubXD|AddTreeWithAdd|SubXD|FellTreeD|SkipD|AddXD,DeleteTerminalR,SubXD,2,2,3,3,2
3,x*x*x*x,25,-10,-0.03860265716899752,0.011437907276359769,-0.03838902104300092,0.011437907276359769,213.82140000000004,244.752,246.512,244.752,-0.9589021043000916,0.2859476819089942,0.00054894784995424,0,6162.8,6118.8,6288.8,6118.8,(((1)+((0)*(6)))-((9)*((x)*(x)))),((0)+(x)),DeleteTerminalR|MutateTerminalR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithMult,AddTreeWithDiv|MultXD|MultXD|AddXD|DeleteTerminalR|DivXD|DeleteNonTerminalR|FellTreeD|FellTreeD|SubXD|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithAdd|SubXD|SubXD|AddTreeWithAdd|DivXD|FellTreeD|SkipD|AddXD,DeleteTerminalR,FellTreeD,3,3,4,4,2
4,x*x*x*x,25,-10,-0.03851456410926676,0.011437907276359769,-0.03834327538883806,0.011437907276359769,227.3014,244.752,253.512,244.752,-0.9600000000000001,0.2859476819089942,0,0,6120.8,6118.8,6120.8,6118.8,(((x)*((0)*(5)))*((5)+((8)*(x)))),((0)+(x)),DeleteTerminalR|MutateTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR,AddTreeWithDiv|MultXD|MultXD|AddXD|DeleteTerminalR|DivXD|DeleteNonTerminalR|FellTreeD|FellTreeD|SubXD|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithAdd|SubXD|SubXD|AddTreeWithAdd|SubXD|FellTreeD|SkipD|AddXD,DeleteTerminalR,SubXD,4,4,5,5,2
5,x*x*x*x,25,-10,-0.03815316298523069,0.011437907276359769,-0.0372009358253823,0.011437907276359769,282.603,244.752,428.31280000000004,244.752,-0.8504650372500328,0.2859476819089942,0.05476748137498366,0,10311.06,6118.8,22881.84,6118.8,(((x)*((x)*(4)))*((3)+((9)*(x)))),((0)+(x)),DeleteTerminalR|MutateTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR,AddTreeWithDiv|MultXD|MultXD|AddXD|DeleteTerminalR|DivXD|DeleteNonTerminalR|FellTreeD|FellTreeD|SubXD|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithAdd|SubXD|SubXD|AddTreeWithAdd|SubXD|FellTreeD|SkipD|AddXD,DeleteTerminalR,SubXD,5,5,6,6,2
6,x*x*x*x,25,-10,-0.038453144686969025,0.011437907276359769,-0.03839467781989283,0.011437907276359769,236.69980000000004,244.752,245.6464,244.752,-0.9594677819892825,0.2859476819089942,0.0002520316609038697,0,6149.780000000001,6118.8,6202.24,6118.8,(((3)+((0)*(1)))-((5)*((x)*(3)))),((0)+(x)),DeleteTerminalR|MutateTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR,AddTreeWithDiv|MultXD|MultXD|AddXD|DeleteTerminalR|DivXD|DeleteNonTerminalR|FellTreeD|FellTreeD|SubXD|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithAdd|SubXD|SubXD|AddTreeWithAdd|SubXD|FellTreeD|SkipD|AddXD,DeleteTerminalR,SubXD,6,6,7,7,2
7,x*x*x*x,25,-10,-0.03850542282054634,0.011437907276359769,-0.03838536139066789,0.011437907276359769,228.7002,244.752,247.072,244.752,-0.9600000000000001,0.2859476819089942,0.00009007536877709046,0,6110.42,6118.8,6120.8,6118.8,(((x)*((0)*(2)))-((6)*(1))),((0)+(x)),DeleteTerminalR|MutateTerminalR|AddTreeWithAdd|DeleteTerminalR|ReplaceBranchR,AddTreeWithDiv|MultXD|MultXD|AddXD|DeleteTerminalR|DivXD|DeleteNonTerminalR|FellTreeD|FellTreeD|SubXD|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithAdd|SubXD|SubXD|AddTreeWithAdd|SubXD|FellTreeD|SkipD|AddXD,DeleteTerminalR,SubXD,7,7,8,8,2
8,x*x*x*x,25,-10,-0.038407893085871135,0.011437907276359769,-0.03839986929813097,0.011437907276359769,243.62419999999997,244.752,244.852,244.752,-0.9599869298130964,0.2859476819089942,0.000030643665723873825,0,6119.17,6118.8,6122.8,6118.8,((x)-(4)),((0)+(x)),DeleteTerminalR|MutateTerminalR|AddTreeWithAdd|DeleteTerminalR|ReplaceBranchR,AddTreeWithDiv|MultXD|MultXD|AddXD|DeleteTerminalR|DivXD|DeleteNonTerminalR|FellTreeD|FellTreeD|SubXD|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithAdd|SubXD|SubXD|AddTreeWithAdd|SubXD|FellTreeD|SkipD|AddXD,DeleteTerminalR,SubXD,8,8,9,9,2
9,x*x*x*x,25,-10,-0.038458097634296175,0.011437907276359769,-0.03839973336818717,0.011437907276359769,235.94190000000003,244.752,244.87279999999998,244.752,-0.9599733368187164,0.2859476819089942,0.00003854471763490544,0,6117.9400000000005,6118.8,6124.88,6118.8,(((8)-(9))*((2)*(x))),((0)+(x)),DeleteTerminalR|MutateTerminalR|AddTreeWithAdd|DeleteTerminalR|ReplaceBranchR,AddTreeWithDiv|MultXD|MultXD|AddXD|DeleteTerminalR|DivXD|DeleteNonTerminalR|FellTreeD|FellTreeD|SubXD|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithAdd|SubXD|SubXD|AddTreeWithAdd|SubXD|FellTreeD|SkipD|AddXD,DeleteTerminalR,SubXD,9,9,10,10,2
