A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithAdd,ReplaceBranchXR,AddTreeWithAdd,ReplaceBranchXR,0,0,0,4
DeleteTerminalR,DeleteNonTerminalR,DeleteTerminalR,AddToLeafR,0,0,1,4
DeleteTerminalR,MutateTerminalR,DeleteTerminalR,MutateTerminalR,0,0,2,4
AddTreeWithAdd,DeleteMaliciousR,AddTreeWithAdd,DeleteMaliciousR,0,0,3,4
AddTreeWithMult,ReplaceBranchXR,AddTreeWithMult,DeleteNonTerminalR,0,0,4,4
,MultXD,,AddXD,0,0,5,4
,AddTreeWithSub,,AddTreeWithSub,0,0,6,4
,MutateNonTerminalR,,AddRandomSubTreeR,0,0,7,4
,AddTreeWithAdd,,AddTreeWithAdd,0,0,8,4
,FellTreeD,,FellTreeD,0,0,9,4
,AddTreeWithSub,,AddTreeWithSub,0,0,10,4
,SkipD,,SkipD,0,0,11,4
,SkipD,,SkipD,0,0,12,4
,AddTreeWithMult,,AddTreeWithMult,0,0,13,4
,MultXD,,AddTreeWithSub,0,0,14,4
,FellTreeD,,FellTreeD,0,0,15,4
,AddTreeWithMult,,AddTreeWithMult,0,0,16,4
,AddRandomSubTreeR,,AddRandomSubTreeR,0,0,17,4
,AddXD,,AddXD,0,0,18,4
,AddTreeWithMult,,AddTreeWithMult,0,0,19,4
