protagonist,antagonist,independent
0.016191928961574807,0.9838080710384252,0
0.005313348078920327,0.99468665192108,1
0.0023515852942356348,0.9976484147057645,2
0.0026975785121903027,0.99730242148781,3
0.004035223694790121,0.9959647763052099,4
0.0018663294210003146,0.9981336705789998,5
0.004738539008238774,0.9952614609917612,6
0.002628893851624249,0.9973711061483754,7
0.0028971267184911887,0.9971028732815089,8
0.00163209124657024,0.9983679087534298,9
0.0051087467175128815,0.9948912532824872,10
0.003377836860658601,0.9966221631393414,11
0.005740755164287777,0.9942592448357122,12
0.001667056945247798,0.9983329430547522,13
0.003843969582749479,0.9961560304172505,14
0.00194439265615822,0.9980556073438418,15
0.002935629495019646,0.9970643705049803,16
0.004062174384289356,0.9959378256157105,17
0.0030799640332716495,0.9969200359667286,18
0.00771124326655423,0.9922887567334461,19
0.007354439304366788,0.9926455606956331,20
0.0017819899669534454,0.9982180100330463,21
0.0021783034472836094,0.9978216965527164,22
0.005619710011235122,0.9943802899887647,23
0.002725938867391817,0.9972740611326081,24
0.007756517511653247,0.9922434824883467,25
0.002036649435378008,0.9979633505646219,26
0.003872875452564005,0.9961271245474358,27
0.00537704926077833,0.9946229507392217,28
0.0034490398392970287,0.9965509601607028,29
0.000944132541523736,0.9990558674584762,30
0.0025112069347445086,0.9974887930652554,31
0.00520708410842916,0.9947929158915708,32
0.004509524816804765,0.9954904751831951,33
0.0038698229430650963,0.9961301770569349,34
0.0024193162084462554,0.9975806837915538,35
0.0037442191101471874,0.996255780889853,36
0.0036303660964506655,0.9963696339035496,37
0.003682258113266552,0.9963177418867338,38
0.004559609598295187,0.995440390401705,39
0.0038145036828416898,0.9961854963171585,40
0.004116726768211589,0.9958832732317884,41
0.004464989257622623,0.9955350107423776,42
0.0023849292639543315,0.9976150707360457,43
0.0028751081519790378,0.9971248918480208,44
0.005595597428245444,0.9944044025717546,45
0.004212389638686231,0.9957876103613139,46
0.005630438392928394,0.9943695616070712,47
0.00426921282422292,0.9957307871757771,48
0.015176246639370563,0.9999937236839416,49
