avgA,avgP,topA,topP,topAEquation,topPEquation
-0.916632441761083,0.06338895185953,-0.581686261497363,0.3406673809246413,(((((((5)*((6)*(1)))*(((4)*(((2)*(3))*(7)))*((7)*(9))))+((3)*(0)))*(x))-(x))-(x)),((((((6)*(5))*(x))-(4))*(4))+(((3)+(6))*(4)))
-0.8732987081724037,0.16051680517629352,-0.5566479405876643,0.3589669530830433,(((((((5)*((6)*(1)))*(((4)*(((2)*(3))*(7)))*((7)*(9))))+((3)*(0)))*(x))-(x))-(x)),((((((6)*(5))*(x))-(4))*(4))+(((3)+(6))*(4)))
-0.8335916275229869,0.2632557991304517,-0.6808592614835294,0.422752310582106,(((((((5)*(x))*(((x)*(7))*(4)))+((2)*(((6)+(((4)-(3))*(2)))*((1)*(8)))))*(x))*(x))*(x)),((((((((((x)/(9))*(3))*((9)*(x)))*(((x)*((8)+(4)))+((1)-(4))))+(((x)*(9))+((5)*((7)/((x)*(x))))))+(x))-(5))-(x))/(x))
-0.9206790846921896,0.16593400211757567,-0.7829522828395117,0.36833434167316326,(((((((5)*(x))*(((x)*(7))*(4)))+((2)*(((6)+(((4)-(3))*(2)))*((1)*(8)))))*(x))*(x))*(x)),((((((((((x)/(9))*(3))*((9)*(x)))*(((x)*((8)+(4)))+((1)-(4))))+(((x)*(9))+((5)*((7)/((x)*(x))))))+(x))-(5))-(x))/(x))
-0.8262732020690933,0.1515013351030992,-0.5647518287692719,0.3723959577057737,(((((((5)*(x))*(((x)*(7))*(4)))+((2)*(((6)+(((4)-(3))*(2)))*((1)*(8)))))*(x))*(x))*(x)),((((((((((x)/(9))*(3))*((9)*(x)))*(((x)*((8)+(4)))+((1)-(4))))+(((x)*(9))+((5)*((7)/((x)*(x))))))+(x))-(5))-(x))/(x))
-0.8349357544512485,0.24229853228058756,-0.6317278320940859,0.43781222857944646,(((((((5)*(x))*(((x)*(7))*(4)))+((2)*(((6)+(((4)-(3))*(2)))*((1)*(8)))))*(x))*(x))*(x)),((((((((((x)/(9))*(3))*((9)*(x)))*(((x)*((8)+(4)))+((1)-(4))))+(((x)*(9))+((5)*((7)/((x)*(x))))))+(x))-(5))-(x))/(x))
-0.8969958814910015,0.2603011335220944,-0.7115767048854134,0.4240300794750172,(((((((5)*(x))*(((x)*(7))*(4)))+((2)*(((6)+(((4)-(3))*(2)))*((1)*(8)))))*(x))*(x))*(x)),((((((((((x)/(9))*(3))*((9)*(x)))*(((x)*((8)+(4)))+((1)-(4))))+(((x)*(9))+((5)*((7)/((x)*(x))))))+(x))-(5))-(x))/(x))
-0.8756480049191309,0.24664918600592206,-0.6861278172516859,0.430732361693616,(((((((((7)*(x))+(2))*(x))*(((3)-(0))*(x)))*((((9)+(x))-(3))*((8)+(3))))*(x))/(x))*(x)),((((((((((x)/(9))*(3))*((9)*(x)))*(((x)*((8)+(4)))+((1)-(4))))+(((x)*(9))+((5)*((7)/((x)*(x))))))+(x))-(5))-(x))/(x))
-0.8458277152504452,0.2537442588458392,-0.7311259066329219,0.41866551328532814,(((((((((7)*(x))+(2))*(x))*(((3)-(0))*(x)))*((((9)+(x))-(3))*((8)+(3))))*(x))/(x))*(x)),((((((((((x)/(9))*(3))*((9)*(x)))*(((x)*((8)+(4)))+((1)-(4))))+(((x)*(9))+((5)*((7)/((x)*(x))))))+(x))-(5))-(x))/(x))
-0.8129658793781088,0.2161435690273552,-0.6801693525074998,0.4621420885770916,(((((((((7)*(x))+(2))*(x))*(((3)-(0))*(x)))*((((9)+(x))-(3))*((8)+(3))))*(x))/(x))*(x)),((((((((((x)/(9))*(3))*((9)*(x)))*(((x)*((8)+(4)))+((1)-(4))))+(((x)*(9))+((5)*((7)/((x)*(x))))))+(x))-(5))-(x))/(x))
