gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
85,x*x*x*x,25,-10,-0.03731635733890994,0.0007146124689583066,-0.033057213109397465,0.0012806169128218533,1314.0832,240.458,3399.6328000000003,236.99360000000001,-0.6543165926022743,0.061416808260358134,0.15816463616242693,0.02388659379424509,55943.38,5963.42,169268.72,5744.88,((((x)-(2))*((x)*(4)))*((8)*((x)*(x)))),(((x)*(x))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|AddTreeWithMult|MultXD,MultXD|FellTreeD|AddTreeWithMult|AddXD|MultXD,MultXD,MultXD,85,85,86,86,3
86,x*x*x*x,25,-10,-0.03546506339040649,0.0006625465785415707,-0.02833740033982486,0.0019704613775977024,2220.5951999999997,240.77669999999998,5710.755199999999,232.77120000000002,-0.5784575545680303,0.0725918180629984,0.17751855468140065,0.02935421110845938,109934.73999999999,5943.32,206414.16,5676.48,((((8)*(5))*((x)*(0)))-((9)*((x)*(x)))),(((7)*(x))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|AddTreeWithMult|MultXD,MultXD|FellTreeD|AddTreeWithMult|AddXD|MultXD,SkipD,MultXD,86,86,87,87,3
87,x*x*x*x,25,-10,-0.03589988441053457,0.0010567572866291989,-0.032311011632466344,0.002898967455234609,2007.6789999999999,238.3638,3765.0208,227.08800000000002,-0.4794077571559273,0.054554960135929954,0.243073979941198,0.020622655148792697,130646.86,5894.6,254915.28,5786.88,((((9)*(x))*((5)*(x)))-((5)*((x)*(x)))),(((x)*(5))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|AddTreeWithMult|MultXD,DeleteNonTerminalR|FellTreeD|AddTreeWithMult|AddXD|MultXD,AddTreeWithSub,DeleteNonTerminalR,87,87,88,88,3
88,x*x*x*x,25,-10,-0.033041499477192524,0.0008822049405306503,-0.024922217683962876,0.0024998039471964446,3407.3271999999997,239.43220000000002,7383.047200000001,229.5312,-0.5625,0.0635733890994641,0.21225570941990432,0.02409039326961047,101873.70000000001,5907.68,214228,5731.68,((((x)*(4))*((x)*(x)))*((9)-((0)*(x)))),(((6)*(x))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|AddTreeWithMult|MultXD,DeleteNonTerminalR|FellTreeD|AddTreeWithMult|AddXD|MultXD,AddTreeWithMult,FellTreeD,88,88,89,89,3
89,x*x*x*x,25,-10,-0.03649981374983662,0.0007253953731538368,-0.029437906809567375,0.0020755456803032307,1713.9152,240.39199999999997,5171.876800000001,232.128,-0.38749999999999996,0.08161024702653255,0.2901086526563703,0.03379923609049062,88256.66,5929.66,299919.2,5621.28,((((x)*(6))-((6)*(9)))*((x)*((x)*(x)))),(((x)*(8))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|AddTreeWithMult|MultXD,AddTreeWithMult|FellTreeD|AddTreeWithMult|AddXD|MultXD,AddTreeWithSub,AddTreeWithMult,89,89,90,90,3
90,x*x*x*x,25,-10,-0.03320944035093452,0.0006000522807476157,-0.026770796301137104,0.0015195399294209906,3325.0926,241.15919999999997,6477.864799999999,235.5312,-0.512543621748791,0.054554960135929954,0.15143882565335576,0.02085490069779649,134862.91999999998,5968.6,238689.84,5786.88,((((7)-(1))*((8)*(x)))*((x)*((9)*(x)))),(((x)*(5))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|AddTreeWithMult|MultXD,DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddXD|MultXD,AddTreeWithSub,AddTreeWithMult,90,90,91,91,3
91,x*x*x*x,25,-10,-0.028982944710544568,0.0005408116586067195,-0.020902722182918033,0.0010470526728532249,5401.4046,241.5218,9378.2464,238.42319999999995,0.0715464982158426,0.027499673245327507,0.2702050373043394,0.00753113499778802,335931.4,6021.04,527397.44,5952.48,((((x)*(x))*((9)*(3)))-((x)*((x)*(x)))),(((8)*(9))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|AddTreeWithMult|MultXD,DeleteNonTerminalR|FellTreeD|AddTreeWithMult|AddXD|MultXD,MultXD,DeleteNonTerminalR,91,91,92,92,3
92,x*x*x*x,25,-10,-0.036945773019866686,0.0006986995164030854,-0.03054406286759901,0.0016071101816755983,1495.545,240.55540000000002,4630.232,234.9952,-0.5919062867599006,0.061416808260358134,0.1910233423023331,0.024737883916989424,60619.119999999995,5971.5,199828.8,5744.88,((((x)*(4))*((x)-(5)))*((x)*((9)*(x)))),(((x)*(x))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|AddTreeWithMult|MultXD,DeleteNonTerminalR|FellTreeD|SubXD|AddXD|MultXD,AddTreeWithSub,DeleteNonTerminalR,92,92,93,93,3
93,x*x*x*x,25,-10,-0.030045740886752256,0.0006166187426480208,-0.015853514782141687,0.0011906940269245853,4895.9256,241.0578,11910.3976,237.544,0.12452729580229942,0.054554960135929954,0.5556108515679088,0.020836314434348278,271874.72,5977.48,559313.84,5786.88,((((x)*(x))*((x)*(x)))*((8)-((0)*(x)))),(((x)*(5))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|AddTreeWithMult|MultXD,DeleteNonTerminalR|FellTreeD|AddTreeWithMult|AddXD|MultXD,SkipD,MultXD,93,93,94,94,3
94,x*x*x*x,25,-10,-0.03527504288655078,0.001010292772186643,-0.028533814207293163,0.0021892563063651825,2313.6414,238.6482,5614.578399999999,231.43200000000002,-0.5874999999999999,0.08161024702653255,0.16736165285187204,0.03218535050989957,86083.14,5916,201986.4,5621.28,((((x)*(4))-((6)*(6)))*((x)*((x)*(x)))),(((8)*(x))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|AddTreeWithMult|MultXD,DeleteNonTerminalR|FellTreeD|AddTreeWithMult|AddXD|ReplaceBranchXR,AddTreeWithSub,ReplaceBranchXR,94,94,95,95,3
95,x*x*x*x,25,-10,-0.03527843848026402,0.0005673768134884342,-0.02613902921186773,0.0008560972421905648,2311.9786999999997,241.3592,6787.218400000001,239.592,-0.17500000000000002,0.02593125081688672,0.3983117500954252,0.0076900808008244755,111959.48,6018.04,403972.8,5962.08,((((x)*(x))*((x)*(8)))*((9)-((5)*(x)))),(((8)*(8))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|DeleteTerminalR|MultXD,DeleteNonTerminalR|FellTreeD|AddTreeWithMult|AddXD|MultXD,DeleteTerminalR,AddXD,95,95,96,96,3
96,x*x*x*x,25,-10,-0.031521093239445824,0.0006629525552215404,-0.02451651418115279,0.0010597307541497863,4151.8154,240.7742,7581.7056,238.34560000000002,-0.39999999999999997,0.045536531172395804,0.24641263233562957,0.01564159885112472,169867.62,5978.66,293798.4,5842.08,((((x)*(x))*((7)*(7)))-((0)*((x)*(x)))),(((x)*(4))+((x)*(x))),AddRandomSubTreeR|SkipD|MutateTerminalR|AddTreeWithMult|MultXD,DeleteNonTerminalR|FellTreeD|AddTreeWithMult|AddXD|MultXD,MultXD,DeleteNonTerminalR,96,96,97,97,3
97,x*x*x*x,25,-10,-0.03630357183701477,0.0007698666840935833,-0.028766819696771667,0.0011599790877009554,1810.0078000000003,240.11980000000003,5500.484,237.732,-0.39067246111619397,0.061416808260358134,0.2918569214126268,0.025312515067518748,84270.64,5896.56,298365.76,5744.88,((((x)*(7))-((x)*(x)))*((x)*((7)*(x)))),(((x)*(x))+((x)*(x))),AddTreeWithSub|MutateTerminalR|ReplaceBranchR|AddTreeWithMult|MultXD,DeleteNonTerminalR|FellTreeD|AddTreeWithMult|AddXD|MultXD,AddTreeWithSub,AddTreeWithMult,97,97,98,98,3
98,x*x*x*x,25,-10,-0.0361756306365181,0.0006789308587112805,-0.030382802901581494,0.0009176578225068638,1872.6559999999997,240.6764,4709.195199999999,239.2152,-0.5667054960135931,0.027499673245327507,0.1958240728719641,0.006636158137192938,75426.8,5988.94,212168.72,5952.48,((((x)*(4))*((x)*(x)))*((x)-((4)*(x)))),(((9)*(8))+((x)*(x))),AddTreeWithSub|SkipD|AddRandomSubTreeR|AddTreeWithMult|MultXD,DeleteNonTerminalR|FellTreeD|AddTreeWithMult|AddXD|MultXD,AddTreeWithMult,AddXD,98,98,99,99,3
99,x*x*x*x,25,-10,-0.03460084180172527,0.0008186511567115426,-0.025471418768788397,0.0010392105607110208,2643.7734,239.82119999999998,7114.123200000001,238.47119999999998,-0.5667054960135931,0.027499673245327507,0.1958240728719641,0.006636158137192938,75426.8,5988.94,212168.72,5952.48,((((x)*(4))*((x)*(x)))*((x)-((4)*(x)))),(((9)*(8))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|AddTreeWithMult|MultXD,DeleteNonTerminalR|FellTreeD|AddTreeWithMult|AddXD|MultXD,AddTreeWithSub,MultXD,99,99,99,99,3
