gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
39,x*x*x*x,25,-10,-0.039413740238204154,0.0004939550385570516,-0.03908834629460201,0.0009102078159717681,287.0703,241.8086,446.404,239.2608,-0.947938994902627,0.0635733890994641,0.019921304634353185,0.0281373883043684,10863.11,5986.46,25492.4,5731.68,((((x)*(4))-((x)*(x)))*((4)*((x)-(x)))),(((0)+((6)*(x)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithSub|SubXD,AddTreeWithAdd|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,AddTreeWithSub,AddTreeWithAdd,39,39,40,40,3
40,x*x*x*x,25,-10,-0.03929924376715462,0.0004982028493007462,-0.03856946150829957,0.0008796235786171765,343.1351,241.78259999999997,700.4831999999999,239.44799999999998,-0.9296485753496275,0.02573519801333166,0.02887730398842788,0.00790690766428787,13238.79,6032.66,34448.56,5963.28,((((x)*(9))*((x)*(3)))-((9)*((x)-(x)))),(((0)+((7)*(9)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithSub|SubXD,AddTreeWithAdd|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,AddTreeWithSub,AddRandomSubTreeR,40,40,41,41,3
41,x*x*x*x,25,-10,-0.0395020056610247,0.0005660055108524218,-0.03933170255522154,0.0018057770226114274,243.84990000000002,241.36759999999998,327.2412,233.77919999999997,-0.9706489347797674,0.0725918180629984,0.009803214307334537,0.029764515555740376,7458.27,5948.7,14372.16,5676.48,((((x)*(x))*((x)+(7)))*((0)-((x)-(x)))),(((0)+((7)*(x)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithSub|SubXD,AddTreeWithAdd|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,AddTreeWithSub,AddTreeWithAdd,41,41,42,42,3
42,x*x*x*x,25,-10,-0.03920121471049536,0.0007389883675336566,-0.03842685923408704,0.0023625669847078807,391.1364000000001,240.30880000000002,770.3104000000001,230.37120000000002,-0.8812674813749837,0.0635733890994641,0.05020675563315016,0.027134265189127076,21535.31,5980.68,58139.04,5731.68,((((x)*(x))-((2)*(x)))*((x)*((x)-(x)))),(((0)+((6)*(x)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithSub|SubXD,AddTreeWithAdd|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,AddTreeWithSub,AddRandomSubTreeR,42,42,43,43,3
43,x*x*x*x,25,-10,-0.039481184240622136,0.000569827473532873,-0.039366537053979876,0.0014748398902104318,254.04540000000006,241.34420000000003,310.18399999999997,235.8048,-0.9769564436021435,0.054554960135929954,0.0067886451766398116,0.0217229756822495,6710.4400000000005,5982,11283.6,5786.88,((((x)*(3))-((0)-(x)))*((x)*((x)-(x)))),(((0)+((x)*(5)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithSub|SubXD,AddTreeWithAdd|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,AddTreeWithSub,AddXD,43,43,44,44,3
44,x*x*x*x,25,-10,-0.039249546219448435,0.000779407920533265,-0.038393379133446606,0.002903672722519933,367.47020000000003,240.0614,786.7044000000001,227.05919999999998,-0.8812674813749837,0.08161024702653255,0.05313959740409221,0.03542270711880517,19108.260000000002,5946.12,58139.04,5621.28,((((x)*(x))*((x)*(x)))*((x)-((2)-(x)))),(((0)+((8)*(x)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|ReplaceBranchXR|SubXD,AddTreeWithAdd|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,ReplaceBranchXR,AddRandomSubTreeR,44,44,45,45,3
45,x*x*x*x,25,-10,-0.03944173719121683,0.0006566135145732593,-0.03922948470788132,0.0017783296301137127,273.36119999999994,240.813,377.2936,233.9472,-0.9625040844334074,0.061416808260358134,0.012325987846760224,0.023395096653568204,9311.82,5957.44,18360.4,5744.88,((((x)*(x))*((x)-(0)))*((x)*((4)-(x)))),(((0)+((x)*(x)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithSub|SubXD,AddTreeWithAdd|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,AddTreeWithSub,AddRandomSubTreeR,45,45,46,46,3
46,x*x*x*x,25,-10,-0.03953816290354202,0.0007385962619265465,-0.03948616684093583,0.0023872696379558223,226.145,240.3112,251.6056,230.22,-0.9873367860410405,0.0903934126258005,0.0011849498404777612,0.03873313080359511,5754.280000000001,5922.08,6200.72,5567.52,((((x)-(9))*((x)*(x)))-((x)-((2)-(x)))),(((0)+((x)*(9)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithSub|SubXD,AddTreeWithAdd|MultXD|AddRandomSubTreeR|AddXD|MultXD,AddTreeWithSub,MultXD,46,46,47,47,3
47,x*x*x*x,25,-10,-0.039478639842831,0.0005003921056071116,-0.039411521369755585,0.0007959743824336715,255.2913,241.76920000000007,288.1568,239.96,-0.9825129068095674,0.027395111750098074,0.0025507639202640743,0.010979374511005892,7181.66,6032.200000000001,8562.8,5953.12,((((x)*(x))*((1)-(6)))*((x)+((3)-(x)))),(((0)+((x)*(2)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithSub|SubXD,AddTreeWithAdd|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,AddTreeWithSub,AddTreeWithAdd,47,47,48,48,3
48,x*x*x*x,25,-10,-0.0394880609969285,0.0005187231094589968,-0.039393419160894,0.0017861717422559152,250.67809999999997,241.657,297.0208,233.89919999999998,-0.9815163050581623,0.0635733890994641,0.0029981965878940224,0.02480557115977683,6851.84,5957.84,9050.8,5731.68,((((3)-(9))*((x)*(x)))+((3)*((x)-(x)))),(((0)+((x)*(6)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithSub|SubXD,AddTreeWithAdd|FellTreeD|AddRandomSubTreeR|DeleteTerminalR|MultXD,AddTreeWithSub,FellTreeD,48,48,49,49,3
49,x*x*x*x,25,-10,-0.03941596012776107,0.0003944909162201031,-0.039104251078290415,0.0006789962096457985,285.98330000000004,242.41740000000004,438.61600000000004,240.676,-0.9499959155665926,0.020402561756633138,0.019318743763204426,0.008932265563148708,10320.2,6040.56,24485.2,5995.92,((((x)*(x))*((x)*(2)))-((5)*((x)-(x)))),(((0)+((x)+(7)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithSub|SubXD,AddTreeWithAdd|FellTreeD|AddRandomSubTreeR|SkipD|MultXD,AddTreeWithSub,AddTreeWithAdd,49,49,50,50,3
50,x*x*x*x,25,-10,-0.03949186340020912,0.0006508953078029024,-0.03931415419553,0.0013897529734675227,248.81620000000004,240.84800000000004,335.834,236.32559999999998,-0.9756357012155273,0.045536531172395804,0.007292362639210575,0.016223248948792953,6910.8099999999995,5988.08,11930.32,5842.08,((((4)-(x))*((x)+(9)))*((x)*((x)-(x)))),(((0)+((x)*(4)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithSub|SubXD,AddTreeWithAdd|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,AddTreeWithSub,AddTreeWithAdd,50,50,51,51,3
51,x*x*x*x,25,-10,-0.03935863490066658,0.00046203110704483215,-0.038850431316167826,0.0007042216703698891,314.0534,242.00400000000002,562.9024,240.52159999999995,-0.9251486733760292,0.022167036988628985,0.030006931028701694,0.006505973548257811,14816.380000000001,6042.76,36652,5985.12,((((x)*(4))-((9)*(x)))*((x)*((x)-(x)))),(((0)+((8)*(6)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithSub|SubXD,AddTreeWithAdd|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,AddTreeWithSub,MultXD,51,51,52,52,3
52,x*x*x*x,25,-10,-0.039493978319827476,0.0005159783034897412,-0.039456201803685795,0.0009261534439942507,247.78059999999996,241.67379999999997,266.2784,239.1632,-0.9848478956999085,0.027395111750098074,0.0012980309582712526,0.008786769534441968,6636.129999999999,5999.679999999999,7419.44,5953.12,((((x)-(8))*((x)*(0)))-((9)*((x)-(x)))),(((0)+((x)*(2)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithSub|SubXD,AddTreeWithAdd|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,AddTreeWithSub,AddTreeWithAdd,52,52,53,53,3
53,x*x*x*x,25,-10,-0.03949161690465299,0.000462423212651942,-0.039341482322572216,0.0008311331852045488,248.93690000000004,242.0016,322.45239999999995,239.7448,-0.9744098810612992,0.024153705397987214,0.007374215001732855,0.007078943219816588,7299.72,6033.76,12530.56,5972.96,((((x)*(x))*((5)*(1)))-((4)*((x)-(x)))),(((0)+((8)*(7)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithDiv|SubXD,AddTreeWithAdd|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,ReplaceBranchXR,FellTreeD,53,53,54,54,3
54,x*x*x*x,25,-10,-0.03949837868415893,0.00074009933342047,-0.03938862403607372,0.0017040909685008523,245.62589999999997,240.30199999999996,299.36879999999996,234.4016,-0.9816796823944582,0.0725918180629984,0.002808945161898016,0.030010037873303894,6919.799999999999,5951.539999999999,8970.8,5676.48,((((0)-(4))*((x)*(x)))+((7)*((x)-(x)))),(((0)+((7)*(x)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithSub|SubXD,AddTreeWithAdd|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,AddTreeWithSub,MultXD,54,54,55,55,3
55,x*x*x*x,25,-10,-0.039510401213893605,0.0005147366357338924,-0.039486819533394335,0.0012646712847993755,239.7389,241.6814,251.28599999999997,237.0912,-0.986266010978957,0.045536531172395804,0.0006991212499901765,0.019772131247881738,6260.4400000000005,6019.7,6725.04,5842.08,((((1)-(5))-((8)*(x)))*((x)-((3)-(x)))),(((0)+((4)*(x)))+((x)*(x))),AddTreeWithSub|SkipD|AddTreeWithDiv|AddTreeWithSub|SubXD,AddTreeWithAdd|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,AddTreeWithSub,AddRandomSubTreeR,55,55,56,56,3
56,x*x*x*x,25,-10,-0.039481224676512876,0.0005099986929813109,-0.039403497908770097,0.0006957260488825007,254.02559999999997,241.71039999999996,292.0856,240.57359999999997,-0.9787576787348059,0.027395111750098074,0.0044777008510044096,0.007947916784400296,7201.42,6023.639999999999,10401.6,5953.12,(((x)*((x)-(6)))*((x)*((5)-(x)))),(((0)+((2)*(x)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithSub|SkipD,AddTreeWithAdd|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,AddTreeWithSub,MultXD,56,56,57,57,3
57,x*x*x*x,25,-10,-0.03931029644817671,0.0004971899098157121,-0.03867198242059862,0.0006774277872173592,337.723,241.7888,650.2824,240.68560000000002,-0.920469873219187,0.020690105868513973,0.03342211024984622,0.005541353357778475,14395.36,6034.6,38943.04,5994.16,(((x)*((x)*(8)))-((x)*((x)*(9)))),(((0)+((8)+(x)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithSub|SkipD,AddTreeWithAdd|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,AddTreeWithSub,AddTreeWithAdd,57,57,58,58,3
58,x*x*x*x,25,-10,-0.03932608952261142,0.00040577210016321566,-0.03884078960266632,0.001069402692458504,329.9897,242.35080000000002,567.6236000000001,238.2864,-0.9472712717291858,0.036518102208861654,0.019162347171855245,0.013023932444455025,12025.439999999999,6005.5199999999995,25819.36,5897.28,(((x)*((x)*(x)))*((x)-((7)*(8)))),(((0)+((x)*(3)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithSub|SkipD,AddTreeWithAdd|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,SkipD,AddTreeWithAdd,58,58,59,59,3
59,x*x*x*x,25,-10,-0.03946997900601229,-0.004590838559772008,-0.039330268919095544,0.00928401516141681,259.5322,1703.4738,327.9432,188.00639999999999,-0.9780894654293557,0.045536531172395804,0.004753478421107282,0.015532736722704431,7238.719999999999,5982.26,10728.8,5842.08,(((x)*((2)-(8)))*((x)*((x)+(8)))),(((0)+((4)*(x)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithSub|SkipD,ReplaceBranchR|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,AddTreeWithSub,ReplaceBranchR,59,59,60,60,3
60,x*x*x*x,25,-10,-0.03904673674192916,0.00043850477061822075,-0.037763952424519666,0.0005246373023134229,466.7787,242.14800000000002,1094.912,241.62080000000003,-0.9045745654162854,0.013906678865507758,0.041116393613663496,0.002047018273821741,16555.16,6051.4,46726.4,6035.68,(((x)*((x)*(7)))*((1)-((x)*(x)))),(((0)+((9)+(7)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithSub|SkipD,ReplaceBranchR|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,AddTreeWithSub,AddXD,60,60,61,61,3
61,x*x*x*x,25,-10,-0.039490508797869556,0.00043683832178800243,-0.03946665305188864,0.0006373023134230848,249.47949999999997,242.1582,261.1608,240.9312,-0.9861276303751144,0.019827473532871613,0.0007163665167990687,0.004650567373538629,6414.4,6040.5,6792.8,5999.44,(((x)+((0)*(x)))*((2)-((9)-(5)))),(((0)+((x)+(5)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithSub|DeleteTerminalR,ReplaceBranchR|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,AddTreeWithSub,AddRandomSubTreeR,61,61,62,62,3
62,x*x*x*x,25,-10,-0.03949247545255522,0.0006204417723173455,-0.03942655371846818,0.0014748398902104318,248.51649999999998,241.03440000000003,280.796,235.8048,-0.9810956084172003,0.054554960135929954,0.0031813999776104775,0.023824374009865364,6922.86,6003.1,9256.8,5786.88,(((x)*((1)-(9)))*((x)*(7))),(((0)+((x)*(5)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithSub|SkipD,ReplaceBranchR|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,SkipD,ReplaceBranchR,62,62,63,63,3
63,x*x*x*x,25,-10,-0.039515048890667884,0.0005457783296301148,-0.03945795484250425,0.000963795582276828,237.46310000000003,241.4914,265.42,238.9328,-0.9867094170696641,0.027395111750098074,0.00040977347078691894,0.007714661442929406,6207.780000000001,6018.86,6507.92,5953.12,(((4)-((x)*(x)))*((1)*(8))),(((0)+((2)*(x)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|ReplaceBranchR|SkipD,ReplaceBranchR|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,SkipD,ReplaceBranchR,63,63,64,64,3
64,x*x*x*x,25,-10,-0.04199696513955537,0.0006430531956606992,-0.03932907953208731,0.0014586328584498777,246.3180619047619,240.89600000000002,328.5256,235.90399999999997,-0.9709797738857666,0.045536531172395804,0.008538485716803244,0.01733994986833638,7953.94,5995.92,14210.16,5842.08,(((x)*((0)-(9)))*((x)*((x)+(x)))),(((0)+((x)*(4)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithSub|DeleteTerminalR,ReplaceBranchR|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,AddTreeWithSub,AddRandomSubTreeR,64,64,65,65,3
65,x*x*x*x,25,-10,-0.03946103246307672,0.00043370147693112126,-0.039295474447784605,0.0006090707097111506,263.913,242.17739999999998,344.98080000000004,241.104,-0.9675365965233304,0.01827212129133449,0.009928158526760262,0.004502137135766859,8605.07,6035.639999999999,15896.16,6008.96,(((x)*((0)-(7)))*((x)*((x)*(3)))),(((0)+((1)*(x)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|AddTreeWithSub|DeleteTerminalR,ReplaceBranchR|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,AddTreeWithSub,ReplaceBranchR,65,65,66,66,3
66,x*x*x*x,25,-10,-0.03674156332826317,0.0005310743693634832,-0.028366349705681096,0.0008479937263102876,1617.2223999999999,241.5814,5783.312800000001,239.6416,0.12452729580229942,0.020977649980394808,0.5560463310489643,0.005967419476156172,144395.06,6023.48,559313.84,5992.4,(((x)*((x)*(x)))*((8)*((x)*(x)))),(((0)+((9)+(x)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|ReplaceBranchR|MultXD,ReplaceBranchR|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,AddTreeWithSub,ReplaceBranchR,66,66,67,67,3
67,x*x*x*x,25,-10,-0.039217933725983534,0.0009459874526205736,-0.03807999689583061,0.002080512351326625,382.9497,239.0418,940.1563999999998,232.09760000000003,-0.8783642661090053,0.08161024702653255,0.056120929858829736,0.0322460898834232,18437.86,5909.219999999999,59560.64,5621.28,(((9)*((9)*(x)))*((x)+((8)*(x)))),(((0)+((8)*(x)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|ReplaceBranchR|MultXD,ReplaceBranchR|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,SkipD,ReplaceBranchR,67,67,68,68,3
68,x*x*x*x,25,-10,-0.03955615279048491,0.0005357796366488061,-0.03947663377336296,0.0008247287936217506,217.336,241.5526,256.2736,239.78400000000002,-0.9856211606325971,0.023657038295647657,0.0024257726674485726,0.005111466696703365,5885.7,6015.9,7040.8,5976,(((2)-((7)*(x)))*((9)-((x)*(x)))),(((0)+((9)*(6)))+((x)*(x))),AddTreeWithSub|DeleteNonTerminalR|ReplaceBranchXR|MultXD|MultXD,ReplaceBranchR|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,MultXD,MultXD,68,68,69,69,3
69,x*x*x*x,25,-10,-0.039015389736635736,0.0007463076721997135,-0.03761897627761077,0.001462423212651942,482.1282,240.264,1165.9016000000001,235.8808,-0.8394523591687361,0.0635733890994641,0.07218365064220865,0.026209111852581297,25772.92,5969.62,78614.4,5731.68,(((x)*((x)*(x)))*((3)+((x)*(x)))),(((0)+((x)*(6)))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|ReplaceBranchR|MultXD,AddTreeWithDiv|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,AddTreeWithSub,AddTreeWithDiv,69,69,70,70,3
70,x*x*x*x,25,-10,-0.03943815514311855,0.000516501110965888,-0.039182575807084036,0.0007944059600052307,275.1152,241.6706,400.2632,239.96959999999999,-0.9557536596523329,0.027395111750098074,0.017141363550019894,0.007893897873428491,9214.54,6019.42,21665.84,5953.12,(((5)-((x)*(x)))*((5)*((8)*(x)))),(((x)*(2))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|ReplaceBranchR|MultXD,ReplaceBranchR|FellTreeD|AddTreeWithMult|AddXD|MultXD,AddTreeWithSub,AddXD,70,70,71,71,3
71,x*x*x*x,25,-10,-0.039339389050450924,0.0008107110181675605,-0.03874050532610116,0.0017178146647497067,323.4774,239.86979999999997,616.7292,234.31760000000003,-0.9125000000000001,0.0725918180629984,0.038075057612932,0.02883516265058945,14902.02,5935.92,42845.6,5676.48,(((x)*((x)*(x)))*((1)-((7)*(x)))),(((x)*(7))+((x)*(x))),AddTreeWithSub|SkipD|ReplaceBranchXR|ReplaceBranchR|MultXD,AddToLeafR|FellTreeD|AddTreeWithMult|AddXD|MultXD,SkipD,AddXD,71,71,72,72,3
72,x*x*x*x,25,-10,-0.03925137277806823,0.0006959547771533145,-0.03855456803032284,0.0013403476669716385,366.5758,240.5722,707.776,236.628,-0.8981794863416548,0.0725918180629984,0.04428144975582727,0.030839293645426615,17634.18,5959.599999999999,49857.84,5676.48,(((2)*((x)*(x)))*((6)*((8)*(x)))),(((x)*(7))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|ReplaceBranchR|MultXD,MutateNonTerminalR|FellTreeD|AddTreeWithMult|AddXD|AddTreeWithAdd,MutateTerminalR,AddTreeWithAdd,72,72,73,73,3
73,x*x*x*x,25,-10,-0.039422225240164685,0.0007457521892563075,-0.0391136469089008,0.001430009149130835,282.9155,240.26739999999998,434.01520000000005,236.0792,-0.9601566788655077,0.0725918180629984,0.014751626373073885,0.028584520422442743,8827.42,5932.82,19509.84,5676.48,(((x)*((5)+(9)))*((x)*((3)*(x)))),(((7)*(x))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|ReplaceBranchR|ReplaceBranchXR,MultXD|FellTreeD|AddTreeWithMult|AddXD|MultXD,ReplaceBranchXR,MultXD,73,73,74,74,3
74,x*x*x*x,25,-10,-0.038245962946020125,0.0010085936478891656,-0.03497656678865508,0.002056593909292903,858.8888000000001,238.6586,2459.7943999999998,232.24400000000003,-0.7124999999999999,0.08161024702653255,0.1318798564326223,0.03594823455153635,46364.799999999996,5837.719999999999,140778.4,5621.28,(((4)*((6)*(x)))*((x)*((x)*(x)))),(((8)*(x))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|ReplaceBranchR|ReplaceBranchR,MutateNonTerminalR|FellTreeD|AddRandomSubTreeR|AddXD|MultXD,ReplaceBranchR,AddRandomSubTreeR,74,74,75,75,3
75,x*x*x*x,25,-10,-0.039244432100379034,0.000996503725003268,-0.03867722356554699,0.0023994249117762403,369.9744,238.7326,647.716,230.14559999999997,-0.9453383544634688,0.08161024702653255,0.024215420401364648,0.03331405167947809,15519.52,5847.02,26765.84,5621.28,(((x)*((x)*(4)))*((3)-((x)*(x)))),(((8)*(x))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|ReplaceBranchR|MultXD,MutateNonTerminalR|FellTreeD|AddTreeWithMult|AddXD|MultXD,MutateTerminalR,MutateNonTerminalR,75,75,76,76,3
76,x*x*x*x,25,-10,-0.036915002532348716,0.000885341785387532,-0.03138817311462554,0.0014063521108351868,1510.6121999999998,239.41300000000004,4216.9016,236.22400000000002,-0.3543334204679127,0.0635733890994641,0.2985590102921657,0.02516630548351424,111174.12,5845.86,316159.68,5731.68,((((x)*(x))*((8)*(8)))*((4)-((x)*(x)))),(((x)*(6))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|AddTreeWithMult|MultXD,MutateNonTerminalR|FellTreeD|AddTreeWithMult|AddXD|MultXD,AddTreeWithSub,MutateNonTerminalR,76,76,77,77,3
77,x*x*x*x,25,-10,-0.03177646188790276,0.0010286890602535627,-0.013677024521941703,0.0021821984054371983,4104.6648,238.5356,13200.990400000002,231.4752,-0.03825120899228857,0.054554960135929954,0.43677185918333034,0.0205550828224212,183152.8,5921.56,470933.76,5786.88,((((x)*(x))*((5)-(7)))*((x)*((x)*(x)))),(((5)*(x))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|AddTreeWithMult|MultXD,MultXD|FellTreeD|AddTreeWithMult|AddXD|MultXD,AddTreeWithMult,MultXD,77,77,78,78,3
78,x*x*x*x,25,-10,-0.03296569075937786,0.0007124558881192011,-0.02224768657691805,0.001219579139981704,3444.4480000000003,240.47120000000004,8692.6688,237.36719999999997,-0.23750000000000002,0.045536531172395804,0.33962545121424703,0.01508351667315908,127562.66,5961.12,373368.8,5842.08,((((x)*(9))*((7)-(1)))*((x)*((x)*(x)))),(((x)*(4))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|AddTreeWithMult|MultXD,MultXD|FellTreeD|AddTreeWithMult|AddXD|MultXD,AddTreeWithSub,MultXD,78,78,79,79,3
79,x*x*x*x,25,-10,-0.03561832521892563,0.0009677166383479302,-0.029755476408312633,0.002294340609070712,2145.5484,238.9088,5016.3744,230.78879999999998,-0.3458859952947327,0.08161024702653255,0.2803528830465105,0.0305365057953504,150239.40000000002,5901.379999999999,320296.08,5621.28,((((9)*(8))*((x)*(x)))-((5)*((x)*(x)))),(((8)*(x))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|AddTreeWithMult|MultXD,MultXD|FellTreeD|AddTreeWithMult|AddXD|MultXD,MultXD,MultXD,79,79,80,80,3
80,x*x*x*x,25,-10,-0.035129966671023395,0.000743513919749054,-0.02535306495882891,0.0023625669847078838,2384.68,240.2811,7172.076800000001,230.3712,-0.21249999999999994,0.0725918180629984,0.3808692151512587,0.030390433102155185,106225.80000000002,5952.92,385610.4,5676.48,((((x)*(2))-((8)*(8)))*((x)*((x)*(x)))),(((x)*(7))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|AddTreeWithMult|MultXD,MultXD|FellTreeD|AddTreeWithMult|AddXD|MultXD,MutateTerminalR,MultXD,80,80,81,81,3
81,x*x*x*x,25,-10,-0.03537622165403215,0.000757809436674946,-0.02926064239968632,0.0014685662004966687,2264.0978,240.1936,5258.6768,235.8432,-0.44999999999999996,0.061416808260358134,0.2347542169931737,0.025835393320420102,115624.14000000001,5981.9400000000005,269315.2,5744.88,((((x)*(8))*((6)-(3)))*((x)*((x)*(x)))),(((x)*(x))+((x)*(x))),AddTreeWithSub|SkipD|SkipD|AddTreeWithMult|MultXD,MultXD|FellTreeD|AddTreeWithMult|DeleteMaliciousR|MutateNonTerminalR,SkipD,MultXD,81,81,82,82,3
82,x*x*x*x,25,-10,-0.03536449361194615,0.0011741275650241805,-0.027918963207423864,0.0017281401124036074,2269.8406,237.64539999999997,5915.6488,234.25439999999998,-0.33785322180107175,0.0635733890994641,0.2907243996032178,0.02516630548351424,133730.96,5845.860000000001,324229.44,5731.68,((((x)*(x))*((8)*(x)))-((3)*((8)*(x)))),(((x)*(6))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|AddTreeWithMult|MultXD,MultXD|FellTreeD|AddTreeWithMult|DivXD|MultXD,AddTreeWithMult,MultXD,82,82,83,83,3
83,x*x*x*x,25,-10,-0.03633318275388838,0.0009178538753104182,-0.03131568585805777,0.0021618089138674694,1795.5084,239.21399999999997,4252.395999999999,231.6,-0.5852468631551432,0.0903934126258005,0.1791200847004659,0.03522630452206719,91295.7,5877.92,203089.68,5567.52,((((3)-(x))*((3)*(x)))*((x)*((x)*(x)))),(((x)*(9))+((x)*(x))),SkipD|SkipD|MutateTerminalR|AddTreeWithMult|MultXD,MultXD|FellTreeD|AddTreeWithMult|AddXD|MultXD,SkipD,MultXD,83,83,84,84,3
84,x*x*x*x,25,-10,-0.03785369355313031,0.0011647497059207954,-0.0344334907201673,0.00361573650503202,1050.969,237.7028,2725.7192,222.70080000000002,-0.5365082995686838,0.0903934126258005,0.21545186807844924,0.03876093006279093,71034.73999999999,5798.88,226955.2,5567.52,((((x)*(x))-((8)*(7)))*((9)*((x)*(x)))),(((x)*(9))+((x)*(x))),AddTreeWithSub|SkipD|MutateTerminalR|AddTreeWithMult|MultXD,MultXD|FellTreeD|AddTreeWithMult|AddXD|MultXD,AddTreeWithSub,MultXD,84,84,85,85,3
