gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
37,x*x*x*x,25,-10,-0.03807643894588943,-0.0013292291120255509,-0.03447037478760946,0.0030461377597699652,941.8985999999999,265.9537,2707.6584,226.18720000000002,-0.6640434256959875,0.11206378251208993,0.16054975960301587,0.023131417811281134,46610.219999999994,6068.66,164505.84,5434.88,((((8)*(7))-((6)*(x)))*((x)*((6)-((0)*(x))))),((((x)+(2))*((x)*(3)))+((9)-((0)*((x)-(x))))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchXR|AddTreeWithAdd|SubXD|SkipD|SkipD,AddRandomSubTreeR,SkipD,37,37,38,38,1
38,x*x*x*x,25,-10,-0.0356508160697948,0.002792552196252338,-0.024745209776499806,0.013424323645159074,2129.6388,227.7461,7469.721599999999,162.6644,-0.15432459809175272,0.42931642922493796,0.4179394747010306,0.19262176263901454,107140.28,5235.530000000001,414096.8,3493.04,((((x)*(8))-((9)*(x)))*((x)*((1)-((9)*(x))))),(((3)+((4)*(8)))*((x)*((x)-(x)))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchXR|AddTreeWithAdd|SubXD|SkipD|SkipD,MultXD,SkipD,38,38,39,39,1
39,x*x*x*x,25,-10,-0.03554957902876402,-0.0050940392724496105,-0.02489226625229303,0.0025264671284799395,2519.7358000000004,402.07089999999994,8759.8128,229.368,0.4063641472187431,0.07572866291987983,0.6915917928833376,0.06850639859841458,214832.14,6118.629999999999,824855.84,5657.28,((((7)*(8))+((3)*(x)))*((x)*((5)*((5)*(x))))),((((x)*(x))*((x)-((0)+(9))))+((6)*((7)*((x)-(x))))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchXR|AddTreeWithAdd|SubXD|SkipD|SkipD,AddRandomSubTreeR,SkipD,39,39,40,40,1
40,x*x*x*x,25,-10,-0.03847080201934388,-0.0020538490483647935,-0.03592979839236701,0.004968433524099168,748.7932000000001,413.9461,1993.0312,214.42199999999997,-0.8685207815971768,0.28601490001307023,0.056890259575139115,0.1419230433618991,23208.9,5673.09,64380.64,4370.16,((((x)*(8))*((6)*(6)))-((9)*((x)-((6)*(x))))),((((x)*(5))*((0)+(7)))*((1)*((x)-(x)))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchXR|AddTreeWithAdd|SubXD|SkipD|SkipD,AddRandomSubTreeR,SkipD,40,40,41,41,1
41,x*x*x*x,25,-10,-0.03527125498300876,-0.0015989826589229664,-0.026968724676512873,0.004634949679780421,2315.4962,1182.1794,6380.9464,216.4624,-0.19475199320350275,0.3033721082211476,0.38969839802161566,0.1463986747523679,108417.34,5595.16,394300.96,4263.92,((((x)*(7))*((9)-(x)))*((x)*((2)*((8)*(x))))),((((x)*(8))+((0)+(4)))*((3)*((x)-((4)-(x))))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,AddTreeWithDiv|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,AddTreeWithMult,AddTreeWithDiv,41,41,42,42,1
42,x*x*x*x,25,-10,-0.0383971286433146,-0.007733738897450688,-0.03599614266109005,0.011860671807606851,784.8684,1888.1654,1960.5448,172.2352,-0.8557931969677166,0.03896222715984846,0.062329718899986876,0.0680298866670111,28963.08,6281.04,70612.88,5882.32,((((2)*(7))*((x)-(2)))*((x)*((x)*(x)))),((((0)*(6))*((6)*((9)+(4))))*(((x)*(8))+((x)-((6)*(8))))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchXR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,AddTreeWithSub,SubXD,42,42,43,43,1
43,x*x*x*x,25,-10,-0.03659755179061561,-0.004484931059917669,-0.029532180433930202,0.0002483077156302196,1666.0564,299.1372,5125.7144,243.33599999999998,-0.12290713632204943,0.007985884198144052,0.407379475673213,0.020516888766217316,133487.9,6164.700000000001,429480.8,6071.92,((((1)-(5))*((5)*(9)))*((x)*((6)*((7)*(x))))),((((1)+(8))+((7)*(x)))+((6)*((2)*((x)-(x))))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchXR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,AddRandomSubTreeR,SubXD,43,43,44,44,1
44,x*x*x*x,25,-10,-0.03886611063913214,0.000039812416862913394,-0.03713460168605411,0.005658083910599922,555.2248,245.70270000000005,1403.0824,210.2,-0.7963517840805123,0.4473402169651027,0.0950562547099843,0.23984238397438648,29915.48,5582.42,99719.2,3382.72,((((9)*(7))*((5)*(7)))-((5)*((x)*(x)))),((((x)*(6))+((x)-((8)+(2))))*(((3)*(7))*((x)-((5)*(0))))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchXR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,MultXD,AddToLeafR,44,44,45,45,1
45,x*x*x*x,25,-10,-0.032881340772775894,-0.008543487459888381,-0.017742558555748716,0.00685838452489871,5940.2636,3062.5098,20716.717599999996,202.8532,0.7324414715719063,0.40162070317605547,0.811930228221144,0.18987270630527034,513887.74,5214.8,1830119.2,3662.56,((((6)*(5))*((5)*(2)))*((x)*((x)*((x)*(x))))),((((x)+(1))*((5)*((5)*(2))))*((5)+((0)+((x)-(x))))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchXR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,AddTreeWithMult,SubXD,45,45,46,46,1
46,x*x*x*x,25,-10,-0.035165068920839704,-0.004584597777435642,-0.023004516632254387,0.008551169781727881,3190.9807000000005,583.4039,11616.032400000002,192.49199999999996,0.5501205658949376,0.4677950594693504,0.7546539259680475,0.241973286894435,287837.4,5454.5,1088433.84,3257.52,((((x)*(6))-((0)*(9)))*((x)*((4)*((9)*(x))))),((((1)+((5)*(x)))*((x)*((1)-(2))))*(((1)-(9))-((1)+((3)-(x))))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|SkipD,ReplaceBranchXR|AddTreeWithAdd|SubXD|DeleteNonTerminalR|AddToLeafR,AddRandomSubTreeR,AddToLeafR,46,46,47,47,1
47,x*x*x*x,25,-10,-0.03678762498366226,-0.008855223014732232,-0.03316280714939223,0.008859626192654554,1572.9844000000003,657.8235000000001,3347.9272,190.604,-0.4436800745000653,0.38417853875310415,0.28189506525625724,0.024644418400721294,123869.12000000001,6230.76,272409.84,3769.32,((((x)*(8))*((5)+(1)))*((x)*((7)+((5)*(x))))),((((4)*(x))*((1)+((7)+(9))))*((x)-((0)*((x)-(x))))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|MutateNonTerminalR|MultXD,ReplaceBranchXR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,AddRandomSubTreeR,ReplaceBranchXR,47,47,48,48,1
48,x*x*x*x,25,-10,-0.027993594166512575,-0.010234763555604149,-0.011426721758462186,0.00422291203764214,11253.170199999999,13568.083999999999,33329.6144,218.98440000000002,0.8268751055549055,0.16786041040386884,0.8744991511366315,0.08237636756481469,985331.58,5847.6,2828385.84,5093.36,((((x)*(x))*((3)*(6)))*((8)*((7)*((5)*(x))))),((((7)+(5))+((7)*((x)+(0))))*((3)*((x)+((0)-(x))))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchXR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,AddTreeWithMult,SkipD,48,48,49,49,1
49,x*x*x*x,25,-10,-0.03676574263168213,-0.0016230013771001296,-0.029161841589334724,0.0024826166514181174,1583.6994,287.68940000000003,5307.056,229.63639999999998,-0.38749999999999996,0.09302705528689069,0.3000046020773216,0.04505027857619284,79567.02,5962.24,299919.2,5551.4,((((x)*(x))*((5)*(1)))+((9)*((x)*(x)))),((((x)+(1))+((7)*((x)*(6))))*((x)+((1)+((x)-(x))))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchXR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,MultXD,ReplaceBranchXR,49,49,50,50,1
50,x*x*x*x,25,-10,-0.04460243073330405,-0.0169622445633234,-0.03949851476386529,0.0000761338387138957,NaN,NaN,245.5592666666667,244.366,-0.9875080054894785,0.0033851784080512768,0.001066552406472822,0.0029071616304399838,5842.26,6120.110000000001,6116.88,6100.08,((6)-((4)*(x))),(((x)*((0)+(4)))*((3)-(x))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchXR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,AddRandomSubTreeR,AddToLeafR,50,50,51,51,1
51,x*x*x*x,25,-10,-0.030019019120807934,-0.00401374959732992,-0.00595927475796706,0.00038393674029538915,8510.8354,1037.1969,31162.5512,242.482,0.7419300217500946,0.002176186119461609,0.819881772439435,0.0010300461390720821,528232.8200000001,6114.509999999999,1897407.84,6107.48,((((3)*(x))*((9)-(0)))*((x)*((x)*((x)*(x))))),(((9)-((x)-(6)))+((8)-((1)*(2)))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchXR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,ReplaceBranchR,AddTreeWithAdd,51,51,52,52,1
52,x*x*x*x,25,-10,-0.03905635496993857,-0.0017047109390604487,-0.03782790484903934,0.011294732714677822,462.069,803.7977000000001,1063.5968,175.69920000000002,-0.9055594039994771,0.5594170696640962,0.03821254879611545,0.2821904724521962,18430.9,5068.35,46244.16,2696.72,((((x)*(x))*((3)+(3)))-((9)*((9)*(x)))),((((x)*(6))+((1)*(8)))+((8)*((x)-(x)))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchXR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,AddRandomSubTreeR,ReplaceBranchXR,52,52,53,53,1
53,x*x*x*x,25,-10,-0.031381940941707924,-0.007350672141581039,-0.01943249042233845,0.003134439936518966,6812.975,526.4081,20230.693600000002,225.6468,0.7377049180327869,0.25003267546725927,0.8682766335533748,0.2874454504317492,619872.44,7179.96,1866844,4590.4,((((x)*(9))+((8)*(2)))*((x)*((9)*((x)*(x))))),((((x)+(4))+((9)*((4)*(0))))+((x)-((3)*((x)-(x))))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchXR|AddTreeWithAdd|SubXD|MultXD|AddToLeafR,MultXD,AddTreeWithAdd,53,53,54,54,1
54,x*x*x*x,25,-10,-0.031183261389423143,-0.0027405459970584176,-0.007393598099843902,0.0003374068749183135,5020.052,276.24230000000006,18777.431200000003,242.7668,0.441737763592798,0.021487387269638027,0.7122491441925556,0.010044480445243802,225635.66,6051.2,877121.84,5989.28,((((x)*(x))*((7)*(7)))*((8)*((4)-((0)*(x))))),(((1)*((x)*(6)))*((9)*((8)+(4)))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchXR|AddTreeWithAdd|ReplaceBranchR|SkipD|AddToLeafR,AddRandomSubTreeR,AddTreeWithAdd,54,54,55,55,1
55,x*x*x*x,25,-10,-0.03420337601858261,-0.005648557421576994,-0.020687288546948367,0.0011618099812048712,6156.2894,1490.2044,22728.304799999998,237.72079999999997,0.7771587743732591,0.10521500457456541,0.8426890363789771,0.053540911361862696,584632.56,5966.38,2197367.2,5476.8,((((3)*(x))*((8)*(x)))*((x)*((7)+((8)*(x))))),((((x)*((7)+(4)))*((x)-((4)-(3))))*(((x)-(x))*((x)-((9)-(3))))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchXR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,AddTreeWithSub,SubXD,55,55,56,56,1
56,x*x*x*x,25,-10,-0.038123995229381785,-0.002169817929049659,-0.034106321069141285,0.0061634426872304296,918.6119999999999,464.93300000000005,2885.9224,207.1068,-0.520247353287152,0.3028100901842897,0.23303770037170657,0.1480209540710815,63756.799999999996,5626.23,234917.6,4267.36,((((x)*(x))*((x)*(8)))*((7)-((8)-((x)*(x))))),((((x)*(4))*((x)*((8)+(1))))-(((7)-(1))*((8)+((9)-(x))))),ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchXR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,ReplaceBranchXR,AddToLeafR,56,56,57,57,1
57,x*x*x*x,25,-10,-0.0391882919716377,-0.0007557693219724577,-0.03826930303228336,0.00744334073977258,397.4642,267.5098,847.46,199.2728,-0.9375,0.3594628153182591,0.023847403540796962,0.06003831492581972,13217.939999999999,5941.03,30604,3920.6,((((x)*(x))*((4)-(0)))-((1)*((2)*((x)*(x))))),((((x)+(x))+((8)*(3)))*((7)*((x)-((1)*(x))))),AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchR|ReplaceBranchR|MultXD,ReplaceBranchXR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,ReplaceBranchR,ReplaceBranchXR,57,57,58,58,1
58,x*x*x*x,25,-10,-0.0383115716082865,-0.0020594011410636215,-0.03575607763691021,0.011717030453535488,826.7625999999999,351.3721,2078.096,173.1144,-0.8748366226637041,0.501437720559404,0.050329399894688494,0.24480635613408644,30046.159999999996,5292.99,61288,3051.6,((((x)-(0))*((x)*(x)))*((x)-((9)*(x)))),((((1)+((9)*(4)))-((6)*((1)*(x))))*(((0)+(4))*((x)-((2)-(x))))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|AddTreeWithSub|SkipD|AddToLeafR,AddTreeWithMult,ReplaceBranchR,58,58,59,59,1
59,x*x*x*x,25,-10,-0.033666305135109514,-0.002600723609883907,-0.017128061999070927,0.0015389491569729463,9912.0104,303.52909999999997,38442.076799999995,235.4124,0.8653906044322092,0.008972683309371336,0.9147983359641491,0.004610741176994391,922807.2799999999,6108.01,3637665.84,6065.88,((((9)+(9))*((x)*(9)))*((5)*((8)*((x)*(x))))),((((7)+(9))+((4)+(5)))+((3)*((7)*((x)-(x))))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,AddTreeWithSub,SkipD,59,59,60,60,1
60,x*x*x*x,25,-10,-0.03928398861259966,-0.0011447899786232773,-0.03836694059600052,0.003299764736635734,350.605,256.2665,799.6504000000001,224.63479999999998,-0.8814571624624231,0.1499803947196445,0.05369182272318296,0.005729488545764658,18623.9,6100.16,58046.16,5202.8,((((4)*(8))*((1)-(4)))*((x)*((x)*(x)))),((((x)*(x))-((7)+((9)*(7))))+(((8)-(2))*((5)-((9)-(x))))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,DeleteNonTerminalR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,AddTreeWithSub,SkipD,60,60,61,61,1
61,x*x*x*x,25,-10,-0.037143728352502944,-0.004439912928989982,-0.03147594105345707,0.00044164161547510377,1398.6134,671.1523000000001,4173.9248,242.12879999999998,-0.6640434256959875,0.020003921056071183,0.15260964492676335,0.00987123814475089,60188.92,6088.88,164505.84,5998.36,((((x)*(5))*((4)*(7)))*((1)+((8)*((x)*(x))))),((((3)*(3))+((7)*((x)*(5))))-((1)+((0)-((0)-(x))))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,AddRandomSubTreeR,ReplaceBranchR,61,61,62,62,1
62,x*x*x*x,25,-10,-0.03836803440726702,-0.0006463940788164529,-0.034728943928898186,0.010559665403215266,799.1148,750.4960000000001,2581.0464,180.1984,-0.7801578225068618,0.4463338125735198,0.10488990003788053,0.19037724501898495,30644.120000000003,4428.58,107648.8,3388.88,((((x)*(8))-((5)*(9)))*((7)*((7)*(x)))),((((x)*((5)-(7)))+((7)-((2)*(1))))+(((4)*(4))+((x)*((3)-(x))))),AddRandomSubTreeR|AddTreeWithSub|DeleteTerminalR|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,AddRandomSubTreeR,SubXD,62,62,63,63,1
63,x*x*x*x,25,-10,-0.03824856309632728,0.0012860608409132278,-0.03518613579924193,0.01568618481244282,857.6156,241.5753,2357.176,148.82,-0.5849514769311202,0.42014769311201156,0.19237840190904335,0.20273162770329017,64085.44,5407.56,203234.32,3549.16,((((x)*(x))+((x)*(x)))*((8)+((x)*(x)))),((((3)*(3))-((8)+((2)*(x))))*(((0)-(5))*((5)+((x)-(x))))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,AddRandomSubTreeR,ReplaceBranchR,63,63,64,64,1
64,x*x*x*x,25,-10,-0.04024304706901059,-0.0011157497191595098,-0.03228459515096066,0.00019298130963273056,1105.1486000000002,253.91837999999998,3777.956,243.65079999999998,-0.2852939158279963,0.009534701346229345,0.3511030420860018,0.0055963428250426,92082.06,6112.01,349965.84,6062.44,((((8)+(7))*((6)*(9)))-((2)*((x)*((x)*(x))))),((((0)+(3))+((6)*((4)+(8))))-((2)*((4)-((8)-(5))))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,AddRandomSubTreeR,AddToLeafR,64,64,65,65,1
65,x*x*x*x,25,-10,-0.03269711705111075,-0.0013286589216993836,-0.02105184962517231,0.0012704875179715075,6939.373100000001,258.7598,22731.884,237.05560000000003,0.7790842506575174,0.04084433407397726,0.7751385001849921,0.019686530815003322,666101.14,6051.049999999999,2216519.2,5870.8,((((7)*(7))*((6)*(9)))*((5)*((3)*((x)*(x))))),((((x)*(5))*((9)*(6)))+((0)-((9)*((4)+(x))))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR,AddRandomSubTreeR,AddXD,65,65,66,66,1
66,x*x*x*x,25,-10,-0.037741468843941965,-0.005378148450811089,-0.0329364592863678,0.0004973859626192676,1105.9214,706.5238,3458.7616,241.7876,-0.512543621748791,0.00544373284537979,0.2375255371628491,0.14040170276836744,64228.32,6949.16,238689.84,6087.48,((((6)*(8))*((7)+(2)))*((x)*((x)*(x)))),((((x)*(9))+((0)+(4)))+((4)*((x)-((x)-(5))))),AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,AddRandomSubTreeR,ReplaceBranchR,66,66,67,67,1
67,x*x*x*x,25,-10,-0.03789160322180107,-0.005925496335337137,-0.03496930956737681,0.0011328584498758341,1032.406,540.8813,2463.348,237.898,-0.7375,0.06741602404914396,0.11374972878235207,0.03239418616377589,46880.38,5958.23,128536.8,5708.16,((((5)*(x))*((6)-(5)))*((2)*((x)*((x)*(x))))),((((x)*(7))*((8)-(8)))+((1)*((x)-((9)-(x))))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,AddTreeWithSub,ReplaceBranchR,67,67,68,68,1
68,x*x*x*x,25,-10,-0.03002448991537083,-0.020998571751003302,-0.011704989788264127,0.003655943077815941,5731.0938,1242.7518454545454,17240.8304,222.4565818181818,0.5538067519897291,0.04686315514311857,0.768012989572749,0.027967881205224702,280948.58,6068.85,1097425.84,5833.96,((((4)*(7))+((7)*(x)))*((x)*((8)*((7)*(x))))),((((2)+(2))*((7)*(7)))+((6)-((2)*((x)-(x))))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,MultXD,ReplaceBranchR,68,68,69,69,1
69,x*x*x*x,25,-10,-0.03712202898313946,-0.0039473248401135416,-0.031256187099725524,0.0014290942360475772,1409.2388,1188.1895,4281.530400000001,236.0848,-0.33749999999999997,0.04782381388053853,0.30976254432440226,0.051543830963643164,101118.32,6177.47,324402.4,5828.08,(((x)*((9)*(6)))*((x)*((x)*(x)))),((((7)*(5))*((6)*((x)-(2))))+(((5)-(8))*((x)*((x)-(x))))),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|SkipD|FellTreeD,AddRandomSubTreeR,ReplaceBranchR,69,69,70,70,1
70,x*x*x*x,25,-10,-0.03582634127844479,-0.00266746434121855,-0.025497786039148415,0.0019040648281270444,2201.9066,277.00870000000003,7734.076799999999,233.17759999999998,0.30064568702751904,0.03932819239315126,0.6360360828805404,0.024059730906475136,185850.86,6089.31,700165.84,5880.08,((((9)+(0))+((1)*(x)))*((x)*((x)*((x)*(x))))),((((3)*(9))*((x)*((6)+(7))))*((3)+((3)*((x)-(x))))),AddRandomSubTreeR|AddTreeWithSub|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,MultXD,ReplaceBranchR,70,70,71,71,1
71,x*x*x*x,25,-10,-0.030346924812747735,-0.0025697160451433813,-0.00306060475353961,0.003319043262318653,24521.6396,959.5956,97267.3968,224.5168,0.9447928877783488,0.0006927199058946186,0.9660131288834224,0.0004885702278059856,2222084.06,6120.99,8869581.84,6116.56,((((x)*(x))*((x)*(6)))*((7)*((3)*((x)*(x))))),(((2)+((7)-(4)))+((3)-(x))),DeleteNonTerminalR|AddTreeWithSub|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|SkipD|ReplaceBranchR,MultXD,ReplaceBranchR,71,71,72,72,1
72,x*x*x*x,25,-10,-0.02883257029197301,-0.006441203248206595,-0.010882035840483863,0.002485557443471442,5567.8658,1922.2845000000002,14656.3288,229.6184,0.12452729580229942,0.09098810612991767,0.43181070499101243,0.048920411564783856,267487.42,5869.2,559313.84,5563.88,((((x)*(x))*((x)*(8)))-((x)+((x)*((x)*(x))))),((((x)*(8))*((5)-((6)*(7))))+(((4)-(x))+((x)-((0)+(7))))),AddRandomSubTreeR|AddTreeWithSub|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,MultXD,AddTreeWithAdd,72,72,73,73,1
73,x*x*x*x,25,-10,-0.02516264681684231,-0.003345166737548459,-0.016300556800538407,0.012479479806561236,11969.521999999999,7935.6083,27393.99759999999,168.4476,0.8010155851402517,0.5388445954777153,0.5302680613708606,0.32054935212598257,1106487.66,5183.67,2460815.84,2822.64,((((9)*(3))+((8)*(x)))*((x)*((x)*((x)*(x))))),((((4)-(3))*((5)+((9)*(x))))*((x)*((5)+((4)-(x))))),AddRandomSubTreeR|AddTreeWithSub|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,MultXD,ReplaceBranchR,73,73,74,74,1
74,x*x*x*x,25,-10,-0.03467584642851151,-0.0005004194973891961,-0.02172177383324612,0.002198405437197754,2628.7296000000006,249.30990000000003,9036.9224,231.37599999999998,0.12452729580229942,0.09402692458502164,0.5398747330224397,0.047956562538128154,158190.86000000002,5985.200000000001,559313.84,5545.28,((((x)*(6))+((2)*(x)))*((x)*((x)*(x)))),((((7)-(8))+((8)*(x)))*((7)+((4)+((x)-(x))))),AddRandomSubTreeR|AddTreeWithSub|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,MultXD,SkipD,74,74,75,75,1
75,x*x*x*x,25,-10,-0.03315284858393464,0.0002685518641775671,-0.017229266182555977,0.002983074107959745,3426.7635999999998,244.01910000000004,11445.8488,226.57319999999999,0.21743951035504164,0.10975035943013989,0.5824892142605247,0.053120610879317964,176311.33999999997,5860.02,625720.32,5449.04,((((x)*(x))*((x)-(4)))*((x)*((x)*(x)))),((((4)+((8)-(x)))*((8)-((9)*(0))))-(((2)+(3))*((x)*((x)-(x))))),AddRandomSubTreeR|AddTreeWithSub|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,MultXD,SkipD,75,75,76,76,1
76,x*x*x*x,25,-10,-0.03237394394083879,-0.0015657025106338412,-0.01735889332968637,0.00722049405306496,27297.5742,1461.8675,105340.0112,200.6368,0.9528333830162019,0.25726048882499025,0.8913713317148569,0.02076441867347642,2664493.6999999997,6001.2,10381579.84,4546.16,((((x)*(x))*((x)*(x)))*((x)*((x)*(x)))),((((3)+(2))*((1)*(x)))*((1)*((6)*((x)-(x))))),AddRandomSubTreeR|AddTreeWithSub|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,MultXD,ReplaceBranchR,76,76,77,77,1
77,x*x*x*x,25,-10,-0.028309199446542758,-0.007818504066616832,-0.0027921157184674717,0.0061805016822567204,15567.073999999999,2742.8793,57589.4008,207.00239999999997,0.8979436005670459,0.2944582407528429,0.8684192583508707,0.13689155174775172,1278591.4400000002,5507.37,4797974.48,4318.48,((((x)*(7))*((3)-(x)))*((x)*((x)*((x)*(x))))),((((x)*(x))*((2)*((x)+(5))))+((6)-((3)+((5)-(x))))),AddRandomSubTreeR|AddTreeWithSub|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|SkipD|SkipD,MultXD,SkipD,77,77,78,78,1
78,x*x*x*x,25,-10,-0.039310310743693636,-0.00083249447532212,-0.03855582930335903,0.000829564762776108,337.716,252.63569999999999,707.1583999999999,239.75440000000003,-0.9434343549862764,0.0026989935956084885,0.022690510721674346,0.0021702604231723737,11107.74,6118.19,27698.16,6104.28,((((1)-(3))*((8)-(1)))*((3)*((x)*((x)*(x))))),(((3)+((4)*(4)))-((8)-(3))),AddRandomSubTreeR|AddTreeWithSub|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,MultXD,ReplaceBranchR,78,78,79,79,1
