gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
79,x*x*x*x,25,-10,-0.03429039913083257,-0.004845403255136041,-0.02382474513135538,0.005711671676904981,2795.7860000000005,27484.742400000003,7920.440000000001,209.872,-0.2892353940661351,0.004339302052019409,0.3304496218471695,0.017245678590155744,126154.14000000001,6159.42,348035.84,6094.24,((((x)*(x))*((x)*(2)))+((3)*((x)*(x)))),((((5)+(0))+((6)*(x)))*((8)-((6)-((8)-(6))))),AddRandomSubTreeR|MutateTerminalR|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,MultXD,AddToLeafR,79,79,80,80,1
80,x*x*x*x,25,-10,-0.03343101160746151,-0.004391115777701586,-0.015150368152496659,0.0005589465429355668,3372.3856,650.96,12791.124000000002,241.4108,0.22243445801364573,0.03616520716246252,0.6044445113847384,0.016253553998551686,162412.41999999998,6034.94,629739.84,5899.44,((((9)-(0))*((x)*(x)))*((x)*((x)*(x)))),((((2)-(0))*((x)*(x)))*((6)-((9)+((5)-(x))))),AddRandomSubTreeR|MutateTerminalR|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,MultXD,ReplaceBranchR,80,80,81,81,1
81,x*x*x*x,25,-10,-0.027089819823298927,-0.005576925026276377,0.007807711949779072,0.00696294602012809,9980.641000000001,2578.6922,38045.677599999995,202.2132,0.7835155402616778,0.16735067311462565,0.8856502574430581,0.08370409701469649,569963.74,5864.83,2261889.84,5096.48,((((8)*(8))*((7)*(9)))*((x)*((x)*(x)))),((((x)*(x))*((x)-((3)+(3))))*(((2)+(7))*((x)*((x)-(x))))),AddRandomSubTreeR|MutateTerminalR|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|MultXD|SubXD|SkipD|AddToLeafR,MultXD,ReplaceBranchR,81,81,82,82,1
82,x*x*x*x,25,-10,-0.03410457830686857,-0.002230961784020318,-0.02394727839542619,0.0018860279701999733,3253.7403999999997,276.8116,9328.298400000001,233.28800000000004,0.417772160457381,0.046098549209253666,0.6664016560500949,0.01800927421039586,289803.19999999995,5989.24,841017.84,5838.64,((((x)*(x))*((3)*(4)))*((x)*((x)*(x)))),((((8)*(4))*((x)*(2)))+((6)+((4)-(x)))),AddRandomSubTreeR|MutateTerminalR|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,MultXD,ReplaceBranchR,82,82,83,83,1
83,x*x*x*x,25,-10,-0.03772013707358515,-0.006551301589101094,-0.033499999999999995,0.00902006273689714,1116.3668,5107.4074,3182.816,189.622,-0.6375,0.4443994249117763,0.17500220856252602,0.22079003343586304,48964.780000000006,5427.469999999999,177503.2,3400.72,(((x)*((5)*(6)))*((x)*((x)*(x)))),((((7)+(6))+((0)*(2)))*((x)*((x)*((x)-(x))))),AddRandomSubTreeR|MutateTerminalR|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,MultXD,ReplaceBranchR,83,83,84,84,1
84,x*x*x*x,25,-10,-0.03561303542622567,-0.006709346838907975,-0.025713669609751733,0.0017202980002614038,2184.3802,1215.1273,7140.468000000001,234.30239999999998,0.15789473684210525,0.04510521500457455,0.5721393953739004,0.023544239745738618,150455.66,6053.66,581476,5844.72,((((2)*(8))*((x)*(6)))*((x)*((x)*(x)))),((((8)*(8))-((5)*(3)))+((2)*((x)-(x)))),AddRandomSubTreeR|MutateTerminalR|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|SkipD|AddToLeafR,MultXD,SkipD,84,84,85,85,1
85,x*x*x*x,25,-10,-0.03162950574326054,-0.00587017462604396,-0.011905498466441703,0.0065332636256698485,4441.6630000000005,4025.5516,15128.599200000002,204.8432,0.4074317897432298,0.08889687622533,0.6784057507937562,0.043433162594350594,227254.46,5974.620000000001,826342,5576.68,((((8)*(x))*((8)+(x)))*((x)*((x)*(x)))),((((x)+(8))*((x)*((4)*(2))))-(((3)-(9))+((9)+((4)-(x))))),AddRandomSubTreeR|MutateTerminalR|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|AddTreeWithMult|AddToLeafR,MultXD,ReplaceBranchR,85,85,86,86,1
86,x*x*x*x,25,-10,-0.03521456126649166,-0.007560954818698499,-0.0239595602535238,0.0006635733890994638,2638.2796000000003,467.0333,9034.516000000001,240.7704,0.3849900928021093,0.02173572082080773,0.6644665093200339,0.08297141239809218,222093.90000000002,6379.31,796188.8,5987.76,((((1)-(x))*((x)*(x)))*((x)*((x)*(x)))),(((1)+((0)+(4)))*((8)*((7)-(x)))),AddRandomSubTreeR|MutateTerminalR|MultXD|DeleteNonTerminalR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|AddTreeWithMult|AddRandomSubTreeR,MultXD,AddRandomSubTreeR,86,86,87,87,1
87,x*x*x*x,25,-10,-0.03212117679029795,-0.003271890985974438,-0.014774291856002963,0.016847993726310285,5347.5336,307.2246,18310.351200000005,141.7088,0.6513422168307584,0.37648019866684096,0.8198416637916142,0.2749062083042806,355392.02,6106.58,1404425.84,3816.44,((((x)*(x))*((x)*(4)))*((5)*((x)*(x)))),((((x)*(7))*((7)*(x)))+((4)+((3)-((0)+(1))))),AddRandomSubTreeR|MutateTerminalR|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|AddTreeWithMult|AddToLeafR,MultXD,ReplaceBranchR,87,87,88,88,1
88,x*x*x*x,25,-10,-0.028851181835188814,-0.00740596329421997,-0.006728766682017827,0.007840216965102603,7746.031600000001,460.82660000000004,25439.152,196.8436,0.6679910573254599,0.06603058423735457,0.7609765978723693,0.07426893575894894,481945.3400000001,6241.5,1474851.84,5716.64,((((x)*(x))*((7)*(3)))*((x)*((x)*(x)))),((((6)*(7))+((4)*(x)))*((1)*((9)-(x)))),AddRandomSubTreeR|MutateTerminalR|DivXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|AddTreeWithMult|AddToLeafR,MutateTerminalR,AddToLeafR,88,88,89,89,1
89,x*x*x*x,25,-10,-0.03297545282304052,-0.008389987522236603,-0.014988978002396047,0.0020335903803424408,3483.0344,530.9253000000001,12420.4632,232.38479999999998,0.12452729580229942,0.07455234609854931,0.5428019739218974,0.0370966656223797,155412.15999999997,5976.83,559313.84,5664.48,((((x)*(x))*((x)*(5)))+((3)*((x)*(x)))),((((x)*((x)*(5)))+((2)+((3)-(2))))*(((9)+(4))*((9)*((x)-(x))))),AddRandomSubTreeR|MutateTerminalR|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|AddTreeWithMult|AddToLeafR,MultXD,ReplaceBranchR,89,89,90,90,1
90,x*x*x*x,25,-10,-0.03413960892687773,-0.007141531033340139,-0.02043276095911202,0.0009773885766566487,2891.3058,9618.700799999999,9668.105599999999,238.84959999999998,0.12452729580229942,0.04743170827342841,0.5309672200513682,0.021843446891214938,171139.52,6028.45,559313.84,5830.48,(((x)*((x)*(x)))*((8)*((x)*(x)))),(((6)+((8)*(4)))*((4)*((8)-(x)))),AddRandomSubTreeR|MutateTerminalR|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|AddTreeWithMult|AddToLeafR,MultXD,AddToLeafR,90,90,91,91,1
91,x*x*x*x,25,-10,-0.027842186383084527,-0.008310632252436423,0.007093537175804633,0.011118089138674687,18476.263199999998,260257.3212,73152.088,176.7804,0.8912623735284211,0.015435890733237562,0.940485250061911,0.4538012715176519,1129573.14,21732.26,4503169.84,6026.32,((((x)*(8))*((8)*(x)))*((x)*((x)*(x)))),(((6)+((7)+(9)))*((5)*((x)-(x)))),AddRandomSubTreeR|MutateTerminalR|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddXD|SubXD|AddTreeWithMult|AddToLeafR,MultXD,SubXD,91,91,92,92,1
92,x*x*x*x,25,-10,-0.03849319533394327,-0.00549636272328343,-0.036865440792053325,0.009748137498366227,737.828,613.1683,1534.8808,185.1656,-0.7250000000000001,0.4677427787217357,0.13250979473010635,0.23267994990981958,56339.66,5393.639999999999,134657.6,3257.84,((((3)*(1))-((8)*(x)))*((x)*((x)*(x)))),((((7)*(6))+((9)+(7)))+((5)*((x)*((x)-(x))))),AddRandomSubTreeR|MutateTerminalR|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|AddTreeWithMult|AddToLeafR,MultXD,SubXD,92,92,93,93,1
93,x*x*x*x,25,-10,-0.03757181965592733,-0.002442388696191205,-0.03360353221801072,0.017935563978564897,1188.9925,1009.6829999999999,3132.1199999999994,135.05200000000002,-0.6125,0.45128087831655994,0.17741558908583563,0.2202891289825998,68882.07999999999,5377.82,189744.8,3358.6,(((4)*((8)*(x)))*((x)*((x)*(x)))),((((x)*((x)*(x)))*((2)+((8)-(8))))*(((x)+(9))*((2)-((3)-(8))))),AddRandomSubTreeR|MutateTerminalR|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|AddTreeWithMult|AddToLeafR,MultXD,ReplaceBranchR,93,93,94,94,1
94,x*x*x*x,25,-10,-0.03575482046760395,-0.006854260437421539,-0.02590934526082227,0.0010709711148869435,2344.87,4355.765899999999,7964.3200000000015,238.2768,0.3700787401574803,0.04283100248333549,0.6563081728454204,0.014914976510002259,216522.63999999998,6164.139999999999,777341.6,5858.64,((((8)+(8))*((8)*(x)))*((x)*((x)*(x)))),((((4)*(4))+((6)*(5)))+((5)*((9)+((2)-(x))))),AddRandomSubTreeR|MutateTerminalR|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|MutateTerminalR|AddTreeWithMult|SubXD,MultXD,AddTreeWithAdd,94,94,95,95,1
95,x*x*x*x,25,-10,-0.03627654323285081,-0.001429274831143773,-0.026500933420228218,0.0027909423604757563,1844.9259999999997,368.0703,6696.74,227.74919999999997,0.12452729580229942,0.1568487779375245,0.5560360036015889,0.07963875017229557,144402.63999999998,5845.73,559313.84,5160.76,(((x)*((x)*(8)))*((x)*((x)*(x)))),((((3)-(3))*((x)*((2)*(x))))*(((8)-(2))+((9)-((5)-(x))))),AddRandomSubTreeR|MutateTerminalR|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|AddTreeWithMult|AddToLeafR,MultXD,ReplaceBranchR,95,95,96,96,1
96,x*x*x*x,25,-10,-0.03514003030649589,-0.003438283832209939,-0.030624599725526072,0.007027774147170307,2379.7522,459.8718,4590.795999999999,201.8164,-0.11250000000000003,0.0743562932949941,0.5003539762877922,0.035685798938906076,218451.16,5951.530000000001,434576.8,5665.68,((((x)*(x))*((8)*(9)))+((0)*((x)*(x)))),((((7)+(x))-((1)*(x)))*((7)*((1)-((1)-(3))))),AddRandomSubTreeR|MutateTerminalR|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|AddTreeWithMult|AddToLeafR,MultXD,AddToLeafR,96,96,97,97,1
97,x*x*x*x,25,-10,-0.03532845127448772,-0.0063796248960776535,-0.02522040064101716,0.0015507776761207698,2433.7365999999997,369.67949999999996,7822.0272,235.34,0.2910306129339655,0.07571559273297616,0.6078652105398648,0.0553659859295,203134.38,6103.4400000000005,690670.16,5657.36,((((3)-(x))*((x)*(x)))*((x)*((x)*(x)))),((((5)+(x))*((x)+(x)))-((2)*((4)*((1)-(x))))),AddRandomSubTreeR|MutateTerminalR|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|AddTreeWithMult|AddToLeafR,MultXD,SubXD,97,97,98,98,1
98,x*x*x*x,25,-10,-0.03468016762514704,-0.00043377320532706376,-0.021538382237615998,0.0063325709057639535,2604.9303999999997,296.8327,9039.989599999999,206.0716,-0.41250000000000003,0.5449353025748268,0.2780078539957445,0.27150335340064485,85136.04,5277.780000000001,287677.6,2785.36,((((3)+(9))*((x)*(4)))*((x)*((x)*(x)))),((((x)*((x)*(3)))*((7)*((4)-(6))))-(((0)+(0))*((7)-((3)-(x))))),AddRandomSubTreeR|MutateTerminalR|MultXD|AddTreeWithSub|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|AddTreeWithMult|AddToLeafR,MultXD,AddTreeWithMult,98,98,99,99,1
99,x*x*x*x,25,-10,-0.03323358629590903,0.0028149270298034805,-0.016538382237615997,0.011491373676643575,3313.2691999999997,227.62210000000002,11488.3096,174.49560000000002,-0.41250000000000003,0.5449353025748268,0.2780078539957445,0.27150335340064485,85136.04,5277.780000000001,287677.6,2785.36,((((3)+(9))*((x)*(4)))*((x)*((x)*(x)))),((((x)*((x)*(3)))*((7)*((4)-(6))))-(((0)+(0))*((7)-((3)-(x))))),AddRandomSubTreeR|MutateTerminalR|MultXD|ReplaceBranchR|MultXD,ReplaceBranchR|AddTreeWithAdd|SubXD|AddTreeWithMult|AddToLeafR,MultXD,ReplaceBranchR,99,99,99,99,1
