avgA,avgP,topA,topP,topAEquation,topPEquation
-0.9450802989456882,-0.039624528236524105,-0.9375889163723858,-0.004358256166289098,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((((((8)+(8))+((5)*(3)))+((9)-(9)))-(((((4)+(3))*(6))+((1)-(2)))-((((4)*(4))-(x))*((x)+((x)-(x))))))*(x))+(x))/(x))*(x))*(x))*(x))/(x))
-0.8979214770880988,0.14515586572719436,-0.8179275865584982,0.22623398452512028,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((((((8)+(8))+((5)*(3)))+((9)-(9)))-(((((4)+(3))*(6))+((1)-(2)))-((((4)*(4))-(x))*((x)+((x)-(x))))))*(x))+(x))/(x))*(x))*(x))*(x))/(x))
-0.9764790584341926,0.2766424092571936,-0.9741182139421707,0.3753885475328375,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((((((8)+(8))+((5)*(3)))+((9)-(9)))-(((((4)+(3))*(6))+((1)-(2)))-((((4)*(4))-(x))*((x)+((x)-(x))))))*(x))+(x))/(x))*(x))*(x))*(x))/(x))
-0.7835230240057538,-0.1220522830582573,-0.5980026694600437,-0.014509297509152424,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((((((8)+(8))+((5)*(3)))+((9)-(9)))-(((((4)+(3))*(6))+((1)-(2)))-((((4)*(4))-(x))*((x)+((x)-(x))))))*(x))+(x))/(x))*(x))*(x))*(x))/(x))
-0.8489459711370128,0.019727686444153757,-0.7232412326293923,0.17921353564968645,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((((((8)+(8))+((5)*(3)))+((9)-(9)))-(((((4)+(3))*(6))+((1)-(2)))-((((4)*(4))-(x))*((x)+((x)-(x))))))*(x))+(x))/(x))*(x))*(x))*(x))/(x))
-0.9687557196138827,0.1653809226356228,-0.9611939976431605,0.22516004467556697,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((((((8)+(8))+((5)*(3)))+((9)-(9)))-(((((4)+(3))*(6))+((1)-(2)))-((((4)*(4))-(x))*((x)+((x)-(x))))))*(x))+(x))/(x))*(x))*(x))*(x))/(x))
-0.9095372546943951,-0.044537915857728205,-0.8980057566339588,0.13688984320728173,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((((((8)+(8))+((5)*(3)))+((9)-(9)))-(((((4)+(3))*(6))+((1)-(2)))-((((4)*(4))-(x))*((x)+((x)-(x))))))*(x))+(x))/(x))*(x))*(x))*(x))/(x))
-0.88972219041203,0.04545548030911519,-0.8015706467502277,0.07499192557772266,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((((((8)+(8))+((5)*(3)))+((9)-(9)))-(((((4)+(3))*(6))+((1)-(2)))-((((4)*(4))-(x))*((x)+((x)-(x))))))*(x))+(x))/(x))*(x))*(x))*(x))/(x))
-0.858952187597874,-0.006015436653022275,-0.7806295974620474,0.0843764866124583,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((((((8)+(8))+((5)*(3)))+((9)-(9)))-(((((4)+(3))*(6))+((1)-(2)))-((((4)*(4))-(x))*((x)+((x)-(x))))))*(x))+(x))/(x))*(x))*(x))*(x))/(x))
-0.8515169751775625,0.15815628064637532,-0.8011333334456874,0.26513256581359973,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((((((8)+(8))+((5)*(3)))+((9)-(9)))-(((((4)+(3))*(6))+((1)-(2)))-((((4)*(4))-(x))*((x)+((x)-(x))))))*(x))+(x))/(x))*(x))*(x))*(x))/(x))
-0.8833119495173951,0.11123052686803556,-0.7853247546206815,0.18716805840904308,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((7)+(4))*(x))*((x)*((x)+(((8)*(6))-(5)))))*((x)-((1)/((4)-(x)))))/(x))/((7)+(8)))+((3)+(3)))
-0.9294719454426656,0.13906771652809766,-0.8818074158771644,0.21185379875863522,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((7)+(4))*(x))*((x)*((x)+(((8)*(6))-(5)))))*((x)-((1)/((4)-(x)))))/(x))/((7)+(8)))+((3)+(3)))
-0.8951287057157687,0.20335693873508748,-0.8145533506541174,0.349245460253505,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((7)+(4))*(x))*((x)*((x)+(((8)*(6))-(5)))))*((x)-((1)/((4)-(x)))))/(x))/((7)+(8)))+((3)+(3)))
-0.9723108703527791,0.0994539382409256,-0.966654409767956,0.2648166160131204,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((7)+(4))*(x))*((x)*((x)+(((8)*(6))-(5)))))*((x)-((1)/((4)-(x)))))/(x))/((7)+(8)))+((3)+(3)))
-0.8838136677154396,-0.0946853401484811,-0.790198678829395,-0.010181142591444004,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((7)+(4))*(x))*((x)*((x)+(((8)*(6))-(5)))))*((x)-((1)/((4)-(x)))))/(x))/((7)+(8)))+((3)+(3)))
-0.7961162978825195,0.1560767818011368,-0.6620516242437942,0.26632541427709006,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((7)+(4))*(x))*((x)*((x)+(((8)*(6))-(5)))))*((x)-((1)/((4)-(x)))))/(x))/((7)+(8)))+((3)+(3)))
-0.8601721307294017,0.06528078726998701,-0.8219957438175095,0.15811533151286733,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((7)+(4))*(x))*((x)*((x)+(((8)*(6))-(5)))))*((x)-((1)/((4)-(x)))))/(x))/((7)+(8)))+((3)+(3)))
-0.9268201041834118,0.08031243244112564,-0.8773966658110485,0.26598564289776305,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((7)+(4))*(x))*((x)*((x)+(((8)*(6))-(5)))))*((x)-((1)/((4)-(x)))))/(x))/((7)+(8)))+((3)+(3)))
-0.9573614065587032,0.042854198303655666,-0.9424389189651686,0.2838020915803684,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((7)+(4))*(x))*((x)*((x)+(((8)*(6))-(5)))))*((x)-((1)/((4)-(x)))))/(x))/((7)+(8)))+((3)+(3)))
-0.8933944636171894,0.18907566252484567,-0.8076696015373688,0.33823358472667414,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((7)+(4))*(x))*((x)*((x)+(((8)*(6))-(5)))))*((x)-((1)/((4)-(x)))))/(x))/((7)+(8)))+((3)+(3)))
-0.6808014809667406,-0.03295433330525971,-0.6210135921049841,0.18306865544201276,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((7)+(4))*(x))*((x)*((x)+(((8)*(6))-(5)))))*((x)-((1)/((4)-(x)))))/(x))/((7)+(8)))+((3)+(3)))
-0.8202105818147236,0.12123350178133854,-0.6591270499592595,0.29022982434848565,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((7)+(4))*(x))*((x)*((x)+(((8)*(6))-(5)))))*((x)-((1)/((4)-(x)))))/(x))/((7)+(8)))+((3)+(3)))
-0.9271739791755251,-0.055182308205923514,-0.8791422729402936,0.09481982046240381,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((7)+(4))*(x))*((x)*((x)+(((8)*(6))-(5)))))*((x)-((1)/((4)-(x)))))/(x))/((7)+(8)))+((3)+(3)))
-0.9637927762067872,0.25381415176611377,-0.952930905887644,0.5141038705492724,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((7)+(4))*(x))*((x)*((x)+(((8)*(6))-(5)))))*((x)-((1)/((4)-(x)))))/(x))/((7)+(8)))+((3)+(3)))
-0.7661140216785537,0.18480253985430903,-0.5756754157309133,0.26316926146600544,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((7)+(4))*(x))*((x)*((x)+(((8)*(6))-(5)))))*((x)-((1)/((4)-(x)))))/(x))/((7)+(8)))+((3)+(3)))
-0.9757769474744645,0.017783180424924282,-0.9728334997958772,0.14186590898645274,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((7)+(4))*(x))*((x)*((x)+(((8)*(6))-(5)))))*((x)-((1)/((4)-(x)))))/(x))/((7)+(8)))+((3)+(3)))
-0.877999589867915,0.1319682668773781,-0.780304820334659,0.22914593342257752,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((7)+(4))*(x))*((x)*((x)+(((8)*(6))-(5)))))*((x)-((1)/((4)-(x)))))/(x))/((7)+(8)))+((3)+(3)))
-0.7961091734285893,-0.058378685245116524,-0.6376622745559872,0.18428969104767953,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((7)+(4))*(x))*((x)*((x)+(((8)*(6))-(5)))))*((x)-((1)/((4)-(x)))))/(x))/((7)+(8)))+((3)+(3)))
-0.8192156295887916,0.031716913828301115,-0.7962252184512172,0.13613702086910578,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((7)+(4))*(x))*((x)*((x)+(((8)*(6))-(5)))))*((x)-((1)/((4)-(x)))))/(x))/((7)+(8)))+((3)+(3)))
-0.8414594557545791,0.13497726915398006,-0.8414594557545791,0.13497726915398006,((((((((((5)*(x))*((x)*(x)))+((2)*((x)-((0)*(9)))))*(x))*(x))+((3)+(2)))*(x))*(x))*((x)*(5))),((((((((7)+(4))*(x))*((x)*((x)+(((8)*(6))-(5)))))*((x)-((1)/((4)-(x)))))/(x))/((7)+(8)))+((3)+(3)))
