gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
21,x*x*x*x*3*x+1,25,-10,-0.038399880725981196,0.000000000004587831782889191,-0.03839980916156991,0.0000012116725719971644,8451.758,8451.128,8452.136,8450.872,-0.9599952290392477,0.00003029181429992911,0.000002385480376121407,0.000015145907149964557,211297.09999999998,211276.6,211303.4,211271.8,((0)-((x)*(x))),((0)+(x)),DeleteTerminalR|ReplaceBranchXR|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|MultXD|MutateNonTerminalR|DeleteNonTerminalR,DeleteTerminalR,ReplaceBranchR,21,21,22,22,1
22,x*x*x*x*3*x+1,25,-10,-0.03839986879857931,-0.0000001514521897519712,-0.03839980916156991,0.0000006058362859985822,8451.820999999998,8451.160000000002,8452.136,8451,-0.9599952290392477,0.00003029181429992911,0.000002385480376121407,0.000015145907149964555,211297.09999999998,211276.6,211303.4,211271.8,((((x)-(0))*((x)*(x)))*((3)*((0)-((x)*(x))))),(((x)*(5))*((0)+(x))),DeleteTerminalR|ReplaceBranchXR|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|FellTreeD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|MultXD|MutateNonTerminalR|DeleteNonTerminalR,DeleteTerminalR,DeleteMaliciousR,22,22,23,23,1
23,x*x*x*x*3*x+1,25,-10,-0.03839992555786636,0.0000015600330242720708,-0.03839980916156991,0.000013691900063519468,8451.5212,8450.798400000001,8452.136,8448.235200000001,-0.9599952290392477,0.0006845950031759735,0.000002385480376121407,0.00034763936815402437,211297.09999999998,211243.64,211303.4,211133.56,((0)-((x)*(x))),((((3)-(1))*((7)+((6)+(0))))+(((1)+(0))+((7)*((x)*(x))))),DeleteTerminalR|ReplaceBranchXR|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|MultXD|MutateNonTerminalR|DeleteNonTerminalR,MultXD,DeleteMaliciousR,23,23,24,24,1
24,x*x*x*x*3*x+1,25,-10,-0.03839991650818684,-0.00000030990310938139394,-0.03839985687117743,0.0000011927401880559206,8451.569,8451.193500000001,8451.883999999998,8450.876,-0.9599952290392477,0.00011927401880559206,0.000002385480376121407,0.00005963700940279603,211297.09999999998,211271.90000000002,211303.4,211253,((((0)*(3))-((8)*(x)))+((1)-((x)*(x)))),((0)+((x)*(x))),AddTreeWithSub|ReplaceBranchXR|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|MultXD|MutateNonTerminalR|DeleteNonTerminalR,AddTreeWithSub,ReplaceBranchR,24,24,25,25,1
25,x*x*x*x*3*x+1,25,-10,-0.038399880725981196,-0.0000012917607972396053,-0.03839980916156991,0.000002991316662110424,8451.758,8451.401000000002,8452.136,8450.496000000001,-0.9599952290392477,0.00011927401880559206,0.000002385480376121407,0,211297.09999999998,211278.2,211303.4,211253,((((x)*(x))*((x)-(1)))*((0)-((x)*(x)))),((x)+((0)*(x))),DeleteTerminalR|ReplaceBranchXR|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|MultXD|MutateNonTerminalR|DeleteNonTerminalR,SubXD,DeleteMaliciousR,25,25,26,26,1
26,x*x*x*x*3*x+1,25,-10,-0.038399925406407284,0.0000000000022939158914445954,-0.03839984475445171,0.0000003029181429992911,8451.521999999999,8451.128,8451.947999999999,8451.063999999998,-0.9599952290392477,0.00003029181429992911,0.000002385480376121407,0.000015145907149964557,211297.09999999998,211276.6,211303.4,211271.8,((((x)-(3))*((0)*(3)))*((0)+((1)-((x)*(x))))),((0)+(x)),DeleteTerminalR|MultXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|ReplaceBranchR|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|DeleteNonTerminalR,MultXD,ReplaceBranchR,26,26,27,27,1
27,x*x*x*x*3*x+1,25,-10,-0.03839986879857931,-0.000004694348395007818,-0.03839980916156991,0,8451.821000000002,8452.121,8452.136,8451.128,-0.9599952290392477,0,0,0,211303.4,211278.2,211303.4,211278.2,((0)-((x)*(x))),((0)*(x)),DeleteTerminalR|ReplaceBranchXR|SubXD|DeleteNonTerminalR|DeleteNonTerminalR,ReplaceBranchR|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|ReplaceBranchR|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|MultXD|MutateNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,ReplaceBranchR,27,27,28,28,1
28,x*x*x*x*3*x+1,25,-10,-0.03839990458078495,0.00000037392375814840497,-0.03839985687117743,0.0000024044127600517075,8451.632,8451.049,8451.883999999998,8450.62,-0.9599952290392477,0.00011927401880559206,0.000002385480376121407,0.00005963700940279603,211297.09999999998,211271.90000000002,211303.4,211253,((((x)-(5))*((x)*(x)))*((0)*((0)-((x)*(x))))),((0)+((x)*(x))),DeleteTerminalR|ReplaceBranchXR|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|MultXD|MutateNonTerminalR|DeleteNonTerminalR,SubXD,ReplaceBranchR,28,28,29,29,1
29,x*x*x*x*3*x+1,25,-10,-0.03839985734448703,0.00004706969982687859,-0.03839962968257018,0.0002125084367435947,8451.8815,8441.183200000001,8453.084,8406.229599999999,-0.959977281139275,0.016077001791950145,0.00000897394998633505,0.008018819018937313,211327.09999999998,210422.72000000003,211398.2,207881.48,((((0)*(x))*((x)-(3)))*((x)+((1)-((x)*(x))))),((((8)-(5))*((x)*(2)))*((x)+((0)+((x)*(x))))),DeleteTerminalR|AddTreeWithMult|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|MultXD|MutateNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,ReplaceBranchR,29,29,30,30,1
30,x*x*x*x*3*x+1,25,-10,-0.03839977621922185,0.0000001590320250744212,-0.03839962968257018,0.0000012722562005953695,8452.31,8451.0944,8453.084,8450.8592,-0.959977281139275,0.000033320995729839374,0.000010024657070172924,0.000016660497864919687,211320.8,211276.44,211398.2,211271.16,(((0)-((3)*(x)))+((1)-((x)*(x)))),(((3)+(5))+((0)+(x))),DeleteTerminalR|MutateNonTerminalR|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|MultXD|MutateNonTerminalR|DeleteNonTerminalR,DeleteTerminalR,ReplaceBranchR,30,30,31,31,1
31,x*x*x*x*3*x+1,25,-10,-0.03849981796512844,0.000011027446797977783,-0.03839980916156991,0.00008239373489551102,7923.893999999999,8448.798200000001,8452.136,8433.72,-0.9599952290392477,0.0036429693172320764,0,0.0018214846586160382,211303.4,211085.78,211303.4,210508.52,((((x)*(x))*((0)*(x)))*((3)-((0)-((x)*(x))))),((((x)+(3))*((x)+(3)))-((0)-((0)*(x)))),DeleteTerminalR|MutateNonTerminalR|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|MultXD|MutateNonTerminalR|DeleteNonTerminalR,MultXD,ReplaceBranchR,31,31,32,32,1
32,x*x*x*x*3*x+1,25,-10,-0.03839989265338307,-0.0000007571050075195925,-0.03839985687117743,0.0000003029181429992911,8451.695,8451.288,8451.883999999998,8451.063999999998,-0.9599952290392477,0.00003029181429992911,0,0.000015145907149964557,211303.4,211276.6,211303.4,211271.8,((((0)*(x))*((0)*(3)))-((x)+((1)-((x)*(x))))),((0)+(x)),DeleteTerminalR|MutateNonTerminalR|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|DivXD|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|MultXD|MutateNonTerminalR|DeleteNonTerminalR,DeleteTerminalR,DeleteMaliciousR,32,32,33,33,1
33,x*x*x*x*3*x+1,25,-10,-0.03840147649875851,0.00000006629173860377403,-0.03839980916156991,0.0000017985764740545028,8443.3292,8451.114,8452.136,8450.748,-0.9599952290392477,0.00011927401880559206,0.000002385480376121407,0.00005642517454553114,211297.09999999998,211270.3,211303.4,211253,(((0)*((0)*(x)))+((1)-((x)*(x)))),((0)+((x)*(x))),DeleteTerminalR|MutateNonTerminalR|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|MultXD|MutateNonTerminalR|DeleteNonTerminalR,MultXD,DeleteMaliciousR,33,33,34,34,1
34,x*x*x*x*3*x+1,25,-10,-0.03843025088248574,0.0000011193772002994422,-0.03839980916156991,0.0000032658362292019815,8291.3442,8450.8915,8452.136,8450.438,-0.9599952290392477,0.00012040996184179118,0,0.00005767513912661464,211303.4,211268.64,211303.4,211252.76,((((x)*(0))*((0)*(3)))-((x)+((1)-((x)*(x))))),(((0)*((4)*(8)))+((4)*(x))),DeleteTerminalR|AddTreeWithMult|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|MultXD|MutateNonTerminalR|DeleteNonTerminalR,DeleteTerminalR,ReplaceBranchR,34,34,35,35,1
35,x*x*x*x*3*x+1,25,-10,-0.03856068300468292,0.0000008785532468453071,-0.03837655519594543,0.000008352967793179693,7602.4076000000005,8450.9424,8574.9624,8449.3632,-0.9599952290392477,0.00038735657535905553,0.000002385480376121407,0.00019525094287526146,211297.09999999998,211257.74,211303.4,211196.36,((((0)*(x))*((x)*(3)))*((x)+((1)-((x)*(x))))),(((0)+((0)+(x)))+((9)*(x))),DeleteTerminalR|MutateNonTerminalR|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|MultXD|MutateNonTerminalR|DeleteNonTerminalR,MutateNonTerminalR,DeleteMaliciousR,35,35,36,36,1
36,x*x*x*x*3*x+1,25,-10,-0.038433175292103015,-0.00000014669041402664675,-0.0383996657298292,0.0000012116725719971644,8275.897599999998,8451.159,8452.8936,8450.872,-0.9599808858651768,0.00003029181429992911,0.00000827812160603737,0.000015145907149964555,211316.03999999998,211276.6,211379.16,211271.8,(((0)-((3)*(x)))+((0)-((x)*(x)))),((0)+(x)),DeleteTerminalR|MutateNonTerminalR|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|MultXD|MutateNonTerminalR|DeleteNonTerminalR,SubXD,ReplaceBranchR,36,36,37,37,1
37,x*x*x*x*3*x+1,25,-10,-0.03840653973765395,0.000001499448908580705,-0.0383996773921777,0.000011037579835499823,8416.5854,8450.8112,8452.832,8448.796,-0.9599952290392477,0.0004770960752222305,0,0.00023854803761111525,211303.4,211253,211303.4,211177.4,((((0)*(x))*((x)-(0)))*((x)+((1)-((x)*(x))))),(((0)+((x)*(4)))+((0)*(x))),DeleteTerminalR|MutateNonTerminalR|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|MultXD|MutateNonTerminalR|DeleteNonTerminalR,DeleteTerminalR,DeleteMaliciousR,37,37,38,38,1
38,x*x*x*x*3*x+1,25,-10,-0.03839985675758313,0.0000006720996297774387,-0.03837655519594543,0.0000041651244662251005,8451.8846,8450.986,8574.9624,8450.248,-0.9576698324768007,0.00020825622331125502,0.001121535420931787,0.00009827226483652001,214782.96,211264,223586.04,211234.2,((((0)-(x))*((x)*(3)))*((x)+((0)-((x)*(x))))),(((x)-((1)+(7)))*((0)+((x)*(x)))),DeleteTerminalR|MutateNonTerminalR|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|MultXD|MutateNonTerminalR|DeleteNonTerminalR,DeleteTerminalR,DeleteMaliciousR,38,38,39,39,1
39,x*x*x*x*3*x+1,25,-10,-0.046199904580784955,0.0000002589049381759471,-0.03839990458078495,0.000002112854047415785,6867.0455,8451.0733,8451.632,8450.6816,-0.9599952290392477,0.0000904967952208247,0,0.000042660645062055286,211303.4,211271.82,211303.4,211259.08,((0)-((x)*(x))),(((5)-((2)-(0)))+((0)*(x))),DeleteTerminalR|MutateNonTerminalR|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|MultXD|MutateNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteMaliciousR,39,39,40,40,1
40,x*x*x*x*3*x+1,25,-10,-0.038400029988896155,-0.009999179281156314,-0.03839990458078495,0.00000209013518668767,8450.9696,7558.398599999999,8451.632,8450.686399999999,-0.9599952290392477,0,0.0000027545154746005286,1.1547005383792515,211290.8,122022.6,211303.4,211278.2,((((x)*(0))*((x)*(x)))+((0)-((x)*(x)))),(0),DeleteTerminalR|MutateNonTerminalR|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|DivXD|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|MultXD|MutateNonTerminalR|DeleteNonTerminalR,DeleteTerminalR,DeleteMaliciousR,40,40,41,41,1
41,x*x*x*x*3*x+1,25,-10,-0.038399892653383075,0.0000014232775239810726,-0.03839985687117743,0.000005692967849973538,8451.695,8450.827299999999,8451.883999999998,8449.9252,-0.9599952290392477,0.0003191999931843528,0.000002385480376121407,0.00015959999659217642,211297.09999999998,211261.34000000003,211303.4,211210.76,(((0)*((0)*(x)))+((1)-((x)*(x)))),(((x)-((8)+(9)))*((x)+((0)+(x)))),DeleteTerminalR|MutateNonTerminalR|AddTreeWithDiv|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|MultXD|MutateNonTerminalR|DeleteNonTerminalR,DeleteTerminalR,DeleteMaliciousR,41,41,42,42,1
42,x*x*x*x*3*x+1,25,-10,-0.03840652551943361,-0.00000029814719161040083,-0.03839980916156991,0.0000006058362859985822,8416.6605,8451.190999999999,8452.136,8451,-0.9599952290392477,0.00003029181429992911,0,0.000015145907149964557,211303.4,211276.6,211303.4,211271.8,((0)-((x)*(x))),((((x)*((0)+(0)))*(((3)*(9))*((0)-(2))))*(((x)-((5)-(5)))-((8)+((3)-((2)*(x)))))),DeleteTerminalR|MutateNonTerminalR|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,DeleteTerminalR,ReplaceBranchR,42,42,43,43,1
43,x*x*x*x*3*x+1,25,-10,-0.03839987144911306,0.000008620861025889749,-0.03839962892527483,0.0000422949457161238,8451.806999999999,8449.3066,8453.088,8442.192000000001,-0.959977281139275,0.0011904683019829713,0.00000897394998633505,0.0005952341509914856,211327.09999999998,211215.32,211398.2,211026.68,((((x)*(x))*((0)-(3)))*((x)+((1)-((x)*(x))))),(((0)+((x)*(9)))+((x)*(x))),DeleteTerminalR|MutateNonTerminalR|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|MultXD|MutateNonTerminalR|DeleteNonTerminalR,DeleteTerminalR,ReplaceBranchR,43,43,44,44,1
44,x*x*x*x*3*x+1,25,-10,-0.038399812001427495,-0.000003549508315113085,-0.03839962968257018,0,8452.121,8451.879,8453.084,8451.128,-0.959977281139275,0,0.000010024657070172924,0,211320.8,211278.2,211398.2,211278.2,(((0)-((3)*(x)))+((1)-((x)*(x)))),((0)*(x)),DeleteTerminalR|AddRandomSubTreeR|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,DeleteTerminalR,ReplaceBranchR,44,44,45,45,1
45,x*x*x*x*3*x+1,25,-10,-0.038399892653383075,-0.004994942192987137,-0.03839980916156991,0.000019341323430436415,8451.695,8003.7814,8452.136,8447.041600000002,-0.9599952290392477,0,0.000002385480376121407,1,211297.09999999998,166650.40000000002,211303.4,211278.2,((((x)*(x))*((0)*(3)))*((x)+((1)-((x)*(x))))),((0)*((2)*(x))),DeleteTerminalR|MutateNonTerminalR|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,DeleteTerminalR,ReplaceBranchR,45,45,46,46,1
46,x*x*x*x*3*x+1,25,-10,-0.038399919537368266,0.000004977326326750545,-0.03839985687117743,0.000027932839261222055,8451.553,8450.076399999998,8451.883999999998,8445.2264,-0.9599952290392477,0.0013370049536583068,0,0.0006166046965430995,211303.4,211188.68,211303.4,210995.72,(((0)*((3)*(0)))+((1)-((x)*(x)))),((((4)*(x))+((1)+(7)))*((3)+((0)+((x)*(x))))),DeleteTerminalR|MutateNonTerminalR|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,DeleteTerminalR,ReplaceBranchR,46,46,47,47,1
47,x*x*x*x*3*x+1,25,-10,-0.03839986150961149,-0.0000006028819218682162,-0.038399780005698644,0,8451.859499999999,8451.2554,8452.29,8451.128,-0.9599904580784956,0,0.000004770960752187303,0,211316,211278.2,211328.6,211278.2,((((x)*(x))*((0)*((3)*(0))))+((1)-((x)-((x)*(x))))),((x)*((1)*(0))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchR,47,47,48,48,1
48,x*x*x*x*3*x+1,25,-10,-0.038399797234168025,0.0000009702846767914188,-0.03839971374235487,0.0000041840568501635894,8452.198999999999,8450.923,8452.64,8450.243999999999,-0.9599904580784956,0.00014956583310538342,0,0.00007478291655269171,211328.6,211270.30000000002,211328.6,211246.6,((((x)*(x))*((0)*((3)*(x))))+((1)-((x)-((x)*(x))))),((((x)*((0)-(1)))*((5)+((x)*(0))))+(((x)+(0))+((8)/((8)*(x))))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchR,48,48,49,49,1
49,x*x*x*x*3*x+1,25,-10,-0.03839973759715863,0.0000006011031900125824,-0.038399618323139824,0.000002707330903049621,8452.514000000001,8451.001,8453.144,8450.555999999999,-0.9599904580784956,0.0002101494617051039,0,0.00010507473085255194,211328.6,211267.1,211328.6,211233.8,((((0)*(x))*((0)*((3)*(x))))+((1)-((x)-((x)*(x))))),((((0)*((8)*(0)))+((1)*((3)-(x))))*(((x)+(9))*((0)+((x)*(x))))),MutateNonTerminalR|AddXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,MutateNonTerminalR,ReplaceBranchR,49,49,50,50,1
