gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
31,x*x*x*x*3*x+1,25,-10,-0.0384,-0.010006028545936614,-0.0384,0.0000824019389285481,8451.128,7559.875666666667,8451.128,8433.718266666667,-0.96,0.0017031572590074395,0,1.0003239667450943,211278.2,166547.82,211278.2,210918.36,(0),((((x)*(6))*((x)-(7)))/((6)-((x)*(x)))),ReplaceBranchR|FellTreeD|FellTreeD|DeleteNonTerminalR|AddXD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|AddTreeWithMult|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|DeleteTerminalR|SubXD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR,FellTreeD,SubXD,31,31,32,32,4
32,x*x*x*x*3*x+1,25,-10,-0.0384,0.000042194280506799384,-0.0384,0.00032745678446711925,8451.128,8442.214235,8451.128,8381.943519999999,-0.96,0.015838453754339097,0,0.007722293508666003,211278.2,210365.70500000002,211278.2,207931.88,(0),((((x)*(6))-((0)*(6)))/((2)*((x)-((x)*(x))))),ReplaceBranchR|FellTreeD|FellTreeD|MutateNonTerminalR|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|AddToLeafR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|DeleteTerminalR|SubXD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR,FellTreeD,SubXD,32,32,33,33,4
33,x*x*x*x*3*x+1,25,-10,-0.0384,-0.000006047331481800964,-0.0384,0.00003834565042678618,8451.128,8452.4139,8451.128,8443.0264,-0.96,0.0018133437335230251,0,0.0009969361942013017,211278.2,211203.24,211278.2,210895.08,(0),(((8)+((9)*(x)))-((7)/((1)*(x)))),ReplaceBranchR|FellTreeD|FellTreeD|DeleteNonTerminalR|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|AddToLeafR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|DeleteTerminalR|SubXD|ReplaceBranchXR|MultXD|AddTreeWithDiv|MutateTerminalR,FellTreeD,ReplaceBranchXR,33,33,34,34,4
34,x*x*x*x*3*x+1,25,-10,-0.0384,-0.009985712120065837,-0.0384,0.00003646214868764152,8451.128,7555.553742857143,8451.128,8443.424342857143,-0.96,0.00041272596983508774,0,1.0000896911178048,211278.2,166621.98,211278.2,211191,(0),((((9)/(3))*((2)*(x)))-((8)+((2)*(x)))),ReplaceBranchR|FellTreeD|FellTreeD|DeleteNonTerminalR|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|AddToLeafR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|DeleteTerminalR|SubXD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR,FellTreeD,SubXD,34,34,35,35,4
35,x*x*x*x*3*x+1,25,-10,-0.0384,-0.004911841595584405,-0.0384,0.0003670869340361065,8451.128,7986.225341666667,8451.128,8373.570533333332,-0.96,0.00041575515126513575,0,1.0001116926756068,211278.2,166615.00583333333,211278.2,211190.36,(0),((8)+((6)*(x))),ReplaceBranchR|ReplaceBranchR|FellTreeD|DeleteNonTerminalR|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|AddToLeafR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|DeleteTerminalR|SubXD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR,ReplaceBranchR,SubXD,35,35,36,36,4
36,x*x*x*x*3*x+1,25,-10,-0.0384,-0.009922673443666513,-0.0384,0.0002877940080898086,8451.128,7542.235375000001,8451.128,8390.323400000001,-0.96,0.013318932099951627,0,1.002499435426632,211278.2,165860.59,211278.2,208464.2,(0),(((x)*((5)*(x)))-((x)*((8)*(3)))),ReplaceBranchR|ReplaceBranchR|FellTreeD|DeleteNonTerminalR|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|AddToLeafR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|DeleteTerminalR|SubXD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR,ReplaceBranchR,ReplaceBranchXR,36,36,37,37,4
37,x*x*x*x*3*x+1,25,-10,-0.0384,-0.010271415473528445,-0.0384,0.00000991275957481779,8451.128,7621.900204642858,8451.128,8449.03365,-0.96,0.00006020498092089559,0,1.0000004057324043,211278.2,166650.27178571429,211278.2,211265.48,(0),(((9)-(3))-((x)*(x))),ReplaceBranchR|FellTreeD|FellTreeD|DeleteNonTerminalR|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|AddToLeafR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|DeleteTerminalR|SubXD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR,FellTreeD,ReplaceBranchXR,37,37,38,38,4
38,x*x*x*x*3*x+1,25,-10,-0.0384,-0.015006522361835363,-0.0384,0.000016432687069354706,8451.128,7113.675169047618,8451.128,8447.656133333334,-0.96,0.0009972633239019057,0,1.000071300887261,211278.2,166627.965,211278.2,211067.5,(0),((((0)*((5)-(7)))*((3)/((8)-(2))))-(((2)-(0))*((x)-((x)*(x))))),ReplaceBranchR|FellTreeD|FellTreeD|DeleteNonTerminalR|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|AddToLeafR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|DeleteTerminalR|SubXD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR,FellTreeD,ReplaceBranchXR,38,38,39,39,4
39,x*x*x*x*3*x+1,25,-10,-0.0384,-0.019985554649804095,-0.0384,0.00005972409836888167,8451.128,6662.964033333334,8451.128,8438.5096,-0.96,0.0015666547708187593,0,1.1546216675231045,211278.2,122037.03333333334,211278.2,210947.2,(0),((((x)+(6))/((4)*(x)))-((7)-((x)*(x)))),ReplaceBranchR|FellTreeD|FellTreeD|DeleteNonTerminalR|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|AddToLeafR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|DeleteTerminalR|SubXD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR,FellTreeD,MultXD,39,39,40,40,4
40,x*x*x*x*3*x+1,25,-10,-0.0384,-0.004998064271782993,-0.0384,0.00005757337955359441,8451.128,8004.4489066666665,8451.128,8438.964,-0.96,0.002659999943202848,0,1.0000625466050352,211278.2,166630.58000000002,211278.2,210716.2,(0),((((x)/(5))+((1)*(x)))-((x)*((x)*(5)))),ReplaceBranchR|FellTreeD|FellTreeD|DeleteNonTerminalR|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|AddToLeafR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|DeleteTerminalR|SubXD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR,FellTreeD,ReplaceBranchXR,40,40,41,41,4
41,x*x*x*x*3*x+1,25,-10,-0.0384,-0.0199916496047661,-0.0384,0.000037767401328812725,8451.128,6664.2517761904755,8451.128,8443.14857142857,-0.96,0.001784945157616945,0,1.1553750945217196,211278.2,121899.195,211278.2,210901.08,(0),(((x)*(5))*((3)*(x))),ReplaceBranchR|FellTreeD|FellTreeD|DivXD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|AddToLeafR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|DeleteTerminalR|SubXD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR,FellTreeD,MultXD,41,41,42,42,4
42,x*x*x*x*3*x+1,25,-10,-0.04880000023890865,-0.004584705219991517,-0.048799999999999996,0.003526273889118709,NaN,NaN,NaN,7706.1032000000005,-0.96,0.17438278061816126,0,0.08712649530810508,211278.2,202046.76625,211278.2,174434.92,(0),((((x)*(9))*((x)-(3)))-((4)*((x)-((x)*(x))))),ReplaceBranchR|AddTreeWithAdd|FellTreeD|DeleteNonTerminalR|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|AddToLeafR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|DeleteTerminalR|SubXD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR,ReplaceBranchR,SubXD,42,42,43,43,4
43,x*x*x*x*3*x+1,25,-10,-0.048799999999999996,-0.025012838845209426,-0.048799999999999996,0.000007963394125615819,NaN,NaN,NaN,8449.445520000001,-0.96,-0.00007402014180813254,0,1.154315114304618,211278.2,122093.225,211278.2,211293.84,(0),(((2)/((9)+(3)))*((9)-((x)*(x)))),ReplaceBranchR|AddRandomSubTreeR|FellTreeD|DeleteNonTerminalR|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|AddToLeafR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|DeleteTerminalR|SubXD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR,DeleteNonTerminalR,ReplaceBranchXR,43,43,44,44,4
44,x*x*x*x*3*x+1,25,-10,-0.0384,-0.009945568839194783,-0.0384,0.00020020659438072509,8451.128,7547.072675702075,8451.128,8408.82871111111,-0.96,0.010224076333689231,0,1.0018559906229467,211278.2,166065.61042735045,211278.2,209118.07555555555,(0),((((x)*(x))/((9)*(5)))*((7)-((x)*(x)))),ReplaceBranchR|DivXD|FellTreeD|DeleteNonTerminalR|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|AddToLeafR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|DeleteTerminalR|SubXD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR,ReplaceBranchR,ReplaceBranchXR,44,44,45,45,4
45,x*x*x*x*3*x+1,25,-10,-0.0384,-0.00998312074978517,-0.0384,0.00012119893738839985,8451.128,7555.00778051282,8451.128,8425.521306666667,-0.96,0.0053347671458769735,0,1.000907317304165,211278.2,166363.84,211278.2,210151.08,(0),((((x)+(6))-((9)/((5)*(x))))+(((9)-(x))-((4)-((8)*(x))))),ReplaceBranchR|AddRandomSubTreeR|FellTreeD|DeleteNonTerminalR|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|AddToLeafR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR,DeleteNonTerminalR,SubXD,45,45,46,46,4
46,x*x*x*x*3*x+1,25,-10,-0.0384,-0.01004005762352848,-0.0384,0.000026318616875761492,8451.128,7567.137560119047,8451.128,8445.56745,-0.96,0.00004550871788958724,0,1.0000036473511817,211278.2,166649.24458333332,211278.2,211268.585,(0),((((x)+(1))-((9)+(3)))-((3)/((8)+(x)))),ReplaceBranchR|AddRandomSubTreeR|FellTreeD|DeleteNonTerminalR|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,ReplaceBranchR,SubXD,46,46,47,47,4
47,x*x*x*x*3*x+1,25,-10,-0.0384,-0.014999074245574897,-0.0384,0.000010774735238501923,8451.128,7112.098623809524,8451.128,8448.851533333333,-0.96,0.0005357864654281021,0,1.0001304657332466,211278.2,166609.06,211278.2,211165,(0),((((x)+(6))-((7)-((x)*(4))))*((x)-((x)-((x)+(x))))),ReplaceBranchR|AddRandomSubTreeR|FellTreeD|DeleteNonTerminalR|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|ReplaceBranchR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,SkipD,SubXD,47,47,48,48,4
48,x*x*x*x*3*x+1,25,-10,-0.038400003691814864,-0.009961655160847314,-0.03840000060583629,0.00031309429936453596,8451.1085,7550.470654538691,8451.124800000001,8384.978,-0.96,0.015475330630420014,0,1.002557072020912,211278.2,165848.60333333333,211278.2,208008.6,(0),((((x)*(6))*((x)-((5)*(3))))*(((x)-(x))-((0)-((x)+(x))))),ReplaceBranchR|AddRandomSubTreeR|FellTreeD|DeleteNonTerminalR|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,DeleteNonTerminalR,SubXD,48,48,49,49,4
49,x*x*x*x*3*x+1,25,-10,-0.0384,-0.009997909309781472,-0.0384,0.000013030781216428985,8451.128,7558.130283571428,8451.128,8448.37488,-0.96,0.00005422234759684005,0,1.0000082241671504,211278.2,166647.79385714285,211278.2,211266.74399999998,(0),((((x)*(3))-((x)-(9)))/((5)+((2)-(5)))),ReplaceBranchR|AddRandomSubTreeR|FellTreeD|DeleteNonTerminalR|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,SkipD,SubXD,49,49,50,50,4
50,x*x*x*x*3*x+1,25,-10,-0.0384,-0.015000320936823464,-0.0384,0.0000009730131674216685,8451.128,7112.36181127451,8451.128,8450.922423529411,-0.96,0.000007667615494757373,0,1.1546931879763398,211278.2,122023.945,211278.2,211276.58,(0),((((6)+(1))*((5)-(x)))-((9)/((2)+(x)))),ReplaceBranchR|AddRandomSubTreeR|FellTreeD|DeleteNonTerminalR|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|DivXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,ReplaceBranchR,SubXD,50,50,51,51,4
51,x*x*x*x*3*x+1,25,-10,-0.048799999999999996,-0.02000101487844428,-0.048799999999999996,0.000006472531297146183,NaN,NaN,6338.346000000001,8449.760495238095,-0.96,0.00011731767246541011,0,0.00006342648921163446,211278.2,211269.48133333333,211278.2,211253.41333333333,(0),((((8)-(4))*((x)-(x)))-((7)/((3)+(x)))),ReplaceBranchR|AddRandomSubTreeR|FellTreeD|DeleteNonTerminalR|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddTreeWithSub|AddTreeWithDiv|AddRandomSubTreeR,DeleteNonTerminalR,SubXD,51,51,52,52,4
52,x*x*x*x*3*x+1,25,-10,-0.0384,-0.009991747725553744,-0.0384,0.000030435700417744812,8451.128,7556.828474313186,8451.128,8444.6976,-0.96,0.0005959914463489976,0,1.1548821188026612,211278.2,121989.38,211278.2,211152.28,(0),(((x)*((5)/(1)))*((x)-((x)+(x)))),DeleteTerminalR|AddRandomSubTreeR|FellTreeD|SkipD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,SkipD,SubXD,52,52,53,53,4
53,x*x*x*x*3*x+1,25,-10,-0.0384,-0.014992838916722857,-0.0384,0.00003131132317484758,8451.128,7110.781029404763,8451.128,8444.5126,-0.96,0.00003194839789434026,0,0.9999718329041873,211278.2,77397.7757142857,211278.2,211271.45,(0),((((9)/(4))+((0)-(0)))-((x)-((x)+(x)))),DeleteTerminalR|AddRandomSubTreeR|FellTreeD|SkipD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,SkipD,SubXD,53,53,54,54,4
54,x*x*x*x*3*x+1,25,-10,-0.0384,-0.014998786922210225,-0.0384,0.000006412209115751932,8451.128,7112.03770361111,8451.128,8449.773240000002,-0.96,0.00027266419346614246,0,1.1547796922823155,211278.2,122008.11800000002,211278.2,211220.59200000003,(0),((((8)/((5)+(2)))-((1)*((x)-(x))))-(((3)*(x))-((5)+((2)-((x)+(x)))))),DeleteTerminalR|AddRandomSubTreeR|FellTreeD|DeleteNonTerminalR|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,SkipD,SubXD,54,54,55,55,4
55,x*x*x*x*3*x+1,25,-10,-0.03745307553737205,-0.019993022465802316,-0.03461230154365192,0.00004480916630300855,13452.740399999999,6664.541799999999,28457.580800000007,8441.6608,-0.5812301543651924,0.0021185337625936125,0.18938493291467737,1.154711544182944,711439.44,122020.58625,2211923.48,210830.6,((((x)*(x))*((x)*((x)*(3))))*((x)+((3)-((4)*(x))))),((((x)-((2)*(x)))-((5)/((5)+(9))))*(((x)-(x))-((0)*((0)+(x))))),DeleteTerminalR|AddRandomSubTreeR|MultXD|SkipD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,SkipD,SubXD,55,55,56,56,4
56,x*x*x*x*3*x+1,25,-10,-0.038185654554042964,-0.014997388941965433,-0.03751930548442764,0.00001819118110624209,9583.291000000001,7111.742358333333,13102.916799999999,8447.284599999999,-0.8735265484086858,0.0007698380618541017,0.04323672579565707,1.0001591549765796,325465.42000000004,166599.9775,668027.08,211115.55,((((x)*(x))*((5)*((9)*(x))))*((3)*((0)+((1)*(x))))),((((x)*(9))-((6)+((4)*(x))))-((x)-((3)/((4)+(x))))),DeleteTerminalR|AddRandomSubTreeR|MultXD|SkipD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,SkipD,SubXD,56,56,57,57,4
57,x*x*x*x*3*x+1,25,-10,-0.03538492819128855,-0.014997462781802598,-0.026253855464211676,0.000012934604706025376,25338.731800000005,7111.757970833333,76455.0376,8448.3952,0.23594551755041152,0.00003029181429992911,0.5979727587752057,1.1547018504713005,1886723.82,122022.36,6913060.68,211271.8,((((x)*(x))*((x)*((x)*(3))))*((x)+((8)*((3)*(x))))),((6)*((0)+(x))),DeleteTerminalR|DeleteTerminalR|MultXD|SkipD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,SkipD,SubXD,57,57,58,58,4
58,x*x*x*x*3*x+1,25,-10,-0.03796943377972739,-0.014997709039173508,-0.03639702602540158,0.00003190106693449955,10725.3594,7111.8102039682535,19030.746399999996,8444.387999999999,-0.760000249907468,0.00006228754315401917,0.10001892289092384,1.0000062485661216,475224.81999999995,166648.42,1267667.88,211265.04,((((x)*(x))*((x)*(x)))*((3)*((8)-((1)*(x))))),((x)+((3)+(x))),DeleteTerminalR|AddRandomSubTreeR|MultXD|SkipD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|DeleteTerminalR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,SkipD,SubXD,58,58,59,59,4
59,x*x*x*x*3*x+1,25,-10,-0.028653218541573756,-0.00999293367051728,-0.02086450621818928,0.00005348398462312052,92098.9548,7557.0790400000005,192256.88639999996,8439.828,0.7088987213693418,0.0025411045720760807,0.7830785164179208,1.1547016866260176,8482067.64,122022.39,18144733.08,210741.32,((((x)*(x))*((x)*((x)*(8))))+(((4)*(x))+((6)*((2)*(x))))),((((8)+((0)-(x)))*((3)*((8)-(0))))/(((9)*(x))-((x)-((x)+(x))))),AddTreeWithMult|AddRandomSubTreeR|MultXD|SkipD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,SkipD,SubXD,59,59,60,60,4
60,x*x*x*x*3*x+1,25,-10,-0.02647307084234789,-0.019997808464946115,0.005553436861091279,0.000011730505087611597,77723.5584,6665.553055952381,265710.9128,8448.649599999999,0.3950441466000154,0.00040704625465409213,0.6775220733000077,1.0000755219981632,2341243.96,166626.46750000003,8731141.24,211192.19999999995,((((x)*(5))*((3)+((5)*(x))))*(((x)*(3))*((x)+((1)*(x))))),((((x)*(3))+((1)-((x)/(3))))*((x)-((x)-((x)+(x))))),AddTreeWithMult|AddRandomSubTreeR|MultXD|SkipD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|DeleteNonTerminalR|SubXD|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,SkipD,SubXD,60,60,61,61,4
61,x*x*x*x*3*x+1,25,-10,-0.020320039814167634,0.0000016081902132501878,0.00613903434869556,0.000009356590676955403,303525.30059999996,8450.78828409091,1041693.772,8449.151156363636,0.9153338234874555,0.0006374912319398014,0.7557250417900945,0.00031438046921012194,18238102,211242.05022222223,62385656.44,211143.512,((((x)*(x))*((8)*((5)*(7))))*(((x)*(3))*((x)+((1)*(x))))),((((x)*(9))-((2)/((5)*(x))))*(((x)-(x))-((x)-((x)+(x))))),AddTreeWithMult|AddRandomSubTreeR|MultXD|SkipD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,SkipD,ReplaceBranchXR,61,61,62,62,4
62,x*x*x*x*3*x+1,25,-10,-0.020753487624546846,-0.01005206579970574,0.017960696351321925,0.00004292597055923177,235613.88940000001,7569.916639027777,841964.4983999999,8442.059005714285,0.9058910579405114,-0.0003936385735521365,0.9353605196722915,1.1473560575544197,14171009.219999999,123409.04333333333,56125963,211361.4,((((x)*(x))*((x)*((9)*(2))))*(((6)*(7))*((x)+((1)*(x))))),((((x)*(0))-((9)+(3)))*((x)-((x)-((x)+(x))))),AddTreeWithMult|AddRandomSubTreeR|MultXD|SkipD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,SkipD,SubXD,62,62,63,63,4
63,x*x*x*x*3*x+1,25,-10,-0.018876335906239255,-0.009975926255597007,0.003064022827763142,0.00016371211038337428,233407.73119999998,7553.485743571429,699657.056,8416.5392,0.8943495892360642,0.007589614072819716,0.8654720533890468,1.0012972825597388,13216889.579999998,166241.25333333333,49994647.08,209674.68,((((x)*(x))*((x)*((x)*(8))))*(((7)*(x))*((1)+((1)*(x))))),((((x)*((x)-(x)))*((x)-((2)/(7))))*(((8)-(5))-((x)-((x)+(x))))),AddTreeWithMult|AddRandomSubTreeR|MultXD|SkipD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,SkipD,SubXD,63,63,64,64,4
