gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x,25,-10,-0.046218481244281795,-0.010758117519651958,-0.03845199058946543,-0.008138431951005469,NaN,NaN,236.8764,NaN,-0.9599869298130964,0.5948055342905689,0.000012370732248063662,0.15776271700216637,6121.55,5498.34,6122.8,3472.16,(((x)*((0)*(x)))*((x)-((x)+(0)))),((((0)+(3))*((x)+(x)))+((x)*((x)*(x)))),SkipD|SubXD|MutateTerminalR|AddTreeWithMult|DeleteTerminalR,ReplaceBranchR|MutateNonTerminalR|MultXD|MutateTerminalR|MultXD,AddTreeWithMult,MultXD,0,0,1,1,3
1,x*x*x*x,25,-10,-0.03860327604234741,0.0014074800059999464,-0.0383985622794406,0.017771066340534387,213.7267,1004.3838,245.05200000000002,190.4824,-0.9599477192523854,0.6132438336725359,0.000024741464496127324,0.1993121448238294,6123.3,4844.78,6128.8,3314.16,(((x)*((x)*(x)))*((0)*((2)-(8)))),((((x)-(x))*((0)*(2)))*((5)*((x)*(x)))),SkipD|SubXD|MutateTerminalR|AddTreeWithMult|DeleteTerminalR,ReplaceBranchR|MutateNonTerminalR|MultXD|MutateTerminalR|MultXD,SkipD,MultXD,0,0,2,2,3
2,x*x*x*x,25,-10,-0.03870128022480721,-0.0030893486056408404,-0.038399072016729846,0.013221801071755331,198.7301,1021.8413,244.974,229.46559999999997,-0.9599725526075022,0.3753757678734807,0.0010545680255981424,0,6042.85,6120.8,6125,5352.48,(((x)*((0)*(x)))*((x)*((x)-(x)))),(((8)+(6))*((x)*(x))),SkipD|SubXD|MutateTerminalR|AddTreeWithMult|DeleteTerminalR,FellTreeD|MutateNonTerminalR|MultXD|MutateTerminalR|MultXD,AddTreeWithMult,MultXD,0,1,3,3,3
3,x*x*x*x,25,-10,-0.03845121944843812,0.012213482831375919,-0.03839522938178016,0.012728121440708033,236.9944,238.106,245.562,233.696,-0.9597059207946674,0.3311238493567601,0.0001367043041183198,0.005629516216367565,6134.55,5824.92,6165.8,5731.68,(((x)*((1)*(0)))*((x)-((9)*(5)))),((7)*((x)*(x))),SkipD|SubXD|MutateTerminalR|AddTreeWithMult|DeleteNonTerminalR,FellTreeD|MutateNonTerminalR|MultXD|MutateTerminalR|MultXD,MutateTerminalR,MultXD,3,1,4,4,3
4,x*x*x*x,25,-10,-0.03840994837276173,0.011937351793416363,-0.038399019735982226,0.013146927572492861,243.30970000000002,240.47220000000002,244.982,230.1072,-0.9599869298130964,0.34400731930466616,0,0.015834687727702974,6122.8,5929.04,6122.8,5621.28,(((x)*((0)*(4)))*((x)*((2)-(x)))),((9)*((x)*(x))),SkipD|SubXD|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR,FellTreeD|MutateNonTerminalR|MultXD|MutateTerminalR|MultXD,SkipD,MultXD,4,1,5,5,3
5,x*x*x*x,25,-10,-0.03828269049797413,0.012657402393711374,-0.03774484119722912,0.013309371324009937,262.7827,234.30199999999996,345.0844,228.71519999999998,-0.8945377074892171,0.34400731930466616,0.036919272664277074,0.006441734973953034,7909.82,5704.08,16137.84,5621.28,(((6)*((6)*(x)))*((x)*((x)-(0)))),((9)*((x)*(x))),SkipD|SubXD|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR,FellTreeD|MutateNonTerminalR|AddTreeWithAdd|MutateTerminalR|MultXD,AddTreeWithMult,MutateNonTerminalR,4,5,6,6,3
6,x*x*x*x,25,-10,-0.038399673245327406,0.009303573907648043,-0.03839960789439289,0.014730567432828579,244.882,1548.3238000000001,244.892,216.53679999999997,-0.9599869298130964,0.34400731930466616,0,0.024368846505139402,6122.8,5832.4400000000005,6122.8,5621.28,(((x)*((0)*(5)))*((5)*((x)-(x)))),((9)*((x)*(x))),SkipD|SubXD|MutateTerminalR|ReplaceBranchR|DeleteTerminalR,FellTreeD|MutateNonTerminalR|AddTreeWithAdd|MutateTerminalR|MultXD,SkipD,FellTreeD,6,5,7,7,3
7,x*x*x*x,25,-10,-0.03850791269115148,0.012316830666392817,-0.0381853195660698,0.013631458072707586,228.31920000000002,237.2204,277.6824,225.9552,-0.9386103777284015,0.34400731930466616,0.010688276042347457,0.022002262122365442,6940.5599999999995,5804.639999999999,9393.84,5621.28,(((x)*((x)*(3)))*((8)*((x)-(0)))),((9)*((x)*(x))),SkipD|SubXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR,FellTreeD|MutateNonTerminalR|MultXD|ReplaceBranchXR|MultXD,SkipD,MultXD,7,7,8,8,3
8,x*x*x*x,25,-10,-0.038051862501633775,0.012175205855443733,-0.03700916220101948,0.013373788673749465,298.104,238.43399999999994,457.658,228.1632,-0.8210832570905764,0.34400731930466616,0.06945183636126001,0.030394895773025347,11436.56,5898.639999999999,27377.84,5621.28,(((x)*((x)*(8)))*((7)*((x)-(0)))),((9)*((x)*(x))),SkipD|SubXD|MutateTerminalR|AddTreeWithMult|DeleteTerminalR,FellTreeD|MutateNonTerminalR|MultXD|MutateTerminalR|MultXD,AddTreeWithMult,MultXD,8,8,9,9,3
9,x*x*x*x,25,-10,-0.03732520454842504,0.012543645088410483,-0.033901471703045354,0.013438206023488997,409.29720000000003,235.2768,933.1967999999999,227.6112,-0.644757548032937,0.3375655843307132,0.15761469089007973,0.02307501481054561,18181.9,5842.76,54359.2,5676.48,((((8)*(5))*((9)*(3)))*((x)*((x)-(0)))),((8)*((x)*(x))),AddTreeWithMult|SubXD|ReplaceBranchXR|AddTreeWithMult|DeleteTerminalR,FellTreeD|MutateNonTerminalR|MultXD|MutateTerminalR|MultXD,AddTreeWithMult,MultXD,8,9,10,10,3
