gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
39,x*x*x*x,25,-10,-0.03840041432492485,0.011983552570158897,-0.038400185596654035,0.014871818809866126,244.7686,240.07629999999997,244.80360000000002,215.3264,-0.9600000000000001,0.44250051347162844,0,0.07540557323501973,6120.8,5709.8,6120.8,4777.28,(0),(((7)*((x)-(5)))*((x)*(6))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|MultXD|AddTreeWithMult,MutateTerminalR,AddTreeWithSub,38,38,40,40,4
40,x*x*x*x,25,-10,-0.038400000000000004,0.012202594898892772,-0.038400000000000004,0.01977976735067312,244.832,238.1993,244.832,173.2696,-0.9600000000000001,0.6675878036484494,0,0.18257106112106172,6120.8,5177.88,6120.8,2848.48,(0),(((4)*((x)*(5)))*((4)*(x))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|DeleteNonTerminalR|AddToLeafR|MultXD|AddTreeWithMult,MutateTerminalR,AddToLeafR,38,40,41,41,4
41,x*x*x*x,25,-10,-0.038400000000000004,0.012562911944283663,-0.038400000000000004,0.01796777265343466,244.832,235.1117,244.832,188.7968,-0.9600000000000001,0.5926022742125213,0,0.15194915889605648,6120.8,5436.94,6120.8,3491.04,(0),(((x)*((7)*(1)))*((8)*(x))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|DeleteNonTerminalR|AddToLeafR|MultXD|AddTreeWithMult,FellTreeD,AddTreeWithSub,38,40,42,42,4
42,x*x*x*x,25,-10,-0.038400000000000004,0.013466587000765539,-0.038400000000000004,0.020242265250107364,244.832,227.36799999999997,244.832,169.3064,-0.9600000000000001,0.670313871202644,0,0.18210718890461766,6120.8,5144.639999999999,6120.8,2825.12,(0),(((x)*(9))*((9)*(x))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|DeleteNonTerminalR|AddToLeafR|MultXD|AddTreeWithMult,MutateTerminalR,AddTreeWithSub,38,40,43,43,4
43,x*x*x*x,25,-10,-0.038400000000000004,0.012088872603021081,-0.038400000000000004,0.013995649494930635,244.832,239.1738,244.832,222.83440000000002,-0.9600000000000001,0.4420057135388465,0,0.07971025077408987,6120.8,5795.400000000001,6120.8,4781.52,(0),(((x)*((7)+(3)))*((x)*(x))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|MultXD|AddTreeWithMult,MutateTerminalR,AddTreeWithSub,42,42,44,44,4
44,x*x*x*x,25,-10,-0.038400000000000004,0.005060725862027009,-0.038400000000000004,0.01305786358459212,244.832,317.44142500000004,244.832,230.87039999999996,-0.9600000000000001,0.309968818268387,0,0.015099650588810467,6120.8,6061.46,6120.8,5912.96,(0),(((2)*((9)*(3)))*((7)+(3))),MutateTerminalR|ReplaceBranchXR|SubXD|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult,MutateTerminalR,AddTreeWithSub,43,43,45,45,4
45,x*x*x*x,25,-10,-0.038400000000000004,0.011477421252123907,-0.038400000000000004,0.012167737177213063,244.832,244.41339999999997,244.832,238.498,-0.9600000000000001,0.31929066228504216,0,0.015392249712953754,6120.8,5994.73,6120.8,5833.08,(0),(((x)*((x)+(3)))*((5)+(0))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult,MutateTerminalR,AddTreeWithSub,44,45,46,46,4
46,x*x*x*x,25,-10,-0.038400000000000004,0.011546949978527551,-0.038400000000000004,0.011687781242414626,244.832,243.81759999999997,244.832,242.6108,-0.9600000000000001,0.2958623522602088,0,0.0028689126963428,6120.8,6064.41,6120.8,6033.84,(0),(((6)*((6)-(6)))+((3)*(6))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult,MutateTerminalR,AddTreeWithSub,45,46,47,47,4
47,x*x*x*x,25,-10,-0.038400000000000004,0.01132457008420935,-0.038400000000000004,0.011749817950968132,244.832,245.7232,244.832,242.0792,-0.9600000000000001,0.29760815579662797,0,0.005621250806909819,6120.8,6091.110000000001,6120.8,6018.88,(0),(((7)*((2)*(0)))+((6)+(8))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult,MutateTerminalR,AddTreeWithMult,46,46,48,48,4
48,x*x*x*x,25,-10,-0.038400000000000004,0.011756271355751817,-0.038400000000000004,0.012354594170696643,244.832,242.02390000000003,244.832,236.8968,-0.9600000000000001,0.3225815486304312,0,0.016692582215840034,6120.8,6017.78,6120.8,5804.88,(0),(((5)+((x)*(5)))*((9)*(4))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|AddTreeWithSub|AddToLeafR|AddTreeWithAdd|AddTreeWithMult,ReplaceBranchXR,AddTreeWithSub,47,48,49,49,4
49,x*x*x*x,25,-10,-0.038400000000000004,0.011715975502735407,-0.038400000000000004,0.012667064996172307,244.832,242.36919999999998,244.832,234.21919999999997,-0.9600000000000001,0.33896596149896385,0,0.024615233880302557,6120.8,5968.42,6120.8,5664.48,(0),(((7)+((x)*(x)))-((4)*(8))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult,MutateTerminalR,AddTreeWithAdd,48,49,50,50,4
50,x*x*x*x,25,-10,-0.038400000000000004,0.011614296450510674,-0.038400000000000004,0.012072698246727787,244.832,243.24050000000003,244.832,239.31240000000003,-0.9600000000000001,0.31609313441753656,0,0.014725739821776196,6120.8,6044.01,6120.8,5860.48,(0),(((8)*((9)*(1)))+((5)*(2))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddTreeWithMult,DeleteNonTerminalR,DeleteTerminalR,49,50,51,51,4
51,x*x*x*x,25,-10,-0.038400000000000004,0.01154096336613328,-0.038400000000000004,0.011776658513359602,244.832,243.86890000000002,244.832,241.8492,-0.9600000000000001,0.2978135444479714,0,0.005048172654604899,6120.8,6078.85,6120.8,6017.12,(0),(((8)*((6)+(3)))+((2)*(8))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|MutateNonTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult,DeleteNonTerminalR,ReplaceBranchR,49,51,52,52,4
52,x*x*x*x,25,-10,-0.038400000000000004,0.011666343801930656,-0.038400000000000004,0.012046791269115151,244.832,242.7945,244.832,239.53439999999998,-0.9600000000000001,0.3153369307466812,0,0.013415269683446788,6120.8,6036.75,6120.8,5866.96,(0),(((8)+(7))*((9)*(6))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,MutateTerminalR,AddToLeafR,51,52,53,53,4
53,x*x*x*x,25,-10,-0.038400000000000004,0.01145250620833878,-0.038400000000000004,0.01162457755288758,244.832,244.62690000000003,244.832,243.15239999999997,-0.9600000000000001,0.29540022779468605,0,0.005083362691098543,6120.8,6096.84,6120.8,6037.8,(0),(((6)*((2)+(5)))*((1)*(9))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult,ReplaceBranchXR,AddTreeWithSub,51,53,54,54,4
54,x*x*x*x,25,-10,-0.038400000000000004,0.011459869858281832,-0.038400000000000004,0.011708600182982618,244.832,244.56380000000001,244.832,242.43239999999997,-0.9600000000000001,0.2940838732565305,0,0.0032255936749516897,6120.8,6074.95,6120.8,6049.08,(0),(((8)+((7)+(x)))*((x)+(8))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|AddXD,AddTreeWithSub|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddTreeWithMult,FellTreeD,AddTreeWithSub,53,50,55,55,4
55,x*x*x*x,25,-10,-0.03840013070186904,0.011358050768340275,-0.03840013070186904,0.011752011875198387,244.812,245.43630000000002,244.812,242.06039999999996,-0.9600000000000001,0.2902094964243704,0,0.004212667050270924,6120.8,6114.58,6120.8,6082.28,(0),(((7)*(9))-((0)+(x))),DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddTreeWithMult,FellTreeD,ReplaceBranchR,54,50,56,56,4
56,x*x*x*x,25,-10,-0.038400000000000004,0.011486010232089177,-0.038400000000000004,0.01157920533263626,244.832,244.33979999999997,244.832,243.54120000000003,-0.9600000000000001,0.2898827417517785,0,0.0017112525594560673,6120.8,6098.71,6120.8,6085.08,(0),(((8)*(6))-((0)-(7))),DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddTreeWithMult,ReplaceBranchXR,AddTreeWithSub,54,56,57,57,4
57,x*x*x*x,25,-10,-0.038400000000000004,0.011526924585021567,-0.038400000000000004,0.011812181414194226,244.832,243.98919999999998,244.832,241.54480000000004,-0.9600000000000001,0.2967632615717834,0,0.004903135612070477,6120.8,6081.77,6120.8,6026.12,(0),(((7)*(5))*((5)+(x))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|FellTreeD|DeleteTerminalR|AddTreeWithMult,DeleteNonTerminalR,AddTreeWithSub,55,56,58,58,4
58,x*x*x*x,25,-10,-0.038400000000000004,0.011560020165431223,-0.038400000000000004,0.011882340310323584,244.832,243.70559999999998,244.832,240.9436,-0.9600000000000001,0.31114513508971753,0,0.012715424687715885,6120.8,6066.32,6120.8,5902.88,(0),(((3)*(8))*((6)*(4))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddTreeWithMult,MutateTerminalR,AddToLeafR,55,58,59,59,4
59,x*x*x*x,25,-10,-0.038400000000000004,0.011548980525421517,-0.038400000000000004,0.011760134062774243,244.832,243.80019999999996,244.832,241.9908,-0.9600000000000001,0.2986350990533451,0,0.004841396062788109,6120.8,6068.129999999999,6120.8,6010.08,(0),(((4)*(0))+((9)*(6))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddTreeWithMult,MutateTerminalR,AddTreeWithSub,58,59,60,60,4
60,x*x*x*x,25,-10,-0.038400000000000004,0.011516526784547308,-0.038400000000000004,0.011656132718412163,244.832,244.0783,244.832,242.882,-0.9600000000000001,0.29401385439811795,0,0.003580922143011307,6120.8,6094.370000000001,6120.8,6049.68,(0),(((7)*(0))+((6)*(3))),MutateTerminalR|ReplaceBranchXR|AddTreeWithAdd|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddTreeWithMult,MutateTerminalR,AddToLeafR,59,59,61,61,4
61,x*x*x*x,25,-10,-0.038400000000000004,0.011454174991130947,-0.038400000000000004,0.011845650428515415,244.832,244.6126,244.832,241.25799999999998,-0.9600000000000001,0.30173460051907314,0,0.008167201641081047,6120.8,6088.27,6120.8,5983.52,(0),(((9)*(8))-((0)*(4))),MutateTerminalR|ReplaceBranchXR|AddTreeWithAdd|FellTreeD|DeleteTerminalR,MutateTerminalR|ReplaceBranchR|SubXD|DeleteTerminalR|AddTreeWithMult,FellTreeD,MutateTerminalR,59,60,62,62,4
62,x*x*x*x,25,-10,-0.038400000000000004,0.011467630281755889,-0.038400000000000004,0.011553438392740447,244.832,244.4973,244.832,243.762,-0.9600000000000001,0.291857273559012,0,0.0047495483349198515,6120.8,6103.35,6120.8,6068.16,(0),(((3)*(7))*((4)-(0))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddTreeWithMult,MutateTerminalR,DeleteTerminalR,61,59,63,63,4
63,x*x*x*x,25,-10,-0.038400000000000004,0.011440661351457326,-0.038400000000000004,0.011522069944171633,244.832,244.72840000000005,244.832,244.03079999999997,-0.9600000000000001,0.2899807681535561,0,0.0021452060347412847,6120.8,6101.9800000000005,6120.8,6084.24,(0),(((5)+(5))*((3)*(x))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddTreeWithMult,MutateTerminalR,AddToLeafR,62,59,64,64,4
64,x*x*x*x,25,-10,-0.03840007711410274,0.011439120936572254,-0.038400000000000004,0.011622617024852028,244.82020000000003,244.74159999999995,244.832,243.16920000000002,-0.9600000000000001,0.2947327146778199,0,0.003479018793354021,6120.8,6077.39,6120.8,6043.52,(0),(((7)*(4))*((5)-(0))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddTreeWithMult,ReplaceBranchXR,AddTreeWithMult,62,59,65,65,4
65,x*x*x*x,25,-10,-0.038400000000000004,0.011466976772410703,-0.038400000000000004,0.011837761637134271,244.832,244.5029,244.832,241.3256,-0.9600000000000001,0.30173460051907314,0,0.00718955387411667,6120.8,6075.3099999999995,6120.8,5983.52,(0),(((9)*(4))*((1)*(8))),AddTreeWithAdd|ReplaceBranchXR|AddTreeWithMult|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddTreeWithMult,ReplaceBranchXR,AddTreeWithSub,64,65,66,66,4
66,x*x*x*x,25,-10,-0.038400000000000004,0.011427381107978418,-0.038400000000000004,0.011610013630337774,244.832,244.84219999999996,244.832,243.27719999999997,-0.9600000000000001,0.29293556397856496,0,0.005663809640424952,6120.8,6112.04,6120.8,6058.92,(0),(((5)+(0))*((7)*(3))),AddTreeWithAdd|ReplaceBranchXR|AddTreeWithMult|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddTreeWithMult,DeleteTerminalR,AddTreeWithMult,64,65,67,67,4
67,x*x*x*x,25,-10,-0.038400057900927986,0.00004669924432980865,-0.03840001717795993,0.011685120525794951,244.82314000000002,377.6628285714285,244.82937142857148,242.6336,-0.9600000000000001,0.2978135444479714,0,0.006132951383490991,6120.8,6093.67,6120.8,6017.12,(0),(((0)+(5))*((5)*(8))),AddTreeWithAdd|ReplaceBranchXR|AddTreeWithMult|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddTreeWithMult,AddTreeWithMult,AddTreeWithSub,64,66,68,68,4
68,x*x*x*x,25,-10,-0.038400000000000004,0.011481318968575538,-0.038400000000000004,0.011690815392945834,244.832,244.38,244.832,242.58480000000003,-0.9600000000000001,0.29656254084433414,0,0.006448980275408136,6120.8,6102.38,6120.8,6027.84,(0),(((7)*(8))*((x)-(0))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult,MutateTerminalR,AddTreeWithSub,67,68,69,69,4
69,x*x*x*x,25,-10,-0.038400000000000004,-0.02283560038837127,-0.038400000000000004,0.011490281382452344,244.832,644.3403999999999,244.832,244.3032,-0.9600000000000001,0.2892525720260658,0,0.0013872270861363147,6120.8,6105.18,6120.8,6090.48,(0),(((9)*(5))-((0)-(1))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddTreeWithSub,ReplaceBranchXR,AddTreeWithSub,68,69,70,70,4
70,x*x*x*x,25,-10,-0.038400000000000004,0.011398591687361133,-0.038400000000000004,0.011682413129936333,244.832,245.0889,244.832,242.6568,-0.9600000000000001,0.29575965793453707,0,0.0033608414514585436,6120.8,6103.299999999999,6120.8,6034.72,(0),(((4)*(8))*((5)+(0))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithSub|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddTreeWithSub,DeleteNonTerminalR,AddTreeWithSub,69,69,71,71,4
71,x*x*x*x,25,-10,-0.038400000000000004,0.011444512388670018,-0.038400000000000004,0.011546623223854961,244.832,244.69539999999998,244.832,243.8204,-0.9600000000000001,0.2917032320705044,0,0.0024170306787028506,6120.8,6096.219999999999,6120.8,6069.48,(0),((9)*((9)+(0))),MutateTerminalR|DeleteTerminalR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithAdd|ReplaceBranchR|AddXD|DeleteTerminalR|AddTreeWithMult,DeleteTerminalR,AddTreeWithAdd,70,71,72,72,4
72,x*x*x*x,25,-10,-0.038400000000000004,0.011463114065388282,-0.038400000000000004,0.011556752618705307,244.832,244.53600000000006,244.832,243.7336,-0.9600000000000001,0.29493810332916337,0,0.004307868284661744,6120.8,6094.620000000001,6120.8,6041.76,(0),((6)*((4)*(6))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|MutateNonTerminalR|DeleteTerminalR,AddTreeWithAdd|ReplaceBranchR|AddXD|DeleteTerminalR|AddTreeWithMult,MutateTerminalR,AddTreeWithAdd,71,71,73,73,4
73,x*x*x*x,25,-10,-0.038400000000000004,0.011481925798681777,-0.038400000000000004,0.011551431185465954,244.832,244.37480000000002,244.832,243.77920000000003,-0.9600000000000001,0.28981272289336596,0,0.0015323326728135498,6120.8,6102.47,6120.8,6085.68,(0),((6)*((9)+(0))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithAdd|ReplaceBranchR|AddXD|DeleteTerminalR|AddTreeWithMult,MutateTerminalR,DeleteTerminalR,71,71,74,74,4
74,x*x*x*x,25,-10,-0.038400000000000004,0.011470746120955246,-0.038400000000000004,0.011556986014900015,244.832,244.47060000000002,244.832,243.73159999999996,-0.9600000000000001,0.2910730623447916,0,0.0021340122580918264,6120.8,6101.68,6120.8,6074.88,(0),((8)*((9)-(0))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithAdd|ReplaceBranchR|AddXD|DeleteTerminalR|AddTreeWithMult,MutateTerminalR,AddTreeWithAdd,73,71,75,75,4
75,x*x*x*x,25,-10,-0.038400000000000004,0.011462600593759925,-0.038400000000000004,0.011521789868737984,244.832,244.5404,244.832,244.0332,-0.9600000000000001,0.2875021005657525,0,0.00048472293516373593,6120.8,6110.9800000000005,6120.8,6105.48,(0),(((5)-(0))+((4)*(4))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithAdd|ReplaceBranchR|AddXD|DeleteTerminalR|AddTreeWithMult,FellTreeD,AddXD,74,71,76,76,4
76,x*x*x*x,25,-10,-0.038400000000000004,0.011440416285452884,-0.038400000000000004,0.011475250667513119,244.832,244.7305,244.832,244.43199999999996,-0.9600000000000001,0.2887484362454955,0,0.0012235304386284409,6120.8,6107.4400000000005,6120.8,6094.8,(0),(((7)*(x))*((2)+(0))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithAdd|ReplaceBranchR|AddXD|DeleteTerminalR|AddTreeWithMult,MutateTerminalR,AddTreeWithAdd,75,76,77,77,4
77,x*x*x*x,25,-10,-0.038400000000000004,0.011519082472879366,-0.038400000000000004,0.011666215434023566,244.832,244.0564,244.832,242.7956,-0.9600000000000001,0.29832701607632994,0,0.00546793506463362,6120.8,6079.82,6120.8,6012.72,(0),(((7)*(5))*((6)+(0))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,DivXD|ReplaceBranchR|AddXD|DeleteMaliciousR|AddTreeWithMult,DeleteNonTerminalR,DivXD,76,77,78,78,4
78,x*x*x*x,25,-10,-0.038400000000000004,0.011479335100920519,-0.038400000000000004,0.011595636424743734,244.832,244.39699999999996,244.832,243.40039999999996,-0.9600000000000001,0.29191328864574195,0,0.002968406601457963,6120.8,6090.03,6120.8,6067.68,(0),(((x)*(9))+((9)*(6))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithAdd|ReplaceBranchR|AddXD|DeleteTerminalR|AddTreeWithMult,MutateTerminalR,AddTreeWithAdd,77,78,79,79,4
79,x*x*x*x,25,-10,-0.038400000000000004,0.011535980357376257,-0.038400000000000004,0.01166598203782886,244.832,243.91160000000002,244.832,242.7976,-0.9600000000000001,0.29656254084433414,0,0.00435365823952647,6120.8,6082.370000000001,6120.8,6027.84,(0),(((8)*(7))*((x)+(0))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|DeleteTerminalR,DivXD|ReplaceBranchR|AddXD|DeleteMaliciousR|AddTreeWithMult,DeleteNonTerminalR,DeleteMaliciousR,78,77,80,80,4
80,x*x*x*x,25,-10,-0.03839994575872435,0.011497715051253807,-0.03839947719252386,0.011657813171014062,244.84029999999998,244.23950000000005,244.912,242.86759999999998,-0.9599477192523854,0.3017065929757082,0.00004090133259863436,0.007436245849950113,6121.63,6075.21,6128.8,5983.76,((1)-(9)),(((8)*(7))*((5)+(x))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|AddTreeWithSub,AddTreeWithAdd|ReplaceBranchR|AddXD|DeleteMaliciousR|AddTreeWithMult,FellTreeD,AddTreeWithAdd,79,80,81,81,4
81,x*x*x*x,25,-10,-0.03839981440334597,0.011478296487854065,-0.038399346490654816,0.0115570793733779,244.86039999999997,244.4059,244.93200000000002,243.73080000000002,-0.9599607894392891,0.2902328360438412,0.000015556634053364718,0.0019445643162697933,6123.3,6106.82,6126.8,6082.08,((3)-(9)),(((7)-((0)-(5)))+((6)*(8))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|AddTreeWithSub,AddTreeWithAdd|ReplaceBranchR|AddXD|DeleteMaliciousR|AddTreeWithMult,MutateTerminalR,AddTreeWithAdd,79,80,82,82,4
82,x*x*x*x,25,-10,-0.03840011175009803,0.011514904680994082,-0.038399145209776504,0.011689741770450178,244.81490000000002,244.09220000000002,244.96280000000002,242.59400000000002,-0.9599673245327409,0.2990458763560319,0.000011931393663241495,0.006147433060548385,6123.8,6082.24,6125.8,6006.56,((0)-(5)),(((7)*(4))*((8)+(0))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|AddTreeWithSub,AddTreeWithAdd|ReplaceBranchR|AddXD|DeleteMaliciousR|AddTreeWithMult,MutateTerminalR,AddTreeWithMult,82,82,83,83,4
83,x*x*x*x,25,-10,-0.03840004901320089,0.01148730558096981,-0.03839888903411319,0.01155516552458129,244.8245,244.32869999999994,245.002,243.74720000000002,-0.9599673245327409,0.2896260059375993,0.00002469250851534988,0.0016072419600497553,6122.25,6105.219999999999,6125.8,6087.28,((2)-(7)),((8)*((6)+(x))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|AddTreeWithSub,AddTreeWithAdd|FellTreeD|AddXD|DeleteMaliciousR|AddTreeWithMult,AddTreeWithSub,AddTreeWithAdd,83,81,84,84,4
84,x*x*x*x,25,-10,-0.038400071886027974,0.011483232817372149,-0.038399194876486735,0.011524824019269192,244.821,244.36360000000002,244.9552,244.0072,-0.9599411841589336,0.2885057042029987,0.000028485811943128175,0.0006140996441944996,6124.3,6102.32,6129.8,6096.88,((0)-(9)),((4)*((8)+(x))),MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|AddTreeWithSub,AddTreeWithAdd|AddTreeWithSub|AddXD|DeleteMaliciousR|AddTreeWithMult,MutateTerminalR,AddTreeWithAdd,82,84,85,85,4
