gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x,25,-10,-0.02342813059398545,0.00027422737008599515,-0.02004702563095008,0.011723957652594435,9668.893199999999,1760.7351999999998,10203.2936,242.3008,0.8171042236756778,0.2861764101798085,0,0.0002668076845686657,836651.36,6118.82,836651.36,6116.84,((((x)*(x))*((x)*(x)))*((x)-((x)*(x)))),((5)-((8)*(0))),SkipD|MultXD|AddTreeWithMult|SubXD|SubXD,ReplaceBranchR|DeleteTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,MultXD,0,0,1,1,2
1,x*x*x*x,25,-10,-0.006459369240249027,0.011328222734656536,0.014550846211406591,0.011452191123475926,37326.6182,245.69189999999998,91061.47119999999,244.62959999999998,0.9516532222056328,0.28661986294975456,0.9481944406573203,0.000452788617734401,1952776.1800000002,6118.860000000001,3165050.64,6113.04,((((x)*(x))*((x)*(x)))*((5)*((9)-((x)*(x))))),(((2)*(2))-((0)*(x))),SkipD|MultXD|AddTreeWithMult|SubXD|SubXD,ReplaceBranchR|DeleteTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchR,0,0,2,2,2
2,x*x*x*x,25,-10,0.029246281965708575,0.009575002978979787,0.03827530865400956,0.017938178015945633,68574.88560000001,276.23760000000004,156583.9968,189.0504,0.9740363272876538,0.28684392329667463,0.08447557875711634,0.000564818791194438,2753362.42,6118.38,5893619.2,6111.12,((((x)*(x))*((x)*(x)))*((7)*((x)-((x)*(x))))),((5)+((0)*(x))),SkipD|MultXD|AddTreeWithMult|SubXD|SubXD,ReplaceBranchR|DeleteTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,AddRandomSubTreeR,0,0,3,3,2
3,x*x*x*x,25,-10,0.024397322671083296,0.01183360718486846,0.03539819231614508,0.012983363519241186,80234.0714,241.3612,143327.5584,231.50879999999998,0.969703756512445,0.43465840132942485,0.05134774767511297,0.07447205780756955,3703542.42,5801.719999999999,5050791.2,4844.48,((((x)*(6))*((x)*(x)))*((x)*((x)-((x)*(x))))),((((4)-(0))*((x)*(x)))-((0)*((x)*(x)))),SkipD|MultXD|AddTreeWithMult|SubXD|MultXD,ReplaceBranchR|DeleteTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,DeleteTerminalR,2,3,4,4,2
4,x*x*x*x,25,-10,0.023128152700745908,0.011522046604552163,0.0355345343331629,0.011606419328939264,73249.2778,244.03099999999998,136939.7912,243.308,0.9798107344090105,0.29224937916612215,0.03725855283060089,0.0032675467259181967,4268606.779999999,6078.8,7579275.2,6064.8,((((x)*(x))*((9)*(x)))*((x)*((x)-((x)*(x))))),((((x)*(4))*((0)*(x)))*((2)-((9)+((x)*(x))))),SkipD|MultXD|AddTreeWithMult|SubXD|MultXD,AddXD|DeleteTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,AddXD,4,2,5,5,2
5,x*x*x*x,25,-10,0.01622366523855317,0.011586930746681108,0.03832916303726231,0.011689975166644885,75027.715,243.475,174130.7968,242.592,0.9798107344090105,0.29224937916612215,0.9382694672231668,0.0010375854399891735,2721808.8200000003,6072.5,7579275.2,6064.8,((((x)*(x))*((x)*(x)))*((x)*((9)-((x)*(x))))),((0)+((x)*(x))),SkipD|MultXD|AddTreeWithMult|SubXD|MultXD,AddXD|DeleteTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,AddXD,3,5,6,6,2
6,x*x*x*x,25,-10,0.021393225457156082,0.01153394981048229,0.03872204510999003,0.011689975166644885,83937.46319999998,243.92899999999997,209333.8176,242.592,0.9798080758533554,0.29224937916612215,0.9308024123017578,0.0030865635644255723,2563100.84,6082.65,7578277.28,6064.8,((((x)*(x))*((x)*(9)))*((x)*((x)-((x)*(x))))),((0)+((x)*(x))),SkipD|MultXD|AddTreeWithMult|SubXD|MultXD,AddXD|DeleteTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,MultXD,3,6,7,7,2
7,x*x*x*x,25,-10,0.02298274408565147,0.008329431380627299,0.03649889937202931,0.011689975166644885,58994.28919999999,22402.581599999998,109610.69120000002,242.592,0.9731562068217885,0.29224937916612215,0.05859474056030704,0.0027997492558765867,3303104.28,6086.5,5700386.64,6064.8,((((x)*(x))*((9)*(9)))*((x)*((x)-((x)*(x))))),((((x)*(5))*((1)*(0)))*((0)+((x)*(x)))),SkipD|AddTreeWithMult|AddTreeWithMult|SubXD|MultXD,AddXD|DeleteTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,AddTreeWithMult,DeleteTerminalR,7,7,8,8,2
8,x*x*x*x,25,-10,0.02671795348660738,0.011572180107175535,0.03832482947678164,0.011689975166644885,87333.73740000003,243.60139999999998,158187.212,242.592,0.9740688602551323,0.29224937916612215,0.0749083999845953,0.0030865635644255723,3741994.1,6082.65,5901013.28,6064.8,((((x)*(x))*((x)*((7)*(x))))-((x)*((x)-((x)*(x))))),((0)+((x)*(x))),SubXD|MultXD|AddTreeWithMult|SubXD|MultXD,SkipD|DeleteTerminalR|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR,SubXD,SkipD,6,8,9,9,2
9,x*x*x*x,25,-10,0.010344782173169663,0.008439869362821482,0.033317955191472855,0.011672003659652335,43529.8296,673.6129,85816.1192,242.74599999999998,0.9696977694896849,0.29224937916612215,0.7489480738333919,0.0030865635644255723,2350961.8200000003,6082.65,5049793.28,6064.8,((((x)*(x))*((x)*(6)))*((x)*((x)-((x)*(x))))),((((x)*(0))*((x)*((3)*(9))))*((3)-((0)+((x)*(x))))),SkipD|MultXD|AddTreeWithMult|SubXD|MultXD,SkipD|DeleteTerminalR|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR,MultXD,DeleteNonTerminalR,9,8,10,10,2
