specEquation,range,seed,AID,PID,AAvg,PAvg,ABestFit,PBestFit,AStdDev,PStdDev,AAverageDelta,PAverageDelta,ABestDelta,PBestDelta,AEquation,PEquation,AStrat,PStrat,ADomStrat,PDomStrat,AGen,PGen,ABirthGen,PBirthGen,AAge,PAge,ARun,PRun
x*x*x*x,25,-10,ANTAGONIST-VRK,PROTAGONIST-2c1,-0.8889520324140635,0.3874633567974308,-0.5665152267677428,0.6091173889500905,0.21501712035161877,0.15293342041914326,16992.559999999998,5248.9,66331.84,3349.52,(((0)+((x)*(x)))*((x)*((x)*(x)))),((((5)*(2))*((0)*(2)))+((x)*((x)*((x)+(7))))),SkipD|MutateTerminalR|MutateNonTerminalR|MultXD|MultXD,AddRandomSubTreeR|MutateTerminalR|MutateTerminalR|ReplaceBranchR|AddTreeWithMult,MultXD,MutateTerminalR,0,0,1,1,2,2,0,0
x*x*x*x,25,-10,ANTAGONIST-KTd,PROTAGONIST-2c1c2c1c2c2c2c1c2c2c2c1c1c1c2c2c2c1c1c2c2,-0.8902744739249772,0.38304231833713287,-0.6803659652333028,0.6496443041992644,0.13993911213482765,0.17792431077932327,16790.2,5286.784409090909,48910.4,3002.24,((((x)*(x))*((x)*(0)))-((7)+((x)*(x)))),((((x)+(2))*((5)*((4)-(2))))-(((4)*(0))*((x)*((x)+(x))))),AddXD|SkipD|AddTreeWithSub|MultXD|DeleteTerminalR,AddTreeWithMult|AddTreeWithMult|AddTreeWithSub|MutateNonTerminalR|MutateNonTerminalR,AddXD,AddTreeWithMult,0,0,1,20,2,21,1,1
x*x*x*x,25,-10,ANTAGONIST-Rpa,PROTAGONIST-3c1c1c2c2c2c2c2c1c1c1c2c2c2c1c2c1c1c2c2c2,0.6858231899248048,0.3701010138730698,0.8180538001429316,0.620049666710234,0.14496077294544732,0.1666427470080051,579392.3,5397.68,841017.84,3255.84,((((x)*(3))+((9)-(0)))*((x)*((x)*((x)*(x))))),((((x)*(7))-((3)*(0)))*((x)*((0)*((8)+(9))))),FellTreeD|AddToLeafR|MultXD|AddTreeWithSub|MultXD,MutateTerminalR|ReplaceBranchR|SkipD|AddRandomSubTreeR|DeleteTerminalR,MultXD,ReplaceBranchR,0,0,87,20,88,21,2,2
x*x*x*x,25,-10,ANTAGONIST-sQa,PROTAGONIST-0c1c2c2c1c1c1c2c2c2c1c1c1c2c1c1,-0.8976358645928637,0.2972370558470415,-0.7599869298130963,0.3311238493567601,0.09448163950394724,0.022591366177057606,15663.76,6022.0599999999995,36726.8,5731.68,((((x)*(0))-((5)*(x)))*((x)*((x)-(x)))),((x)*((7)*(x))),AddToLeafR|ReplaceBranchR|MutateTerminalR|AddTreeWithSub|SubXD,AddXD|MutateNonTerminalR|ReplaceBranchXR|MutateNonTerminalR|SkipD,AddToLeafR,MutateNonTerminalR,0,0,82,15,83,16,3,3
x*x*x*x,25,-10,ANTAGONIST-yEgc1,PROTAGONIST-3c2c1c1c2c1c1c1c2c1c2c2c2c1c2c2c2c1c1c2c1c1c1c1c1c2c2c2c1c2c1c2c1c1c2c1c1c1c2c1c2c1c2c2c2c2c1c1c1c1,-0.9600000000000001,0.4532822506861849,-0.9600000000000001,0.6170715312657542,0,0.17132893522765286,6120.8,4684.889999999999,6120.8,3281.36,(0),(((4)*((x)+(5)))*((2)*((8)*(x)))),FellTreeD|AddRandomSubTreeR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD,AddTreeWithMult|ReplaceBranchXR|AddToLeafR|AddTreeWithMult|AddTreeWithAdd,FellTreeD,AddTreeWithMult,0,0,99,49,99,50,4,4
