gen,specEquation,range,seed,topAEquation,topPEquation,correlation,covariance,AMean,PMean,AStd,PStd,AVar,PVar,ASkew,PSkew,AExKur,PExKur,topAMean,topPMean,topABest,topPBest,topAMeanDelta,topPMeanDelta,topABestDelta,topPBestDelta,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
388,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((6)-(x))*((7)*(3)))+(((x)+(8))+((8)/(3))))+(((8)*((x)*(0)))-(((6)*(x))*((7)/((x)-(x)))))),((0)-(x)),NaN,0,-0.9403806584271523,-0.008201043805592516,0.3665580979200368,0,0.0004485152265788781,0,0.646505355130096,NaN,-0.04088110895662922,NaN,-0.8795545981397201,-0.008201043805592516,0.8396228405188735,-0.008201043805592516,4031.1356983113083,645.4966219035456,152688.88916258953,645.4966219035456,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,AddTreeWithMult,0,0,5,3,2
389,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((x)*((9)*(x))),(0),NaN,0,-0.940892112095681,0,0.006309086785569126,0,0.000001142026187756416,0,0.011158337575044655,NaN,-0.7880770461781847,NaN,-0.9384132078650592,0,-0.9170735237990815,0,630.8486630078748,640.2028758309526,849.4362967416818,640.2028758309526,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,AddTreeWithMult,DeleteTerminalR,0,0,11,4,2
390,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((x)*(x)))*(((5)*(8))*((x)+(x))))-(((8)/(0))+((1)+((x)-((x)+(9)))))),(((x)*(9))+((x)-(x))),0.023044535603000144,0.000000916933821347134,-0.9543116432758736,0.01668293623620036,0.3183229030414171,0.026308809773420157,0.00019594755519660966,0.000008079792614316268,1.9468322608282618,0.7653937793500014,3.910500397777357,0.2883321606951279,-0.9025425827297144,0.025228268050278068,0.9699739075702041,0.07377034044034662,6294.199583565347,624.0612761936982,341144.8238642774,592.9748917300143,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,AddTreeWithMult,0,0,3,3,2
391,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((4)/((5)-(8)))*((x)-(x))),((((9)+(4))/((3)*(x)))*((8)-((x)-(x)))),0.026803454444662266,0.000002142216792615841,-0.942554631656413,-0.09447027136438796,0.007918632481447647,0.12712965181858557,0.000004554976606054254,0.001402358813931821,-0.2085830861242789,-0.34087990579288,-0.022902449506458478,0.0598569449881281,-0.9378751865735679,-0.018084043296454588,-0.933239128527842,0.5540223107876824,636.3597474570103,1143.8925922390044,683.8480305512979,285.51619919016855,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,DeleteTerminalR,0,0,2,2,2
392,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((5)/(1))*((8)*((7)-(7))))-((8)/((6)*((7)*(5))))),((x)*(9)),-0.11961353797490488,-0.0000012417852418679867,-0.9519813138890565,0.01589679533963958,0.11662306884039306,0.020452772548307425,0.00002111005610956656,0.000005105554635227428,0.9532718621547128,-0.22042759096459894,5.1345652456028965,0.28243065877209084,-0.9323235020130889,0.021273615409725232,-0.03306350911791294,0.07377034044034662,693.2270181982108,626.5834460663249,9904.56835533763,592.9748917300143,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,ReplaceBranchR,0,0,3,2,2
393,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)*((6)*(x)))*((7)*((4)*(7)))),((((1)*((4)+(5)))+(((2)*(x))-((3)*(x))))+(((x)+(0))/((5)-((x)/((x)+(x)))))),0.14498799229556092,0.00011417859031510045,-0.9086869955730194,-0.11454485608513046,0.3045689184573505,0.17866532601332977,0.0003465321217812365,0.00178962395220593,0.765940809958234,-0.059372138124202445,0.7954247409272801,0.06687570127401266,-0.8455873564883782,-0.020374366319210604,0.8075047394956357,0.17347787800657605,2226.196372503547,1636.3924867603278,53212.97774530404,516.8017242833291,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,AddXD,0,0,3,7,2
394,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((6)-(x)))*((7)*((6)*(9))))*(((5)+(x))*((x)+((x)+(x))))),((((3)+(5))*((5)+(9)))-((7)+((6)*(x)))),0.12935949646377864,0.00008694378657187919,-0.9303500407424299,0.0015068902468964326,0.36543200255957564,0.20304219748645355,0.0005189353839249881,0.0008704968103997855,0.614607381025275,-0.20795528492037632,-0.08626694217654896,-0.4869586964093098,-0.8645689808834665,0.06269458743781914,0.87910971209082,0.5931632822237876,2867.3576158558053,607.7462129643692,84731.75298408238,260.45803671395686,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,AddTreeWithMult,DeleteTerminalR,0,0,2,4,2
395,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((9)*(9)),((((x)*(9))*((x)-((x)+(x))))/(((x)*(0))-((x)+((x)/(x))))),0.09772320935346494,0.00000014792783283296005,-0.9375445665144545,-0.016244557392550447,0.0003338383706127996,0.004049802988376897,0.000000007927633308685402,0.0002890418932723418,-0.632303417444946,-0.9087049545183852,0.5897743175306767,0.1602921488749467,-0.9373449335659454,0.0007276498783097478,-0.9360490382938909,0.04065704910506184,641.791259463379,639.6778487305011,655.065433542499,611.2820316533295,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,ReplaceBranchR,0,0,1,1,2
396,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((x)-(9)))*(((3)*(x))*((7)+(2))))*(((x)/((4)-(2)))+((x)*((x)+((x)-(x)))))),(((3)/((5)-(2)))*((8)*((x)*(9)))),-0.006049436040879713,-0.0000027941283160050647,-0.9333064955970258,-0.1295918743531405,0.269999779735561,0.24989839267005765,0.00017802565915727288,0.0011983407055627747,1.2101234880477385,-0.34476590947770613,0.8285353009305103,-0.14829294332202725,-0.8896749642344599,-0.0621294124026012,0.8456771984331604,0.5163035069400439,1886.9100603908455,NaN,66375.4539789036,309.6638858863303,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,AddXD,0,0,2,1,2
397,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(5))*((0)+((9)/(5))))*(((x)/(3))*((4)+((6)/(9)))))*((((x)*(9))+((5)/(x)))-(((x)*(8))/((6)*((1)+(x)))))),((x)*(9)),-0.13869004990288517,-0.0000007311685083116233,-0.9582059675765136,0.0008639377711497828,0.02375471266243107,0.017380048706834062,0.00001426588493040187,0.0000019482542411332844,-0.038416202425266895,0.28537299305497654,0.6219625244749913,-0.29530934229353223,-0.948373533029026,0.0047110759180012795,-0.9258143628416075,0.07377034044034662,528.8226019809476,637.1975774597535,759.901732066472,592.9748917300143,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,DeleteTerminalR,0,0,8,8,2
398,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((8)-((1)/(1)))*((2)/(9))),((((8)*(5))*((6)*(4)))/((9)-((0)/(x)))),-0.07429427105766837,-0.000013696973629749693,-0.9474792173697462,-0.19309962687636106,0.015245049671453828,0.27055152156570195,0.00000991844228536585,0.003426850172751909,-0.8451095597157188,0.016431454103527376,1.3306600506354882,-0.5944664411358271,-0.941426546612023,-0.07792729209027281,-0.9370496954670938,0.011213280095786777,NaN,NaN,644.8154559424131,632.226460092263,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,AddTreeWithMult,ReplaceBranchR,0,0,6,9,2
399,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),(((x)*(5))*((8)-(x))),NaN,0,-0.9374999999999999,-0.06756387577181756,0,0.12451455516494307,0,0.0009577187188030061,NaN,-0.3810126270573575,NaN,-0.9693054361997171,-0.9374999999999999,-0.02214863929112252,-0.9374999999999999,0.30727378923390275,640.2028758309526,1146.4197723150737,640.2028758309526,443.4853122959341,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,AddXD,0,0,7,6,2
400,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((0)-((9)*(x))),(((x)*((2)*(x)))-((x)*((x)-(x)))),-0.22171165171982732,-0.0000006891228802042973,-0.9375315296685703,-0.17250985504539276,0.0006453329915334743,0.2623823878124479,0.0000000033748933268902694,0.0028625709131327136,0.10513448044720441,0.47710255958704845,0.35432215693089564,0.42736501865623255,-0.9373884791279681,-0.0007031702817522118,-0.9328207931442247,0.7742214570785138,641.3452115587935,1705.071816057387,688.1331428017562,144.54407247925764,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,DeleteTerminalR,0,0,8,5,2
401,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),((((x)-(0))*((x)*((x)-(8))))+((9)-((x)+((x)-(x))))),NaN,0,-0.9374999999999999,-0.030889845694814067,0,0.10571577531560661,0,0.0002770383092195105,NaN,0.019727937370741216,NaN,-0.09466323522976383,-0.9374999999999999,0.00885450257937771,-0.9374999999999999,0.6005462915314183,640.2028758309526,636.1937681814331,640.2028758309526,255.73141292292496,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,AddTreeWithMult,0,0,9,2,2
