specEquation,range,seed,AID,PID,AAvg,PAvg,meanCorrInRun,meanCovInRun,ABestFit,PBestFit,AStdDev,PStdDev,AAvgDelta,PAvgDelta,ABestDelta,PBestDelta,AEquation,PEquation,AStrat,PStrat,ADomStrat,PDomStrat,AGen,PGen,ABirthGen,PBirthGen,AAge,PAge,ANoC,PNoC,finAAvg,finPAvg,finABestFit,finPBestFit,finAStdDev,finPStdDev,finAAvgDelta,finPAvgDelta,finABestDelta,finPBestDelta,finAEquation,finPEquation,finAStrat,finPStrat,finADomStrat,finPDomStrat,finABirthGen,finPBirthGen,finAAge,finPAge,finANoC,finPNoC,run
((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,,,0.0016565258725680376,0.15125195024270421,0.00006879655476005615,0.0000000002486924926184593,0.9999445074255919,0.5757682168867164,0.872273493589676,0.18876484582587633,NaN,544.5323075796493,184587688.03829607,271.5944075680171,(((((x)*(x))*((3)-(6)))-(((8)+(x))*((9)*((x)-(x)))))+(((1)+((x)*(1)))-(((x)+(6))*((x)*((x)*(x)))))),(((x)*(x))+((x)*(x))),AddTreeWithAdd|ReplaceBranchR|MutateNonTerminalR|DivXD|AddXD|AddTreeWithDiv|AddXD|MutateTerminalR|ReplaceBranchXR|AddToLeafR|AddTreeWithMult|FellTreeD|SubXD|MultXD|DivXD|AddToLeafX,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,AddXD,ReplaceBranchXR,0,0,0,0,1,17,64,8192,-0.9371849123095877,0.002076678783789262,-0.9327849096712378,0.6139808385738916,0.0014630949659219206,0.06327713427102401,643.4303965596067,640.5255672477066,688.5007060433724,247.13057727084728,((3)-((x)*(9))),((((7)+((x)-(8)))+(((0)*(x))*((x)-(x))))-(((x)+((x)/(1)))+((0)+((x)+((2)+(3)))))),SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,ReplaceBranchR,0,0,3,1,32000,32000,2
