gen,specEquation,range,seed,topAEquation,topPEquation,correlation,covariance,AMean,PMean,AStd,PStd,AVar,PVar,ASkew,PSkew,AExKur,PExKur,topAMean,topPMean,topABest,topPBest,topAMeanDelta,topPMeanDelta,topABestDelta,topPBestDelta,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((x)+((2)*(x))))*(((3)/(1))*((x)/((1)+(x)))))+((((5)/(x))*((x)/(x)))+(((x)/(x))*((2)*((x)+((x)*(x))))))),(((0)+((x)*(x)))*((x)+(x))),-0.08714163882709283,-0.00093979261505115,-0.9209460536823557,-0.14414044199975512,0.6660640020961313,0.1371201919077535,0.003358896862113491,0.034627085625698835,3.096102570226015,-1.5285106381153457,10.030021968428949,2.180366842294409,-0.6605885169531944,0.08149655315859311,0.9110464642767144,0.6087934318916176,NaN,588.8892592400406,115152.76970169767,250.45156994694383,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,MutateNonTerminalR|SubXD|ReplaceBranchXR|AddToLeafX|SubXD|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|AddXD|AddTreeWithDiv|DivXD|AddTreeWithAdd|MultXD|SkipD|AddToLeafR|AddXD,AddTreeWithDiv,ReplaceBranchXR,0,0,1,1,0
1,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((0)-((8)*(x)))+((1)*((7)*(3))))+(((9)*(1))-((6)*((6)*((7)-(x)))))),(((0)+((9)*(9)))*((x)+(x))),-0.059885436016663636,-0.00014184439871794431,-0.9163068456352291,-0.011439200618576938,0.6202135081994163,0.1050512573393448,0.002756287064254558,0.0020354362394760144,3.689242002266267,-3.263469615249246,15.592747846823057,14.676704987721992,-0.6367964725962022,0.06459713311651723,0.9874502915980257,0.5588751839619006,25354.352996422167,598.9678839489161,816213.8661073389,282.40937582799114,SkipD|AddToLeafX|AddXD|AddRandomSubTreeR|MutateTerminalR|MultXD|DeleteTerminalR|DeleteTerminalR|SubXD|AddTreeWithDiv|AddRandomSubTreeR|ReplaceBranchR|ReplaceBranchXR|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd,MutateNonTerminalR|SubXD|ReplaceBranchXR|AddToLeafX|SubXD|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|AddXD|AddTreeWithDiv|DivXD|AddTreeWithAdd|MultXD|SkipD|AddToLeafR|AddXD,AddRandomSubTreeR,ReplaceBranchXR,0,0,2,2,0
2,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((4)*((7)/(2)))-((x)*((5)*(x))))-(((9)*(x))*((x)/((x)*(x))))),(((0)+((x)*(9)))*((9)+(x))),-0.09176990710170072,-0.0001311911749551488,-0.9266858821367032,-0.01174565365852702,0.435977560028587,0.11533724978398797,0.0010425800639719685,0.0019601948461187456,3.2181972140466213,-2.5983809462878993,11.178057101865601,8.689785529152632,-0.7724953336331118,0.06145124341758559,0.841566899112335,0.5588751839619006,5268.971139185019,601.4278369663382,157768.82061571043,282.40937582799114,DeleteNonTerminalR|ReplaceBranchR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|AddTreeWithDiv|FellTreeD|MutateNonTerminalR|FellTreeD|DeleteTerminalR|DeleteNonTerminalR|AddRandomSubTreeR|AddTreeWithDiv|MultXD|ReplaceBranchR|MutateTerminalR,MutateNonTerminalR|SubXD|ReplaceBranchXR|AddToLeafX|SubXD|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|AddXD|AddTreeWithDiv|DivXD|AddTreeWithAdd|MultXD|SkipD|AddToLeafR|AddXD,AddTreeWithDiv,SubXD,0,0,3,3,0
3,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)*((x)*(x)))*((8)*((9)*(x)))),(((x)+((x)+(8)))*((x)+(x))),-0.362828347965107,-0.0005204903145403142,-0.9274124857724514,-0.24345352028466205,0.31026188860368126,0.016166932705441044,0.0002445515716729014,0.008414967128934941,1.1594143250937516,0.9581158542190334,0.8861291453734528,2.1150879131663047,-0.8843574918117127,0.013447861771800438,0.9585775018586661,0.08998786390416343,NaN,631.5942053681274,247287.01727127167,582.5923865696228,SkipD|AddToLeafX|AddXD|AddRandomSubTreeR|MutateTerminalR|MultXD|DeleteTerminalR|DeleteTerminalR|SubXD|AddTreeWithDiv|AddRandomSubTreeR|ReplaceBranchR|ReplaceBranchXR|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd,MutateNonTerminalR|SubXD|ReplaceBranchXR|AddToLeafX|SubXD|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|AddXD|AddTreeWithDiv|DivXD|AddTreeWithAdd|MultXD|SkipD|AddToLeafR|AddXD,AddRandomSubTreeR,AddXD,0,0,1,4,0
4,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((x)+(5)))*(((6)+(1))+((2)+((5)*(x)))))*(((x)-((7)*(5)))-(((2)*(x))+((x)+((7)*(x)))))),(((6)*((8)-(7)))-((6)/((1)*(x)))),-0.45003032347166816,-0.0020624739167150845,-0.9226161518552543,-0.1850619782005286,0.6716274582685058,0.22921636971644513,0.004273226743410167,0.004915157470911319,4.403314175032715,-0.6704648935638892,18.93865712679889,2.3971735435349033,-0.5869349193721534,-0.03672112415497707,0.9998487838392416,0.364461917440203,1096549.1282902115,2140.4101009898072,67739095.88713218,406.87330815487144,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,MutateNonTerminalR|MutateTerminalR|SubXD|AddTreeWithMult|AddTreeWithAdd|FellTreeD|DivXD|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafX|MutateTerminalR|AddTreeWithMult|FellTreeD|AddTreeWithDiv|MultXD|AddToLeafX,AddTreeWithDiv,AddToLeafX,0,0,5,2,0
5,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((5)*(7)))-(((8)-(9))+((x)-((5)*(x)))))*(((3)*((x)*(9)))*(((9)+(7))*((5)*((4)*(x)))))),((x)*(9)),-0.7047941990232535,-0.010229301692950528,-0.9168932562235599,-0.2285240424134794,0.620976288604046,0.12626832546255248,0.003325825565905627,0.06333851336952315,2.7937761194566173,-1.0344999729334174,6.814483739963682,-0.6634287286298046,-0.6942807668729866,-0.013071516664202783,0.9999927598902962,0.07377034044034662,NaN,1140.5620371071213,1414791547.707058,592.9748917300143,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,6,2,0
6,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((0)-(7))*((8)*(9)))*((2)*((x)*(9)))),((x)*((7)*(8))),-0.07056722363376568,-0.0000705862786854812,-0.8939366881359307,-0.05156654119088088,0.39330228210639984,0.018652544712626815,0.0011115436997244253,0.0009001356645265382,0.41523381995785935,-0.16904476587114503,-0.6500704652460763,-0.45104298609265747,-0.8100830508061224,0.008508959239219427,0.8070722949527113,0.42471043356171856,3053.0335055330142,634.8300358182253,53093.70165775054,368.30203486932965,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,1,2,0
7,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)+(0))*((6)*(7)))+(((x)+(8))*((9)/(6))))+(((2)*((x)-(6)))*(((5)-(7))+((x)*((x)*(x)))))),(((5)*((3)*(6)))*((x)-((x)+(8)))),0.03610818492928108,0.00007508396495127081,-0.8970913268398701,-0.3191816301271283,0.5391831588684259,0.3646535551607039,0.0013089606624188388,0.003303364409700126,1.6295171633843186,0.3475759484112774,5.534546029522732,-0.26882370839923597,-0.7328787966517758,-0.1756636599830446,0.972732118765412,0.5809616486175616,NaN,NaN,375652.436108684,268.2695576384983,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,1,8,0
8,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((0)-(7))*((x)*((x)+(4))))+(((2)*(9))*((x)*((x)*(6)))))*((((x)*(x))/((9)+(8)))*(((4)+(6))+((x)+((x)-((0)-(x))))))),(0),NaN,0,-0.9145691119349302,0,0.4530160248679286,0,0.001088266586736459,0,0.5035490595548551,NaN,-0.4060107683596823,NaN,-0.8342687926628926,0,0.999899574171356,0,1614176.1622425679,640.2028758309526,101998122.90932968,640.2028758309526,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,9,9,0
9,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*((7)*(x)))*((7)-((3)*(1))))+(((1)-((2)+(5)))+((9)*((6)*(x)))))/((((3)*(x))*((0)*((4)+(5))))*(((x)-(x))*((x)+((x)*((x)/(x))))))),((((x)+((2)-(9)))+(((3)-(4))+((7)-(x))))-(((3)-(6))-((6)*((x)*((x)*(x)))))),-0.11825303574626575,-0.00031028641020411666,-0.8295449386029388,-0.7595467679229921,0.6429061007343068,0.48972536234388786,0.003014258162247724,0.002284128155023202,0.9389252570012356,0.3381331934994492,1.4771680607808322,-0.6809094000351363,-0.6490421311573829,-0.6584025528574581,0.9809678619260827,0.7986383143367062,NaN,NaN,538207.8447262397,128.91233024380907,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,2,5,0
10,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*(8))*((5)+(2)))+((3)*((x)+((6)*(x))))),(((x)*((x)-(x)))-((4)*(x))),0.13491883394777252,0.0000280021886652125,-0.928773599157433,-0.013428300930289527,0.23267602729035394,0.1896127108321986,0.00014571789237699713,0.00029561462446689235,0.8546778960217555,0.9357405644861643,0.04020813450962324,2.0824696097785433,-0.8947715801436884,0.049449476189598246,0.6760017749174961,0.6465174999556456,1303.6217097422784,610.5055012222872,31615.130023279817,226.30051308431058,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,5,3,0
11,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((9)*((8)*(8)))*(((x)*(x))+((0)-(0))))-(((x)-(4))+((9)+((x)+((x)-(x)))))),((((x)+(0))+((0)+(0)))*((x)+((x)-((x)*(x))))),-0.22435304564685707,-0.00003279999788547897,-0.9437242462422711,0.006009399597456005,0.19539551333115474,0.12286581277793276,0.00002823510867188073,0.0007569971225784839,2.838526964412334,-0.5932994652557102,9.59343416829487,-0.1415672106072372,-0.9198213088833074,0.05072602997570394,0.6086031008478721,0.7666382404888548,NaN,610.0567022547044,26170.994291178333,149.39886954800636,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,1,1,0
12,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((7)+(9))+((0)*(x)))*(((x)-(5))*((0)*((x)+(7)))))*((((7)-(3))*((x)*(5)))*(((4)/(4))-((1)-((8)+(x)))))),(((x)*((x)+(0)))+((2)*((4)*(x)))),0.03773376669221859,0.00004806876500471887,-0.8872063099980873,-0.0718263384950574,0.5089970192606957,0.2040004860914895,0.0013840093497171002,0.0011725370776622,0.3495811236998799,-0.17915575389081057,-0.47276451359136873,-0.5311392295243791,-0.7899941305019231,-0.0013167604754872947,0.9907640184160414,0.6653734159107647,NaN,1162.9137607814755,1109058.7308106015,214.22890146341655,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,2,3,0
13,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)-(2))*((x)*(x)))+(((2)*(x))+((7)/((1)*(7)))))*(((x)*((x)+(0)))*(((6)-(x))/((x)+((x)+(x)))))),(((9)/(7))-((6)/(x))),0.187935011825528,0.00004734257516598377,-0.9523263331358648,-0.21289903248856545,0.22887224714024823,0.3145612892978815,0.000021578584233612043,0.0029407995022774636,3.7024120556636775,-1.0556828958458828,22.848274719158862,2.2205158942741616,-0.9236164510738757,-0.10941838236812904,0.8673884382639953,0.001212475709590219,NaN,4154.096504722057,282688.74353808083,639.4266453947978,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,7,2,0
14,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((x)+((2)+(6))))*(((x)/(3))*((2)+((0)*(4)))))-((((x)*(6))-((x)+(x)))/(((x)+(x))*((x)*((x)-(x)))))),(((((8)*(6))-((1)-((5)-(0))))/(((9)-(6))+((4)+((4)+(x)))))*((((x)-(3))+((2)+(x)))-(((x)-(0))+((x)+((x)*(x)))))),-0.10321662704185215,-0.00019156772617898906,-0.8788218480537486,-0.21820600068356386,0.46873251667342425,0.3340779996606821,0.0014862074513029304,0.002317746471657064,0.289320974252849,-0.34209720782407016,0.09872315157217404,0.6990000539792001,-0.7594996379510308,-0.09210220824685811,0.8742455406816653,0.7879348692176625,NaN,NaN,357954.37590113666,135.76470659031955,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,4,1,0
15,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((0)+((2)*(9)))*((4)-((2)/(6))))*(((8)+(8))*((8)*((6)+((5)-(0)))))),((((9)/(2))*((4)*(x)))*((5)+((8)+((x)-(x))))),-0.059170908599818495,-0.00007079154064948592,-0.9005744672282399,-0.1772427579501469,0.36886959971167305,0.3030403542333951,0.0006339096725295992,0.0022579736698239003,0.5708100574913786,-0.16483634835027994,0.0017215660437477354,-0.38391357657031566,-0.8257842980450342,-0.0868992458019939,0.814188203557571,0.58009353673665,NaN,3647.730886649045,55126.995214585106,268.82532536120095,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,1,1,0
16,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((9)+((6)*(8)))+((7)*(8))),(0),NaN,0,-0.9363946592407638,0,0.019327908414221637,0,0.000001396114912880491,0,0.5401574581618457,NaN,-0.10566099673006768,NaN,-0.9334561022652434,0,-0.806419590529012,0,681.6255151806714,640.2028758309526,1982.8917575657583,640.2028758309526,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,10,2,0
17,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((0)-(x)),(0),NaN,0,-0.9373673924442307,0,0.00024993155242637255,0,0.0000000005750691523683018,0,-0.05067355534506294,NaN,-0.5865185791684131,NaN,-0.9373142737182756,0,-0.9369831964334625,0,642.1053158257907,640.2028758309526,645.4966219035456,640.2028758309526,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,1,14,0
18,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((0)+(2))-((8)*(7)))*((6)+((2)*(6)))),((((9)-((3)*(5)))+((3)*((0)*(x))))*(((7)+(x))-((0)+((1)-(9))))),0.06903399987539403,0.0000015350308841990306,-0.939297498309293,-0.0050010655704617515,0.025239365038453324,0.07636869383725141,0.000002371888272670073,0.00020845577576329282,-0.1837391496523737,-1.001025895570816,-0.12435143902780421,0.9952442204359406,-0.9353730130008149,0.02123576077699217,-0.7468840436713952,0.47504615885564705,661.9901269306858,626.6155830628354,2592.7290105643942,336.0769587791198,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,1,7,0
19,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((9)*(0))-((9)+(8)))-((2)*((x)+(x)))),(((((8)/(9))-((8)+(x)))*(((0)+(x))-((0)-((x)-(4)))))-((((3)*(0))+((6)*(8)))-(((0)+(1))+((x)+((x)*(x)))))),0.12761297055757334,0.000005769554108947819,-0.937688780112778,-0.3861769462035694,0.013677091530637061,0.47130110726665103,0.0000003947028344954173,0.0051787461048849,0.1132762608869524,-0.12805262826762842,1.795714926390295,0.27616060974309553,-0.9357471743191019,-0.2176354637512079,-0.8536487491604775,0.8078211393450491,658.1575004988134,6354.891591240119,1499.1118667027115,123.03345926521546,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,9,2,0
20,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((3)+((6)*(5)))-((8)*((3)*(x))))*(((x)+(2))/((6)+((x)*(x))))),(((((x)+(x))*((x)*(x)))*(((1)+(4))+((0)*(6))))-(((5)+((2)-(3)))-(((x)*(4))-((x)/((x)*(x)))))),0.29713105881147633,0.00012776171206969292,-0.9445006144563909,-0.14474895739506427,0.2808806985777759,0.262757594041113,0.0001054917014137267,0.0017526171128616486,2.558916024410237,-0.06107680847800618,8.798225261242292,-0.11483400307119007,-0.8943618245591229,-0.06509870725762755,0.6744741975184062,0.8387879903314395,NaN,NaN,31466.771405546024,103.20839220829973,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,3,2,0
21,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((3)*((x)+(4)))*((8)*((x)*(7))))+(((8)*(8))+((2)*((8)*((4)-(x)))))),((x)-(0)),0.03488289086312977,0.0000005646353000606297,-0.911379715479446,0.005411549632609094,0.47925750161516356,0.0032476508821129447,0.000993190720233092,0.00000026380222883460957,0.5240839680800884,-0.015709565005045528,-0.007692527742165556,0.24402146240412792,-0.8142464434688504,0.006707499879822372,0.998090873051842,0.008255384467473688,91855.52210828355,635.9087151182546,5365408.530416476,634.9177549537858,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,11,3,0
