gen,specEquation,range,seed,topAEquation,topPEquation,correlation,covariance,AMean,PMean,AStd,PStd,AVar,PVar,ASkew,PSkew,AExKur,PExKur,topAMean,topPMean,topABest,topPBest,topAMeanDelta,topPMeanDelta,topABestDelta,topPBestDelta,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
218,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((x)-((8)*(x))),((((3)*(5))+((x)*(x)))*((2)*((x)+((x)-(x))))),-0.008028512678458262,-0.00000006748624749913147,-0.9380016666857347,-0.04408754979568158,0.0019299643482152096,0.19354250836543976,0.0000000630408692686858,0.0011208259375201357,-0.09316986920251338,0.12309789134840045,-0.556977508749064,0.2368279430138842,-0.9375101202264302,0.05128473649038166,-0.9319873144762204,0.6702582635242875,640.0992118619176,626.577341308812,696.6706698449578,211.1016079732433,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,1,2,0
219,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((8)*((7)*(x)))-(((6)*(6))+((0)+(6))))*(((x)*((6)*(x)))/((x)*((4)/((x)*(x)))))),(((x)*((x)+(7)))+((7)*((x)-(x)))),0.0738261637387764,0.000015754371815038866,-0.9598895519930386,-0.0219274571090103,0.1867796051462053,0.2493631984837053,0.000039890239428649764,0.0011416025644218199,0.7170707107199135,0.04913566147945167,0.5926488427747958,-0.14521113987532974,-0.9414947451045985,0.06508427465387394,0.5101088015525986,0.7041198763110351,727.0406013443449,634.197177645811,23644.85643347859,189.42330608689332,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,2,2,0
220,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((9)*(8)),(((5)*(x))*((4)*(5))),0.017568772418996865,0.00000004546663708281958,-0.9375883617125014,-0.02413805276378809,0.0004550876198313105,0.1290732368338204,0.000000020081242767900076,0.00033351259938030656,-0.37825996578269294,0.07586564914331724,0.114345032161562,0.08230165243611154,-0.9372910596550865,0.020844636406410346,-0.9362570518205551,0.5938995984379163,642.343103186005,633.1396250239759,652.934699814784,259.98664495615066,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,2,1,0
221,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((x)*(x)),(((9)+(6))*((x)*(7))),-0.13647718724777472,-0.0000002560717124873793,-0.9375632420705633,-0.018204219400863815,0.0003161333889100865,0.09320284856532224,0.000000009575849366349607,0.0003676425582192941,-0.498281960185196,-0.21522232260228497,-0.08506805724765876,-0.3477888664570479,-0.9373870507179836,0.014539234781713936,-0.9361150957943566,0.5924776864554286,641.3598431136713,631.7724933119904,654.3887903142052,260.8969570965177,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,2,1,0
222,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((9)*((8)*(7))),((((4)*(x))-((9)-(x)))*((x)-((3)*((x)-(x))))),0.16213258108529108,0.0000024385201805702543,-0.9375497826369357,-0.036853055432610665,0.004425330611878319,0.16695522432047127,0.00000040855629197819435,0.0005536817536564591,-0.26581224903552875,0.05018412363150125,-0.17462103215917413,-0.38808060258569155,-0.9362336726671123,0.02410392525953395,-0.915858783471739,0.6425313222288601,653.1741782350813,632.4207828382731,861.8791807569216,228.85247552857183,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,4,1,0
223,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((9)*(7)))*((6)*((1)+(7))))-(((7)*(3))+((7)-((x)+(4))))),(((((3)+(7))+((8)-((1)+(0))))*(((9)+(5))*((x)*((3)+(3)))))*((((x)+(x))*((5)/(2)))+(((7)/(4))/((9)-((x)/((x)-(x))))))),-0.16428244825386676,-0.0002864088371228458,-0.8651547559616355,-0.28608853972584364,0.4579125497727603,0.362386072796892,0.0011668934032635233,0.0026047095986674986,0.3524126531287736,0.0027810120405059127,-0.0028129181588316676,-0.172099523947578,-0.7674808404466553,-0.1636287208755808,0.9412800627138286,0.4047335621465339,6606.218472286916,5200.193638981083,174442.38680594676,352.3011086848231,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,3,4,0
224,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((5)-(1))-((3)*(7)))+((7)-((x)/(x)))),(((0)/((0)-(x)))*((5)+((x)-(x)))),-0.13447329795720445,-0.00001710331951447298,-0.9427645314553685,-0.3258755990918196,0.007823058545465781,0.37712127680965984,0.000004727283107923861,0.003421977059682651,-0.7438316071752882,0.2984849456096542,0.6997355626624655,-0.3361251888227157,-0.938437128623713,-0.17870546986672217,-0.9358143680941559,0.0000013724218272416414,630.6036367921594,6166.407076284827,657.4692181303745,640.2018995771741,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,3,3,0
225,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((5)*(1))/((5)-(9)))+(((6)*(x))*((x)+(1))))+(((2)*((x)/(3)))/((6)+((9)+((1)*(x)))))),(((((8)/(6))*((0)*((x)+(7))))/(((9)*((8)+(7)))+((x)-((2)*(x)))))+((((5)+(0))*((1)/(7)))-(((x)/(x))*((x)-((x)*((x)-(x))))))),0.17721992569594347,0.00017344805096487887,-0.9558336496588471,-0.6442546726884164,0.3245013062189489,0.5206924188923213,0.00028810808206770005,0.0033247447311333016,1.506177928521949,0.12698757397117516,1.900342831272186,0.4411828225422396,-0.9016937320220553,-0.48676884248314894,0.9395683484886727,0.6051025211692082,NaN,NaN,169501.34171619083,252.81450160586562,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,4,2,0
226,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((6)+(6))*((8)*(x)))-((9)*((4)/(x)))),(((3)+((5)*(9)))/((2)/((1)*(x)))),-0.09239196140409238,-0.00000944683376561063,-0.9396100123355144,-0.5620960244743387,0.015007714755524544,0.5009235270879353,0.0000028381900136696747,0.003683517224232336,0.11086349860025287,-0.00890313914840403,1.4329891545918207,-0.6737607943654891,-0.9340627690854546,-0.4364751586652187,-0.8350631375494314,0.19346726402324552,675.4112776931454,NaN,1689.488858742211,516.3445770241246,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,8,2,0
227,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((1)-(x))*((x)*((4)*(4))))+(((0)*(8))*((x)+((6)+(x))))),((((x)*(x))+((1)+(0)))*((x)-((2)+((x)-(x))))),-0.03880597613026632,-0.000013570348838971336,-0.9104574919989061,-0.020070678514278475,0.36114914242422624,0.06638597913079822,0.0005360437464002858,0.00022813113716344246,0.5446099528036561,-0.2145915881292829,-0.4857669731232215,-0.6963118785228524,-0.8568052305735041,0.014128724316414822,0.7916881081757658,0.597359132334159,NaN,631.241100760876,49172.64167490789,257.7718414067414,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,6,4,0
228,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((0)+(x)),(((x)*((x)*(x)))-((1)+((3)+(x)))),NaN,0,-0.9380159615292172,0.0004617393037561068,0,0.11277038717347439,0,0.00005823714118646301,NaN,0.4645726815019232,NaN,1.9896094177630173,-0.9380159615292172,0.026578629085225503,-0.9380159615292172,0.6094384281957783,634.9177549537858,623.7821192768276,634.9177549537858,250.03864145811988,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,7,4,0
229,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((0)/(x)),(((4)+((5)+(8)))*((x)*((6)+(0)))),NaN,0,-0.9375000953070715,-0.006533326425076775,0,0.13092168967323056,0,0.00039937667726857825,NaN,-0.05714837197162397,NaN,-0.33063489156120385,-0.9375000953070715,0.035488766801942365,-0.9375000953070713,0.5939336453094494,640.2018995771741,620.7355658431295,640.2018995771741,259.96484805108213,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,2,5,0
230,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((8)-(x)))*(((x)*(3))-((x)+(0))))/(((6)+(4))*((x)-((x)-((x)*(x)))))),((((x)*((x)-(0)))*(((x)/(x))*((2)-(4))))+(((7)-(2))+((2)-((4)*((1)*(x)))))),0.036256589953066805,0.000018665912109883666,-0.9399687034782209,-0.1866217518235267,0.22346315067201347,0.443888926880067,0.0000740103092003356,0.0035812307488206096,1.2657671817451956,0.49401130783016695,0.5932385301483758,0.07135656211637809,-0.9159171340431199,-0.04229204752693705,0.83865213288763,0.7287843841662089,NaN,NaN,63485.47518239811,121.79192182662293,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,6,2,0
231,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)-(0))-((6)*(5)))*((9)*((6)*((7)*(x))))),((x)+((x)/(4))),-0.012115268413902822,-0.000015241279499885545,-0.8522629129772175,-0.09327292773706992,0.43018881185865565,0.17539923075840308,0.001455665472342187,0.0010872143930640808,0.5112702260843263,0.029948994687628055,-0.7712433354471138,-0.6480004650769815,-0.7704404699639662,-0.031137683214651934,0.8400197222179687,0.010317085970036138,3430.9432842394363,1644.0807508584953,64028.17994385146,633.5978477227403,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,1,2,0
232,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((0)/(x)),((0)-((9)+(x))),NaN,0,-0.9375000953070715,0.0076031137601917705,0,0,0,0.0000001030341409427754,NaN,-0.5404868393185716,NaN,0.2450271156329218,-0.9375000953070715,0.008255384467473688,-0.9375000953070713,0.00988042725195995,640.2018995771741,634.9177549537858,640.2018995771741,633.8773978898093,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,2,3,0
233,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*(x))*((5)*(8)))/((9)/((x)/(x)))),(((9)*(x))+((0)+(x))),-0.004146418733831083,-0.000000014778230783481867,-0.9489071037560286,0.0084895374752573,0.017051729234568592,0.015081358338586546,0.000009630247604077838,0.0000013190495781318085,0.09103242214750909,-0.05388558980710236,-0.4497834313434117,-0.9203370658818701,-0.9421351132268967,0.01065087924256642,-0.9294251017698054,0.08188780654933482,592.7242707483708,633.3872761628892,722.916044935158,587.7780665825798,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,2,3,0
234,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((0)+(7))*((5)*(8)))*((x)+((6)*((x)*(x))))),((x)*((x)*(x))),-0.11246164544331383,-0.00008199779594868106,-0.9057909154936277,-0.08564781319069623,0.39603451974990006,0.19131045520043194,0.0005552447900152413,0.0009574387463994392,0.6739056368105503,-0.34303271133298735,0.28572557648105157,-0.21832510159101215,-0.8348436644356418,-0.02231921278844269,0.9084383134609983,0.6005462915314183,NaN,1174.1678561876427,111872.62271465507,255.73141292292496,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,3,1,0
235,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((0)+(x))*((x)*(9)))*((x)+((2)/((1)*(x))))),(((((x)+(1))+((6)/(7)))-(((3)/(x))*((2)+(2))))+(((x)*((x)-(0)))+(((x)*(x))/((x)+((x)*(x)))))),0.038163992781778275,0.00000973530958226023,-0.9393371250567748,-0.04801166802941452,0.20337044273474936,0.2603967602637163,0.000026850248914083852,0.002423503252964403,3.7208956519218446,0.1273380603739043,17.380117480275647,-0.5873864774804489,-0.9110663701397177,0.0764012169613683,0.6715663890804842,0.7280872560125372,NaN,608.7039677064232,31188.178288504703,122.28781454751544,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,2,5,0
236,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((2)-((x)-(4)))+((4)/(1))),((((x)+(7))+((9)-((x)*(8))))/((2)*((x)+((x)+(x))))),0.17917376891721307,0.00003603219226456675,-0.9641260877142757,-0.30341909790708693,0.027733037488152038,0.43552762798719774,0.000011039384305133934,0.0036634280106801714,0.40029268926775446,-0.20519014580524383,0.30867649325696744,-0.7238503425005409,-0.9543076344323893,-0.1953718451341912,-0.936856533683046,0.5859963011186529,NaN,NaN,646.7940596167806,265.04635862849017,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,4,2,0
237,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((8)-((1)*(x)))*(((4)*(x))*((6)*(6))))+(((0)/(3))+((1)*((x)/((2)*(x)))))),(((x)*((5)*(5)))*((x)/(x))),-0.0897862406821035,-0.0000660155591746403,-0.9417368536370156,-0.1377276445869893,0.3128071971342586,0.24614616036625764,0.00028171708054016006,0.0019189332011798471,0.8735093036591485,-0.26181016422046344,0.645502642025483,-0.5230323704478392,-0.8941792747813293,-0.05868942471047567,0.8490888070730449,0.18114127181529593,NaN,NaN,67875.98596648319,511.35047233336513,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,5,4,0
238,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((0)+((x)-(3)))*((x)*(8))),((((3)+(7))*((9)*(x)))-((1)/((4)-(x)))),-0.032677081198718726,-0.0000005338402425545085,-0.9380522480318142,-0.14382684056867628,0.004715453472410769,0.34205447508761766,0.00000019614665388768164,0.0013606774892165443,-0.19397218649849204,-0.11295076498421594,0.8688731216650045,-0.5018646767654764,-0.9369032651083684,-0.07159102178521942,-0.9088530800392234,0.5796232115770272,646.3153781306532,1772.7390210063033,933.6403245123659,269.12642888096707,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,2,9,0
239,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((9)*((9)-(x))),((x)*(9)),-0.0850498828014588,-0.000000010205132474726542,-0.9370165890827887,0.0007520568670933689,0.00032682297500372635,0.017183579432010175,0.000000007069364174003366,0.0000020366176343698895,-0.48231278274000927,0.8658927554921112,0.3160569967692446,0.8221932229819928,-0.9368443141290986,0.0052919644266069005,-0.9355378791725789,0.07377034044034662,646.9192275140373,636.8214125486347,660.3013621740371,592.9748917300143,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,1,2,0
240,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((6)*(9))/((x)/(6)))*((9)*((8)*(8)))),((((7)*(5))*((x)/(2)))-((1)+((x)-(x)))),0.0911209139181393,0.000022453873604608612,-0.967343311411603,-0.1491503737222984,0.22051308364750852,0.24953335889302258,0.00003683625779956191,0.0016484315179228263,0.6962418163990441,-0.1587775847527811,1.3925690776620585,0.19369029991010756,-0.9463327554802801,-0.055971982360798006,0.7740765037730329,0.27766117993671385,NaN,NaN,73210.49437310213,462.4433899288528,AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|SkipD|DeleteTerminalR|FellTreeD|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv,AddRandomSubTreeR|AddTreeWithSub|SkipD|AddToLeafR|FellTreeD|AddToLeafX|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|SubXD|SkipD|SubXD|AddTreeWithAdd|SkipD|MultXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,0,0,1,1,0
