specEquation,range,seed,corr,cov,AID,PID,AAvg,PAvg,ABestFit,PBestFit,AStdDev,PStdDev,AAverageDelta,PAverageDelta,ABestDelta,PBestDelta,AEquation,PEquation,AStrat,PStrat,ADomStrat,PDomStrat,AGen,PGen,ABirthGen,PBirthGen,AAge,PAge,ARun,PRun,ANoC,PNoC
((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,0,0,ANTAGONIST-nAfH,PROTAGONIST-43c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1,0.5097794945763451,0.31173591785106813,0.9585529776784946,0.7986383143367062,0.523764824480592,0.45188025176957913,47479.90546869224,600.8497474107503,247140.69767999678,128.91233024380907,((((9)*(8))*((x)*(x)))+((x)*((x)*(x)))),(((x)*(2))*((x)*(x))),MultXD|DeleteNonTerminalR|AddXD|DivXD|SkipD|AddTreeWithMult|ReplaceBranchR|AddTreeWithAdd|MultXD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|DeleteNonTerminalR|SkipD|MutateTerminalR,AddRandomSubTreeR|AddXD|AddTreeWithSub|DeleteNonTerminalR|AddToLeafX|MutateNonTerminalR|DeleteNonTerminalR|FellTreeD|DivXD|AddTreeWithDiv|MutateTerminalR|AddTreeWithAdd|SkipD|AddToLeafX|ReplaceBranchXR|SubXD,AddTreeWithDiv,DeleteNonTerminalR,0,0,416,176,2,1,2,0,26816,11392
