gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
30,(x),30,-10,0.3399960952016771,0.3895789899203715,0.39993072615327024,0.4,3150907.378733334,0.6379817346282425,36719977.125999995,0,0.999999193371322,1,0.005117034305485537,0,54094720.325,0,506222186.8333333,0,((((4)*((4)+(x)))+(((4)*(x))-((7)+(0))))+(((3)*(x))*((x)*((x)*((x)*(x)))))),((0)/(0)),SubXD|ReplaceBranchXR|MultXD|SubXD|AddTreeWithAdd|MultXD|MultXD|AddXD|MultXD|AddTreeWithAdd|MultXD|AddTreeWithAdd|MutateNonTerminalR|MutateTerminalR|AddTreeWithAdd,DeleteMaliciousR|DeleteNonTerminalR|DeleteNonTerminalR|SkipD|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|DivXD|AddTreeWithSub|FellTreeD|DivXD|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteNonTerminalR,29,30,31,31,0
31,(x),30,-10,0.3604158926474524,0.4,0.399949736446895,0.4,6981145.5374000035,0,109999357.52733332,0,0.9999998148412143,1,0.6061445859217378,0,111388495.15333334,0,2205314384.233333,0,((((x)*((x)+(3)))*(((x)+(9))*((x)-(x))))*(((x)*(4))+((9)+((8)*((x)*(x)))))),((0)/(0)),SubXD|ReplaceBranchXR|MultXD|SubXD|AddTreeWithAdd|MultXD|MultXD|AddXD|AddTreeWithMult|AddTreeWithAdd|MultXD|AddTreeWithAdd|MutateNonTerminalR|MutateTerminalR|AddTreeWithAdd,DeleteMaliciousR|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|DivXD|AddTreeWithSub|FellTreeD|DivXD|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,31,30,32,32,0
32,(x),30,-10,0.3365566418781098,0.4,0.399993639797069,0.4,7593135.723800001,0,98496946.75533335,0,0.9999995909291313,1,0.6074838331508702,0,76253799.09333333,0,998197047.3333334,0,((((x)*((1)+(8)))+(((2)+(x))*((x)*(x))))*(((x)*(4))+((3)+((x)*((x)*(x)))))),((0)/(0)),SubXD|ReplaceBranchXR|MultXD|SubXD|AddTreeWithAdd|MultXD|MultXD|AddXD|MultXD|AddTreeWithAdd|MultXD|AddTreeWithAdd|MutateNonTerminalR|MutateTerminalR|AddTreeWithAdd,DeleteMaliciousR|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|DivXD|AddTreeWithSub|FellTreeD|DivXD|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,32,31,33,33,0
33,(x),30,-10,0.3824947288977056,0.4,0.3999955749680019,0.4,10290906.384366667,0,95585184.57066666,0,0.9999996305038521,1,0.442727979308291,0,181605103.77,0,1105108498.6666667,0,((((x)+((1)*(1)))*(((6)+(6))*((x)-(4))))*(((x)*(x))+((x)*((x)*((x)*(x)))))),((0)/(0)),SubXD|ReplaceBranchXR|MultXD|SubXD|AddTreeWithAdd|MultXD|MultXD|AddXD|MultXD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateTerminalR|AddTreeWithAdd,DeleteMaliciousR|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|DivXD|AddTreeWithSub|FellTreeD|DivXD|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,33,32,34,34,0
34,(x),30,-10,0.37605114418101526,0.3903382852052905,0.39999737419898745,0.4,6087000.384333334,0.08278811809147553,74867470.232,0,0.9999994993810835,1,0.603907475575227,0,59103929.55333333,0,815657019.5,0,((((x)*((x)+(7)))+(((8)*(5))*((x)-(x))))*(((x)*(x))+((8)+((1)*((x)*(x)))))),((0)/(0)),SubXD|ReplaceBranchXR|MultXD|SubXD|AddTreeWithAdd|MultXD|MultXD|AddXD|MultXD|AddTreeWithAdd|MultXD|AddTreeWithAdd|MutateNonTerminalR|MutateTerminalR|AddTreeWithAdd,DeleteMaliciousR|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|SubXD|AddTreeWithSub|DivXD|ReplaceBranchR|FellTreeD|DivXD|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,34,33,35,35,0
35,(x),30,-10,0.34256858617347036,0.391,0.395624912373777,0.4,6603143.780366668,0.0735,80457201.92199998,0,0.999994348918629,1,0.0011759124801009617,0,6343227.979999999,0,72257556.83333333,0,((((7)+((8)+(x)))*(((x)*(9))+((5)*(8))))+(((9)*(9))+((6)+((x)*((x)*(8)))))),((0)/(0)),SubXD|ReplaceBranchXR|MultXD|SubXD|AddTreeWithAdd|MultXD|MultXD|AddXD|MultXD|AddTreeWithAdd|MultXD|AddTreeWithAdd|MutateNonTerminalR|MutateTerminalR|AddTreeWithAdd,DeleteMaliciousR|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|DivXD|AddTreeWithSub|FellTreeD|DivXD|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,35,34,36,36,0
36,(x),30,-10,0.3785512244763106,0.4,0.3999971452340207,0.4,5233350.6549,0,60642956.312666655,0,0.9999658136697259,1,0.003183721924082433,0,2581453.381666667,0,11944345.3,0,((((x)*((4)*(x)))-(((1)+(3))*((6)*(4))))*(((0)+(9))+((7)+((x)*((x)*(6)))))),((0)/(0)),SubXD|ReplaceBranchXR|MultXD|SubXD|AddTreeWithAdd|MultXD|MultXD|AddXD|MultXD|AddTreeWithAdd|MultXD|AddTreeWithAdd|MutateNonTerminalR|MutateTerminalR|AddTreeWithAdd,DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|SkipD|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|DivXD|AddTreeWithSub|FellTreeD|DivXD|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,35,35,37,37,0
37,(x),30,-10,0.3632216885280499,0.3737163737872466,0.3999954671465932,0.4,12776365.399333332,15.245784638808868,191682673.45866665,0,0.9999996107914896,1,0.002988875079549142,0,113941616.37666667,0,1049137730.8,0,((((8)*((7)+(7)))+(((5)*(x))*((9)+(9))))*(((x)*(4))+((x)+((x)*((x)*(x)))))),((0)/(0)),SubXD|ReplaceBranchXR|MultXD|SubXD|AddTreeWithAdd|MultXD|MultXD|AddXD|MultXD|AddTreeWithAdd|MultXD|AddTreeWithAdd|MutateNonTerminalR|MutateTerminalR|AddTreeWithAdd,DeleteMaliciousR|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|DivXD|AddTreeWithSub|FellTreeD|DivXD|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,37,36,38,38,0
38,(x),30,-10,0.36465956845020897,0.38674772764775966,0.39998979180364747,0.4,5391557.129522791,0.30930587402409015,74281889.20224242,0,0.9999973615474979,1,0.0013280475313596502,0,12468226.513333334,0,154762434.8,0,((((4)*((3)+(7)))+(((4)-(9))*((8)*(x))))*(((x)*((4)+(8)))+((9)+((x)*((x)*(x)))))),((0)/(0)),AddTreeWithSub|AddTreeWithMult|MultXD|SubXD|AddTreeWithAdd|MultXD|MultXD|AddXD|MultXD|AddTreeWithAdd|MultXD|AddTreeWithAdd|MutateNonTerminalR|MutateTerminalR|AddTreeWithAdd,DeleteMaliciousR|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|SubXD|AddXD|DivXD|ReplaceBranchR|FellTreeD|DivXD|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,38,36,39,39,0
39,(x),30,-10,0.34075451097005044,0.3733198232938446,0.3955113641527918,0.4,25422376.144499995,0.2553,366778130.63,0,0.9999999724479126,1,0.0013035491140440394,0,1027656753.6433332,0,14820413700.166666,0,((((9)+((0)*(9)))+(((8)+(2))*((x)-(x))))*(((x)*(x))*((x)*((x)*((x)*(x)))))),((0)/(0)),SubXD|ReplaceBranchXR|MultXD|SubXD|AddTreeWithAdd|MultXD|MultXD|AddXD|MultXD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateTerminalR|AddTreeWithAdd,AddTreeWithSub|SubXD|DeleteNonTerminalR|SkipD|DeleteTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|DivXD|ReplaceBranchR|FellTreeD|DivXD|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,39,38,40,40,0
40,(x),30,-10,0.36637536392936637,0.4,0.39999639391367,0.4,17202708.0159,0,189043504.78399998,0,0.9999984136847573,1,0.0003469396408548158,0,33199603.935000002,0,257409953.8,0,((((2)+((1)+(5)))*(((8)+(8))*((x)-(x))))*(((x)*(x))+((x)*((x)*((x)*(x)))))),((0)/(0)),SubXD|ReplaceBranchXR|MultXD|SubXD|AddTreeWithAdd|MultXD|MultXD|AddXD|MultXD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateTerminalR|AddTreeWithAdd,DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|SkipD|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|DivXD|AddTreeWithSub|FellTreeD|DivXD|SkipD|DeleteTerminalR,MultXD,DeleteTerminalR,40,37,41,41,0
41,(x),30,-10,0.3787614204261015,0.36,0.3999859264528402,0.36,16907564.9428,0.32666666666666666,167601630.396,0.32666666666666666,0.9999992738806431,1,0.0004531165062803563,0,57975272.55499999,0,562350155.6666666,0,((((x)+((4)*(x)))-(((1)+(7))*((4)+(9))))*(((x)*(6))+((1)*((x)*((x)*(x)))))),((0)/(0)),SubXD|ReplaceBranchXR|MultXD|SubXD|AddTreeWithAdd|MultXD|MultXD|AddXD|MultXD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateTerminalR|AddTreeWithAdd,AddTreeWithSub|DeleteTerminalR|DeleteNonTerminalR|SkipD|DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|SubXD|AddTreeWithSub|DivXD|ReplaceBranchR|FellTreeD|DivXD|SkipD|DeleteTerminalR,MultXD,DeleteTerminalR,41,41,42,42,0
42,(x),30,-10,0.3674651806129443,0.4,0.3999970931348818,0.4,34484061.30929999,0,523298576.31799996,0,0.9999999256536248,1,0.0008199997021281846,0,386381035.6166667,0,5492309906.766666,0,((((x)*((7)*(x)))-(((2)+(5))*((5)+(4))))*(((x)*(x))*((x)*((9)+((8)*(x)))))),((0)/(0)),SubXD|ReplaceBranchXR|MultXD|SubXD|AddTreeWithAdd|MultXD|MultXD|AddXD|MultXD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateTerminalR|AddTreeWithAdd,DeleteMaliciousR|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|SubXD|AddTreeWithSub|MultXD|AddTreeWithSub|FellTreeD|DivXD|AddTreeWithSub|DeleteTerminalR,MultXD,AddTreeWithSub,42,40,43,43,0
43,(x),30,-10,0.35887278048646876,0.38249358597514754,0.3999946877038563,0.4,19982986.70003333,0.14296904786962836,273356592.1746667,0,0.9999980159564357,1,0.0010349964059936363,0,21050447.163333334,0,205808652.93333334,0,((((7)*((9)+(4)))*(((x)-(x))*((x)*(3))))+(((0)+(7))+((x)*((x)*((x)*(x)))))),((0)/(0)),SkipD|ReplaceBranchXR|MultXD|SubXD|AddTreeWithAdd|MultXD|MultXD|AddXD|MultXD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateTerminalR|AddTreeWithAdd,AddTreeWithSub|MutateNonTerminalR|DeleteNonTerminalR|SkipD|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|MultXD|ReplaceBranchR|FellTreeD|DivXD|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,43,42,44,44,0
44,(x),30,-10,0.3824360645380638,0.4,0.3999935619466447,0.4,35445758.95664895,0,457508112.0980001,0,0.9999999184543248,1,0.0002064071371771696,0,389385052.51166666,0,5007418623.833333,0,((((x)*((7)*(2)))+(((8)-(6))+((3)*(x))))*(((x)*(6))+((8)*((x)*((x)*(x)))))),((0)/(0)),SubXD|ReplaceBranchXR|MultXD|SubXD|AddTreeWithAdd|MultXD|MultXD|AddXD|MultXD|AddTreeWithAdd|MultXD|ReplaceBranchR|MutateNonTerminalR|MutateTerminalR|AddTreeWithAdd,AddTreeWithSub|DeleteTerminalR|DeleteNonTerminalR|SkipD|DeleteTerminalR|SubXD|AddTreeWithDiv|SubXD|AddTreeWithSub|DivXD|ReplaceBranchR|FellTreeD|DivXD|SkipD|DeleteTerminalR,MultXD,DeleteTerminalR,44,43,45,45,0
45,(x),30,-10,0.36899061241047604,0.4,0.39999695760036574,0.4,41622465.18718145,0,620075037.834,0,0.9999999175259444,1,0.00044460002299301707,0,383534117.20500004,0,4951051941.833333,0,((((x)*((8)*(x)))-(((3)+(1))*((x)*(5))))+(((8)*(x))*((8)+((9)*((9)*(x)))))),((0)/(0)),SubXD|ReplaceBranchXR|MultXD|SubXD|AddTreeWithAdd|MultXD|MultXD|AddXD|MultXD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateTerminalR|AddTreeWithAdd,AddTreeWithSub|DeleteTerminalR|DeleteNonTerminalR|SkipD|DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|SubXD|AddTreeWithSub|MultXD|ReplaceBranchR|FellTreeD|DivXD|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,45,44,46,46,0
46,(x),30,-10,0.37480851955671207,0.4,0.3999991726159899,0.4,29065130.206600007,0,331724956.4906666,0,0.999999720176142,1,0.00011731709171008518,0,149765233.67000002,0,1459251316.8333333,0,((((x)*((6)*(0)))+(((7)+(6))*((7)+(3))))*(((x)*(x))+((x)*((6)*((x)*(x)))))),((0)/(0)),SubXD|ReplaceBranchXR|MultXD|SubXD|AddTreeWithAdd|MultXD|MultXD|AddXD|MultXD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateTerminalR|AddTreeWithAdd,DeleteMaliciousR|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|SubXD|AddTreeWithSub|DivXD|ReplaceBranchR|FellTreeD|DivXD|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,46,45,47,47,0
47,(x),30,-10,0.39044777171409883,0.36680363235506364,0.3999970308559115,0.38,47961470.46420001,0.8344373828576243,600983652.1006668,0.16333333333333333,0.9999996584235464,1,0.00013445476186119246,0,91538030.47333333,0,1195437592.4,0,((((x)+((x)*(x)))*(((x)-(x))*((x)*(x))))+(((0)+(6))*((x)*((x)*((8)+(5)))))),((0)/(0)),SubXD|ReplaceBranchXR|DivXD|SubXD|AddTreeWithAdd|MultXD|MultXD|AddXD|MultXD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateTerminalR|AddTreeWithAdd,DeleteMaliciousR|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|SubXD|AddTreeWithSub|DivXD|AddTreeWithSub|FellTreeD|DivXD|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,47,46,48,48,0
48,(x),30,-10,0.37229179663661177,0.39399999999999996,0.3999991617393433,0.4,117665782.72016264,0.049,1604175393.470667,0,0.9999999299919404,1,0.00013076709727082088,0,308903136.6333333,0,5832661778.266666,0,((((2)+((x)*(3)))*(((4)+(7))+((9)*(x))))*(((x)*(x))+((x)*((x)*((x)*(x)))))),((0)/(0)),SubXD|ReplaceBranchXR|MultXD|SubXD|AddTreeWithAdd|MultXD|MultXD|AddXD|MultXD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateTerminalR|AddTreeWithAdd,AddTreeWithSub|SubXD|DeleteNonTerminalR|SkipD|DeleteTerminalR|SubXD|AddTreeWithDiv|SubXD|AddTreeWithSub|DivXD|AddTreeWithSub|FellTreeD|DivXD|AddToLeafR|DeleteTerminalR,MultXD,AddTreeWithSub,48,47,49,49,0
49,(x),30,-10,0.3975408597193439,0.4,0.39999988915959656,0.4,104375410.96646665,0,1353114516.3219995,0,0.9999999299919404,1,0.00013076709727082088,0,308903136.6333333,0,5832661778.266666,0,((((2)+((x)*(3)))*(((4)+(7))+((9)*(x))))*(((x)*(x))+((x)*((x)*((x)*(x)))))),((0)/(0)),SubXD|ReplaceBranchXR|MultXD|SubXD|AddTreeWithAdd|MultXD|MultXD|AddXD|MultXD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateTerminalR|AddTreeWithAdd,AddTreeWithSub|SubXD|DeleteNonTerminalR|SkipD|DeleteTerminalR|SubXD|AddTreeWithDiv|SubXD|AddTreeWithSub|DivXD|AddTreeWithSub|FellTreeD|DivXD|AddToLeafR|DeleteTerminalR,MultXD,AddTreeWithSub,49,47,49,49,0
