gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
21,(x),30,-10,0.2241647279058406,0.3573974960464092,0.32059592204923865,0.4,154482.93443333337,0.35235518210104966,2071700.668666667,0,0.9999935824738624,1,0.4402862792535387,0,3292743.591666667,0,63627841.1,0,((((7)+((5)*(6)))*(((9)*(9))+((3)-(x))))*(((8)+((1)+(9)))-((5)*((x)*((x)*(x)))))),((0)/(0)),ReplaceBranchXR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithSub|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|MultXD|MultXD|MultXD|AddToLeafR|AddTreeWithMult|AddRandomSubTreeR|SkipD,MutateNonTerminalR|DivXD|DeleteNonTerminalR|ReplaceBranchXR|DeleteTerminalR|DeleteNonTerminalR|AddXD|DeleteNonTerminalR|DeleteMaliciousR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,MultXD,DeleteNonTerminalR,20,20,22,22,7
22,(x),30,-10,0.28640366854955973,0.35769527703479986,0.3997807745689249,0.4,254784.41723333328,0.3484099850695492,4148284.776666667,0,0.9999967473435024,1,0.7754067244497075,0,6332262.926666666,0,125538412.56666666,0,((((x)+((1)*(9)))*(((x)*(2))*((8)*(x))))+(((9)+((5)-(0)))-((3)*((x)*((x)*(x)))))),((0)/(0)),ReplaceBranchXR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithSub|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|MultXD|MultXD|MultXD|AddToLeafR|AddTreeWithMult|AddRandomSubTreeR|SkipD,MutateNonTerminalR|DivXD|DeleteNonTerminalR|ReplaceBranchXR|DeleteTerminalR|DeleteNonTerminalR|AddXD|DeleteNonTerminalR|DeleteMaliciousR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,MultXD,DeleteNonTerminalR,22,22,23,23,7
23,(x),30,-10,0.29859183110271365,0.3383517667988864,0.3998806731151591,0.4,151930.0286,0.5076161533112039,1665206.7579999994,0,0.999983993310066,1,0.06976569347888988,0,1863043.2116666667,0,25510167,0,((((7)+((7)*(2)))+(((x)-(3))-((x)*(x))))-(((6)*(9))+((x)*((x)*((x)*(x)))))),((0)/(0)),ReplaceBranchXR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithSub|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|ReplaceBranchR|MultXD|MultXD|SkipD|AddTreeWithMult|AddRandomSubTreeR|SkipD,MutateNonTerminalR|DivXD|DeleteNonTerminalR|ReplaceBranchXR|DeleteTerminalR|DeleteNonTerminalR|AddXD|DeleteNonTerminalR|DeleteMaliciousR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,SkipD,DeleteNonTerminalR,23,23,24,24,7
24,(x),30,-10,0.29757223475249756,0.36683465346148286,0.3990194788440583,0.4,139470.9233,0.2712078393371877,1696749.0019999999,0,0.9999808909528498,1,0.4509946260080924,0,1205603.6233333335,0,21368586.833333332,0,((((6)+((4)-(6)))*(((7)*(7))*((7)*(x))))+(((1)+((4)-(7)))*((x)*((x)*((4)*(2)))))),((0)/(0)),ReplaceBranchXR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithSub|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|MultXD|MultXD|MultXD|AddToLeafR|AddTreeWithMult|AddRandomSubTreeR|SkipD,MutateNonTerminalR|DivXD|DeleteNonTerminalR|ReplaceBranchXR|DeleteTerminalR|DeleteNonTerminalR|AddXD|DeleteNonTerminalR|DeleteMaliciousR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,MultXD,DeleteNonTerminalR,24,24,25,25,7
25,(x),30,-10,0.289634837422575,0.3582612086240708,0.3994908316795345,0.4,96047.99540000003,0.34089502640908387,905884.1699999998,0,0.9999170057754225,1,0.7165417816512352,0,665731.0149999999,0,4920021.066666666,0,((((x)-((3)+(6)))*((8)+((x)+(5))))-(((0)*(x))*((x)*((9)*(x))))),((0)/(0)),ReplaceBranchXR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|MultXD|MultXD|MultXD|AddToLeafR|AddTreeWithMult|AddRandomSubTreeR|SkipD,MutateNonTerminalR|DivXD|DeleteNonTerminalR|ReplaceBranchXR|DeleteTerminalR|DeleteNonTerminalR|AddXD|DeleteNonTerminalR|DeleteMaliciousR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,AddTreeWithAdd,DeleteNonTerminalR,25,25,26,26,7
26,(x),30,-10,0.27148894144766855,0.35729159847155456,0.39919235463099795,0.4,70418.5596,0.34883698227753696,874513.372,0,0.9999840416014945,1,0.5493208494560062,0,1501352.0466666666,0,25587362.866666667,0,((((x)*((0)+(0)))-(((6)-(2))-((x)*(5))))*(((x)+((0)+(x)))+((x)*((x)*((x)*(x)))))),(((0)*((0)/(x)))+((x)/(0))),ReplaceBranchXR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|MultXD|MultXD|MultXD|AddToLeafR|AddTreeWithMult|AddRandomSubTreeR|SkipD,MutateNonTerminalR|DivXD|MutateTerminalR|ReplaceBranchXR|DeleteTerminalR|DeleteNonTerminalR|AddXD|DeleteNonTerminalR|DeleteMaliciousR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,AddTreeWithAdd,DeleteNonTerminalR,26,26,27,27,7
27,(x),30,-10,0.3046762879415059,0.35505071323941384,0.3998108146937186,0.4,114792.24540722891,0.36789882279702696,1389095.7906666668,0,0.9999744173732708,1,0.23932894404885394,0,922716.4266666668,0,15961352.9,0,((((x)*((4)*(8)))-(((2)-(3))*((1)+(9))))+(((x)+((9)+(5)))+((9)*((x)*((x)*(x)))))),((0)/(0)),ReplaceBranchXR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|MultXD|MultXD|MultXD|AddToLeafR|AddTreeWithMult|AddRandomSubTreeR|SkipD,MutateNonTerminalR|DivXD|DeleteNonTerminalR|ReplaceBranchXR|DeleteTerminalR|DeleteNonTerminalR|AddXD|DeleteNonTerminalR|DeleteMaliciousR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,AddTreeWithAdd,DeleteNonTerminalR,26,27,28,28,7
28,(x),30,-10,0.27995094398916864,0.3458228778472104,0.3997307592516119,0.4,72804.3844720338,0.44629970164068633,721038.9206666665,0,0.999934563566418,1,0.4226806120322822,0,847998.4866666667,0,6240152.633333334,0,((((x)*((x)+(8)))-(((x)+(x))*((8)+(6))))+(((x)*(7))-((3)*((9)*((x)*(x)))))),((0)/(0)),ReplaceBranchXR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|MultXD|MultXD|MultXD|SkipD|AddTreeWithMult|AddRandomSubTreeR|SkipD,MutateNonTerminalR|DivXD|SkipD|ReplaceBranchXR|DeleteTerminalR|DeleteNonTerminalR|AddXD|DeleteNonTerminalR|DeleteNonTerminalR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,MultXD,DeleteNonTerminalR,28,28,29,29,7
29,(x),30,-10,0.2806481568235898,0.3671379397454448,0.3997109380382809,0.4,73927.62885051296,0.26839698401031586,730259.7930370369,0,0.9999106853515439,1,0.08099703205261165,0,477241.0383333333,0,4571851.766666667,0,((((x)*(x))+((7)+((6)+(x))))*((x)*((x)*((x)*(8))))),((0)/(0)),ReplaceBranchXR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|MultXD|MultXD|MultXD|SkipD|AddTreeWithMult|AddRandomSubTreeR|SkipD,MutateNonTerminalR|DivXD|DeleteNonTerminalR|ReplaceBranchXR|DeleteTerminalR|DeleteNonTerminalR|AddXD|DeleteNonTerminalR|DeleteNonTerminalR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,AddTreeWithAdd,DeleteNonTerminalR,29,29,30,30,7
30,(x),30,-10,0.289681222246157,0.3684102610843392,0.39971437660137715,0.4,79634.60502077501,0.25799707363248353,670249.7846666668,0,0.9999468843629048,1,0.6082158242839366,0,813305.0766666668,0,7687629.4,0,((((x)*((1)+(3)))+(((9)*(1))+((3)*(4))))+(((0)-(6))*((x)*((x)*((x)*(x)))))),((0)/(0)),ReplaceBranchXR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|MultXD|MultXD|MultXD|SkipD|AddTreeWithMult|AddRandomSubTreeR|SkipD,MutateNonTerminalR|DivXD|DeleteNonTerminalR|ReplaceBranchXR|DeleteTerminalR|DeleteNonTerminalR|AddXD|DeleteNonTerminalR|DeleteNonTerminalR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,SkipD,DeleteNonTerminalR,30,30,31,31,7
31,(x),30,-10,0.28157876565414114,0.38203799938866717,0.39966475953268193,0.4,62945.24335333746,0.14688659734234072,529253.4475196947,0,0.9998813044016446,1,0.440581598366218,0,468419.57166666666,0,3440172.5,0,((((4)+((4)*(8)))-(((4)*(6))+((x)+(9))))*(((2)+(0))*((x)*((x)*((4)*(x)))))),((0)/(0)),ReplaceBranchXR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|MultXD|MultXD|MultXD|SkipD|AddTreeWithMult|AddRandomSubTreeR|SkipD,MutateNonTerminalR|DivXD|DeleteNonTerminalR|ReplaceBranchXR|DeleteTerminalR|DeleteNonTerminalR|AddXD|DeleteNonTerminalR|DeleteNonTerminalR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,AddTreeWithAdd,DeleteNonTerminalR,31,31,32,32,7
32,(x),30,-10,0.3076563737172275,0.3866958389633826,0.3994552396617717,0.4,92513.42976264507,0.11046563375475393,966106.1786994705,0,0.9999868030980703,1,0.6483356563567527,0,2326602.2733333334,0,30941605.5,0,((((7)+((x)*(5)))*(((5)*(7))*((5)+(4))))+(((6)-(8))+((4)*((x)*((x)*(x)))))),((0)/(0)),ReplaceBranchXR|MutateTerminalR|AddTreeWithAdd|AddXD|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|MultXD|MultXD|MultXD|SkipD|AddTreeWithMult|AddRandomSubTreeR|SkipD,MutateNonTerminalR|DivXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|DeleteNonTerminalR|AddXD|DeleteNonTerminalR|DeleteNonTerminalR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,AddTreeWithAdd,DeleteNonTerminalR,32,31,33,33,7
33,(x),30,-10,0.28297771108060504,0.3692131724938568,0.39942083276718476,0.4,82940.78899348309,0.2514737778278211,949224.4708161792,0,0.9999843868416447,1,0.5848497070213593,0,1599440.0533333332,0,26153153.9,0,((((5)+((x)+(2)))*(((x)*(3))+((7)*(6))))-(((4)+(7))+((5)*((x)*((x)*(x)))))),((0)/(0)),ReplaceBranchXR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|MultXD|MultXD|MultXD|SkipD|AddTreeWithMult|AddRandomSubTreeR|SkipD,MutateNonTerminalR|DivXD|DeleteNonTerminalR|ReplaceBranchXR|DeleteTerminalR|DeleteNonTerminalR|AddXD|DeleteNonTerminalR|DeleteNonTerminalR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,SkipD,DeleteNonTerminalR,32,32,34,34,7
34,(x),30,-10,0.282030264973079,0.37342705031256246,0.3991288182341013,0.4,90428.24357055966,0.21701242244740693,1002036.4892916665,0,0.9999762560552584,1,0.017673450162368733,0,1034812.8716666665,0,17197367.066666666,0,((((2)+((0)-(x)))+(((x)*(8))*((7)*(x))))+(((0)-(1))-((9)*((x)*((x)*(x)))))),((0)/(0)),ReplaceBranchXR|DivXD|AddTreeWithAdd|AddXD|AddTreeWithSub|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|MultXD|MultXD|MultXD|SkipD|AddTreeWithMult|AddRandomSubTreeR|SkipD,MutateNonTerminalR|DivXD|DeleteNonTerminalR|ReplaceBranchXR|DeleteTerminalR|DeleteNonTerminalR|AddXD|DeleteNonTerminalR|DeleteNonTerminalR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,MultXD,DeleteNonTerminalR,34,34,35,35,7
35,(x),30,-10,0.28918184562633154,0.38607346938775494,0.3996765044361159,0.4,74142.10882678298,0.11373333333333331,696653.5313333333,0,0.9999643869294356,1,0.44053797956468016,0,904222.2300000001,0,11465827.766666668,0,((((x)*((1)-(4)))*(((7)+(x))+((4)-(x))))*(((3)*((x)+(7)))+((4)*((x)*((x)*(x)))))),((0)/(0)),ReplaceBranchXR|MutateTerminalR|AddTreeWithAdd|AddXD|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|MultXD|MultXD|MultXD|AddTreeWithMult|AddTreeWithMult|AddRandomSubTreeR|SkipD,MutateNonTerminalR|DivXD|DeleteNonTerminalR|ReplaceBranchXR|DeleteTerminalR|DeleteNonTerminalR|AddXD|DeleteNonTerminalR|DeleteNonTerminalR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,MultXD,DeleteNonTerminalR,35,35,36,36,7
36,(x),30,-10,0.2938597914709279,0.37914520213691366,0.39889271377751084,0.4,212479.7067,0.17031418281064248,1763407.8506666666,0,0.9999734867085471,1,0.44248130823352605,0,4462922.6049999995,0,15401080.4,0,((((8)*((3)+(2)))+(((8)*(x))+((8)*(1))))+(((3)-(8))*((x)*((x)*((x)*(x)))))),((0)/(0)),ReplaceBranchXR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|MultXD|MultXD|MultXD|SkipD|AddTreeWithMult|MultXD|SkipD,MutateNonTerminalR|DivXD|DeleteNonTerminalR|ReplaceBranchXR|AddXD|DeleteNonTerminalR|AddXD|DeleteNonTerminalR|DeleteNonTerminalR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,MultXD,DeleteNonTerminalR,36,36,37,37,7
37,(x),30,-10,0.2861990485010342,0.38218367346938764,0.39894519656385163,0.4,324845.4338666667,0.14549999999999996,2942636.813333335,0,0.999996284874776,1,0.0014710028918673668,0,10489813.078333333,0,109911055.13333334,0,((((7)+((x)*(x)))*(((4)+(x))+((4)-(9))))-(((7)+(1))*((x)*((x)*((x)*(x)))))),((0)/(0)),ReplaceBranchXR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithSub|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|MultXD|MultXD|MultXD|SkipD|AddTreeWithMult|MultXD|SkipD,MutateNonTerminalR|DivXD|DeleteNonTerminalR|ReplaceBranchXR|DeleteTerminalR|DeleteNonTerminalR|AddXD|DeleteNonTerminalR|DeleteNonTerminalR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,MultXD,DeleteNonTerminalR,37,37,38,38,7
38,(x),30,-10,0.33222084369405425,0.3693238070774543,0.3998674738492351,0.4,643432.4946666667,0.25102401649777806,6078169.1126666665,0,0.9999974291018457,1,0.44359405354404474,0,11884110.546666667,0,158829058.5,0,((((8)+((1)*(x)))*(((x)-(0))+((8)+(8))))+(((7)*(x))*((x)*((8)*((7)*(x)))))),((0)/(0)),ReplaceBranchXR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|MultXD|MultXD|MultXD|SkipD|AddTreeWithMult|MultXD|SkipD,MutateNonTerminalR|DivXD|DeleteNonTerminalR|ReplaceBranchXR|DeleteTerminalR|DeleteNonTerminalR|AddXD|DeleteNonTerminalR|DeleteNonTerminalR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,MultXD,DeleteNonTerminalR,38,38,39,39,7
39,(x),30,-10,0.33994411573523003,0.37316641887673413,0.3999443927219071,0.4,1470476.1553333334,0.2192490443527017,17756944.111333333,0,0.9999990596067418,1,0.002590386439974205,0,23620907.683333334,0,434215504.8,0,((((x)*((9)+(9)))+((3)*((5)-(x))))*(((9)+(x))*((x)*((x)*((x)*(x)))))),((0)/(0)),ReplaceBranchXR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|AddToLeafR|MultXD|MultXD|MultXD|SkipD|AddTreeWithMult|MultXD|SkipD,MutateNonTerminalR|DivXD|DeleteNonTerminalR|ReplaceBranchXR|DeleteTerminalR|DeleteNonTerminalR|AddXD|DeleteMaliciousR|DeleteNonTerminalR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,MultXD,DeleteNonTerminalR,38,38,40,40,7
40,(x),30,-10,0.3029419320406691,0.37717656012386686,0.39010665038774617,0.4,874377.2748333334,0.18639142565508732,9582399.9,0,0.9999945584664738,1,0.0008359968365356565,0,6364754.011666667,0,75040120.83333333,0,((((x)*((2)*(x)))*((7)+((4)+(5))))+(((x)-(0))*((x)*((x)*((x)*(x)))))),((0)/(0)),ReplaceBranchXR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|AddToLeafR|MultXD|MultXD|MultXD|SkipD|AddTreeWithMult|MultXD|SkipD,MutateNonTerminalR|DivXD|DeleteNonTerminalR|ReplaceBranchXR|DeleteTerminalR|DeleteNonTerminalR|AddXD|DeleteNonTerminalR|DeleteNonTerminalR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,MultXD,DeleteNonTerminalR,40,40,41,41,7
41,(x),30,-10,0.3517546962000376,0.3783352613478872,0.39998047456761276,0.4,1007323.3690666668,0.17692894378205865,9464952.843333332,0,0.9999974398465177,1,0.0011325601501684266,0,11028551.778333332,0,159495645.93333334,0,((((7)*((9)*(2)))+(((x)*(8))-((2)-(2))))+(((3)+(2))*((x)*((x)*((x)*(x)))))),((0)/(0)),ReplaceBranchXR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithSub|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|MultXD|MultXD|MultXD|SkipD|AddTreeWithMult|MultXD|SkipD,MutateNonTerminalR|DivXD|DeleteNonTerminalR|ReplaceBranchXR|AddXD|DeleteNonTerminalR|AddXD|DeleteNonTerminalR|DeleteNonTerminalR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,MultXD,DeleteNonTerminalR,41,41,42,42,7
42,(x),30,-10,0.34592387876337066,0.38222040816326514,0.3999858448610638,0.4,931434.0863,0.14519999999999997,6866962.02,0,0.9999884358572235,1,0.4426184661808614,0,5113462.5,0,35310298.5,0,((((9)*((1)+(6)))*((8)*((x)-(9))))+(((0)+(x))*((x)*((x)*((x)*(x)))))),((0)/(0)),ReplaceBranchXR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|AddToLeafR|MultXD|MultXD|MultXD|SkipD|AddTreeWithMult|MultXD|SkipD,MutateNonTerminalR|DivXD|DeleteNonTerminalR|ReplaceBranchXR|AddXD|DeleteNonTerminalR|AddXD|DeleteNonTerminalR|DeleteNonTerminalR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,MultXD,DeleteNonTerminalR,42,42,43,43,7
43,(x),30,-10,0.3540687378305553,0.3811387755102039,0.39998761352133205,0.4,1138318.4064333334,0.1540333333333333,8002863.315333333,0,0.999989696651271,1,0.44262475662212836,0,8213882.17,0,39631128.1,0,((((8)*((7)*(6)))+((0)*((6)+(0))))+(((4)+(2))*((x)*((x)*((x)*(x)))))),((0)/(0)),ReplaceBranchXR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|AddToLeafR|MultXD|MultXD|MultXD|SkipD|AddTreeWithMult|MultXD|SkipD,ReplaceBranchXR|DivXD|ReplaceBranchXR|ReplaceBranchXR|DeleteTerminalR|DeleteNonTerminalR|AddXD|DeleteNonTerminalR|DeleteNonTerminalR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,MultXD,DeleteNonTerminalR,43,42,44,44,7
44,(x),30,-10,0.3510533212044489,0.36713172634610913,0.399989961762942,0.4,2028492.2185333332,0.2692775917197233,19571666.750000004,0,0.9999979802922976,1,0.6090464420897757,0,20015572.091666665,0,202174469.53333333,0,((((x)*((2)-(0)))*((9)*((4)*(9))))+(((5)+(2))*((x)*((x)*((x)*(x)))))),((0)/(0)),ReplaceBranchXR|SkipD|AddTreeWithMult|AddXD|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|AddToLeafR|MultXD|MultXD|MultXD|SkipD|AddTreeWithMult|MultXD|SkipD,ReplaceBranchXR|DivXD|ReplaceBranchXR|ReplaceBranchXR|DeleteTerminalR|DeleteNonTerminalR|AddXD|DeleteNonTerminalR|DeleteNonTerminalR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,MultXD,DeleteNonTerminalR,44,42,45,45,7
45,(x),30,-10,0.3063009974553054,0.3872122448979591,0.360377116585994,0.4,792946.9841666664,0.10443333333333332,6384143.932,0,0.9999951414720969,1,0.0017440887881522,0,6824179.171666667,0,84044661.56666666,0,((((5)+((8)*(0)))-((7)*((6)+(3))))+(((7)*(x))*((8)*((x)*((x)*(x)))))),((0)/(0)),ReplaceBranchXR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|AddToLeafR|MultXD|MultXD|MultXD|SkipD|AddTreeWithMult|MultXD|SkipD,MutateNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|ReplaceBranchXR|AddXD|FellTreeD|AddXD|DeleteNonTerminalR|DeleteNonTerminalR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,MultXD,DeleteNonTerminalR,45,45,46,46,7
46,(x),30,-10,0.3678881243132264,0.3840180126777942,0.39998385974443734,0.4,935987.5510890102,0.13069689438814824,7838216.329407408,0,0.9999954215382245,1,0.0006842800319974603,0,6933407.5,0,89185703.26666667,0,((((5)+((x)*(x)))-((0)*((0)+(x))))+(((5)*(5))*((x)*((x)*((x)*(x)))))),((0)/(0)),ReplaceBranchXR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|AddToLeafR|MultXD|MultXD|MultXD|SkipD|AddTreeWithMult|MultXD|SkipD,MutateNonTerminalR|DivXD|DeleteNonTerminalR|ReplaceBranchXR|AddXD|FellTreeD|AddXD|DeleteNonTerminalR|DeleteNonTerminalR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,MultXD,DeleteNonTerminalR,46,46,47,47,7
47,(x),30,-10,0.3576706694619432,0.39899999999999997,0.3999806368350466,0.4,933647.5489350802,0.008166666666666666,8026574.897740739,0,0.9999930907994112,1,0.6091935322379219,0,4734060.405,0,59099939,0,((((6)+((6)*(x)))-((6)+((6)*(9))))+(((9)*(x))*((x)*((x)*((x)*(x)))))),((0)/(0)),ReplaceBranchXR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|AddToLeafR|MultXD|MultXD|MultXD|SkipD|AddTreeWithMult|MultXD|SkipD,ReplaceBranchXR|DivXD|ReplaceBranchXR|ReplaceBranchXR|AddXD|FellTreeD|AddXD|DeleteNonTerminalR|DeleteNonTerminalR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,MultXD,ReplaceBranchXR,47,46,48,48,7
48,(x),30,-10,0.27807510973064375,0.4,0.32077563073083515,0.4,743407.5513565949,0,5782616.11489947,0,0.999994517772222,1,0.005012718690623452,0,5053035.836666668,0,74483102.46666667,0,((((0)-((5)+(9)))+(((x)*(8))*((5)*(6))))-(((2)+((3)+(9)))*((x)*((x)*((x)*(x)))))),((0)/(0)),AddRandomSubTreeR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithSub|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|MultXD|MultXD|MultXD|SkipD|AddTreeWithMult|MultXD|SkipD,ReplaceBranchXR|DivXD|ReplaceBranchXR|DeleteTerminalR|AddXD|FellTreeD|AddXD|DeleteNonTerminalR|DeleteNonTerminalR|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,MultXD,ReplaceBranchXR,48,47,49,49,7
49,(x),30,-10,0.38341567922985553,0.4,0.3999678989531396,0.4,984335.0679423172,0,10486187.131703706,0,0.999994517772222,1,0.005012718690623452,0,5053035.836666668,0,74483102.46666667,0,((((0)-((5)+(9)))+(((x)*(8))*((5)*(6))))-(((2)+((3)+(9)))*((x)*((x)*((x)*(x)))))),((0)/(0)),AddRandomSubTreeR|SkipD|AddTreeWithAdd|AddXD|AddTreeWithSub|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|MultXD|MultXD|MultXD|SkipD|AddTreeWithMult|MultXD|SkipD,ReplaceBranchXR|DivXD|ReplaceBranchXR|ReplaceBranchXR|AddXD|FellTreeD|AddXD|DeleteNonTerminalR|AddXD|SkipD|DeleteMaliciousR|ReplaceBranchXR|DeleteNonTerminalR|DivXD|DeleteTerminalR,MultXD,ReplaceBranchXR,48,48,49,49,7
