specEquation,range,seed,AID,PID,AAvg,PAvg,ABestFit,PBestFit,AStdDev,PStdDev,AAverageDelta,PAverageDelta,ABestDelta,PBestDelta,AEquation,PEquation,AStrat,PStrat,ADomStrat,PDomStrat,AGen,PGen,ABirthGen,PBirthGen,AAge,PAge,ARun,PRun
,30,-10,ANTAGONIST-THb,PROTAGONIST-3c2c2c1c1c1c1c2c2c1c2c1c2c2c2c2c2c1c1c2c2c1c1c2c1c2c1c2c2c1c1c2c2c2c2c2c2c2c2c2,0.9999609656970065,1,0.9999999978251287,1,0.00008974596709581335,0,10402759147.03,0,187750578520.66666,0,((((x)*((9)+(6)))+(((x)*(5))*((x)-(4))))*(((x)*((x)-(x)))*((x)*((x)*((x)*(x)))))),((0)/(0)),MultXD|AddTreeWithMult|AddXD|AddTreeWithAdd|AddToLeafR|MultXD|MutateNonTerminalR|MutateTerminalR|SubXD|MultXD|AddTreeWithAdd|AddTreeWithSub|MultXD|ReplaceBranchXR|MultXD,AddTreeWithSub|SubXD|DeleteNonTerminalR|SkipD|DeleteTerminalR|SubXD|AddTreeWithDiv|SubXD|AddTreeWithSub|DivXD|AddTreeWithSub|FellTreeD|DivXD|AddToLeafR|DeleteTerminalR,MultXD,AddTreeWithSub,0,0,45,47,46,49,4,0
