gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
28,(x),20,-10,0.016031802835684124,0.02,0.019999998929505373,0.02,2051104.5976800001,0,93414761.256,0,1,1,0.3985862075556189,0,1173085588715580100000000,0,53984025061616710000,0,(((((((x)-(0))+((1)*((4)-(5))))-(((8)-(2))*((5)-((1)-(2)))))+((((2)+(1))-((6)*((1)*(x))))*(((6)*((1)*(8)))*((x)*((9)+(5))))))*(((((5)-(4))*((1)*((4)*(0))))*(((2)*((x)+(6)))*((0)+((1)-(3)))))*((((x)+(7))+((2)+((2)+(2))))+(((0)+((2)+(8)))+((1)*((7)*(7)))))))*((((((9)*(7))*((5)*((x)*(5))))+(((2)*(4))*((x)*((1)*(1)))))+((((9)-(5))+((8)*((8)*(6))))-(((9)-((5)*(0)))+((5)*((1)-(4))))))*(((((5)-(1))-((1)*((x)+(0))))+(((0)+(6))+((0)+((3)*(4)))))*((((3)*(3))*((5)*((8)*(4))))*(((8)+((5)*(3)))-((x)*((x)+((5)+(1))))))))),((0)*((x)+(x))),ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddTreeWithMult|AddTreeWithMult|AddTreeWithMult|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,SkipD|AddTreeWithDiv|DivXD|DivXD|FellTreeD|FellTreeD|AddTreeWithDiv|DivXD|AddXD|MultXD|SubXD|FellTreeD|MultXD|SkipD|AddXD,AddTreeWithMult,DivXD,28,25,29,29,6
29,(x),20,-10,0.01567771173845754,0,0.019999999788770487,0.02,13420463.56086,0.1,473418690.29800004,0,1,1,0.38109695936573446,0,33456152166783846000000000,0,2630363186267774500,0,(((((((3)+(7))*((4)+((0)*(5))))+(((7)+((8)*(6)))-((3)+((x)*(9)))))-((((x)-((7)-(9)))+((9)+((2)+(5))))+(((7)+((3)+(8)))+((x)-((x)+(6))))))*(((((8)+(1))*((6)-((6)+(5))))+(((6)*((4)*(5)))+((5)+((0)+(6)))))+((((9)+((2)-(6)))-((4)+((5)*(x))))*(((3)+((9)-(x)))*((x)*((5)*(2)))))))-((((((4)-(0))*((8)-((x)*(5))))*(((7)*((9)+(0)))*((1)*((4)-(8)))))-((((8)*(0))+((6)-((3)-(7))))+(((x)+((7)+(x)))+((3)*((0)-(5))))))+(((((5)+(9))+((6)+((7)+(3))))+(((0)+((4)*(x)))*((4)*((9)*(3)))))*((((4)*((6)*(2)))*((8)*((x)*(7))))*(((2)*((6)*(3)))*((x)*((7)-((3)*(8))))))))),(((0)*(x))*((x)+(x))),ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|ReplaceBranchXR|AddTreeWithAdd,SkipD|AddTreeWithDiv|DivXD|DivXD|AddXD|FellTreeD|MultXD|SubXD|AddXD|SubXD|SubXD|FellTreeD|MultXD|MultXD|AddXD,AddToLeafR,MultXD,20,28,30,30,6
30,(x),20,-10,0.017553578268521507,0.0017993904540176758,0.01999999999303116,0.02,279525009.18909,10.149426478782688,14349590794.335,0,1,1,0.4657807265345033,0,3615876682136724500000000,0,3738438242548955600,0,(((((((2)*(0))-((4)*(5)))+(((5)+(3))+((2)*((9)+(7)))))+((((x)+(6))*((4)-((7)+(x))))+(((5)*(5))*((7)*((x)*(1))))))*(((((5)*(5))*((x)*(4)))*(((5)*(x))*((x)*((8)*(9)))))*((((8)*(8))+((1)*((5)*(8))))*(((3)*(9))*((5)*((0)*(9)))))))*((((((0)*(6))+((3)*(5)))-(((x)-(9))-((5)-((8)-(3)))))-((((0)*(4))*((4)-(3)))-(((9)*(7))*((x)*((6)-(7))))))*(((((x)-(4))*((x)-(5)))+(((7)+(5))*((5)+((x)*(7)))))*((((0)+(4))+((6)+((8)+(9))))+(((0)+(4))+((5)+((9)*((8)*(1))))))))),((0)*((x)+(x))),AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithSub|AddRandomSubTreeR|AddToLeafR|AddTreeWithMult|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,SkipD|AddTreeWithDiv|DivXD|DivXD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|SubXD|AddTreeWithDiv|MultXD|SubXD|FellTreeD|MultXD|SkipD|AddXD,AddToLeafR,AddTreeWithDiv,28,26,31,31,6
31,(x),20,-10,0.016109429835261032,-0.01701492537313433,0.0199999999975861,-0.01701492537313433,507179302.7713901,0.67,41426749919.054,0.67,1,1,0.4242490198358323,0,231567038283317000000000,0,23156703646346790000000000,0,(((((((x)-(x))+((x)+((4)+(8))))*(((8)+((0)*(1)))*((5)+((6)*(7)))))*((((3)*((2)*(x)))-((1)+((9)+(x))))+(((1)*((3)+(9)))+((9)+((1)+(8))))))+(((((4)+((9)+(8)))*((9)*((9)*(2))))*(((3)+((5)*(0)))-((8)*((3)*(1)))))*((((1)*((7)*(6)))*((2)*((5)-(3))))+(((x)*((8)-(5)))-((9)-((5)-(7)))))))-((((((0)-(x))*((9)+((1)+(8))))*(((3)-((4)-(9)))*((2)*((x)*(9)))))-((((3)*(0))-((8)+((6)*(2))))*(((1)*((2)*(8)))*((x)*((4)*(6))))))*(((((8)*(4))*((8)*((x)-(0))))-(((6)*((2)*(5)))*((5)-((9)+(6)))))*((((0)+((0)+(0)))+((5)*((4)*(3))))*(((2)-((x)-(x)))*((4)+((4)-((0)*(x))))))))),(((0)*(x))*((x)+(x))),ReplaceBranchXR|ReplaceBranchXR|AddToLeafR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithSub|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,DivXD|AddTreeWithDiv|MultXD|SubXD|MultXD|FellTreeD|AddTreeWithDiv|DivXD|AddXD|SubXD|SubXD|FellTreeD|MultXD|MultXD|AddXD,ReplaceBranchXR,MultXD,29,25,32,32,6
32,(x),20,-10,0.01788527033182659,0.00967362640565201,0.019999999999827666,0.02,9824061373.21418,5.5935213463570825,580266352428.074,0,1,1,0.367916192210826,0,5839839190579988000000,0,583983473573794240000000,0,(((((((7)+(0))+((6)*((8)+(5))))*(((5)+((5)-(x)))-((4)*((7)-(1)))))*((((3)*(2))*((6)-((6)*(0))))-(((8)*((7)*(9)))*((9)*((5)*(6))))))*(((((3)*(9))*((9)-((9)*(6))))*(((2)+((4)+(0)))+((9)+((2)+(3)))))+((((5)+((9)+(9)))+((x)*((x)+(4))))+(((9)*((1)+(5)))-((8)*((0)-(6)))))))*((((((5)+(5))+((9)-((2)+(2))))-(((x)+(6))*((4)-((4)*(0)))))-((((1)-(7))*((5)*((1)-(8))))*(((6)*((6)*(1)))*((3)*((1)-(7))))))*(((((8)*(5))*((4)*((7)-(7))))-(((5)+((0)+(8)))-((7)+((8)-(0)))))*((((3)*(9))*((x)*((3)*(3))))*(((x)*((7)*(x)))+((x)+((1)*((1)*(5))))))))),((0)+(x)),AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,DivXD|AddTreeWithDiv|SubXD|MultXD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|SubXD|FellTreeD|AddXD|MultXD|FellTreeD|DivXD|SkipD|AddXD,AddToLeafR,AddTreeWithDiv,31,29,33,33,6
33,(x),20,-10,0.017526281924350292,-0.01701492537313433,0.01999999857887168,-0.01701492537313433,2436062.12723,0.67,70366622.576,0.67,1,1,0.19590586106507765,0,13247339586883480000000,0,1324718662352732000000000,0,(((((((x)*((9)*(7)))*((8)*((9)*(6))))*(((4)*((3)*(5)))*((x)*((4)*(5)))))*((((x)*((2)*(6)))*((1)*((9)*(3))))*(((6)*((2)*(9)))*((8)+((7)*(x))))))*(((((5)+((9)*(5)))*((x)+((7)*(8))))-(((8)*((0)+(9)))*((3)-((3)-(2)))))-((((5)*((2)+(9)))+((x)+((0)+(4))))+(((2)+((3)-(3)))*((1)+((9)+(0)))))))+((((((9)+(5))+((6)+((7)+(3))))*(((0)+((2)+(0)))+((7)-((2)-(0)))))-((((2)+((2)+(2)))+((3)-((9)-(5))))+(((x)-((6)-(1)))+((x)+((5)*(1))))))*(((((2)-(0))*((8)+((3)+(1))))*(((7)+((6)*(2)))-((9)*((1)+(6)))))+((((7)+((1)+(0)))+((9)+((8)+(4))))+(((1)+((1)+(6)))+((3)+((x)+((x)-(3))))))))),(((0)*(x))*((x)+(x))),DeleteMaliciousR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|AddToLeafR|AddTreeWithAdd|AddTreeWithAdd|DeleteMaliciousR|AddToLeafR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,SkipD|AddTreeWithDiv|FellTreeD|MultXD|AddXD|FellTreeD|SkipD|SubXD|AddXD|SubXD|MultXD|FellTreeD|AddTreeWithDiv|MultXD|AddXD,AddTreeWithAdd,FellTreeD,32,30,34,34,6
34,(x),20,-10,0.017669669294428005,0.007856376391691719,0.019999999581469783,0.02,4258017.17325,1.4988288814243,238931374.07,0,1,1,0.39051813934004626,0,33160911345855350000000,0,3316091013440992000000000,0,(((((((x)*((8)*(4)))-((x)*((6)-(3))))+(((2)-((x)*(4)))+((6)-((9)+(0)))))*((((3)*((5)*(0)))-((9)+((3)+(5))))+(((8)+((9)+(8)))+((4)-((0)*(6))))))-(((((8)+((4)-(1)))*((7)*((4)*(7))))+(((5)+((6)*(7)))*((x)+((9)-(0)))))-((((4)+((1)-(7)))+((0)+((0)-(8))))*(((4)*((6)*(8)))+(((7)+(5))+((4)*(8)))))))*((((((7)*((9)*(2)))*((4)*((9)*(1))))+(((2)+((1)+(6)))+((9)*((7)*(x)))))*((((9)*((7)-(5)))*((3)-((x)*(8))))-(((2)*((6)*(8)))+((x)+((x)*(8))))))*(((((2)*((3)*(6)))-((0)-((3)-(8))))+(((1)*((3)-(6)))*((9)-((0)*(7)))))*((((5)+((6)*(6)))+((5)*((7)+(4))))+(((1)*((3)*(x)))*((6)-((3)*((8)+(1))))))))),(((0)*(x))*((x)+(x))),ReplaceBranchXR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|ReplaceBranchR|AddToLeafR|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,AddTreeWithDiv|AddTreeWithDiv|MultXD|DivXD|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithDiv|AddXD|SubXD|SubXD|FellTreeD|MultXD|MultXD|AddXD,AddToLeafR,AddTreeWithDiv,33,32,35,35,6
35,(x),20,-10,0.01594796726311233,-0.01,0.019999999962413015,0.02,47269702.800079994,0.2,2660495460.97,0,1,1,0.40484770475445914,0,701972220127450400000000000,0,6051428759483965000,0,(((((((x)+(3))*((0)+((5)+(9))))+(((7)+((0)+(3)))+((4)+((3)*(8)))))-((((8)+((8)*(2)))*((9)+((8)+(6))))-(((3)-((4)*(4)))*((5)*((1)+(1))))))+(((((0)+((6)-(7)))+((9)*((7)*(6))))*(((5)*((x)*(3)))+((8)*((4)+(9)))))+((((7)+((0)+(6)))+((8)+((3)+(9))))*(((2)*((1)+(7)))+((8)+((6)+(9)))))))+((((((2)-(9))+((5)*((0)*(7))))*(((6)*((6)*(7)))*((0)*((4)+(x)))))+((((5)+(4))+((4)+((6)+(1))))+(((4)*((3)*(6)))*((9)*((x)*(1))))))-(((((9)*(1))-((6)*((5)+(2))))-(((4)-((7)*(x)))*((8)*((4)+(2)))))+((((2)+((1)+(0)))-((2)*((3)-(2))))*(((6)-((0)+(0)))-((3)*((3)+((2)-(5))))))))),(((0)*(x))*((x)+(x))),ReplaceBranchXR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,AddTreeWithDiv|AddTreeWithDiv|MultXD|DivXD|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithDiv|AddXD|SubXD|SubXD|FellTreeD|MultXD|MultXD|AddXD,AddToLeafR,AddTreeWithDiv,35,32,36,36,6
36,(x),20,-10,0.015241030558824833,-0.01701492537313433,0.019999999956495568,-0.01701492537313433,31847332.218709998,0.67,2298616287.86,0.67,1,1,0.3368265861661293,0,221508319065700080000000,0,4526704602193185300,0,(((((((x)*(8))*((1)*((4)*(x))))*(((8)*((2)*(5)))*((1)*((8)+(3)))))*((((6)-((5)+(6)))+((2)+((9)+(7))))+(((2)+((3)+(x)))-((0)+((3)+(2))))))*(((((x)-(8))+((0)+((4)+(6))))-(((2)-((5)-(3)))+((x)+((6)+(9)))))*((((6)-((5)*(4)))+((x)+((1)-(7))))*(((8)*((6)+(6)))+((6)*((2)*(7)))))))*((((((9)+(0))+((4)-((1)-(4))))-(((8)-((2)*(7)))*((5)*((2)*(5)))))-((((4)-(8))+((1)*((6)*(6))))*(((8)-((5)-(8)))+((5)+((6)*(7))))))+(((((3)*(2))+((9)*((8)-(2))))-(((5)-((9)+(1)))+((8)-((7)*(3)))))*((((x)+((6)-(5)))+((2)+((6)+(3))))+(((4)+((7)+(9)))+((4)+((7)*((9)+(5))))))))),(((0)*(x))/((x)+(x))),ReplaceBranchXR|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,FellTreeD|AddTreeWithDiv|DivXD|DivXD|AddXD|DivXD|AddTreeWithDiv|SubXD|AddTreeWithDiv|SubXD|SubXD|FellTreeD|MultXD|DivXD|AddXD,AddToLeafR,DivXD,36,32,37,37,6
37,(x),20,-10,0.01599997200104001,0.01680088682398958,0.019999999994718735,0.02,245983537.74065995,84240790.52023327,18934857929.691,0,1,1,0.3996134303853167,0,2409243945187664200000000000,0,240924394518355080000000000000,0,(((((((x)*((0)+(x)))*((5)+((9)+(7))))+(((3)+((0)+(5)))+((1)+((0)+(4)))))*((((9)+((4)+(7)))-((4)-((3)*(x))))*(((4)*((7)*(8)))+(((9)+(3))+((6)*(5))))))+(((((0)-((2)-(5)))*((x)-((5)*(5))))*(((5)*((6)*(6)))*((7)*((3)*(4)))))*((((9)*((x)+(8)))+((5)-((3)+(2))))+(((8)+((4)+(3)))+(((9)+(6))+((1)+(9)))))))+((((((7)+((9)*(x)))*((1)*((4)*(1))))*(((4)+((6)-(4)))-((8)-((6)*(8)))))*((((9)*((6)*(1)))+((x)-((9)*(3))))*(((x)*((6)*(4)))*((1)*((x)*(6))))))*(((((5)*((3)*(7)))*((5)*((5)+(5))))-(((x)-((9)-(7)))-((8)*((9)-(3)))))+((((5)-((3)-(x)))+((5)+((5)+(9))))+(((4)+((3)+(6)))+((1)+((9)+((x)*(1))))))))),(((0)*(x))*((x)+(x))),AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,DivXD|AddTreeWithDiv|SubXD|MultXD|DivXD|FellTreeD|AddTreeWithDiv|MultXD|AddXD|SubXD|SubXD|FellTreeD|MultXD|MultXD|AddXD,AddToLeafR,MultXD,31,34,38,38,6
38,(x),20,-10,0.01663837299534332,0.011259661240681224,0.019999999999585252,0.02,3293524289.3467298,0.5689834740108536,241110574754.21,0,1,1,0.4547025501742612,0,142044048401089300000000,0,14204399257543382000000000,0,(((((((x)+(1))+((7)-((3)-(x))))-(((2)+((8)-(5)))+((8)*((8)*(2)))))*((((5)*((7)*(4)))+((4)*((7)*(x))))-(((6)*((5)-(4)))-((7)+((0)-(3))))))*(((((6)*(1))+((2)*((8)-(2))))+(((7)*((7)-(4)))-((3)*((0)+(3)))))+((((0)+((0)+(5)))+((1)+((5)+(8))))*(((4)*((1)-(7)))*((x)*((x)-(x)))))))-((((((3)+(9))*((3)*((x)*(8))))*(((3)*((8)*(4)))*((5)*((1)*(6)))))*((((5)*(1))*((8)+((5)*(4))))+(((8)*((5)*(2)))+((1)-((7)*(2))))))+(((((5)*(6))+((8)+((x)+(5))))*(((2)-((2)*(3)))-((0)*((9)+(9)))))*((((9)+(4))*((0)+((x)+(x))))+(((7)*((2)*(5)))-((9)-((6)+((4)*(x))))))))),(((0)*(x))*((x)+(x))),ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchR|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,AddTreeWithDiv|AddTreeWithDiv|MultXD|DivXD|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithDiv|AddXD|SubXD|SubXD|FellTreeD|MultXD|MultXD|AddXD,AddToLeafR,AddTreeWithDiv,37,32,39,39,6
39,(x),20,-10,0.01851343122845489,0,0.019999999996656588,0.02,623524431.6711699,0.1,29909557635.57,0,1,1,0.42946114658047846,0,896150566774611300000000,0,89615056095498100000000000,0,(((((((4)+((4)+(2)))+((7)+((2)+(x))))+(((5)*((4)+(4)))*((x)*((x)+(9)))))+((((9)+((5)+(9)))+((4)+((x)+(4))))+(((x)+((6)+(9)))+((9)+((x)+(2))))))-(((((8)*((9)-(3)))*((5)+((8)+(7))))+(((6)+((2)*(4)))+((4)+((4)+(9)))))+((((5)+((2)+(3)))+((7)+((9)*(4))))+(((8)-((5)-(5)))*(((7)+(9))*((4)+(5)))))))+((((((4)+(9))+((8)*((x)*(4))))*(((2)*((9)*(3)))+((8)-((1)-(8)))))*((((3)*((x)*(9)))*((x)*((8)*(8))))*(((5)-((x)+(7)))*((2)-((5)+(x))))))*(((((3)-((9)+(5)))+((2)+((3)+(3))))+(((6)+((6)+(x)))*((x)*((6)*(8)))))*((((0)*((3)*(0)))*((2)+((3)+(7))))-(((6)-((1)*(4)))*((8)*((x)*((4)-(2))))))))),(((0)*(x))*((x)+(x))),AddTreeWithAdd|ReplaceBranchXR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,FellTreeD|AddTreeWithDiv|DivXD|DivXD|AddXD|DivXD|AddTreeWithDiv|SubXD|AddTreeWithDiv|SubXD|SubXD|FellTreeD|MultXD|MultXD|AddXD,AddToLeafR,AddTreeWithDiv,38,37,40,40,6
40,(x),20,-10,0.018731446428692747,0.017998315229633036,0.019999999989832044,0.02,220818450.84607998,2.060195270589111,9834816756.174,0,1,1,0.4019109873268521,0,839624268178044100000000,0,83962426817609480000000000,0,(((((((6)+((1)+(0)))+((2)+((9)+(x))))*(((2)*((6)*(7)))*((8)*((7)*(9)))))*((((4)*((9)*(3)))*((0)*((9)-(6))))-(((4)-((x)+(7)))-((5)+((3)+(8))))))+(((((4)+((4)+(1)))+((6)+((6)-(2))))-(((2)+((9)*(4)))*((7)*((2)*(x)))))*((((8)*((4)*(x)))*((3)*((7)*(3))))+(((3)+((1)+(6)))+((4)*((4)*(3)))))))-((((((5)+(7))+((7)+((x)-(0))))+(((1)-((6)*(8)))-((7)*((3)+(6)))))+((((x)+((6)+(4)))+((0)*((5)-(0))))*(((7)-((3)+(4)))*((0)+((2)*(8))))))-(((((6)+(0))+((3)-((2)*(x))))-(((3)-((6)-(9)))*((1)+((4)+(9)))))+((((1)+((9)*(5)))*((7)*((7)*(3))))*(((1)*((6)*(4)))*((0)-((4)+((0)+(4))))))))),(((0)*(x))*((x)+(x))),AddTreeWithAdd|ReplaceBranchXR|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,DivXD|AddTreeWithDiv|MultXD|MultXD|AddXD|FellTreeD|AddTreeWithDiv|SubXD|AddXD|SubXD|SubXD|FellTreeD|MultXD|MultXD|AddXD,AddToLeafR,MultXD,40,32,41,41,6
41,(x),20,-10,0.01694481468123431,0.02,0.019999999997762186,0.02,752632767.4277802,0,44686490734.682,0,1,1,0.41456751536057995,0,286207724270392350000000000,0,28620772426874576000000000000,0,(((((((x)+(6))*((7)-((6)+(3))))+(((4)*(8))*((5)*((7)*(6)))))*((((9)*(6))*((9)*((8)-(7))))+(((x)+(0))+((6)+((2)+(3))))))+(((((7)+(1))+((1)-((9)*(4))))*(((x)*(3))-((x)+((5)-(9)))))*((((7)*(2))+((2)*((4)-(2))))+(((2)*((4)*(3)))-((3)+((1)*(1)))))))-((((((2)*(6))*((8)-((2)*(3))))+(((3)-(7))+((x)-((7)*(7)))))*((((5)*(8))*((4)*((4)+(9))))+(((x)-(0))+((8)-((8)*(8))))))*(((((8)*(4))*((7)*((6)*(5))))*(((5)-(0))+((8)*((4)*(7)))))+((((5)+(4))*((4)-((1)+(3))))*(((6)+(5))*((9)*((2)-((5)*(3))))))))),(((0)*(x))*((x)+(x))),AddTreeWithAdd|ReplaceBranchXR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,AddXD|AddTreeWithDiv|DivXD|DivXD|DivXD|DivXD|AddTreeWithDiv|SubXD|AddTreeWithDiv|SubXD|SubXD|FellTreeD|MultXD|DivXD|AddXD,AddToLeafR,DivXD,34,39,42,42,6
42,(x),20,-10,0.01758691198891895,-0.0011497810129764841,0.01999999999957876,0.02,2462176848.44063,4.856377896367948,237394664380.04,0,1,1,0.5588898697167626,0,320597942932807460000000,0,13687733482604999000,0,(((((((x)*((1)*(5)))*((1)-((9)*(3))))+(((9)*((6)*(x)))*((0)*((5)*(9)))))*((((5)*((7)-(4)))*((5)*((7)*(4))))*(((4)*((2)-(2)))-((3)+((5)+(5))))))+(((((3)*((7)-(5)))*((7)-((1)*(9))))*(((5)*((4)*(3)))*((9)*((3)*(5)))))*((((x)*((x)+(0)))-((4)+((3)-(3))))*(((x)*((x)+(7)))*((1)+((2)*(2)))))))+((((((5)+(3))-((6)*((5)*(8))))*(((1)-((3)*(2)))*((5)*((8)-(7)))))+((((1)-((5)*(8)))*((5)-((6)*(3))))+(((5)+((4)*(4)))+((3)-((2)-(3))))))+(((((8)*((2)+(7)))-((0)+((7)+(0))))*(((0)-((5)*(4)))+((5)*((3)+(0)))))+((((5)+((0)+(0)))+((9)+((4)+(8))))*(((6)-((0)-(2)))*((9)+((4)+((1)+(6))))))))),(((0)*(x))*((x)+(x))),ReplaceBranchXR|ReplaceBranchXR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,AddTreeWithDiv|AddTreeWithDiv|MultXD|SkipD|FellTreeD|FellTreeD|SkipD|SkipD|AddXD|MultXD|DivXD|FellTreeD|MultXD|MultXD|AddXD,AddToLeafR,MultXD,41,40,43,43,6
43,(x),20,-10,0.01614525834893615,0.010007920885321422,0.019999999998252135,0.02,1412076544.5120897,54.44380365410208,57212705042.196,0,1,1,0.2838833377145613,0,8566705002986356000000000,0,2581882664481727000,0,(((((((x)+(1))*((6)*((2)-(5))))+(((5)-(6))+((6)+((5)+(6)))))*((((8)+(7))+((x)+((7)+(x))))*(((3)+(4))*((x)+((4)+(x))))))+(((((1)*(2))+((5)*((5)-(0))))-(((8)*(7))+((x)-((6)*(5)))))*((((8)*(5))*((x)*((3)*(5))))*(((x)*(5))*((7)*((8)*(4)))))))*((((((x)*(6))+((1)+(x)))*(((x)*(2))+((0)+((9)*(2)))))*((((7)*(7))*((6)+((5)-(1))))*(((1)+(3))-((3)*((8)-(3))))))*(((((9)*(4))+((0)+((4)+(1))))+(((2)+(4))+((6)+((3)+(x)))))+((((9)-(3))+((6)+((3)-(3))))-(((8)-(2))*((5)+((7)+((2)-(1))))))))),(((0)*(x))*((x)+(x))),ReplaceBranchXR|ReplaceBranchXR|AddToLeafR|AddRandomSubTreeR|DeleteTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,DivXD|SubXD|MultXD|SkipD|AddTreeWithDiv|FellTreeD|SkipD|SkipD|AddXD|SubXD|SubXD|AddXD|MultXD|MultXD|AddXD,AddToLeafR,MultXD,43,36,44,44,6
44,(x),20,-10,0.016899140663841957,0,0.019999999923453204,0,60445268.64136,0.1,1306390375.536,0.1,1,1,0.3789950872222031,0,3784720112238117000000000,0,378472011217004500000000000,0,(((((((x)-((8)+(5)))*((5)-((3)+(8))))-(((2)+((4)*(3)))*((0)*((8)+(1)))))+((((3)+((x)+(9)))+((x)+((9)+(4))))+(((2)+((1)+(0)))+((2)+((2)+(5))))))+(((((7)*((3)+(7)))+((9)+((4)+(6))))+(((9)+((2)+(8)))*((3)*((x)*(3)))))*((((x)*((2)*(0)))-((7)-((4)+(7))))-(((9)*((8)*(2)))*((2)*((9)*(9)))))))*((((((5)-(1))*((4)+((6)*(3))))*(((3)*((6)+(x)))*((7)+((7)+(0)))))+((((8)+((4)+(x)))+((7)+((0)-(0))))-(((5)*((3)+(6)))-((3)-((0)-(5))))))-(((((0)-((8)-(2)))-((9)*((8)-(9))))*(((9)*((3)*(5)))*((6)*((9)*(x)))))*((((x)+((4)*(3)))-((8)*((4)-(1))))-(((8)*((5)*(9)))+((5)+((8)+((1)+(2))))))))),(((0)*(x))*((x)+(x))),AddTreeWithAdd|ReplaceBranchXR|AddToLeafR|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|AddTreeWithMult|AddTreeWithAdd|AddTreeWithAdd|AddToLeafR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,AddTreeWithDiv|AddTreeWithDiv|MultXD|SkipD|FellTreeD|FellTreeD|SkipD|SkipD|AddXD|MultXD|DivXD|FellTreeD|MultXD|MultXD|AddXD,AddTreeWithAdd,MultXD,43,40,45,45,6
