gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
11,(x),20,-10,0.014362779138616373,-0.01993455768418055,0.019999998692111744,-0.0178021978021978,1090204.8946099998,993700823.56095,76459131.394,0.91,1,1,0.38730256562868903,0,59714506918385670000000000000,0,5971450691786814000000000000000,0,(((((((x)*(0))-((3)*((5)*(9))))*(((7)*((3)*(4)))*((5)*((6)*(8)))))*((((8)-((6)+(8)))+((6)+((6)+(x))))+(((6)+((7)+(3)))+((6)+((8)+(1))))))+(((((8)+(8))+((7)+((5)+(9))))+(((0)+((4)*(8)))*((7)*((8)*(3)))))*((((9)*((8)*(x)))*((x)*((9)*(8))))*(((8)*((1)*(9)))*((8)+((1)+(2)))))))+((((((5)+(x))+((1)+((6)+(3))))+(((7)+((4)+(4)))+((3)-((2)*(x)))))*((((x)*(5))*((9)*((2)*(7))))*(((6)*((7)*(3)))*((x)+((4)+(1))))))*(((((1)-(2))*((x)+((4)*(9))))*(((2)*((x)*(5)))-((1)-((x)-(4)))))-((((5)-((2)-(3)))-((x)-((0)-(1))))-(((3)-((5)-(1)))-((x)-((2)+((0)-(6))))))))),(((0)*(x))/((x)+(x))),AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|AddTreeWithAdd,DivXD|AddTreeWithDiv|MultXD|MultXD|AddXD|FellTreeD|MultXD|SubXD|AddXD|MultXD|SubXD|FellTreeD|MultXD|DivXD|AddXD,AddTreeWithAdd,MultXD,11,6,12,12,6
12,(x),20,-10,0.014492590416205818,-0.019999864400606377,0.019999999828830127,-0.019996940876316573,8641186.991579998,26179336230140.91,584214958.0680001,653.7819999999999,1,1,0.5376193455064148,0,36435957565222150000000,0,171203299786487820000,0,(((((((7)*(6))*((3)+(1)))+(((8)+(4))+((1)+((3)+(0)))))+((((7)*(5))-((4)+((1)*(1))))-(((8)+(2))+((5)*((6)+(5))))))*(((((5)*(0))*((3)*((4)*(2))))*(((2)*(9))+((2)*((2)*(9)))))*((((9)*(1))*((2)*((7)*(8))))*(((x)*(7))*((9)*((4)*(8)))))))*((((((6)*(1))*((5)*(3)))+(((1)+(8))+((4)+((9)*(9)))))*((((1)*(8))*((3)*((1)*(3))))*(((2)+(3))+((4)*((3)*(x))))))*(((((4)*(7))*((1)*(x)))*(((9)*(6))-((3)-((x)-(x)))))+((((4)-(7))*((x)*((1)+(1))))-(((4)+(3))*((4)+((3)-((2)*(6))))))))),(((0)*(x))*((x)+(x))),ReplaceBranchXR|AddTreeWithAdd|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithMult|AddTreeWithMult|DeleteMaliciousR|AddToLeafR|MutateTerminalR|AddTreeWithMult|AddTreeWithMult|AddTreeWithMult,SkipD|AddTreeWithDiv|DivXD|DivXD|AddXD|FellTreeD|MultXD|SubXD|AddXD|MultXD|SubXD|FellTreeD|MultXD|MultXD|AddXD,AddTreeWithMult,MultXD,12,10,13,13,6
13,(x),20,-10,0.016786874882650234,-0.01997229180175776,0.01999999999124845,0.02,451017459.3554099,3986297980427.683,11426542689.7,0,1,1,0.5504873106399384,0,11832152392429250000000000,0,28822650827277810000000,0,(((((((1)*(6))*((6)*((8)*(6))))*(((2)*((9)*(5)))+((0)-((8)-(2)))))+((((7)+(5))+((7)+((0)+(6))))+(((7)*((0)*(6)))*((4)*((8)*(1))))))+(((((3)-(2))+((5)-((2)+(7))))-(((4)*((4)*(0)))*((x)-((5)-(2)))))-((((6)-(6))*((1)+((3)-(3))))*(((0)*((7)+(7)))+((6)+((2)-(2)))))))*((((((5)*(x))*((0)*((2)*(4))))*(((x)*(8))*((8)-((1)*(7)))))+((((9)+(3))*((3)+((9)+(0))))+(((7)+((1)*(4)))*((x)-((x)*(7))))))*(((((8)*(8))*((7)*((6)*(8))))*(((2)*((9)*(7)))*((2)*((6)*(3)))))*((((9)*(4))*((x)*((3)*(6))))*(((3)*((6)*(8)))*((1)*((3)+((0)*(4))))))))),(((0)*(x))*((x)+(x))),ReplaceBranchXR|DeleteTerminalR|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddTreeWithMult,DivXD|AddTreeWithDiv|MultXD|AddTreeWithDiv|DivXD|FellTreeD|AddTreeWithDiv|SubXD|AddXD|MultXD|SubXD|FellTreeD|MultXD|MultXD|AddXD,AddTreeWithMult,MultXD,13,11,14,14,6
14,(x),20,-10,0.014627818477828425,0.02,0.019999997384214662,0.02,544851.3673899998,0,38229436.72,0,1,1,0.46639732211348567,0,109573211588746370000000,0,3079586020415719400,0,(((((((3)+(4))+((4)+(2)))+(((8)*(5))*((8)*(9))))*((((x)*(5))*((8)*(5)))+(((3)+(4))+((8)+((1)*(2))))))*(((((2)+(6))+((6)+(5)))+(((6)+(9))+((9)+((7)*(x)))))*((((x)*(4))*((x)*(1)))*(((9)+(3))+((4)+((6)-(7)))))))-((((((6)*(1))+((1)*(2)))*(((9)*(x))-((3)+(7))))+((((1)+(0))-((x)*(3)))+(((7)*(3))*((6)-((9)*(2))))))+(((((8)*(2))+((0)*(9)))+(((x)*(1))*((2)*(7))))+((((x)+(4))-((x)*(4)))+(((x)*(5))*((7)*((6)+((1)+(6))))))))),(((0)*(x))*((x)+(x))),ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteMaliciousR|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,DivXD|AddTreeWithDiv|MultXD|MultXD|AddXD|FellTreeD|MultXD|FellTreeD|FellTreeD|MultXD|SubXD|FellTreeD|MultXD|MultXD|AddXD,AddRandomSubTreeR,MultXD,13,11,15,15,6
15,(x),20,-10,0.01574516355836235,-0.019954869385472255,0.01999999999008857,0.02,160825948.61639997,31442120525752050,10089361501.536,0,1,1,0.49082398165901064,0,1116163919858037400000000,0,5176282485340116000,0,(((((((x)+(8))+((3)+((0)*(0))))*(((3)*((0)*(5)))*((3)*((8)*(5)))))-((((8)-((2)*(8)))-((7)+((9)+(4))))*(((2)-((5)-(0)))+((7)-((2)+(3))))))+(((((8)*((9)-(3)))-((7)-((x)-(8))))-(((7)-((8)-(5)))-((6)-((6)-(3)))))*((((9)*((6)*(8)))*((4)*((3)*(7))))*(((2)*((8)*(3)))*((4)+((1)+(x)))))))*((((((3)*(6))-((4)*((7)+(9))))+(((7)+((9)-(x)))-((1)+((1)*(7)))))*((((6)*((2)-(2)))+((5)+((4)*(1))))*(((2)+((6)*(x)))-((3)*((2)*(5))))))*(((((x)*(3))*((2)*((1)*(6))))*(((2)*((5)*(9)))*((x)*((5)*(2)))))*((((6)*((3)+(9)))-((2)*((0)+(x))))+(((7)+((5)*(7)))*((4)-((x)-((8)*(5))))))))),(((0)*(x))*((x)+(x))),MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|AddTreeWithMult|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|AddToLeafR|AddTreeWithMult|AddTreeWithMult,DivXD|AddXD|DivXD|AddXD|AddXD|FellTreeD|MultXD|MultXD|FellTreeD|SubXD|DivXD|FellTreeD|MultXD|MultXD|AddXD,AddTreeWithMult,AddXD,15,10,16,16,6
16,(x),20,-10,0.016508860708934005,-0.019619192688499612,0.019999999991946685,0.02,297911385.32896,5.251999999999999,12417246084.895,0,1,1,0.48396579857757005,0,1351443012544290200000000,0,135144297827492440000000000,0,(((((((x)*(5))-((x)-((x)-(4))))+(((5)-((2)*(0)))+((0)-((9)-(3)))))*((((9)*(6))-((0)*((1)*(0))))-(((9)-((x)+(8)))+((2)*((6)-(9))))))*(((((4)-(7))+((1)*((6)*(4))))*(((9)*((9)*(6)))*((8)*((9)*(4)))))*((((x)*((x)-(3)))+((0)+((3)+(2))))*(((6)*((8)-(7)))*((9)+((3)*(7)))))))*((((((5)*(6))*((x)*((3)*(8))))-(((x)-((6)+(x)))+((6)*((1)-(1)))))-((((1)-(6))*((2)*((3)+(2))))-(((4)*((x)+(6)))*((6)*((7)*(4))))))*(((((5)*(7))*((x)*((8)*(1))))+(((2)*((x)*(1)))-((9)*((1)+(x)))))+((((7)+(7))+((7)+((3)+(5))))+(((1)+((8)*(x)))*((3)-((5)-((7)*(7))))))))),((0)*((x)+(x))),ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,SkipD|AddTreeWithDiv|DivXD|DivXD|DivXD|SkipD|AddXD|AddXD|SkipD|MultXD|SubXD|AddXD|MultXD|SkipD|AddXD,AddRandomSubTreeR,SkipD,16,11,17,17,6
17,(x),20,-10,0.01612515142991236,-0.000002348577224338122,0.019999999995491936,0.02,226032564.75466007,694231238454.1631,22182474044.87,0,1,1,0.5943939555036537,0,335672419985180760000000,0,33567241145216433000000000,0,(((((((x)*(x))-((0)*((3)-(8))))-(((0)*(2))*((7)*((6)*(5)))))*((((8)*(x))*((7)*((1)*(9))))*(((9)*((6)*(2)))-((x)+((5)+(9))))))+(((((0)-(7))*((x)*((2)-(4))))+(((3)-(8))-((x)-((x)-(3)))))*((((1)*(5))+((x)+((1)+(1))))-(((2)-((0)*(8)))*((8)*((9)*(6)))))))+((((((2)*(x))+((4)+((9)+(1))))*(((1)+(0))-((2)*((0)+(2)))))+((((x)*(7))-((1)*((3)*(5))))-(((9)*(3))*((0)+((1)*(2))))))-(((((8)*(1))*((2)+((x)*(4))))*(((2)*(2))*((4)*((4)+(0)))))*((((3)*(8))*((4)+((6)-(x))))-(((8)-(3))+((4)-((0)*((9)+(9))))))))),(((0)*(x))*((x)+(x))),ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,DivXD|AddXD|SubXD|SkipD|AddXD|FellTreeD|MultXD|FellTreeD|AddTreeWithDiv|SubXD|DivXD|FellTreeD|MultXD|MultXD|AddXD,AddRandomSubTreeR,AddXD,17,6,18,18,6
18,(x),20,-10,0.017432256364128308,0.003265782729287413,0.0199999999994359,0.02,1773450063.0596902,5535937538.961628,177272542099.86,0,1,1,0.4259336383867405,0,2450220383107606300000000,0,245022038301130600000000000,0,(((((((x)*((x)+(x)))+((8)*((6)-(7))))-(((7)-((9)-(6)))*((x)-((7)*(6)))))*((((8)+((8)+(1)))+((1)+((1)+(9))))*(((8)*((6)*(8)))*((1)*((9)*(5))))))*(((((8)*((7)*(x)))*((1)+((3)+(8))))+(((7)+((4)+(4)))+((8)+((4)+(8)))))+((((6)+((8)+(0)))+((4)+((2)+(1))))+(((5)+((5)+(2)))+((9)+((x)+(x)))))))-((((((0)+(4))+((1)*((5)+(5))))*(((6)*((6)*(8)))*((1)-((3)+(9)))))*((((3)*((7)+(9)))+((9)*((5)*(1))))*(((x)*((5)*(4)))*((3)*((6)*(0))))))-(((((x)-(3))*((1)*((3)*(6))))*(((3)*((4)*(8)))*((4)-((4)-(1)))))-((((9)-((3)-(0)))*((2)*((5)*(9))))*(((1)-((6)*(9)))+((3)*((0)*((x)-(9))))))))),((0)*((x)+(x))),DeleteMaliciousR|AddTreeWithAdd|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,SkipD|AddTreeWithDiv|AddXD|DivXD|SkipD|SkipD|AddTreeWithDiv|AddXD|FellTreeD|SubXD|SubXD|FellTreeD|MultXD|SkipD|AddXD,AddRandomSubTreeR,SkipD,13,17,19,19,6
19,(x),20,-10,0.017461539898373235,0.0013853007154096767,0.01999999999637451,0.02,506932867.11373,3.483903798642617,27582491219.186,0,1,1,0.47315302916634605,0,103603322866790240000000,0,82050559269822680000,0,(((((((1)+((0)*(8)))-((5)-((x)*(x))))*(((2)*((2)*(2)))*((6)*((0)*(1)))))-((((5)*((2)-(1)))-((8)*((x)-(2))))-(((2)+((9)-(5)))-((5)-((5)-(4))))))+(((((4)*((8)*(2)))+((9)-((x)-(2))))-(((x)*((1)*(9)))+((0)+((6)*(4)))))+((((3)*((1)*(8)))+((4)+((8)+(2))))+(((9)*((1)*(5)))*((0)+((8)+(2)))))))+((((((1)+(9))+((6)*((7)*(5))))+(((9)-((8)+(2)))-((0)+((6)+(5)))))+((((8)*((6)*(9)))*((5)*((8)*(5))))*(((4)*((x)*(7)))+((1)*((3)*(3))))))*(((((8)-(7))+((7)*((6)*(4))))*(((7)*((x)+(9)))+((6)+((0)*(6)))))+((((7)+((0)+(7)))+((9)+((x)+(3))))+(((3)+((6)*(1)))+((8)-((6)+((6)-(x))))))))),(((0)*(x))*((x)+(x))),ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,SubXD|FellTreeD|SkipD|DivXD|AddTreeWithDiv|SkipD|DivXD|SubXD|MultXD|MultXD|SubXD|FellTreeD|MultXD|MultXD|AddXD,AddRandomSubTreeR,MultXD,19,16,20,20,6
20,(x),20,-10,0.01596143170614994,0.0012184585614682306,0.01999999999795741,0.02,537086536.35685,9776209639102697000,48957383614.897,0,1,1,0.4024196923359677,0,2309718593465011500000000,0,230971839752928540000000000,0,(((((((x)+(0))-((8)*((6)+(8))))-(((1)+((7)+(6)))*((2)-((6)+(4)))))*((((2)-((1)*(3)))*((7)*((3)*(7))))*(((7)*((9)+(3)))+((4)+((5)+(0))))))+(((((7)+(5))-((8)-((9)*(0))))+(((1)*((0)+(3)))*((2)*((7)*(4)))))*((((9)-((1)*(1)))*((2)+((x)+(6))))+(((5)+((4)+(9)))+((6)+((1)*(4)))))))*((((((x)*(9))*((8)*((5)*(2))))*(((8)*((3)+(2)))*((7)*((0)-(6)))))-((((x)*(9))*((8)*((4)*(5))))*(((x)*((5)*(9)))*((9)+((3)-(5))))))+(((((1)+(4))*((6)*((6)*(8))))*(((2)*((x)*(4)))*((3)+((9)*(6)))))*((((5)+((2)+(0)))+((9)+((2)+(9))))+(((4)+((3)+(9)))+((x)-((8)*((2)-(0))))))))),(((0)*(x))*((x)+(x))),ReplaceBranchXR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|DeleteTerminalR|MutateNonTerminalR|AddTreeWithMult,DivXD|AddTreeWithDiv|MultXD|AddTreeWithDiv|DivXD|FellTreeD|AddTreeWithDiv|SubXD|AddTreeWithDiv|SubXD|DivXD|FellTreeD|MultXD|MultXD|AddXD,AddToLeafR,AddTreeWithDiv,12,17,21,21,6
21,(x),20,-10,0.018768095278455032,0,0.019999999999366955,0,1779599206.0361602,0.1,157965922824.112,0.1,1,1,0.4908548732253517,0,1051788553399001700000000000,0,1061036321492685700000000,0,(((((((x)-(8))+((4)+((6)+(9))))+(((5)-((1)*(4)))*((1)+((2)+(6)))))-((((x)+((8)+(3)))*((4)+((0)*(5))))*(((7)*((6)*(x)))-((2)+((3)+(5))))))*(((((9)*(3))-((x)*((6)*(9))))*(((6)*((4)*(8)))*((7)*((9)*(5)))))*((((7)*((5)*(2)))*((7)*((x)*(2))))*(((6)+((1)-(9)))*((5)-((0)+(5)))))))*((((((5)+(8))-((4)-((8)*(9))))*(((7)*((4)*(1)))*((9)-((0)+(3)))))*((((7)+(0))-((4)+((5)+(0))))*(((8)*((8)*(1)))+((2)*((4)*(7))))))*(((((9)*(4))*((x)*((5)*(1))))*(((8)+((7)+(6)))+((x)+((8)*(4)))))*((((4)*(x))*((9)*((5)*(2))))*(((7)+((5)+(0)))+((3)+((1)+((9)-(2))))))))),(((0)*(x))*((x)+(x))),ReplaceBranchXR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithMult|AddTreeWithMult|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,SkipD|AddTreeWithDiv|DivXD|DivXD|AddXD|SkipD|DivXD|AddXD|AddXD|MultXD|SubXD|FellTreeD|MultXD|MultXD|AddXD,AddTreeWithMult,AddXD,19,19,22,22,6
22,(x),20,-10,0.016302154202722113,0,0.019999999993908793,0,513620565.43043005,0.1,16417103483.51,0.1,1,1,0.47949521698204467,0,26495182758864145000000000000,0,2137339388965470000000000,0,(((((((2)+(5))+((9)+((6)+(3))))+(((0)+((2)*(2)))*((1)*((1)*(8)))))*((((6)*(5))*((2)+((1)+(3))))+(((8)*((5)*(5)))*((2)-((x)*(x))))))*(((((5)*(6))*((x)*((6)*(6))))*(((5)*((2)+(4)))*((5)-((5)*(9)))))+((((6)*((3)*(0)))+((7)-((5)+(1))))*(((x)-((1)-(0)))*((2)*((3)*(7)))))))*((((((3)*(7))*((5)*((2)*(5))))*(((5)*(4))+((0)+((0)*(0)))))-((((7)+(9))*((9)-((5)-(3))))*(((2)*((4)-(3)))+((0)*((8)+(9))))))+(((((5)*(7))+((2)+((5)+(5))))+(((5)-((3)*(2)))*((8)*((9)*(x)))))*((((1)*(x))*((6)-((3)-(8))))+(((1)*((2)*(6)))+((4)+((5)+((9)+(3))))))))),(((0)*(x))*((x)+(x))),ReplaceBranchXR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddTreeWithMult|AddTreeWithMult|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,SkipD|AddTreeWithDiv|DivXD|DivXD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|SubXD|AddTreeWithDiv|SubXD|SubXD|FellTreeD|MultXD|MultXD|AddXD,AddTreeWithMult,AddTreeWithDiv,19,20,23,23,6
23,(x),20,-10,0.017567908009442322,-0.0011807791964206502,0.019999999999405917,0.02,2139244477.94418,1338253575900.704,168326979615.284,0,1,1,0.4850854899267157,0,7326199711687655000000000000,0,732619971168396000000000000000,0,(((((((x)+((8)*(1)))+((8)+((5)+(4))))-(((1)-((0)-(6)))-((9)*((0)*(3)))))*((((6)*((6)*(5)))*((6)*((5)+(5))))+(((8)+((1)+(3)))+((2)+((3)+(0))))))+(((((2)*((0)+(4)))+((7)-((9)+(x))))+(((8)*((9)*(x)))+((2)*((7)+(0)))))+((((7)+((9)+(1)))+((0)+((5)+(5))))+(((0)+((6)+(3)))+(((5)+(9))+((3)+(8)))))))*((((((7)*((0)-(6)))-((6)*((5)*(8))))*(((8)*((6)*(9)))*((5)*((2)*(8)))))*((((7)+((8)*(8)))*((6)+((4)*(2))))-(((5)+((7)*(8)))*((7)+((2)-(8))))))*(((((7)*((1)*(8)))*((9)*((3)*(3))))*(((8)*((4)*(3)))*((7)*((x)+(9)))))-((((0)+((1)*(1)))*((3)*((4)*(8))))*(((3)*((x)*(1)))*((4)*((x)*((6)*(7))))))))),(((0)*(x))*((x)+(x))),ReplaceBranchXR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddTreeWithMult|AddTreeWithMult|AddRandomSubTreeR|AddToLeafR|ReplaceBranchXR|MutateNonTerminalR|AddTreeWithMult,SkipD|AddTreeWithDiv|DivXD|SkipD|AddXD|FellTreeD|DivXD|AddXD|AddXD|MultXD|SubXD|FellTreeD|MultXD|MultXD|AddXD,AddTreeWithAdd,AddXD,22,19,24,24,6
24,(x),20,-10,0.017399965168628934,0,0.01999999994711411,0,41840994.49451,0.1,1890863505.856,0.1,1,1,0.3926576324010449,0,8474557462722952000000000,0,3448742301242736600,0,(((((((x)*(8))+((6)*((9)*(1))))*(((1)*(6))*((3)*((2)*(2)))))*((((5)*(5))*((1)-((0)+(7))))+(((8)+((6)+(2)))+((0)+((6)+(7))))))+(((((1)*(1))+((2)*((x)+(0))))+(((9)+(9))*((6)-((5)*(0)))))-((((x)+(2))*((8)-((3)-(6))))*(((5)+((0)*(4)))-((2)+((7)+(7)))))))+((((((1)+(5))-((4)-((7)-(2))))-(((2)*(1))+((0)-((8)+(x)))))+((((2)*(5))*((2)*((5)*(9))))*(((5)*(4))*((8)*((5)*(2))))))*(((((2)*(6))*((3)*((7)*(6))))*(((6)*(x))-((7)+((1)+(7)))))+((((9)+(2))+((4)+((x)+(4))))*(((0)+(3))+((0)*((7)+((1)-(x))))))))),(((0)*(x))*((x)+(x))),ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddTreeWithMult|AddTreeWithMult|MutateTerminalR|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,SkipD|AddTreeWithDiv|DivXD|DivXD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|SubXD|AddTreeWithDiv|SubXD|SubXD|FellTreeD|MultXD|MultXD|AddXD,AddToLeafR,AddTreeWithDiv,24,20,25,25,6
25,(x),20,-10,0.016665327220003558,0,0.01999999995231511,0,55917707.76628,0.1,2097100331.27,0.1,1,1,0.3980459922762002,0,88743610192730050000000000,0,8872957127332987000000000000,0,(((((((x)*(9))+((5)+((7)+(7))))*(((6)*((x)*(5)))-((4)-((9)+(2)))))-((((3)-(6))+((1)+((x)*(1))))*(((5)*((9)*(9)))*((4)-((7)+(2))))))*(((((4)*(8))*((0)-((7)*(0))))-(((x)*((6)+(5)))-((7)+((8)*(4)))))+((((9)+((6)+(4)))+((4)+((9)-(7))))+(((6)-((0)*(x)))*((1)+((1)+(8)))))))-((((((9)*(6))-((9)+((8)+(6))))-(((6)*((5)+(1)))+((7)+((3)+(3)))))+((((1)+(1))+((7)+((x)+(2))))*(((6)-((0)-(2)))*((9)-((5)-(9))))))*(((((x)*(x))*((6)*((4)*(5))))*(((2)*((8)*(x)))*((9)*((1)*(5)))))*((((x)*(4))*((1)*((6)*(1))))*(((6)*((5)*(4)))*((4)*((4)*((x)+(4))))))))),((0)+(x)),ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddTreeWithMult|AddTreeWithMult|MutateTerminalR|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,SubXD|AddXD|MultXD|MultXD|SubXD|AddTreeWithDiv|SubXD|SubXD|AddXD|SubXD|SubXD|FellTreeD|DivXD|FellTreeD|AddXD,AddToLeafR,SubXD,24,18,26,26,6
26,(x),20,-10,0.0162410935873358,0.015200450163781859,0.01999999987985074,0.02,19063414.57214,181449369019832.84,832298075.004,0,1,1,0.45553426434580263,0,2756675354339445000000,0,275666707543331440000000,0,(((((((x)*(6))*((8)*((1)*(x))))*(((x)*(8))*((8)*((9)+(x)))))+((((3)-(x))-((0)+((8)-(3))))+(((5)+(9))+((7)*((x)-(4))))))-(((((8)*(1))*((0)-((2)*(4))))*(((7)+(5))-((0)+((3)-(3)))))*((((4)*(4))*((x)*((6)+(5))))+(((6)+(3))+((9)+((8)+(6)))))))-((((((0)*(7))*((8)*(8)))+(((3)+(6))-((1)*((9)*(9)))))-((((0)*(3))*((3)*((9)*(1))))*(((x)*(8))*((1)*((5)*(9))))))+(((((6)-(3))*((2)*(3)))+(((6)-(4))+((1)+((x)+(9)))))+((((4)+(9))+((5)+((2)+(4))))+(((3)+(6))+((8)+((7)+((9)+(9))))))))),((0)*((x)+(x))),ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|ReplaceBranchXR|MutateNonTerminalR|AddTreeWithMult,SkipD|AddTreeWithDiv|DivXD|AddTreeWithDiv|DivXD|FellTreeD|AddTreeWithDiv|AddXD|SkipD|MultXD|AddTreeWithDiv|FellTreeD|MultXD|SkipD|AddXD,ReplaceBranchXR,AddTreeWithDiv,26,23,27,27,6
27,(x),20,-10,0.016844075018051855,-0.000362332528974506,0.019999999969898912,0.02,71752864.70681,29.906206290575877,3322139046.126,0,1,1,0.3956682939567597,0,63167104321549740000000000,0,42543607213449600000,0,(((((((x)+(5))+((5)-((2)-(8))))*(((5)-((x)*(4)))*((4)-((x)*(3)))))-((((4)-(5))-((4)+((3)-(x))))-(((3)*((x)+(2)))*((9)*((2)*(1))))))*(((((3)*(1))*((6)*((8)*(5))))*(((0)+((1)+(2)))*((9)-((6)*(8)))))*((((2)*((2)+(8)))+((2)+((7)+(1))))+(((1)+((4)+(3)))-((1)*((x)*(5)))))))-((((((1)*(6))-((5)*((x)-(6))))*(((4)*(9))*((x)*((5)*(6)))))*((((6)*(8))-((2)-((9)*(8))))-(((9)*((9)+(4)))*((6)*((0)*(8))))))+(((((5)+(2))*((6)*((5)*(5))))*(((6)*((8)*(7)))-((9)*((1)+(3)))))*((((2)-(4))+((4)+((4)+(6))))+(((1)+((0)+(x)))+((1)+((6)+((2)*(5))))))))),((0)*((x)+(x))),ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|DeleteTerminalR|AddTreeWithMult|AddTreeWithMult|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult,SkipD|AddTreeWithDiv|DivXD|DivXD|SkipD|SkipD|MultXD|SubXD|SubXD|MultXD|SubXD|FellTreeD|MultXD|SkipD|AddXD,AddToLeafR,SkipD,25,18,28,28,6
