A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithAdd,SubXD,AddTreeWithAdd,SubXD,0,0,0,9
AddToLeafR,DivXD,AddToLeafR,DivXD,0,0,1,9
AddToLeafR,FellTreeD,AddToLeafR,FellTreeD,0,0,2,9
ReplaceBranchXR,SubXD,AddToLeafR,SubXD,0,0,3,9
AddTreeWithAdd,AddXD,AddTreeWithAdd,AddXD,0,0,4,9
AddRandomSubTreeR,SkipD,AddTreeWithSub,SkipD,0,0,5,9
AddToLeafR,SubXD,AddToLeafR,SubXD,0,0,6,9
AddToLeafR,FellTreeD,AddToLeafR,FellTreeD,0,0,7,9
AddTreeWithMult,SkipD,AddTreeWithAdd,SkipD,0,0,8,9
AddRandomSubTreeR,SkipD,AddRandomSubTreeR,SkipD,0,0,9,9
AddToLeafR,AddTreeWithDiv,AddToLeafR,AddTreeWithDiv,0,0,10,9
AddToLeafR,SkipD,AddToLeafR,SkipD,0,0,11,9
AddToLeafR,FellTreeD,AddToLeafR,FellTreeD,0,0,12,9
AddToLeafR,FellTreeD,AddToLeafR,FellTreeD,0,0,13,9
AddTreeWithMult,AddXD,AddTreeWithMult,AddXD,0,0,14,9
