A,P,AFinal,PFinal,AGen,PGen,count,run
ReplaceBranchR,MultXD,ReplaceBranchXR,MultXD,0,0,0,2
AddToLeafR,DivXD,AddToLeafR,DivXD,0,0,1,2
AddRandomSubTreeR,FellTreeD,AddRandomSubTreeR,FellTreeD,0,0,2,2
AddRandomSubTreeR,AddXD,AddTreeWithSub,AddXD,0,0,3,2
AddTreeWithMult,FellTreeD,ReplaceBranchR,FellTreeD,0,0,4,2
AddToLeafR,DivXD,AddToLeafR,DivXD,0,0,5,2
AddRandomSubTreeR,FellTreeD,AddRandomSubTreeR,FellTreeD,0,0,6,2
AddTreeWithSub,MultXD,MutateNonTerminalR,MultXD,0,0,7,2
AddRandomSubTreeR,SkipD,AddRandomSubTreeR,SkipD,0,0,8,2
ReplaceBranchXR,AddXD,ReplaceBranchXR,AddXD,0,0,9,2
AddRandomSubTreeR,AddTreeWithDiv,AddRandomSubTreeR,AddTreeWithDiv,0,0,10,2
AddToLeafR,SkipD,AddToLeafR,SkipD,0,0,11,2
AddTreeWithAdd,DivXD,AddTreeWithAdd,DivXD,0,0,12,2
AddTreeWithMult,FellTreeD,AddTreeWithMult,FellTreeD,0,0,13,2
AddToLeafR,AddXD,AddToLeafR,AddXD,0,0,14,2
