A,P,AFinal,PFinal,AGen,PGen,count,run
DeleteMaliciousR,SubXD,AddTreeWithAdd,SubXD,0,0,0,6
AddTreeWithAdd,AddTreeWithDiv,ReplaceBranchXR,AddTreeWithDiv,0,0,1,6
AddRandomSubTreeR,AddTreeWithDiv,AddToLeafR,AddTreeWithDiv,0,0,2,6
AddTreeWithAdd,AddXD,AddRandomSubTreeR,AddXD,0,0,3,6
AddRandomSubTreeR,AddXD,AddToLeafR,AddXD,0,0,4,6
AddToLeafR,FellTreeD,AddTreeWithSub,FellTreeD,0,0,5,6
MutateTerminalR,AddTreeWithDiv,AddTreeWithAdd,AddTreeWithDiv,0,0,6,6
AddToLeafR,DivXD,AddToLeafR,DivXD,0,0,7,6
AddTreeWithAdd,AddXD,AddTreeWithMult,AddXD,0,0,8,6
AddTreeWithAdd,SubXD,AddTreeWithAdd,SubXD,0,0,9,6
DeleteMaliciousR,MultXD,AddToLeafR,MultXD,0,0,10,6
AddToLeafR,FellTreeD,AddToLeafR,FellTreeD,0,0,11,6
AddToLeafR,MultXD,AddToLeafR,MultXD,0,0,12,6
MutateNonTerminalR,DivXD,MutateNonTerminalR,DivXD,0,0,13,6
AddTreeWithMult,AddXD,AddTreeWithMult,AddXD,0,0,14,6
