gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x,25,-10,-0.040999184856010104,-0.01707530255926707,-0.03839640047052673,0.011600999350639924,NaN,NaN,245.38280000000003,243.35444444444445,-0.9596340347666973,0.30027198436556696,0.00014744368106717515,0.007047678768685007,6157.5,6066.978888888889,6176.8,5996.053333333333,((((x)*(1))-((8)*(0)))*((x)-((x)*(x)))),((((4)*(2))+((2)+((1)*(1))))/((6)+((6)+((6)+(x))))),AddTreeWithSub|DeleteMaliciousR|SubXD|AddXD|MutateNonTerminalR,AddToLeafR|DeleteTerminalR|AddTreeWithSub|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|AddXD|FellTreeD|DeleteMaliciousR|ReplaceBranchXR|AddToLeafR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithAdd|AddXD|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithAdd|MutateNonTerminalR,MutateNonTerminalR,ReplaceBranchXR,0,0,1,1,0
1,x*x*x*x,25,-10,-0.038524087047444776,-0.000432878440445143,-0.03826657430401255,0.011861708086711355,225.84419999999997,381.77238730158734,265.2488,241.12040000000002,-0.9473004835969155,0.32058367720372694,0.007323928520618198,0.017193095897365333,6445.76,6012.34,8064.08,5822,((((0)-(6))*((x)*(x)))*((x)+((x)+(x)))),((((7)-(1))+((1)*((6)*(7))))+((7)*((7)+((0)+(x))))),AddTreeWithSub|DeleteMaliciousR|SubXD|AddXD|MutateNonTerminalR,AddToLeafR|DeleteTerminalR|AddTreeWithSub|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|AddXD|FellTreeD|DeleteMaliciousR|FellTreeD|AddToLeafR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithAdd|AddXD|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithAdd|MutateNonTerminalR,AddXD,AddTreeWithAdd,1,1,2,2,0
2,x*x*x*x,25,-10,-0.03837092014115802,0.005402764250986418,-0.038293870082342175,0.012108244487181886,249.2818,314.1169648015873,261.072,239.00779999999997,-0.9541445562671547,0.304105905857311,0.002818961880644418,0.007092778764581339,6624.8,6045.280666666667,7016.8,5963.2,((((0)-(8))*((x)*(x)))+((x)-((x)+(x)))),((((7)+(x))*((7)+((0)/(7))))*((4)-((0)-((6)+(x))))),AddTreeWithSub|DeleteMaliciousR|SubXD|AddXD|MutateNonTerminalR,AddToLeafR|DeleteTerminalR|AddTreeWithSub|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|AddXD|FellTreeD|DeleteMaliciousR|FellTreeD|AddToLeafR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithAdd|AddXD|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithAdd|MutateNonTerminalR,AddXD,AddTreeWithAdd,2,2,3,3,0
3,x*x*x*x,25,-10,-0.038105694680433934,0.00009362943975133098,-0.03719319827473533,0.01188390739905948,289.8666,377.2606780952381,429.49680000000006,240.93017142857144,-0.8400130701869037,0.29067628881378726,0.05973936201623795,0.0037668086722278484,10778.66,6099.943333333334,24481.2,6078.28,((((0)-(3))*((x)*(x)))*((x)*((x)+(x)))),((((7)*(8))+((1)+(4)))-((6)-((8)+(x)))),AddTreeWithSub|DeleteMaliciousR|SubXD|AddXD|MutateNonTerminalR,AddToLeafR|DeleteTerminalR|AddTreeWithSub|DeleteTerminalR|ReplaceBranchR|DeleteMaliciousR|AddXD|FellTreeD|DeleteMaliciousR|FellTreeD|AddToLeafR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithAdd|AddXD|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithAdd|MutateNonTerminalR,AddTreeWithSub,DeleteMaliciousR,2,3,4,4,0
4,x*x*x*x,25,-10,-0.03782324598091753,0.0001449985899906092,-0.03598126780812966,0.012128993408891463,333.0869,376.82048968253963,614.9464,238.83,-0.7196340347666971,0.307203073361092,0.12022529359217232,0.01068336032382651,15306.3,6066.207857142857,42901.6,5936.66,((((x)*(0))-((6)*(x)))*((x)-((x)*(x)))),((((1)/(4))+((3)+((6)*(4))))+((2)+((4)*((5)-(x))))),AddTreeWithSub|DeleteMaliciousR|SubXD|AddXD|MutateNonTerminalR,AddToLeafR|DeleteTerminalR|AddTreeWithSub|DeleteTerminalR|ReplaceBranchR|DeleteMaliciousR|AddXD|FellTreeD|DeleteMaliciousR|FellTreeD|AddToLeafR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithAdd|AddXD|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithAdd|MutateNonTerminalR,AddXD,DeleteMaliciousR,4,3,5,5,0
5,x*x*x*x,25,-10,-0.03772063259704614,-0.000017517426360164068,-0.035581832440203895,0.012160315178221337,348.7888,378.21310892857144,676.068,238.5616,-0.6800130701869037,0.31379651586160545,0.1400020046161588,0.012930896252293008,16829.739999999998,6022.86375,48964.4,5880.16,((((x)*(x))*((x)*(0)))-((7)*((x)+(x)))),((((5)*(2))*((5)*(7)))*((2)+((0)+(0)))),DeleteMaliciousR|AddToLeafR|AddXD|AddXD|MutateNonTerminalR,AddToLeafR|DeleteTerminalR|AddTreeWithSub|DeleteTerminalR|ReplaceBranchR|DeleteMaliciousR|AddXD|FellTreeD|DeleteMaliciousR|FellTreeD|AddToLeafR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|AddRandomSubTreeR|AddXD|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithAdd|MutateNonTerminalR,AddXD,AddRandomSubTreeR,5,5,6,6,0
6,x*x*x*x,25,-10,-0.038341910861325317,0.011069732559080359,-0.03799502810090184,0.012002819426032079,253.72079999999997,247.90693333333328,306.8008,239.91120000000004,-0.9203659652333028,0.30954870511791177,0.019802698443563128,0.012701183028672737,7640.68,6072.0599999999995,12185.6,5916.56,((((x)*(3))-((0)*(x)))*((x)-((x)*(x)))),((((7)-(3))*((6)+(7)))*((8)+((3)-((1)+(x))))),DeleteMaliciousR|AddToLeafR|AddXD|AddXD|MutateNonTerminalR,AddToLeafR|DeleteTerminalR|AddTreeWithSub|DeleteTerminalR|ReplaceBranchR|DeleteMaliciousR|AddXD|FellTreeD|DeleteMaliciousR|FellTreeD|AddToLeafR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithAdd|AddXD|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithAdd|MutateNonTerminalR,AddXD,AddTreeWithAdd,5,3,7,7,0
7,x*x*x*x,25,-10,-0.03808900666579532,-0.02285370137468136,-0.0371562148738727,0.011525524207853317,292.4202,644.4955095238096,435.15600000000006,244.00119999999998,-0.8400130701869037,0.2874460854790224,0.060056565074649064,0.0010837035650683134,10696.460000000001,6112.789999999999,24481.2,6105.96,((((0)-(3))*((x)*(x)))*((x)*((x)+(x)))),((((x)+(9))-((3)+(5)))+((2)+((3)*(6)))),DeleteMaliciousR|AddToLeafR|AddXD|AddXD|MutateNonTerminalR,AddToLeafR|DeleteTerminalR|AddTreeWithSub|DeleteTerminalR|ReplaceBranchR|DeleteMaliciousR|AddXD|FellTreeD|DeleteMaliciousR|FellTreeD|AddToLeafR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithAdd|AddXD|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithAdd|MutateNonTerminalR,AddXD,AddTreeWithAdd,5,7,8,8,0
8,x*x*x*x,25,-10,-0.03856274343223108,0.0056757798572637805,-0.03836327800287544,0.012374351158578713,219.929,311.7774613095238,250.4512,236.72749999999996,-0.9600000000000001,0.3271841215900817,0.0007303620441772019,0.03386788027552189,6064.92,6074.612499999999,6120.8,5765.44,((((x)*(0))*((x)+(0)))*((4)-((x)+(x)))),((((2)+(8))+((x)*((8)*(2))))+((3)+((4)+((1)-(3))))),DeleteMaliciousR|AddToLeafR|AddXD|AddXD|MutateNonTerminalR,AddToLeafR|DeleteTerminalR|AddTreeWithSub|DeleteTerminalR|ReplaceBranchR|DeleteMaliciousR|AddXD|FellTreeD|DeleteMaliciousR|FellTreeD|AddToLeafR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithAdd|AddXD|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithAdd|MutateNonTerminalR,AddXD,AddXD,5,8,9,9,0
9,x*x*x*x,25,-10,-0.038399645797934916,0.005980838755904927,-0.03839566592602275,0.01217287189349665,244.88620000000003,309.163375,245.4952,238.454,-0.9596340347666973,0.33845715779449936,0.000187641216232674,0.025577717275369775,6133.82,5917.445833333333,6176.8,5668.84,((((x)-(0))*((0)-(1)))*((x)-((x)+(x)))),((((6)*(x))+((6)+((8)*(6))))*((0)+((6)+((3)+(x))))),DeleteMaliciousR|AddToLeafR|SubXD|AddXD|MutateNonTerminalR,AddToLeafR|DeleteTerminalR|AddTreeWithSub|DeleteTerminalR|ReplaceBranchR|DeleteMaliciousR|AddXD|FellTreeD|DeleteMaliciousR|FellTreeD|AddToLeafR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithAdd|AddXD|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithAdd|MutateNonTerminalR,AddToLeafR,DeleteMaliciousR,9,8,10,10,0
