gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x,25,-10,-0.03836472617958437,-0.04570852082827642,-0.038272076852699,-0.03427413783445674,250.2296,910.9376,264.4068,777.6568,-0.9472795712978695,0.28649849692850615,0.006157026860466246,0.000370661767213207,6657.0599999999995,6117.16,8067.28,6114.08,(((x)*((1)-(7)))*((x)*((x)+(x)))),((x)+(6)),MutateTerminalR|ReplaceBranchXR|SubXD|DeleteNonTerminalR|ReplaceBranchR,DeleteMaliciousR|DivXD|AddXD|AddTreeWithDiv|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|FellTreeD|AddTreeWithSub|MultXD|AddTreeWithDiv|MultXD|MutateTerminalR|DeleteMaliciousR|MutateTerminalR|MultXD|AddTreeWithMult|DeleteMaliciousR|ReplaceBranchR|ReplaceBranchXR,ReplaceBranchR,DeleteMaliciousR,0,0,1,1,3
1,x*x*x*x,25,-10,-0.03844875245066005,0.00008278563026308639,-0.03839924454319697,0.011769796665235173,237.3719,377.35360000000003,244.94760000000002,241.908,-0.9599542543458373,0.31179864443490124,0.00001633773362957891,0.01274282322059685,6124.05,6060.620000000001,6127.8,5897.28,(((1)-(x))-((4)-(x))),(((x)*(1))*((4)*(x))),MutateTerminalR|ReplaceBranchXR|SubXD|MutateNonTerminalR|AddTreeWithSub,DeleteMaliciousR|DivXD|AddXD|AddTreeWithDiv|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|FellTreeD|AddTreeWithSub|MultXD|AddTreeWithDiv|MultXD|MutateTerminalR|DeleteMaliciousR|MutateTerminalR|MultXD|AddTreeWithMult|DeleteMaliciousR|ReplaceBranchR|ReplaceBranchXR,AddTreeWithSub,MultXD,1,0,2,2,3
2,x*x*x*x,25,-10,-0.03854125604496145,0.01242488143473309,-0.03839852568291727,0.019179192262449355,223.217,236.2945,245.05759999999998,178.41600000000003,-0.9599869298130964,0.6675878036484494,0.000009600732161421342,0.19056104497345783,6121.57,5297.88,6122.8,2848.48,(((2)-((1)*(x)))*((0)-(x))),(((x)*((5)*(8)))*((2)*(x))),MutateTerminalR|ReplaceBranchXR|SubXD|DeleteNonTerminalR|AddTreeWithSub,DeleteMaliciousR|DivXD|AddXD|AddTreeWithDiv|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|FellTreeD|AddTreeWithSub|MultXD|AddTreeWithDiv|MultXD|MutateTerminalR|DeleteMaliciousR|MutateTerminalR|MultXD|AddTreeWithMult|DeleteMaliciousR|ReplaceBranchR|ReplaceBranchXR,MutateTerminalR,MultXD,2,0,3,3,3
3,x*x*x*x,25,-10,-0.0383996817409489,0.011642922493791664,-0.03839881061299177,0.012128013144873688,244.8807,242.9952,245.014,238.8384,-0.9599673245327409,0.34258827044083884,0.000015700190830333664,0.02740569709325469,6123.4400000000005,5983.66,6125.8,5633.44,((0)-((7)-(2))),(((x)+(3))*((x)*(x))),MutateTerminalR|ReplaceBranchXR|SubXD|DeleteNonTerminalR|AddTreeWithSub,DeleteMaliciousR|DivXD|SkipD|AddTreeWithDiv|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|FellTreeD|AddTreeWithSub|MultXD|AddTreeWithDiv|MultXD|MutateTerminalR|DeleteMaliciousR|MutateTerminalR|MultXD|AddTreeWithMult|DeleteMaliciousR|ReplaceBranchR|ReplaceBranchXR,ReplaceBranchXR,AddTreeWithMult,2,3,4,4,3
4,x*x*x*x,25,-10,-0.03840019017121945,0.0135421490188024,-0.0383990092798327,0.019287021304404656,244.80290000000002,226.7205,244.9836,177.49199999999996,-0.9599673245327409,0.6662994566536588,0.000013472440287591929,0.19001916300502036,6123.05,5301.96,6125.8,2859.52,(((0)*((x)*(4)))-((7)-(2))),(((x)+((3)*(9)))*((8)*(x))),MutateTerminalR|ReplaceBranchXR|SubXD|DeleteNonTerminalR|AddTreeWithSub,DeleteMaliciousR|DivXD|SkipD|AddTreeWithDiv|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|FellTreeD|AddTreeWithSub|MultXD|AddTreeWithDiv|MultXD|AddToLeafR|DeleteMaliciousR|MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteMaliciousR|ReplaceBranchR|ReplaceBranchXR,ReplaceBranchXR,DeleteMaliciousR,2,4,5,5,3
5,x*x*x*x,25,-10,-0.038392516664488306,0.005695579009279836,-0.038369742517318006,0.01420505256082305,245.97710000000004,311.6078,249.46200000000002,221.04,-0.9570592079466738,0.28649849692850615,0.0014676223140456003,0.010290759454861294,6233.9400000000005,6163.58,6570.8,6114.08,(((x)*((x)*(1)))-((9)-(x))),((x)+(6)),MutateTerminalR|ReplaceBranchXR|SubXD|DeleteNonTerminalR|AddTreeWithSub,DeleteMaliciousR|DivXD|SkipD|AddTreeWithDiv|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|FellTreeD|AddTreeWithSub|MultXD|AddTreeWithDiv|MultXD|AddToLeafR|DeleteMaliciousR|MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteMaliciousR|ReplaceBranchR|ReplaceBranchXR,MutateTerminalR,DeleteMaliciousR,2,4,6,6,3
6,x*x*x*x,25,-10,-0.03839928571428572,0.01204878291664333,-0.03839691020781597,0.013864294116548728,244.94129999999998,239.51733333333337,245.3048,223.95999999999995,-0.9597772840151614,0.4710682077039417,0.00011853506637621507,0.09076734373599564,6127.950000000001,5698.799999999999,6154.88,4532.48,(((x)-((6)*(3)))-((7)-(x))),(((x)*(5))*((x)*(x))),MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithSub,DeleteMaliciousR|DivXD|SkipD|AddTreeWithDiv|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|FellTreeD|AddTreeWithSub|MultXD|AddTreeWithDiv|MultXD|AddToLeafR|DeleteMaliciousR|MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteMaliciousR|ReplaceBranchR|ReplaceBranchXR,AddRandomSubTreeR,DeleteMaliciousR,6,6,7,7,3
7,x*x*x*x,25,-10,-0.03840376290680957,0.006172244057732885,-0.03839882368317867,0.012410329181993019,244.25619999999998,307.5232,245.012,236.41920000000002,-0.9599607894392891,0.3375655843307132,0.00002620868519466006,0.02845284176862907,6122.14,5907.95,6126.8,5676.48,((1)-(7)),((x)*((8)*(x))),MutateTerminalR|ReplaceBranchXR|SubXD|DeleteNonTerminalR|AddTreeWithSub,DeleteMaliciousR|DivXD|SkipD|AddTreeWithDiv|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|FellTreeD|AddTreeWithSub|MultXD|AddTreeWithDiv|MultXD|AddToLeafR|DeleteMaliciousR|MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteMaliciousR|ReplaceBranchR|ReplaceBranchXR,MutateTerminalR,MultXD,7,6,8,8,3
8,x*x*x*x,25,-10,-0.03840636191347537,0.011731017887484365,-0.03839895438504771,0.012590791119741587,243.85850000000002,242.2403,244.99200000000002,234.87279999999998,-0.9599346490654818,0.39765110069645426,0.000029826384158890163,0.05570841863672698,6124.0599999999995,5877.64,6130.8,5161.6,((1)-((9)-(x))),(((x)*(3))*((x)*(x))),MutateTerminalR|ReplaceBranchXR|SubXD|DeleteNonTerminalR|AddTreeWithSub,DeleteMaliciousR|DivXD|SkipD|AddTreeWithDiv|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|FellTreeD|AddTreeWithSub|MultXD|AddTreeWithDiv|MultXD|AddToLeafR|DeleteMaliciousR|MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteMaliciousR|ReplaceBranchR|ReplaceBranchXR,MutateTerminalR,DeleteMaliciousR,7,7,9,9,3
9,x*x*x*x,25,-10,-0.038399943798196313,-0.010789065855070296,-0.03839790877009542,0.014541889949026271,244.84059999999997,505.814,245.15200000000002,218.15359999999998,-0.959882368317867,0.2872920439905149,0.00006603846934249828,0.02794928660269554,6124.88,6235.34,6138.8,6107.28,(((x)-((6)*(x)))*((x)-(x))),((x)*(7)),MutateTerminalR|ReplaceBranchXR|SubXD|DeleteNonTerminalR|AddTreeWithSub,DeleteMaliciousR|DivXD|SkipD|AddTreeWithDiv|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|FellTreeD|AddTreeWithSub|MultXD|AddTreeWithDiv|MultXD|DivXD|DeleteMaliciousR|MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteMaliciousR|ReplaceBranchR|ReplaceBranchXR,MutateTerminalR,DeleteMaliciousR,7,9,10,10,3
