A,P,AFinal,PFinal,AGen,PGen,count,run
AddRandomSubTreeR,DeleteTerminalR,AddRandomSubTreeR,DeleteTerminalR,0,0,0,4
MutateTerminalR,AddToLeafR,MutateTerminalR,DeleteMaliciousR,0,0,1,4
AddRandomSubTreeR,DeleteNonTerminalR,AddRandomSubTreeR,DeleteNonTerminalR,0,0,2,4
MultXD,MultXD,MultXD,MultXD,0,0,3,4
MultXD,AddTreeWithMult,MultXD,AddTreeWithMult,0,0,4,4
,MultXD,,AddTreeWithAdd,0,0,5,4
,ReplaceBranchXR,,AddToLeafR,0,0,6,4
,DeleteTerminalR,,DeleteTerminalR,0,0,7,4
,DeleteMaliciousR,,DeleteMaliciousR,0,0,8,4
,ReplaceBranchR,,ReplaceBranchR,0,0,9,4
,ReplaceBranchR,,ReplaceBranchR,0,0,10,4
,AddTreeWithMult,,AddTreeWithMult,0,0,11,4
,AddTreeWithDiv,,AddTreeWithDiv,0,0,12,4
,DeleteNonTerminalR,,DeleteNonTerminalR,0,0,13,4
,AddRandomSubTreeR,,AddRandomSubTreeR,0,0,14,4
,AddTreeWithAdd,,AddTreeWithAdd,0,0,15,4
,ReplaceBranchXR,,ReplaceBranchXR,0,0,16,4
,DeleteNonTerminalR,,DeleteNonTerminalR,0,0,17,4
,AddTreeWithMult,,AddTreeWithMult,0,0,18,4
,AddToLeafR,,ReplaceBranchR,0,0,19,4
