A,P,AFinal,PFinal,AGen,PGen,count,run
DivXD,DivXD,MutateTerminalR,DivXD,0,0,0,0
MultXD,DeleteTerminalR,MultXD,AddRandomSubTreeR,0,0,1,0
MultXD,AddTreeWithSub,MultXD,AddTreeWithAdd,0,0,2,0
AddTreeWithMult,DeleteTerminalR,AddTreeWithMult,DeleteTerminalR,0,0,3,0
MutateTerminalR,DeleteMaliciousR,AddToLeafR,DeleteMaliciousR,0,0,4,0
,DeleteMaliciousR,,DeleteMaliciousR,0,0,5,0
,AddXD,,AddXD,0,0,6,0
,FellTreeD,,AddTreeWithMult,0,0,7,0
,AddTreeWithAdd,,MutateNonTerminalR,0,0,8,0
,FellTreeD,,FellTreeD,0,0,9,0
,AddToLeafR,,AddToLeafR,0,0,10,0
,ReplaceBranchXR,,ReplaceBranchXR,0,0,11,0
,AddTreeWithMult,,AddTreeWithMult,0,0,12,0
,AddRandomSubTreeR,,AddRandomSubTreeR,0,0,13,0
,AddTreeWithAdd,,AddTreeWithAdd,0,0,14,0
,AddXD,,SkipD,0,0,15,0
,MultXD,,DeleteTerminalR,0,0,16,0
,AddTreeWithDiv,,MutateTerminalR,0,0,17,0
,AddTreeWithAdd,,AddTreeWithAdd,0,0,18,0
,MutateNonTerminalR,,MutateNonTerminalR,0,0,19,0
