gen,avgA,avgP,topA,topP,topADomStrat,topPDomStrat,topAStrategies,topPStrategies,topABirthGen,topPBirthGen,topADelta,topPDelta,topAEquation,topPEquation,spec,run
35,0.33278402811463115,0.08908043657728075,0.6963097542748111,0.372326587542499,MultXD,AddTreeWithDiv,AddRandomSubTreeR|MultXD|MultXD|AddXD|SkipD|AddTreeWithAdd|SubXD|MultXD|AddTreeWithMult|MutateNonTerminalR,MutateNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddTreeWithDiv|ReplaceBranchR|DivXD|SkipD|SubXD|AddTreeWithAdd|AddTreeWithDiv,34,32,10151642.2,10151642.2,(((((((((5)*(((x)*(1))+(1)))*((x)*(x)))+((2)*(((x)+(x))+(7))))*(x))*(x))*(x))-(x))*(x)),(((((((4)*(9))*(((x)/(0))*(x)))*((((1)+(0))*(4))*((x)+(2))))*(((x)+((5)*(6)))*((x)+(((3)*((x)/(7)))+((x)*(x))))))/(x))-(x)),5*x*x*x+2*x+7,3
36,0.3984964283924373,0.07191631037512221,0.6359935277524259,0.22317837733868684,MultXD,ReplaceBranchR,AddRandomSubTreeR|MultXD|MultXD|AddXD|SkipD|AddTreeWithAdd|SubXD|MultXD|AddTreeWithMult|MutateNonTerminalR,MutateNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddTreeWithDiv|ReplaceBranchR|DivXD|SkipD|SubXD|AddTreeWithAdd|AddTreeWithDiv,30,35,77587637.2,77587637.2,(((((((((5)*((6)*(9)))*(((3)+((3)+(7)))*(x)))+((2)*((x)+(7))))*(x))*(x))*(x))-(x))*(x)),((((((((x)/(0))*(9))*((x)*(1)))-(((9)+(2))*((x)+(5))))+(((1)+(4))-(3)))/((7)/(0)))-(x)),5*x*x*x+2*x+7,3
37,0.31004688372379746,0.041369943028104775,0.6286736955399836,0.38577451782763794,MultXD,ReplaceBranchR,AddRandomSubTreeR|MultXD|MultXD|AddXD|SkipD|AddTreeWithAdd|SubXD|MultXD|AddTreeWithMult|MutateNonTerminalR,MutateNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddTreeWithDiv|ReplaceBranchR|DivXD|SkipD|SubXD|AddTreeWithAdd|AddTreeWithDiv,35,36,7371601.2,7371601.2,((((((((((4)*(9))*(x))*((x)*(x)))+(((8)+(3))*((x)+((x)*(8)))))*(x))*(x))+(x))+(x))*(x)),((((1)-(2))/(((0)/(0))+(x)))-(x)),5*x*x*x+2*x+7,3
38,0.3957122028442352,0.23763138176617232,0.8998994034012308,0.513021726763049,MultXD,ReplaceBranchR,AddRandomSubTreeR|MultXD|MultXD|AddXD|SkipD|AddTreeWithAdd|SubXD|MultXD|AddTreeWithMult|MutateNonTerminalR,MutateNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddTreeWithDiv|ReplaceBranchR|DivXD|SkipD|SubXD|AddTreeWithAdd|AddTreeWithDiv,37,37,31652949.5,31652949.5,(((((((((5)*(x))*((x)*(x)))*((2)*((x)+((x)-((x)+(0))))))*((8)*(2)))*(x))+(x))-(x))*(x)),((((((5)*((((5)+(0))*(1))*(3)))+(((6)-(2))*((x)+((2)/(0)))))*((8)-((1)/(6))))/(x))-(x)),5*x*x*x+2*x+7,3
39,0.372852905860588,0.039662788423961114,0.9188379316745416,0.3394788600679239,MultXD,AddTreeWithDiv,AddRandomSubTreeR|MultXD|MultXD|AddXD|SkipD|AddTreeWithAdd|SubXD|MultXD|AddTreeWithMult|MutateNonTerminalR,MutateNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddTreeWithDiv|ReplaceBranchR|SkipD|SkipD|SubXD|AddTreeWithAdd|AddTreeWithDiv,37,36,60285311.5,60285311.5,(((((((((5)*(x))*(((8)+(5))*(x)))+((0)*(8)))*(x))*(x))+(x))*((7)*(6)))*(x)),(((((((2)*(6))*((8)-((1)+(x))))*((7)+(3)))*(((2)*(((1)/(7))*(x)))*((x)+((x)-((x)*(x))))))/((0)/(0)))-(x)),5*x*x*x+2*x+7,3
40,0.3053130207763861,0.01214441102612342,0.7455922345097263,0.27886660940263786,MultXD,ReplaceBranchR,AddRandomSubTreeR|MultXD|MultXD|AddXD|SkipD|AddTreeWithAdd|SubXD|MultXD|AddTreeWithMult|MutateNonTerminalR,MutateNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddTreeWithDiv|ReplaceBranchR|DivXD|SkipD|SubXD|AddTreeWithAdd|AddTreeWithDiv,39,39,10168324.8,10168324.8,(((((((((5)*((3)+(2)))*((x)*(x)))+((2)*((x)+((9)+(4)))))*((9)*(2)))*(x))*(x))-(x))*(x)),(((((0)*((0)+(7)))+(((7)*((x)*(x)))-((x)-((0)*((5)*(x))))))/(x))-((2)/(0))),5*x*x*x+2*x+7,3
41,0.36980370070128193,0.15960857175966311,0.712859181757695,0.44898059045249045,MultXD,ReplaceBranchR,AddRandomSubTreeR|MultXD|MultXD|AddXD|SkipD|AddTreeWithAdd|SubXD|MultXD|AddTreeWithMult|MutateNonTerminalR,MutateNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddTreeWithDiv|ReplaceBranchR|DivXD|SkipD|SubXD|AddTreeWithAdd|AddTreeWithDiv,40,40,44596382.2,44596382.2,((((((((((6)*(3))*(x))*((8)*((6)+(8))))+((2)*((x)+(7))))*(x))*(x))*(x))-(x))*(x)),(((((8)*(6))+((((6)*(7))*((x)*(x)))*(((4)+(3))-(1))))/((8)/(0)))-(x)),5*x*x*x+2*x+7,3
42,0.3971119039838743,0.17034100545446929,0.6467719293605997,0.2564228956478844,MultXD,ReplaceBranchR,AddRandomSubTreeR|MultXD|MultXD|AddXD|SkipD|AddTreeWithAdd|SubXD|MultXD|AddTreeWithMult|MutateNonTerminalR,MutateNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddTreeWithDiv|ReplaceBranchR|DivXD|SkipD|SubXD|AddTreeWithAdd|AddTreeWithDiv,41,40,21130023.9,21130023.9,(((((((((5)*((6)+(1)))*((x)*(x)))+(((7)-(4))*((x)+(7))))*((3)*(x)))*(x))*(x))-(x))*(x)),((((((((8)/(2))+(7))*((x)*(x)))-(((x)+(6))+(((5)/(0))*(x))))+(((8)+((x)*(x)))*((8)+(3))))/(x))-((6)+(5))),5*x*x*x+2*x+7,3
43,0.288012830211475,0.11363473354795577,0.6169320236327017,0.3117815653115367,MultXD,ReplaceBranchR,AddRandomSubTreeR|MultXD|MultXD|AddXD|SkipD|AddTreeWithAdd|SubXD|MultXD|AddTreeWithMult|MutateNonTerminalR,MutateNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddTreeWithDiv|ReplaceBranchR|DivXD|SkipD|SubXD|AddTreeWithAdd|AddTreeWithDiv,42,42,1770017.3,1770017.3,(((((((((5)*(x))*(((5)+((7)+(4)))*(x)))+((2)+((x)+(7))))*(x))*(x))+(x))-((x)*(9)))*(x)),((((((((6)*(1))*(x))*((x)*((8)+(6))))*((x)-(9)))+(((5)/(0))+(0)))/(x))-(x)),5*x*x*x+2*x+7,3
44,0.48563218769945093,0.06386547367314754,0.844883400912303,0.3471093901041052,MultXD,AddTreeWithDiv,AddRandomSubTreeR|MultXD|MultXD|AddXD|SkipD|AddTreeWithAdd|SubXD|MultXD|AddTreeWithMult|MutateNonTerminalR,MutateNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddTreeWithDiv|ReplaceBranchR|DivXD|SkipD|SubXD|AddTreeWithAdd|AddTreeWithDiv,43,42,42288629.5,42288629.5,(((((((((5)*((8)+(4)))*((x)*((x)+(7))))*((2)*((x)+((5)*(0)))))*(x))*(x))+(x))-(x))*(x)),(((((((2)+(x))*(((2)/(5))*(x)))*(((x)*(x))-((2)*((3)*((7)+((6)/(0)))))))+((0)+(2)))/(x))-(x)),5*x*x*x+2*x+7,3
45,0.4051689368829384,0.08927511769956335,0.704084987993971,0.4694580408602538,MultXD,ReplaceBranchR,AddRandomSubTreeR|MultXD|MultXD|AddXD|SkipD|AddTreeWithAdd|SubXD|MultXD|AddTreeWithMult|MutateNonTerminalR,MutateNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddTreeWithDiv|ReplaceBranchR|DivXD|SkipD|SubXD|AddTreeWithAdd|AddTreeWithDiv,44,44,7608466.4,7608466.4,(((((((((5)*(x))*(((x)*(7))+(5)))+((2)*((x)+(7))))*((7)+(2)))*(x))+(x))*(x))*(x)),(((((((8)/(0))-(((9)*(1))+((0)/(1))))*((((5)+(4))*(9))-((x)+(2))))*((6)+(2)))/(x))-(x)),5*x*x*x+2*x+7,3
46,0.42569761221903946,0.10871987269688455,0.7130658848738761,0.40911797697958263,MultXD,ReplaceBranchR,AddRandomSubTreeR|MultXD|MultXD|AddXD|SkipD|AddTreeWithAdd|SubXD|MultXD|AddTreeWithMult|MutateNonTerminalR,MutateNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddTreeWithDiv|ReplaceBranchR|DivXD|SkipD|SubXD|AddTreeWithAdd|AddTreeWithDiv,45,43,23147018,23147018,((((((((((9)*(x))*(x))*(((9)+(4))*(x)))+((2)*(((3)*(3))-(7))))*(x))*(x))+(x))-(x))*(x)),(((((((9)*((3)+(x)))+((8)*(x)))*(((x)*(8))-((0)-(4))))*(((x)+((x)-(x)))*((x)+((x)-(((3)*((9)/(5)))*(x))))))/((0)/(1)))-(x)),5*x*x*x+2*x+7,3
47,0.27692905386370437,0.061784418640019864,0.699536035926614,0.3603548601752583,MultXD,ReplaceBranchR,AddRandomSubTreeR|MultXD|MultXD|AddXD|SkipD|AddTreeWithAdd|SubXD|MultXD|AddTreeWithMult|MutateNonTerminalR,MutateNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddTreeWithDiv|ReplaceBranchR|DivXD|SkipD|SubXD|AddTreeWithAdd|AddTreeWithDiv,45,46,45182267.5,45182267.5,(((((((((5)*((9)+((x)*(4))))*((x)*(x)))+((2)*(((8)+(x))+(7))))*(x))*(x))*(x))-(x))*(x)),(((((((5)*(x))+((x)+((5)+(1))))*(((3)-(4))*((4)*(6))))-((((6)*(9))+((7)*(x)))*((x)+((((1)/(x))/(0))-((x)*(x))))))/(x))-(x)),5*x*x*x+2*x+7,3
48,0.3322735078784991,-0.006530750851525102,0.6925294584395708,0.33890487692398363,MultXD,AddTreeWithDiv,AddRandomSubTreeR|MultXD|MultXD|AddXD|SkipD|AddTreeWithAdd|SubXD|MultXD|AddTreeWithMult|MutateNonTerminalR,MutateNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddTreeWithDiv|ReplaceBranchR|DivXD|SkipD|SubXD|AddTreeWithAdd|AddTreeWithDiv,47,47,11278918.9,11278918.9,(((((((((5)*(x))*(((8)+(3))*(x)))+((2)*(((2)+((x)*(8)))+(7))))*(x))*(x))+(x))*(x))*(x)),((((((9)-(2))*(((x)+(2))*((x)*((7)+(8)))))*(((x)*((((8)/(5))/(0))+(7)))+((x)*((3)*((3)*(x))))))/(x))-(x)),5*x*x*x+2*x+7,3
49,0.29562529801845194,0.13452036166628223,0.49596151326359594,0.4319376440126484,MultXD,ReplaceBranchR,AddRandomSubTreeR|MultXD|MultXD|AddXD|SkipD|AddTreeWithAdd|SubXD|MultXD|AddTreeWithMult|MutateNonTerminalR,MutateNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddTreeWithDiv|ReplaceBranchR|DivXD|SkipD|SubXD|AddTreeWithAdd|AddTreeWithDiv,48,48,2650329.7,2650329.7,((((((((((x)*(1))*(x))*(((2)+(9))+(2)))+((2)*((x)+(7))))*(x))*(x))+(x))*(x))*(x)),((((((((2)*((8)/(0)))*((7)/(8)))*((x)*(7)))+(((9)*(2))*((1)*(x))))*(((9)*((x)*(x)))+(((7)+(9))-((x)-((x)*(x))))))/(x))-(x)),5*x*x*x+2*x+7,3
50,0.4247144132786279,0.33365078816046967,0.4662904778105503,0.4319376440126484,MultXD,AddTreeWithDiv,AddRandomSubTreeR|MultXD|MultXD|AddXD|SkipD|AddTreeWithAdd|SubXD|MultXD|AddTreeWithMult|MutateNonTerminalR,MutateNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddTreeWithDiv|ReplaceBranchR|DivXD|SkipD|SubXD|AddTreeWithAdd|AddTreeWithDiv,48,49,299818278.5,299818278.5,((((((((((7)*(9))*(x))*(((3)-(9))*(x)))*((2)*(((x)+(2))+(7))))*(x))*(x))+(x))-(x))*(x)),(((((2)*(8))/((0)*((7)/(8))))*(((x)*((7)+(9)))*((2)*((1)*(x)))))*((((9)*(x))*((x)+(7)))+(((9)-(x))-((x)*((x)/((x)-(x))))))),5*x*x*x+2*x+7,3
1,-0.9563048063549177,-0.08016765766694116,-0.7833338270871397,0.3008225257506538,AddTreeWithMult,SkipD,MutateNonTerminalR|SkipD|AddRandomSubTreeR|AddTreeWithMult|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|DivXD,AddXD|SkipD|SkipD|AddRandomSubTreeR|AddTreeWithAdd|MutateNonTerminalR|AddTreeWithDiv|AddRandomSubTreeR|MutateNonTerminalR|SubXD,0,0,247069.5,247069.5,(((((((5)*((4)*(9)))*((x)*((9)*(4))))-(((5)*(1))*((x)+((5)*(5)))))*(x))*(x))/(x)),((((((9)+((4)/(0)))-((x)*((x)*(0))))*(((1)+(x))*((4)-(((5)+(2))-((4)/((4)+(4)))))))+(x))-(x)),5*x*x*x+2*x+7,4
2,-0.8036480630524544,0.08506941952384459,-0.335436723747944,0.29540999673309376,AddTreeWithMult,ReplaceBranchXR,MutateNonTerminalR|SkipD|AddRandomSubTreeR|AddTreeWithMult|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|DivXD,AddRandomSubTreeR|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchXR|MultXD|MutateNonTerminalR|AddXD|ReplaceBranchXR|SkipD|AddXD,0,1,6954363.5,6954363.5,((((((((x)*(7))*((x)*(5)))*((x)*((x)*(9))))+((2)-(((6)*(2))+(7))))*(x))*(x))/(x)),((((((x)+(8))*(((x)+(x))+((2)+(6))))*(x))+(x))+(x)),5*x*x*x+2*x+7,4
3,-0.45955587434719114,-0.1410818800977018,0.6506593969489545,0.09344175940486169,SkipD,SubXD,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|SubXD|AddXD|SkipD|SubXD|ReplaceBranchR|SubXD|AddXD|AddRandomSubTreeR,2,2,1765614,1765614,(((((((((5)*(((8)*(x))*(2)))*((x)*(x)))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),(((((((((5)*(((1)*(4))*((8)/(0))))-(((8)*(x))+(((3)+(5))*(x))))+(((9)*(6))-((x)-((x)*((x)+(0))))))-(x))+(x))-(x))-(x))+(x)),5*x*x*x+2*x+7,4
4,-0.13894578356714982,-0.15311490265831357,0.7077137864089792,0.24374725469908118,SkipD,SubXD,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|SubXD|AddXD|SkipD|SubXD|ReplaceBranchR|SubXD|AddXD|AddRandomSubTreeR,2,3,4747186,4747186,(((((((((((8)*(x))*(3))*(x))*((x)*(x)))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),(((((((((((1)/(0))-(2))*((x)*(7)))*(((9)*(x))+((2)*(x))))+((((0)+(7))-((x)-(8)))*((2)*((3)+(1)))))-(x))+(x))-(x))-(x))+(x)),5*x*x*x+2*x+7,4
5,0.10005451770347273,-0.15569381917915734,0.6755596602154266,0.15276289002134041,SkipD,AddXD,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|SubXD|AddXD|AddRandomSubTreeR,2,4,3810514,3810514,(((((((((5)*((5)*(7)))*(((9)*(8))*(x)))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),(((((((5)*((2)+(8)))*(((x)*(x))+((2)*(x))))+(((7)-((7)*(1)))-((0)*(1))))/(x))-(x))+(x)),5*x*x*x+2*x+7,4
6,0.47963582994696513,-0.18483319873612394,0.7143028447244254,0.135391802868868,SkipD,ReplaceBranchXR,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|SubXD|AddXD|AddRandomSubTreeR,5,5,883788,883788,((((((((((5)*(8))*(x))*((x)*(x)))+((2)*(((3)*(9))+(7))))-(x))-(x))*(x))*(x))+(x)),(((((((((5)*((x)*((1)/(0))))*(((4)+(5))+((2)+(5))))*(((6)+((7)-(x)))-((x)*((2)*(2)))))-(x))+(x))/(x))-(x))+(x)),5*x*x*x+2*x+7,4
7,0.40467332196192973,-0.12416986273343773,0.7333096121690391,0.05652582995930263,SkipD,AddTreeWithSub,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|SubXD|AddXD|AddRandomSubTreeR,6,6,1088014,1088014,(((((((((5)*(x))*(((4)*(4))*((5)*(9))))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),(((((((5)*((x)*(x)))*((((9)/(8))+(2))+((x)+(7))))-(((1)*((5)*(2)))-((x)*((x)*((x)*(3))))))/(x))-(x))+((8)*(7))),5*x*x*x+2*x+7,4
8,0.45841355387309807,-0.15369869531238262,0.7887860987566976,0.05251370205606907,SkipD,AddXD,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|SubXD|AddXD|AddRandomSubTreeR,7,7,6955001.5,6955001.5,(((((((((5)*(x))*(((x)*((9)*(7)))*(x)))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),(((((((5)*((3)*(8)))*(((3)+(8))*((x)+((x)/(0)))))*(((x)*((7)-(x)))-(((x)+(x))*((x)*((x)+(x))))))/(x))-(x))+(x)),5*x*x*x+2*x+7,4
9,0.3612945825262527,-0.017647938098260853,0.6981564537643934,0.4081316450860717,SkipD,AddRandomSubTreeR,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|SubXD|AddXD|AddRandomSubTreeR,8,8,2430982,2430982,(((((((((5)*(x))*((x)*(((8)*(6))*(4))))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),((((((((5)*((x)*(x)))*((3)-(9)))*((((5)+(2))*((9)-(x)))-((x)*((x)*((x)+((4)*((4)/(0))))))))+(x))/(x))-(x))+(x)),5*x*x*x+2*x+7,4
10,0.24044364401196244,-0.08384695613566497,0.5125043274857248,0.35824638004317844,SkipD,AddToLeafR,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|SubXD|AddXD|AddRandomSubTreeR,8,9,531942,531942,(((((((((5)*(x))*((x)*((6)*(7))))+((2)*(((5)*(4))+(7))))-(x))-(x))*(x))*(x))+(x)),(((((((5)*((x)*((1)*(4))))*(((1)*((9)/(0)))+((x)*(5))))*(((x)+(6))-((x)*((x)*((x)-((4)-(1)))))))/(x))-(x))+(x)),5*x*x*x+2*x+7,4
11,0.5425128172419134,-0.11072702773559848,0.7244278804263272,0.09950875322383666,SkipD,AddRandomSubTreeR,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|SubXD|AddXD|AddRandomSubTreeR,10,10,5298814,5298814,(((((((((5)*(x))*(((6)*(8))*((x)*(x))))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),((((((((x)-(4))*((x)*(x)))*(((9)*(5))+(((9)+(4))*(8))))*(((4)-(5))-((x)*((x)*(((4)/(0))+(x))))))/((3)*(6)))-(x))+(x)),5*x*x*x+2*x+7,4
12,0.4067199036740169,-0.1784611298917533,0.6652567226327524,0.21599107576530918,SkipD,AddRandomSubTreeR,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|SubXD|AddXD|AddRandomSubTreeR,11,11,11128594,11128594,(((((((((((9)*(8))*(7))*(x))*((x)*(x)))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),(((((((5)*((5)*(x)))*((x)+(0)))+((((5)*(3))-(((0)+(8))-(1)))*((x)*((9)*(x)))))/(x))-(x))+(x)),5*x*x*x+2*x+7,4
13,0.3852390173744515,-0.03930374811695636,0.764341120619685,0.28275072496055165,SkipD,AddTreeWithDiv,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|SubXD|AddXD|AddRandomSubTreeR,11,12,1586831,1586831,((((((((((9)*(8))*(x))*((x)*(x)))+((2)*((x)+(7))))-(x))-((7)*(9)))*(x))*(x))+(x)),(((((((8)*((6)*(x)))*(((x)*((1)+(8)))-((2)*(x))))+((((6)/(0))-(((3)*(3))+(3)))-((x)+(5))))/(x))-(x))+(x)),5*x*x*x+2*x+7,4
14,0.335302729595199,0.001888296884645624,0.7191123916328621,0.16713494987574803,SkipD,AddToLeafR,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|SubXD|AddXD|AddRandomSubTreeR,13,13,2126986,2126986,((((((((((4)*(6))*(x))*(((5)*(7))*(x)))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),(((((((2)-(1))*(((8)*((0)-(9)))+((x)*(0))))+(((7)+((x)-((7)/(2))))*((6)*(((x)*(3))*((x)+(x))))))/(x))-(x))+(x)),5*x*x*x+2*x+7,4
15,0.4855348497424675,0.07862842229881889,0.7854340672941504,0.2933204147933811,SkipD,AddXD,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|SubXD|AddXD|AddRandomSubTreeR,14,14,4052294,4052294,((((((((((5)*(8))*(x))*((x)*((5)*(8))))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),(((((((5)*((x)*(x)))*((((1)*(3))*(2))+((2)+((7)-(0)))))+(((4)*(((2)-(2))-(x)))-((x)*(((0)/(0))*((x)+(x))))))/(x))-(x))+(x)),5*x*x*x+2*x+7,4
16,0.3465976698981375,-0.060424469506661124,0.5564785729560559,0.1432111644035748,SkipD,AddToLeafR,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|SubXD|AddXD|AddRandomSubTreeR,15,14,2187785.2,2187785.2,((((((((((3)*(8))*(x))*(((6)*(6))*(x)))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),((((((((x)*(0))*((0)*(3)))*((((1)*(3))+(2))*((2)*(9))))-(((x)-((x)*(5)))*((6)*((x)*((x)+(x))))))/(x))-(x))+(x)),5*x*x*x+2*x+7,4
17,0.4963955077627874,-0.07411103757308726,0.7315900691053815,0.14817590393248312,SkipD,AddToLeafR,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|SubXD|AddXD|AddRandomSubTreeR,16,16,1235128,1235128,((((((((((7)*(8))*(x))*((x)*(x)))+((2)*((x)+(7))))-((7)*(3)))-(x))*(x))*(x))+(x)),(((((((9)*((((x)*(6))*(2))-(x)))*((8)-(1)))+((7)-(5)))/(x))-(x))+(x)),5*x*x*x+2*x+7,4
18,0.12962747801699342,-0.035451215020884,0.5028499273689988,0.26657064105881667,SkipD,SubXD,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|SubXD|AddXD|AddRandomSubTreeR,16,16,5423141.5,5423141.5,(((((((((((x)*(3))*(x))*(x))*((x)*(x)))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),(((((((x)+(5))*(((7)*(5))+((2)+(8))))+((((9)/((0)*(4)))*((7)*(3)))-((x)*((x)*(((1)-(8))+(x))))))+(x))-(x))+(x)),5*x*x*x+2*x+7,4
19,0.3388773418307871,-0.0971812271819797,0.6973134365826541,0.26822319110273063,SkipD,AddTreeWithDiv,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,18,18,2552580.4,2552580.4,((((((((((6)*(7))*((6)*(4)))*((x)*(x)))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),(((((((5)*(((8)-(8))*((4)-(4))))*(((x)-(5))+((8)*((0)-(7)))))*(((x)+((9)-(8)))-((x)*((x)*(((x)/(0))+(x))))))/(x))-(x))+(x)),5*x*x*x+2*x+7,4
20,0.3769170309283647,-0.10277875786074761,0.6737848854040417,0.1638857967496321,SkipD,AddTreeWithDiv,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,18,19,2836310,2836310,(((((((((5)*(x))*((((4)*(7))*(8))*(x)))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),((((((4)-(x))*(((x)+(2))*(((x)*(4))*((3)*(6)))))+(((x)+((0)/(0)))-(((6)-(8))*((x)*((x)+(x))))))/(x))+(x)),5*x*x*x+2*x+7,4
