gen,avgA,avgP,topA,topP,topADomStrat,topPDomStrat,topAStrategies,topPStrategies,topABirthGen,topPBirthGen,topADelta,topPDelta,topAEquation,topPEquation,spec,run
21,0.48008696906565806,-0.030084279756517618,0.6204643158147019,0.3151147767297174,SkipD,AddTreeWithDiv,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,20,19,1025303,1025303,(((((((((5)*(x))*(((9)*(9))*(x)))+((2)*((x)+(7))))-((0)*(x)))-(x))*(x))*(x))+(x)),((((((5)*((6)*(2)))*(((9)*(4))*(((1)-(7))+(2))))*((((2)*(8))+((8)-(7)))-(((x)*(8))-((x)*((x)+((5)-(x)))))))/((0)/(5)))+(x)),5*x*x*x+2*x+7,4
22,0.4854488020614591,-0.06821984542474673,0.7028018678939247,0.2746104024579089,SkipD,AddTreeWithDiv,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,20,20,774992.5,774992.5,((((((((((7)*(5))*(x))*((x)*(x)))+((2)*((x)+((x)*(6)))))-(x))-(x))*(x))*(x))+(x)),((((((5)*((x)*(4)))*((((8)/(0))*((6)*(1)))+((2)*((6)/((x)-(4))))))-((x)*(6)))/(x))+(x)),5*x*x*x+2*x+7,4
23,0.514712189969794,-0.02293006671571127,0.7587709308155628,0.3522233109743481,SkipD,AddTreeWithDiv,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,22,22,1822990,1822990,(((((((((5)*((6)*(x)))*((x)*((8)*(3))))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),((((((5)*(((3)/(0))-(5)))*(((x)*((2)*(5)))+((2)*(x))))*(((x)+(5))-((x)+((x)*((x)+(x))))))/(x))+(x)),5*x*x*x+2*x+7,4
24,0.37549815288889643,-0.047397944708576625,0.6896234731011857,0.2786249919830262,SkipD,AddTreeWithDiv,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,22,23,5298814,5298814,(((((((((5)*((x)*(x)))*((x)*((8)*(6))))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),((((((x)*((x)/(9)))*(((7)*(0))+((2)*(x))))+(((9)*((2)-(5)))-((x)-(((1)/(5))*((x)+(x))))))/((7)*(0)))+(x)),5*x*x*x+2*x+7,4
25,0.323086237809963,-0.03662589845057674,0.5409049995698215,0.2842282374665884,SkipD,AddTreeWithDiv,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,24,23,1914188.8,1914188.8,((((((((((2)*(7))*(x))*(((6)*(9))*(x)))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),((((((5)*((x)*(x)))*(((x)+((1)-(6)))*((((5)/(0))+(0))+(7))))-(((x)-((5)*(1)))*((8)*((x)*((2)*((2)/(6)))))))*(x))+(x)),5*x*x*x+2*x+7,4
26,0.2821080639027202,0.07885150971639351,0.6891923847686343,0.3202306636220527,SkipD,AddTreeWithDiv,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,25,25,3919414,3919414,(((((((((5)*((9)*(8)))*((x)*((9)*(4))))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),(((((1)+(1))*(((x)+((7)-(x)))-((x)+((x)*(((5)/(7))+(x))))))/((0)/(7)))+(x)),5*x*x*x+2*x+7,4
27,0.5072902412755662,0.1434693602248949,0.8105699142304836,0.5565175730170829,SkipD,AddTreeWithDiv,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,26,26,4768834,4768834,((((((((((x)*(4))*((6)*(9)))*((x)*(x)))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),((((((5)*((3)+(2)))*((((8)*((1)*(5)))+(1))*((0)*((0)/((9)/(0))))))+(((1)*((4)-(x)))+(((7)+(x))-(x))))/(x))+(x)),5*x*x*x+2*x+7,4
28,0.3642468193139758,-0.028110568942720578,0.6200431171825989,0.1810029955596017,SkipD,AddTreeWithDiv,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,26,27,2268850.8,2268850.8,((((((((((7)*(8))*((4)*(4)))*((x)*(x)))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),((((((5)*((5)-(4)))*(((8)+(2))*(((6)/(7))*(3))))*(((x)+(((8)/(0))-(x)))-((x)*((x)*((x)+((x)-(1)))))))/(x))+(x)),5*x*x*x+2*x+7,4
29,0.467713788510501,0.06941271812298858,0.7366317595906575,0.41898643909812644,SkipD,AddTreeWithDiv,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,28,27,910463,910463,(((((((((5)*(x))*((x)*((8)*(9))))+((2)*((x)+((1)*(0)))))-(x))-(x))*(x))*(x))+(x)),((((((x)-(3))*((((0)+(9))+(2))*(((x)*(5))*(5))))+(((7)-((x)*(0)))-((x)+((x)*((((8)/(0))-(7))+((6)*(9)))))))/(x))+(x)),5*x*x*x+2*x+7,4
30,0.28282793214670476,0.03875585776332764,0.6279743017269768,0.2897355558132644,SkipD,AddTreeWithDiv,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,29,29,7180919.5,7180919.5,(((((((((5)*((7)*(9)))*((x)*((9)*(x))))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),((((((5)*((4)*(0)))*((((9)/(5))*(x))+((2)*(x))))+(((4)*(((x)-(0))-(x)))-(((1)/(0))*(((2)+(3))+(4)))))/(x))+(x)),5*x*x*x+2*x+7,4
31,0.3708134514651191,0.012093580854079744,0.6365375562389135,0.33581653679712864,SkipD,AddTreeWithDiv,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,30,30,663106,663106,(((((((((5)*(x))*(((6)*(x))*(x)))+((2)*((x)+((4)*(7)))))-(x))-(x))*(x))*(x))+(x)),((((((x)*(((0)/(0))*(9)))*(((x)*(5))*((6)+(2))))*((2)*(4)))*(x))+((8)*(5))),5*x*x*x+2*x+7,4
32,0.2967001219922293,0.1004404756938713,0.6091803354789729,0.38028931350027395,SkipD,AddTreeWithDiv,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,31,31,9538654,9538654,((((((((((8)*(9))*(x))*(((x)*(6))*(x)))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),((((((7)-(2))*((((7)/(0))-(7))*((2)*(x))))+(((7)-((4)*(6)))-(((5)+(2))*((x)*(((8)*(2))+(x))))))/(x))+(x)),5*x*x*x+2*x+7,4
33,0.30661199892073937,-0.04876835278544981,0.756047013528762,0.22714700963068038,SkipD,AddTreeWithDiv,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,32,31,2000051.5,2000051.5,(((((((((5)*(x))*(((7)*(9))*((7)*(3))))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),((((((2)*(4))/(0))-(2))/(x))+(x)),5*x*x*x+2*x+7,4
34,0.4388387627643529,-0.0014701721220836627,0.584754930500056,0.22633712354260496,SkipD,AddTreeWithDiv,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,32,33,882000.5,882000.5,(((((((((5)*((8)*(x)))*((x)*(x)))+((2)*((x)+(7))))-((2)*(8)))-(x))*(x))*(x))+(x)),((((((x)-(8))*((((1)/(0))*(9))*(((8)/(0))+(2))))*(((x)+(((6)+(1))-(x)))-((x)*((x)*((x)+(x))))))+(x))+(x)),5*x*x*x+2*x+7,4
35,0.5509345487828871,0.026051804504074953,0.7070781829545706,0.25228167040891636,SkipD,AddTreeWithDiv,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,34,34,3164462,3164462,((((((((((8)*(2))*((x)*(x)))*((x)*(x)))+((2)*((x)+(7))))-(x))-(x))*(x))*(x))+(x)),((((((7)-(9))*(((x)+(2))*(((5)-((0)*(8)))*(3))))+(((2)*((5)-(x)))-(((7)/((5)*(0)))*(((3)/(8))*((x)+(3))))))-(x))+(x)),5*x*x*x+2*x+7,4
36,0.36011218939966616,-0.03664330455516562,0.5285850081645119,0.21048448763629413,SkipD,AddTreeWithDiv,SkipD|SkipD|SubXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,35,35,996433.5,996433.5,(((((((((5)*(x))*((x)*((x)*(9))))+((2)*(((8)*(7))+(7))))-(x))-(x))*(x))*(x))+(x)),((((((5)*(((2)*(3))*(x)))*(((2)*(((2)*(6))/(0)))+((2)*(x))))+((((1)+(5))-((2)-((6)/(7))))*((4)*((x)*((x)+(3))))))/(x))+(x)),5*x*x*x+2*x+7,4
37,0.47911144342425704,0.06880810970907084,0.6983159197552864,0.3958272815463104,SkipD,AddTreeWithDiv,SkipD|SkipD|MultXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,36,36,8519362.1,8519362.1,(((((((((5)*((3)*(7)))*(((8)*(4))*(x)))+((2)*((x)+(7))))*(x))-(x))*(x))*(x))+(x)),(((((x)-((5)/(0)))+(((7)-((7)*(7)))-((x)*((4)+(9)))))-(x))+(x)),5*x*x*x+2*x+7,4
38,0.4477241132850849,0.09542812074274061,0.8146874167183139,0.3583049579636286,SkipD,AddTreeWithDiv,SkipD|SkipD|MultXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,37,37,66784954.1,66784954.1,((((((((((8)*(6))*(x))*(((7)*(9))*(x)))+((2)*((x)+(7))))*(x))-(x))*(x))*(x))+(x)),(((((4)-(3))*(((x)+((7)-((5)/(0))))-(((7)*(2))*((x)*((x)+(4))))))*(x))+(x)),5*x*x*x+2*x+7,4
39,0.39857906756728256,-0.015716567675914523,0.761792791832194,0.4311965260168461,SkipD,AddTreeWithDiv,SkipD|SkipD|MultXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,38,38,5015966.6,5015966.6,(((((((((5)*(x))*(((5)*(9))*(x)))+((2)*((x)+((x)*(x)))))*(x))-(x))*(x))*(x))+(x)),((((((5)*((2)*((8)+(9))))*((((x)+(9))*(6))*((4)+(2))))*(((x)+((7)-((1)/(8))))-((x)*((x)*((x)+((x)/((3)-(3))))))))-(x))+(x)),5*x*x*x+2*x+7,4
40,0.49317614844393676,-0.02782940437051088,0.7750086433786486,0.2978031121549967,SkipD,AddTreeWithDiv,SkipD|SkipD|MultXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|SkipD|AddRandomSubTreeR,38,39,53470917.1,53470917.1,((((((((((9)*(5))*(x))*((x)*(x)))+((2)*((x)+(7))))*((x)*(6)))-(x))*(x))*(x))+(x)),(((((((8)/(3))-(2))*((x)*(x)))-(((x)+(2))*((x)+(7))))-((((3)*(0))*((x)-((3)+(5))))*((5)+((9)/(0)))))/(x)),5*x*x*x+2*x+7,4
41,0.44742748420260947,-0.01841895703017065,0.977071873305776,0.1993654047637698,SkipD,AddTreeWithDiv,SkipD|SkipD|MultXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,40,40,99719086.1,99719086.1,((((((((((9)*(7))*(x))*(((8)*(x))*(x)))+((2)*((x)+(7))))*(x))-(x))*(x))*(x))+(x)),((((((x)-(7))+(((x)+(2))*((x)+((0)/(0)))))*((((5)/(9))-((x)-(x)))*((7)*((x)*((9)*(1))))))/(x))+(x)),5*x*x*x+2*x+7,4
42,0.6174378298216763,0.14232576415659698,0.9582242176049448,0.3420883671964469,MultXD,AddTreeWithDiv,SkipD|SkipD|MultXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,41,41,19000162.1,19000162.1,(((((((((((2)*(8))*(6))*(x))*((x)*(x)))+((2)*((x)+(7))))*(x))-(x))*(x))*(x))+(x)),((((((5)*(((9)-(2))*(x)))*(((x)-(8))*((3)-(x))))+(((7)*((x)-((x)*((x)/(0)))))*((8)*((0)*(x)))))/(x))+(x)),5*x*x*x+2*x+7,4
43,0.5017782514343861,0.039837462538554844,0.7759453323199689,0.1485385429113984,MultXD,AddTreeWithDiv,SkipD|SkipD|MultXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,41,41,21648324.1,21648324.1,(((((((((5)*(x))*((((7)*(4))*(7))*(x)))+((2)*((x)+(7))))*(x))-(x))*(x))*(x))+(x)),((((5)*((8)/((7)*(0))))*(x))+(x)),5*x*x*x+2*x+7,4
44,0.5755156904092343,0.0009725939151521368,0.79898902371031,0.34482832537349034,SkipD,AddTreeWithDiv,SkipD|SkipD|MultXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,40,43,14247755.1,14247755.1,((((((((((8)*(9))*(x))*((x)*(x)))+((2)*((x)+((8)*(0)))))*(x))-(x))*(x))*(x))+(x)),(((((((6)+(8))*(3))*((((9)*(9))*(x))+((4)+(9))))+(((7)*((x)*(4)))*(((8)/(0))*(((1)-((3)/(2)))*((x)+(x))))))/(x))+(x)),5*x*x*x+2*x+7,4
45,0.6206357506663074,0.050042189037163974,0.9683172920925538,0.38207017914931296,SkipD,AddTreeWithDiv,SkipD|SkipD|MultXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,44,44,37399328.6,37399328.6,((((((((((7)*(3))*(x))*((x)*((9)*(x))))+((2)*((x)+(7))))*(x))-(x))*(x))*(x))+(x)),(((((0)/((5)-(5)))-(5))*(x))+(x)),5*x*x*x+2*x+7,4
46,0.6573012371910198,-0.01704165481697726,0.9098573118975674,0.35445873837923425,SkipD,AddTreeWithDiv,SkipD|SkipD|MultXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,45,45,30988085.3,30988085.3,(((((((((5)*(x))*(((5)*(7))*(x)))+((2)*((x)+(7))))*((8)*(x)))-(x))*(x))*(x))+(x)),((((((4)-((x)*(5)))*((x)*(9)))+(((6)*((0)*((0)*(x))))-((((5)*(2))/(8))*((x)*((x)+(x))))))/((0)/(1)))+(x)),5*x*x*x+2*x+7,4
47,0.6582796480927919,-0.035776084191473,0.9663035211413128,0.21970830478569586,SkipD,AddTreeWithDiv,SkipD|SkipD|MultXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,46,46,14462513.7,14462513.7,((((((((((x)*(8))*(x))*((x)*(x)))+(((9)*(0))*((x)+(7))))*(x))-(x))*(x))*(x))+(x)),(((((((0)/(0))*((7)*(((4)+(8))-(0))))*(((x)*(x))+((2)*(x))))*(((3)*((8)*(x)))-((x)*((x)*(0)))))/((4)/(4)))+(x)),5*x*x*x+2*x+7,4
48,0.7035184043251833,-0.10929682504620693,0.9650523524143635,0.06791498093127893,SkipD,AddTreeWithDiv,SkipD|SkipD|MultXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|SubXD|AddRandomSubTreeR,47,47,72329174.1,72329174.1,(((((((((5)*(x))*(((8)*((x)*(x)))*(x)))+((2)*((x)+(7))))*(x))-(x))*(x))*(x))+(x)),((((((((8)/(2))*(9))*((x)*(x)))*(((0)-(8))+((2)*(x))))+(((9)-(2))-((x)*((x)-(6)))))/((5)*(2)))+(x)),5*x*x*x+2*x+7,4
49,0.6094515301534463,0.07301960541081448,0.9639626128545814,0.4689627599864437,SkipD,AddTreeWithDiv,SkipD|SkipD|MultXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,48,48,12008055,12008055,(((((((((5)*(x))*((x)*((9)*(3))))+((2)*((x)+(7))))*((7)*(5)))-(x))*(x))*(x))+(x)),((((((7)+(3))*((1)+(x)))+(((9)*(((7)/(0))*(x)))-((((x)-(9))+(8))*((x)*((x)+(x))))))/(x))+(x)),5*x*x*x+2*x+7,4
50,0.7770988960560845,0.279662176617897,0.9545344558332248,0.4689627599864437,SkipD,AddTreeWithDiv,SkipD|SkipD|MultXD|SubXD|SkipD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD|AddXD,AddToLeafR|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|DivXD|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|AddXD|AddRandomSubTreeR,49,48,12167314.1,12167314.1,((((5)*((6)*(8)))*(((4)*(5))*((x)+(2))))*(((x)+((7)*(x)))-((x)*((x)*((x)+(x)))))),(((((7)+(3))*((1)+(x)))+(((9)*(7))/((0)*(x))))-(((x)-((9)+(8)))*(((x)*(x))+((x)/((x)+(x)))))),5*x*x*x+2*x+7,4
1,-0.9143584767250511,0.18630843904190691,-0.5716723623749649,0.3598385090940132,MultXD,MutateTerminalR,ReplaceBranchXR|AddXD|AddTreeWithMult|AddXD|AddTreeWithDiv|DivXD|MultXD|SkipD|MultXD|MultXD,AddTreeWithSub|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithSub|MutateTerminalR|MutateTerminalR,0,0,110708,110708,((((((((((5)*(x))*((x)*(x)))+((2)*((((x)/(4))*(4))+(8))))+(x))+(x))/(x))*(x))*(x))*(x)),(((((((9)-(9))+(7))*((6)/(2)))*(((7)*(x))+((2)*(x))))+(((7)+((4)+(x)))/(((4)-((0)+(4)))*((x)*((0)-(4))))))+(x)),5*x*x*x+2*x+7,5
2,-0.7302162026011388,0.07174881430718577,0.22357164119063616,0.3286265174576456,MultXD,MutateTerminalR,ReplaceBranchXR|AddXD|MutateNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithSub|AddTreeWithDiv|SubXD|MutateNonTerminalR|AddTreeWithDiv|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithSub|MutateTerminalR|MutateTerminalR,1,1,984219.8666666666,984219.8666666666,(((((((((5)*(x))*((x)*(x)))-((2)*((x)-(((5)+(3))/(3)))))+(x))-(x))*(x))*(x))*(x)),(((((5)*((3)+(3)))*((2)*((3)*((2)/(4)))))/(((7)-(7))*(4)))-(2)),5*x*x*x+2*x+7,5
3,-0.30334269072775644,0.15155702708563135,0.4899680523206927,0.3603567510822253,MultXD,AddTreeWithAdd,ReplaceBranchXR|AddXD|MutateNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,1,1,985465.57,985465.57,(((((((((5)*(x))*((x)*(x)))-((x)*((x)/((7)+(3)))))+(x))-(x))*(x))*(x))*(x)),(((((9)/((7)*(x)))*(((x)-(0))+((7)+((0)+((((5)*(1))*(3))+(3))))))*(((8)+(x))-((x)*(((5)/(0))*((x)*((5)+(9)))))))+(x)),5*x*x*x+2*x+7,5
4,0.05181938490032317,-0.07821323675883378,0.8847926641145405,0.39297154140905555,MultXD,AddTreeWithAdd,SubXD|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,3,3,26142826.2,26142826.2,(((((((((9)+(7))*(x))*((x)*(((9)*(9))-(7))))+(((3)+(5))-(4)))-(x))*(x))*(x))*(x)),((((7)*((0)+(6)))-((1)/(0)))+(x)),5*x*x*x+2*x+7,5
5,0.059336808022272224,-0.13419449912580203,0.6948381328914796,0.13324178203058895,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,4,4,1548366.2,1548366.2,((((((((5)*(x))*(((((7)+(8))+(7))-(8))*(x)))+((2)*(((2)-(0))+((1)*(9)))))-(x))*(x))*(x))*(x)),(((((5)/((9)*((5)+(8))))-(((6)*(x))+(((3)*(3))+((3)+(5)))))+(((5)*((6)-(6)))-(((7)*(x))*(((0)+(0))*(((1)/(0))*(x))))))+(x)),5*x*x*x+2*x+7,5
6,0.5554438382575594,-0.24551683414028352,0.9235661981734878,0.09244954924263656,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,4,5,35044140.6,35044140.6,(((((((((6)+((3)+(5)))*((8)*(9)))*(((x)+(5))*(x)))+(((x)-(4))*((x)+(7))))-(x))*(x))*(x))*(x)),(((((((3)+((5)/(0)))*(9))+((6)-(0)))*(((x)*(x))+(((9)*(2))*(8))))+(((((8)+(4))+(1))*((6)+(4)))+(((7)-(x))*((x)*(((x)-(5))*((7)+(1)))))))+(x)),5*x*x*x+2*x+7,5
