A,P,AFinal,PFinal,AGen,PGen,count,run
ReplaceBranchXR,SubXD,AddTreeWithAdd,SubXD,0,0,0,8
AddTreeWithSub,MultXD,AddRandomSubTreeR,MultXD,0,0,1,8
AddRandomSubTreeR,SkipD,AddRandomSubTreeR,SkipD,0,0,2,8
AddTreeWithSub,SubXD,AddRandomSubTreeR,SubXD,0,0,3,8
AddToLeafR,SubXD,AddTreeWithAdd,SubXD,0,0,4,8
AddToLeafR,AddXD,AddToLeafR,AddXD,0,0,5,8
AddRandomSubTreeR,MultXD,AddRandomSubTreeR,MultXD,0,0,6,8
AddToLeafR,AddTreeWithDiv,AddToLeafR,AddTreeWithDiv,0,0,7,8
AddRandomSubTreeR,AddTreeWithDiv,AddRandomSubTreeR,AddTreeWithDiv,0,0,8,8
AddRandomSubTreeR,SkipD,AddToLeafR,SkipD,0,0,9,8
AddToLeafR,FellTreeD,AddToLeafR,FellTreeD,0,0,10,8
AddToLeafR,FellTreeD,AddToLeafR,FellTreeD,0,0,11,8
AddToLeafR,MultXD,AddToLeafR,MultXD,0,0,12,8
AddTreeWithMult,AddXD,AddTreeWithMult,AddXD,0,0,13,8
AddToLeafR,SkipD,AddToLeafR,SkipD,0,0,14,8
