A,P,AFinal,PFinal,AGen,PGen,count,run
ReplaceBranchXR,DivXD,AddTreeWithAdd,DivXD,0,0,0,7
ReplaceBranchXR,DivXD,ReplaceBranchXR,DivXD,0,0,1,7
ReplaceBranchXR,DivXD,AddToLeafR,DivXD,0,0,2,7
ReplaceBranchXR,SubXD,AddToLeafR,SubXD,0,0,3,7
ReplaceBranchXR,MultXD,AddRandomSubTreeR,MultXD,0,0,4,7
AddToLeafR,SkipD,AddToLeafR,SkipD,0,0,5,7
AddRandomSubTreeR,MultXD,AddRandomSubTreeR,MultXD,0,0,6,7
AddToLeafR,MultXD,AddToLeafR,MultXD,0,0,7,7
AddToLeafR,DivXD,AddToLeafR,DivXD,0,0,8,7
AddToLeafR,MultXD,AddToLeafR,MultXD,0,0,9,7
AddToLeafR,AddTreeWithDiv,AddToLeafR,AddTreeWithDiv,0,0,10,7
AddToLeafR,AddXD,AddToLeafR,AddXD,0,0,11,7
AddTreeWithAdd,DivXD,AddTreeWithAdd,DivXD,0,0,12,7
AddToLeafR,FellTreeD,AddToLeafR,FellTreeD,0,0,13,7
AddToLeafR,AddXD,AddToLeafR,AddXD,0,0,14,7
