A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithSub,DivXD,AddTreeWithSub,DivXD,0,0,0,3
ReplaceBranchXR,AddTreeWithDiv,ReplaceBranchXR,AddTreeWithDiv,0,0,1,3
AddTreeWithSub,MultXD,AddToLeafR,MultXD,0,0,2,3
AddToLeafR,AddTreeWithDiv,AddToLeafR,AddTreeWithDiv,0,0,3,3
AddToLeafR,SubXD,AddToLeafR,SubXD,0,0,4,3
AddToLeafR,SkipD,AddToLeafR,SkipD,0,0,5,3
AddToLeafR,AddTreeWithDiv,AddToLeafR,AddTreeWithDiv,0,0,6,3
AddToLeafR,DivXD,AddToLeafR,DivXD,0,0,7,3
AddToLeafR,DivXD,AddToLeafR,DivXD,0,0,8,3
AddToLeafR,AddXD,AddToLeafR,AddXD,0,0,9,3
AddTreeWithMult,SkipD,AddTreeWithMult,SkipD,0,0,10,3
AddRandomSubTreeR,SkipD,AddToLeafR,SkipD,0,0,11,3
AddRandomSubTreeR,SubXD,AddToLeafR,SubXD,0,0,12,3
AddToLeafR,FellTreeD,AddToLeafR,FellTreeD,0,0,13,3
AddTreeWithMult,AddXD,AddTreeWithAdd,AddXD,0,0,14,3
