A,P,AFinal,PFinal,AGen,PGen,count,run
AddRandomSubTreeR,AddXD,AddRandomSubTreeR,AddXD,0,0,0,9
AddTreeWithSub,AddTreeWithDiv,AddToLeafR,AddTreeWithDiv,0,0,1,9
AddToLeafR,SkipD,AddToLeafR,SkipD,0,0,2,9
AddToLeafR,FellTreeD,AddToLeafR,FellTreeD,0,0,3,9
ReplaceBranchXR,SkipD,AddRandomSubTreeR,SkipD,0,0,4,9
AddToLeafR,SkipD,AddToLeafR,SkipD,0,0,5,9
AddTreeWithSub,FellTreeD,ReplaceBranchXR,FellTreeD,0,0,6,9
ReplaceBranchR,FellTreeD,AddToLeafR,FellTreeD,0,0,7,9
ReplaceBranchR,FellTreeD,AddToLeafR,FellTreeD,0,0,8,9
AddTreeWithAdd,AddXD,AddTreeWithAdd,AddXD,0,0,9,9
AddToLeafR,MultXD,AddToLeafR,MultXD,0,0,10,9
AddToLeafR,MultXD,AddToLeafR,MultXD,0,0,11,9
AddRandomSubTreeR,AddXD,AddTreeWithAdd,AddXD,0,0,12,9
AddRandomSubTreeR,FellTreeD,AddToLeafR,FellTreeD,0,0,13,9
AddTreeWithMult,AddXD,AddToLeafR,AddXD,0,0,14,9
