gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
28,(x),20,-10,0.01899586713528546,-0.01,0.019999999992927134,-0.01,287339944.26513004,0.2,14138540773.814,0.2,1,1,0.3178265536281251,0,517572019199093200000,0,7335832200686048000,0,(((((((6)+((x)+(3)))+((5)+((0)*(1))))+(((7)-((8)+(x)))*(((0)*(6))+((3)+(5)))))+((((5)+((1)+(8)))*((7)+((1)-(1))))+(((0)+((5)-(9)))-(((0)+(4))+((9)+(8))))))+(((((8)+((x)-(4)))*((0)*((2)+(9))))+(((3)+((0)+(8)))*(((2)*(4))*((3)-(6)))))-((((9)+((9)*(5)))-(((1)-(0))*((8)-(x))))+(((4)+((8)+(6)))-(((8)+(9))+((1)*(8)))))))+((((((6)*((8)*(5)))-((4)*((7)*(6))))*(((9)-((6)*(1)))+((9)*((9)*(6)))))-((((8)*((5)-(3)))*((4)-((4)-(7))))-(((x)-((9)*(9)))+(((7)*(x))*((2)*(4))))))*(((((6)*((x)-(2)))-((0)-((x)+(4))))-(((8)-((1)*(2)))*(((4)*(1))*((0)*(9)))))*((((4)+((0)-(7)))*((3)*((5)*(9))))*(((5)*((4)*(3)))*(((7)*(6))*((x)-((2)*(7))))))))),((0)+(x)),AddTreeWithAdd|ReplaceBranchXR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR,MultXD|AddXD|MultXD|AddTreeWithDiv|SkipD|AddTreeWithDiv|AddTreeWithDiv|AddXD|SubXD|DivXD|FellTreeD|AddXD|AddXD|FellTreeD|AddXD,AddToLeafR,AddXD,28,27,29,29,0
29,(x),20,-10,0.018860091353435467,0.015914352677612802,0.019999999990003122,0.02,305025914.26101995,0.2974488406399374,10003124433.864,0,1,1,0.3202968933301149,0,236751939477692120000,0,23675096706970865000000,0,(((((((3)+((9)+(0)))+((4)+((8)+(6))))+(((4)+((1)*(5)))+(((x)+(2))-((4)*(8)))))+((((9)+((4)+(8)))*((7)*((7)*(3))))*(((8)*((9)-(9)))*(((6)-(0))+((7)*(3))))))*(((((4)-((0)*(3)))*((1)*((7)-(2))))-(((8)-((1)+(9)))*(((7)+(1))-((7)+(7)))))*((((4)+((6)+(9)))+((5)*((8)*(0))))+(((6)+((1)-(3)))+(((8)+(8))+((4)+(5)))))))+((((((6)+((0)+(6)))*((9)-((3)*(x))))*(((9)-((1)+(7)))-((9)-((4)*(0)))))*((((4)*((1)-(0)))-((8)-((5)-(7))))*(((6)*((0)+(9)))+(((9)*(9))-((2)*(9))))))*(((((8)-((2)-(x)))-((0)+((1)+(4))))+(((2)*((2)*(1)))+(((x)-(1))*((6)*(x)))))*((((1)+((7)+(4)))-((0)*((x)+(0))))*(((2)+((5)+(2)))-(((x)-(4))+((8)*((6)*(x))))))))),((0)+(x)),AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|ReplaceBranchR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddTreeWithAdd|AddToLeafR|DeleteMaliciousR|AddToLeafR|AddToLeafR,MultXD|SkipD|SkipD|AddTreeWithDiv|AddTreeWithDiv|SubXD|AddTreeWithDiv|SubXD|AddXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DivXD|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,29,29,30,30,0
30,(x),20,-10,0.017041431724149556,0,0.019999999993880642,0,179179996.17253,0.1,16341582235.171999,0.1,1,1,0.2655945053011267,0,18791120676278930000000,0,1877298172288260300000000,0,(((((((1)-((9)-(0)))+((0)*((9)+(2))))-(((8)*((0)+(9)))*((4)*((2)*(7)))))+((((8)-((2)-(6)))+((x)+((3)+(3))))-(((0)-((5)*(2)))*(((4)+(6))-((3)*(9))))))-(((((6)*((1)*(5)))+((9)+((3)+(8))))*(((0)+((9)*(8)))-(((x)-(9))+((7)-(2)))))*((((9)*((5)-(1)))+((9)+((7)+(3))))+(((4)+((5)+(8)))+(((4)*(6))-((2)+(0)))))))-((((((1)+((7)*(2)))-((5)+((x)*(9))))-(((9)+((6)+(4)))-((x)*((3)+(x)))))*((((2)*((4)+(5)))*((1)-((0)*(2))))*(((9)*((x)*(6)))*(((6)*(3))*((1)*(2))))))-(((((9)+((8)-(8)))*((8)*((9)*(8))))*(((7)*((6)-(6)))-((5)*((x)-(2)))))+((((6)-((2)*(7)))+((1)+((4)*(0))))+(((8)+((7)-(6)))+(((3)+(7))+((0)+((7)+(8))))))))),((0)+(x)),AddTreeWithAdd|ReplaceBranchXR|AddToLeafR|AddTreeWithMult|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR,MultXD|SubXD|FellTreeD|AddTreeWithDiv|SkipD|SubXD|AddTreeWithDiv|FellTreeD|MultXD|AddTreeWithDiv|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,29,29,31,31,0
31,(x),20,-10,0.01843156131115382,0,0.019999999814849623,0.02,12061635.82215,0.1,540101520.1,0,1,1,0.30472924149405733,0,1328807580967278000000000,0,132880758077020450000000000,0,(((((((1)-((2)*(3)))*((9)+((1)*(0))))-(((0)-((9)*(1)))*(((6)*(0))-((7)*(3)))))*((((8)*((4)-(7)))-((7)*((9)*(9))))-(((0)-((x)*(0)))+(((3)*(9))-((9)*(2))))))*(((((3)*((9)+(3)))-((5)*((0)*(6))))+(((3)*((2)-(3)))-(((5)-(5))-((8)*(x)))))*((((8)*((7)-(3)))-(((8)-(1))*((0)-(x))))+(((5)-((6)+(1)))*(((7)*(7))*((1)-(0)))))))+((((((x)*((6)*(2)))*((9)*((x)-(8))))-(((x)-((0)+(7)))*((7)+((4)-(2)))))+((((7)-((4)+(9)))-((5)*((5)-(8))))+(((3)+((7)*(2)))+(((6)-(4))-((5)*(3))))))*(((((6)*((7)+(x)))*((4)*((6)*(3))))-(((2)*((2)*(4)))*(((4)-(6))-((6)+(0)))))+((((1)+((6)+(7)))+((x)+((5)+(9))))+(((1)+((9)+(9)))+(((3)+(0))+((0)+((1)+(9))))))))),((0)+(x)),AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR,MultXD|AddXD|AddXD|AddTreeWithDiv|AddTreeWithDiv|SubXD|AddTreeWithDiv|AddXD|AddXD|AddTreeWithDiv|FellTreeD|FellTreeD|MultXD|FellTreeD|AddXD,AddToLeafR,AddXD,31,30,32,32,0
32,(x),20,-10,0.01867651500100233,-0.01,0.019999999935629245,0.02,34050712.57127,0.2,1553500568.385,0,1,1,0.2274331699268454,0,136567151634887900000,0,13656701178345402000000,0,(((((((2)+((9)+(7)))+((2)+((6)+(7))))-(((9)*((8)*(x)))+(((6)*(7))+((5)-(0)))))-((((2)+((8)-(x)))-((3)*((5)-(5))))*(((x)+((7)-(2)))*(((x)*(5))+((1)*(5))))))*(((((x)+((2)+(x)))+((0)*((9)*(8))))+(((6)*((3)+(8)))*(((4)*(6))+((3)*(x)))))+((((2)*((4)+(9)))-(((6)*(8))*((x)+(4))))+(((9)+((5)+(3)))+(((0)+(1))+((2)-(x)))))))+((((((5)+((2)+(5)))*((0)-((0)-(3))))*(((7)-((x)-(7)))-((2)*((5)*(2)))))+((((8)*((7)+(3)))-((0)-((6)-(8))))+(((9)*((7)-(0)))*(((x)*(4))-((x)+(5))))))+(((((5)-((7)-(0)))-((4)*((7)+(1))))*(((2)-((6)-(2)))*(((1)+(5))*((6)*(4)))))*((((1)*((9)*(8)))*((7)*((x)*(7))))*(((2)*((9)*(3)))*(((x)*(1))*((1)+((9)+(8))))))))),((0)+(x)),AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR,MultXD|SkipD|SkipD|AddTreeWithDiv|SkipD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|SubXD|AddTreeWithDiv|SkipD|SubXD|AddXD|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,32,29,33,33,0
33,(x),20,-10,0.01868419403751139,0.018800000004645535,0.019999999992915223,0.02,405499889.99057,910360.7509549897,14114770641.588001,0,1,1,0.3722990448695539,0,14787820783644826000000,0,1478780941442298400000000,0,(((((((7)-((x)+(9)))*((9)+((x)-(2))))*(((x)-((8)+(x)))-((0)*((0)+(1)))))*((((x)-((9)+(2)))*((9)*((x)*(5))))*(((4)*((1)*(6)))+((3)+((7)*(7))))))+(((((0)*((6)-(x)))*((0)*((2)*(1))))*(((1)-((8)*(x)))*((8)*((9)*(9)))))*((((7)+((5)-(0)))-((6)+((3)-(1))))-(((8)*((8)*(2)))+(((3)+(4))*((4)+(x)))))))-((((((x)*((2)-(5)))*((8)-((8)-(0))))-(((8)+((7)+(1)))+((x)-((0)*(7)))))-((((1)*((5)-(7)))*((4)-((3)*(6))))*(((3)*((0)-(9)))-((0)*((5)-(0))))))*(((((x)*((5)*(0)))-((6)+((x)*(4))))+(((8)*((5)-(7)))+((9)-((x)*(6)))))+((((2)*((9)*(3)))*((3)*((6)*(6))))*(((2)*((0)*(5)))*((7)+((9)-((1)*(5))))))))),((0)+(x)),ReplaceBranchR|AddToLeafR|AddToLeafR|AddToLeafR|ReplaceBranchR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR,MultXD|SkipD|SkipD|AddTreeWithDiv|SkipD|AddTreeWithDiv|AddTreeWithDiv|AddXD|SubXD|DivXD|AddTreeWithDiv|MultXD|FellTreeD|FellTreeD|FellTreeD,AddToLeafR,AddTreeWithDiv,33,32,34,34,0
34,(x),20,-10,0.01863958397536826,0,0.01999999991604389,0,14049143.37381,0.1,1191098550.847,0.1,1,1,0.29602818035210465,0,708049970229367000000,0,70804994641031670000000,0,(((((((0)+((3)+(0)))*((5)-((6)+(x))))*(((5)+((1)*(1)))+((7)+((x)+(4)))))-((((8)+((7)-(6)))+((7)+((6)*(9))))+(((7)-((x)*(x)))*((5)*((5)*(7))))))*(((((4)*((7)*(x)))*((6)*((2)-(7))))-(((3)+((7)*(7)))*((x)*((9)*(x)))))*((((8)-((x)+(4)))-((x)-((4)+(6))))+(((7)*((x)*(2)))-((3)-((6)+(9)))))))*((((((x)+(8))*((7)-((6)*(7))))-(((4)*((x)+(6)))*((4)-((0)*(9)))))*((((1)*((5)*(9)))*((8)*((3)*(2))))-(((1)-((7)-(8)))-((9)+((4)*(3))))))*(((((8)-((2)*(7)))-((4)*((3)+(4))))-(((4)+((7)-(6)))-((9)-((8)*(8)))))-((((6)+((4)-(7)))+((3)+((6)+(8))))*(((5)+((9)*(4)))-((5)*((6)+((6)*(2))))))))),((0)+(x)),AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|ReplaceBranchR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR,MultXD|AddXD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|SubXD|DivXD|SubXD|SubXD|DivXD|SkipD|MultXD|AddTreeWithDiv|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,34,33,35,35,0
35,(x),20,-10,0.01670365396149565,0.02,0.019999999975269526,0.02,46584945.06823001,0,4043594277.294,0,1,1,0.20295259801020607,0,372759187386837800000000,0,37275918723691190000000000,0,(((((((6)+((0)+(1)))+((9)*((5)*(8))))*(((6)*((1)*(5)))*(((6)*(1))-((x)-(x)))))+((((3)*((4)*(9)))-((9)*((3)*(0))))+(((8)*((5)*(6)))*(((0)+(0))-((6)*(2))))))-(((((x)*((1)+(3)))-((9)-((1)*(1))))*(((7)*((4)*(3)))-(((7)+(9))*((6)-(6)))))-((((7)-((9)-(0)))+(((5)*(3))-((2)+(2))))*(((1)*((5)+(3)))-(((7)+(8))-((1)*(0)))))))*((((((x)*((1)*(3)))-((5)*((6)*(x))))*(((0)+((7)*(x)))-((8)*((9)-(4)))))+((((2)+((0)-(x)))-((3)-((4)*(4))))*(((2)-((9)-(1)))*(((1)*(8))*((x)+(0))))))+(((((3)+((1)*(7)))*((3)*((x)+(5))))+(((8)*((3)*(8)))*(((7)*(4))+((8)+(x)))))+((((7)*((8)*(0)))+((7)*((9)*(3))))*(((3)*((6)-(x)))+(((1)+(0))+((7)+((x)+(7))))))))),((0)+(x)),AddTreeWithAdd|AddToLeafR|AddToLeafR|MutateTerminalR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR,MultXD|SkipD|MultXD|AddTreeWithDiv|SkipD|AddTreeWithDiv|AddTreeWithDiv|AddXD|SubXD|DivXD|SkipD|MultXD|DivXD|FellTreeD|AddXD,AddToLeafR,MultXD,35,33,36,36,0
36,(x),20,-10,0.018931363375715795,0,0.019999999971502105,0,122356617.61321999,0.1,3509031244.1,0.1,1,1,0.37811850282289555,0,10055163092704533000000,0,1005516295414209000000000,0,(((((((2)+((4)*(5)))+((9)-((0)-(6))))*(((6)+((9)*(2)))-(((4)*(7))*((6)-(2)))))*((((6)+((3)*(7)))-((9)+((9)+(6))))*(((3)+((0)+(4)))+(((x)*(8))+((x)+(5))))))-(((((4)*((2)-(8)))*((9)-((0)*(2))))-(((0)-((6)+(5)))-(((8)+(0))*((x)*(0)))))*((((6)-((9)*(8)))*(((9)+(1))+((1)*(5))))*(((0)*((x)-(0)))-(((2)*(5))+((9)*(8)))))))-((((((3)+((x)*(8)))*((8)+((8)*(x))))+(((2)-((3)+(7)))*(((4)+(x))-((9)*(6)))))+((((7)-((1)-(4)))*((4)+((8)*(9))))-(((0)+((9)*(7)))*(((4)-(0))-((1)-(8))))))-(((((3)*((7)-(6)))*((x)*((6)*(2))))*(((4)*((9)+(2)))+(((8)+(5))+((3)+(6)))))+((((2)+((6)*(7)))*((6)*((8)*(3))))+(((4)+((1)+(x)))+(((0)+(7))+((7)+((4)+(4))))))))),((0)+(x)),AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR,MultXD|SkipD|MultXD|AddTreeWithDiv|SkipD|AddTreeWithDiv|AddTreeWithDiv|AddXD|SubXD|DivXD|SkipD|MultXD|DivXD|FellTreeD|AddXD,AddToLeafR,MultXD,36,33,37,37,0
37,(x),20,-10,0.01922153809837439,0.01880046752996134,0.01999999996374511,0.02,56397396.59541,28443.29258878395,2758248373.98,0,1,1,0.36286510598500904,0,179203956370730380000000,0,17920395568412308000000000,0,(((((((8)+((0)+(6)))+((8)+((3)+(2))))-(((0)*((5)*(0)))-((5)*((8)+(1)))))+((((7)+((x)+(7)))+((4)+((4)+(0))))*(((x)+((5)+(7)))*((x)*((2)*(7))))))-(((((9)*((4)*(7)))*((3)-((5)+(8))))*(((9)-((5)-(5)))*((4)-((3)-(0)))))-((((5)*((7)*(7)))*((5)*((3)*(3))))*(((5)*((3)*(x)))*(((3)-(2))+((5)-(1)))))))*((((((7)+((5)*(2)))*((2)*((x)*(6))))*(((5)*((x)*(5)))*((9)*((3)-(9)))))-((((3)-((4)*(6)))*((9)-((2)-(x))))*(((5)*((8)+(7)))*((3)+((x)+(5))))))*(((((9)-((8)-(2)))-((6)-((1)-(3))))-(((7)*((0)-(9)))*((0)+((8)*(x)))))+((((8)*((9)+(2)))*((x)*((8)*(x))))*(((5)*((2)*(x)))*((9)*((4)+((4)+(2))))))))),((0)+(x)),AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR,MultXD|AddXD|MultXD|AddTreeWithDiv|SkipD|SubXD|AddTreeWithDiv|SubXD|AddXD|AddTreeWithDiv|SkipD|AddXD|DivXD|FellTreeD|AddXD,AddToLeafR,AddXD,37,36,38,38,0
38,(x),20,-10,0.01869886729498546,0.02,0.01999999995975164,0.02,41906066.631230004,0,2484573295.855,0,1,1,0.22770913882878727,0,2052639726872705000000,0,205262547003985620000000,0,(((((((2)+((4)+(1)))*((3)-((0)*(x))))+(((3)*((9)*(5)))+(((1)+(5))*((7)+(6)))))*((((4)*((3)-(2)))-((1)*((8)*(8))))*(((2)*((5)*(8)))*(((1)*(x))*((2)-(x))))))*(((((9)+((8)+(5)))+((2)+((0)+(2))))*(((1)-((0)+(6)))*(((6)-(5))+((2)-(9)))))-((((4)*((4)+(6)))*(((x)+(1))-((2)*(1))))-(((x)-((0)*(8)))*(((3)*(x))-((6)+(4)))))))*((((((x)+((3)+(2)))*((3)-((5)*(8))))*(((2)+((x)+(9)))*(((x)*(7))*((1)+(6)))))*((((4)*((9)-(7)))+((9)*((8)+(7))))*(((3)+((5)+(x)))*(((5)-(5))+((7)*(2))))))-(((((5)-((4)*(x)))*((4)-((x)+(5))))+(((x)+((2)+(8)))*(((7)-(8))-((6)*(3)))))-((((6)+((0)+(8)))-((5)+((4)*(2))))+(((5)+((x)-(3)))+(((4)+(8))+((x)+((3)+(x))))))))),((0)+(x)),AddTreeWithAdd|AddToLeafR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR,MultXD|AddTreeWithDiv|MultXD|AddTreeWithDiv|SkipD|MultXD|AddTreeWithDiv|SubXD|SubXD|DivXD|SkipD|FellTreeD|MultXD|FellTreeD|AddXD,AddToLeafR,MultXD,38,37,39,39,0
39,(x),20,-10,0.01888542997353598,0,0.019999999995388994,0,332551584.14394003,0.1,21687243568.9,0.1,1,1,0.2713804880290186,0,2170060937289458000000,0,217003350445450970000000,0,(((((((4)+((1)+(0)))+((5)+((8)+(5))))*(((x)*((x)+(1)))*(((2)-(x))+((9)+(3)))))+((((1)+((2)*(4)))-((9)*((9)+(2))))*(((9)*((9)*(2)))+(((5)*(0))+((x)*(8))))))-(((((0)-((2)*(1)))-((5)+((1)+(7))))*(((9)-((5)-(2)))*(((6)+(7))+((6)+(2)))))*((((5)*((2)-(0)))*(((9)*(x))*((3)*(5))))*(((x)*((5)-(7)))*(((8)+(2))*((3)-(4)))))))*((((((9)-((4)-(4)))+((3)+((8)+(9))))*(((7)-((9)-(2)))-((8)*((9)*(6)))))+((((8)*((6)-(8)))+((2)*((1)-(x))))-(((0)-((x)*(7)))*(((8)+(4))-((x)*(1))))))*(((((9)*((8)+(3)))*((2)-((0)*(0))))+(((6)+((8)-(8)))+(((4)*(5))+((x)-(4)))))*((((x)+((8)*(7)))+((5)*((2)*(8))))-(((2)+((9)-(x)))*(((7)+(8))+((6)-((8)+(0))))))))),((0)+(x)),AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR,MultXD|SkipD|FellTreeD|AddXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|AddXD|SubXD|AddTreeWithDiv|SkipD|SubXD|DivXD|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,39,38,40,40,0
40,(x),20,-10,0.017631038333483194,-0.01,0.01999999996946726,0.02,57936114.90762001,0.2,3275172669.645,0,1,1,0.22600584807756025,0,7131000862015984000000,0,677783652733453700000,0,(((((((6)+((3)+(5)))+((7)+((2)-(x))))*(((9)*((7)*(2)))*(((8)*(2))*((9)*(7)))))-((((1)*((4)-(0)))+((9)*((6)*(9))))*(((6)+((x)+(4)))-(((8)-(0))+((7)*(8))))))*(((((5)*((6)+(4)))*((3)-((7)*(5))))*(((x)-((6)+(0)))+(((3)+(2))*((1)+(x)))))*((((0)*((6)*(9)))*(((1)+(1))*((0)-(3))))-(((7)-((2)-(1)))+(((3)+(0))-((x)*(2)))))))*((((((2)-((1)-(4)))*((8)+((3)*(3))))*(((7)-((9)-(4)))-(((2)+(4))+((0)*(8)))))+((((3)*((x)-(7)))*((5)-((7)+(9))))+(((6)+((6)*(4)))-(((4)*(7))+((1)+(2))))))-(((((2)-((4)*(6)))+((6)-((0)*(6))))*(((5)-((6)*(2)))+(((5)*(6))*((8)*(4)))))*((((1)+((4)+(7)))*((3)+((7)+(5))))+(((5)+((0)*(5)))*(((5)+(x))*((2)-((9)+(1))))))))),((0)+(x)),AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR,MultXD|AddXD|SkipD|AddXD|SkipD|SkipD|SubXD|AddXD|AddXD|AddTreeWithDiv|SkipD|SubXD|DivXD|FellTreeD|AddXD,AddToLeafR,AddXD,40,39,41,41,0
41,(x),20,-10,0.018454369889189134,0.02,0.019999999898385773,0.02,19152831.01867,0,984114168.7839999,0,1,1,0.43038732952183273,0,64801073559799595000000,0,6480107341476463000000000,0,(((((((7)-(8))+((5)+((1)+(4))))*(((2)+((6)*(2)))+((8)+((4)*(9)))))-((((0)*((9)+(2)))-((2)+((6)+(5))))-(((1)+((7)+(3)))-((7)+((x)+(5))))))-(((((5)+((5)+(9)))+((9)*((6)*(9))))*(((7)*((9)*(1)))*((7)+((1)*(0)))))*((((5)*((6)-(8)))*((4)*((2)*(9))))-(((5)+((x)+(3)))*((9)+((x)+(2)))))))-((((((4)*(6))*((3)-((4)+(9))))+(((6)*((2)*(6)))*((3)*((6)*(7)))))*((((8)*((3)*(x)))*((x)*((9)*(3))))*(((9)*((x)*(7)))*((6)*((8)-(2))))))-(((((9)*(6))+((x)*((2)-(5))))+(((0)*((9)+(3)))-((2)+((0)+(7)))))+((((4)*((1)-(0)))-((1)+((1)-(4))))*(((4)-((6)+(4)))+((0)*((6)-((5)+(9))))))))),((0)+(x)),AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR,MultXD|AddXD|SkipD|AddXD|SkipD|AddTreeWithDiv|DivXD|AddXD|AddXD|AddTreeWithDiv|SkipD|SubXD|AddTreeWithDiv|FellTreeD|AddXD,AddToLeafR,AddXD,41,40,42,42,0
42,(x),20,-10,0.019112680826300535,0.02,0.01999999999722192,0.02,627797265.62299,0,35996080940.729,0,1,1,0.4014200371102398,0,52585575726994860000000,0,5258557560538668000000000,0,(((((((9)+((3)+(4)))+((8)*((x)*(2))))+(((0)-((2)+(2)))-(((7)-(4))*((6)+(8)))))*((((9)*((7)*(6)))*((8)*((8)*(7))))*(((6)*((2)*(2)))-(((4)*(8))*((9)*(x))))))*(((((6)+((4)*(x)))-((9)+((4)+(x))))+(((1)-((9)*(7)))*(((1)*(6))*((8)+(9)))))*((((3)*((3)-(9)))+(((6)+(1))+((8)+(1))))*(((0)+((1)*(9)))+(((0)-(x))-((2)+(9)))))))+((((((9)+((4)*(2)))-((8)-((3)*(7))))*(((2)*((5)*(3)))*((7)*((7)*(9)))))-((((2)+((8)-(x)))*((x)+((x)+(7))))*(((7)-((0)+(1)))-(((1)*(8))-((6)+(1))))))+(((((3)-((3)*(3)))+((1)+((6)*(9))))+(((6)*((9)*(1)))-(((1)+(3))+((7)-(9)))))+((((3)+((6)*(8)))-((9)+((4)*(1))))+(((6)*((3)-(6)))*(((3)-(5))+((9)+((0)+(0))))))))),((0)+(x)),AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR,MultXD|AddXD|FellTreeD|FellTreeD|AddTreeWithDiv|SubXD|DivXD|AddXD|AddXD|DivXD|AddTreeWithDiv|AddTreeWithDiv|AddXD|FellTreeD|AddXD,AddToLeafR,AddXD,42,41,43,43,0
43,(x),20,-10,0.01840875684603017,0.01760010715079567,0.019999999963314054,0.02,46814064.03601,965044593380.1946,2725839601.61,0,1,1,0.10552521088176735,0,21395319388951907000000,0,2139531938771283400000000,0,(((((((2)+((8)+(7)))+((5)-((3)-(5))))*(((x)*((6)-(2)))*(((x)*(5))*((1)+(x)))))*((((7)*((3)+(8)))-((6)+((5)*(7))))-(((9)*((3)*(8)))*(((5)-(3))-((1)-(0))))))+(((((x)-((3)+(5)))+((5)+((7)+(4))))*(((9)-((6)*(8)))-(((6)-(8))*((0)-(7)))))+((((5)*((7)*(9)))*(((2)*(3))*((8)-(x))))*(((7)-((2)*(9)))+(((x)*(8))+((2)+(8)))))))-((((((5)*((0)*(2)))*((2)*((3)*(1))))*(((0)+((4)+(6)))*(((2)+(9))-((1)+(3)))))*((((7)-((8)*(9)))*((8)+((0)+(1))))*(((9)*((7)*(4)))+(((x)-(3))+((9)-(5))))))*(((((7)-((5)*(7)))-((7)-((8)*(x))))+(((9)-((x)+(4)))+(((9)+(6))*((x)+(1)))))*((((7)+((3)*(5)))+((1)*((x)+(7))))-(((6)+((1)-(6)))*(((4)+(x))+((6)+((8)+(x))))))))),((0)+(x)),AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR,MultXD|AddXD|SkipD|AddTreeWithDiv|SkipD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddXD|DivXD|AddTreeWithDiv|MultXD|MultXD|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,43,42,44,44,0
