gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
11,(x),20,-10,0.016644718647476475,-0.019603960396039607,0.019999999981650345,-0.019603960396039604,58634199.865159996,5.05,5449693435.19,5.05,1,1,0.4400368951638325,0,16286083967145568000000,0,36304727569938473000,0,(((((((x)+(x))*((5)-((3)*(2))))*(((8)*((6)-(5)))-((1)*((2)+(9)))))*((((x)-(4))-((8)-((8)+(5))))-(((8)+((7)-(4)))-((6)-((0)-(8))))))*(((((x)+(5))+((x)+((6)+(6))))+(((9)+((0)+(6)))+((4)+((7)*(8)))))*((((3)*((5)*(6)))*((x)*((7)*(4))))*(((6)*((1)*(5)))-((8)*((9)*(9)))))))*((((((1)*(5))*((6)*((8)*(x))))*(((x)*(6))*((2)+((7)*(1)))))-((((9)+(9))-((1)-((5)+(2))))+(((6)+((4)+(9)))-((8)-((3)-(3))))))-(((((1)-(x))-((5)-((5)+(0))))+(((2)+((2)-(6)))*((0)+((2)-(x)))))-((((5)+(x))-((7)+((6)+(2))))*(((8)-((0)+(7)))+((8)+((3)-((5)+(2))))))))),((0)+(x)),DeleteTerminalR|ReplaceBranchXR|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|MutateTerminalR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithMult|AddTreeWithSub,SubXD|SubXD|MultXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|SubXD|MultXD|AddTreeWithDiv|SubXD|AddXD|DivXD|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,11,10,12,12,0
12,(x),20,-10,0.015254454510765948,-0.01701492537313433,0.01999999975074459,-0.01701492537313433,9312533.37424,0.67,401194903.04,0.67,1,1,0.4006535668468987,0,17451027271346542000000,0,45482311368478790000,0,(((((((9)*(4))*((5)+(4)))*(((7)*(2))*((x)*((2)*(2)))))*((((5)*(9))*((9)*((x)*(5))))*(((6)*(1))*((8)*((7)*(9))))))*(((((1)*(4))+((4)-(3)))-(((x)+(5))*((9)*((2)-(6)))))-((((7)*(9))+((0)-((1)*(9))))-(((1)*(x))*((2)*((1)-(9)))))))+((((((9)-(9))-((0)-(4)))-(((1)+(1))-((9)+((1)*(x)))))*((((2)-(4))-((0)-(x)))-(((3)-(6))-((0)-((6)-(5))))))-(((((1)-(6))-((4)+(8)))+(((7)+(5))+((6)+((4)+(0)))))+((((4)+(9))+((8)*(6)))*(((2)+(8))-((1)+((0)-((2)+(8))))))))),((0)+(x)),AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|ReplaceBranchR|ReplaceBranchXR|AddToLeafR|AddTreeWithMult|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|MutateNonTerminalR,MultXD|SkipD|FellTreeD|AddTreeWithDiv|SubXD|SubXD|AddTreeWithDiv|SubXD|MultXD|MultXD|SkipD|FellTreeD|AddXD|FellTreeD|AddXD,AddToLeafR,MultXD,12,11,13,13,0
13,(x),20,-10,0.015356327986047934,0.018400014073934934,0.01999999994590155,0.02,22057839.340430003,4744.950631517722,1848481719.49,0,1,1,0.5357385479994731,0,1187444097013313700000,0,118743874006067790000000,0,(((((((x)+((6)-(8)))-((3)+((6)+(6))))+(((2)+((6)+(x)))+((9)+((x)*(2)))))*((((2)*((7)*(5)))*((x)*((5)*(5))))*(((9)+((3)+(7)))*(((9)*(4))+((2)*(8))))))*(((((5)*((5)*(0)))-((4)-((7)-(0))))-(((0)-((4)-(9)))+((1)+((9)*(7)))))-((((3)*((8)*(9)))+((4)+((2)-(6))))*(((8)*((7)*(8)))*(((4)*(8))-((1)+(1)))))))*((((((8)+((5)-(5)))-((3)-((0)-(5))))-(((1)-((7)-(0)))-((1)*((6)-(7)))))+((((0)-((9)*(5)))-((x)-((1)-(3))))+(((5)+((9)+(3)))+((6)+((4)+(1))))))+(((((5)+((9)*(4)))*((6)*((5)*(6))))*(((2)*((1)-(4)))*((0)+((9)-(3)))))*((((1)+((4)+(2)))+((9)+((9)+(6))))+(((0)+((3)+(7)))-((5)+((5)*((9)+(5))))))))),((0)+(x)),DeleteTerminalR|ReplaceBranchXR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithSub,MultXD|AddXD|MultXD|AddTreeWithDiv|AddTreeWithDiv|SubXD|AddTreeWithDiv|SubXD|SubXD|FellTreeD|SubXD|AddXD|FellTreeD|FellTreeD|AddXD,AddToLeafR,SubXD,12,10,14,14,0
14,(x),20,-10,0.016535271555255932,0.015208230709202233,0.01999999945191223,0.02,2199141.9082300006,4.081447949325291,182452529.842,0,1,1,0.5818107878110057,0,513259348587648250000000,0,211774457749710140000,0,(((((((x)-(0))*((0)+((x)*(x))))+(((0)+((0)*(0)))+((2)-((7)+(9)))))+((((2)+(2))-((6)*((4)*(8))))*(((4)+((6)*(5)))-((3)-((5)+(9))))))-(((((8)*(4))*((6)*((2)*(0))))*(((8)-((x)-(x)))*((8)*((9)+(6)))))-((((2)-(0))-((2)-((8)-(5))))-(((5)-((8)-(x)))*((6)+((2)*(4)))))))*((((((x)*(7))*((1)*((7)+(9))))+(((1)+(9))+((7)+((6)+(2)))))+((((9)*(0))*((7)-((1)*(8))))+(((6)*((7)*(x)))*((5)-((1)+(2))))))-(((((9)+(8))*((7)-((5)*(4))))*(((2)*(1))*((4)*((x)*(4)))))+((((x)*(0))+((x)*((3)*(6))))-(((6)-((2)*(9)))*((1)-((1)-((6)*(5))))))))),((0)+(x)),AddToLeafR|ReplaceBranchXR|AddToLeafR|DeleteMaliciousR|ReplaceBranchR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|MutateNonTerminalR,MultXD|AddXD|AddXD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|DivXD|AddXD|AddXD|MultXD|AddTreeWithDiv|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddXD,AddToLeafR,AddXD,13,13,15,15,0
15,(x),20,-10,0.01663451797936031,0.01480177192209089,0.019999999296831814,0.02,1775136.82711,2502116049850.4946,142213487.008,0,1,1,0.524690795556544,0,6757970445549795000000000000,0,22727670431203850000,0,(((((((x)*((8)-(x)))+((9)*((7)*(9))))*(((0)+((8)-(8)))*((x)*((8)+(4)))))-((((7)-((0)*(4)))+((8)+((0)+(0))))-(((0)-((1)+(6)))+((9)+((2)-(7))))))+(((((9)-((0)-(3)))*((4)+((2)+(6))))+(((8)+((9)+(4)))+((5)+((9)*(5)))))*((((9)*((6)*(8)))*((8)*((6)*(6))))+(((5)+((2)*(6)))*((3)-((1)*(5)))))))-((((((8)+(1))*((5)-((3)+(5))))*(((5)+((9)*(8)))+((1)-((x)*(3)))))*((((5)+((6)*(3)))*((3)*((2)*(x))))*(((3)*((7)*(8)))*((8)*((7)*(4))))))*(((((7)+(6))-((8)*((4)*(9))))*(((4)+((3)-(2)))+((1)+((9)+(0)))))+((((1)+((0)+(6)))+((3)+((9)+(6))))+(((4)-((2)*(1)))-((3)*((x)-((5)-(5))))))))),((0)+(x)),DeleteTerminalR|ReplaceBranchXR|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithAdd|ReplaceBranchXR,MultXD|SkipD|FellTreeD|AddTreeWithDiv|SkipD|AddTreeWithDiv|DivXD|AddXD|MultXD|AddXD|FellTreeD|SkipD|SubXD|FellTreeD|AddXD,AddToLeafR,AddXD,14,14,16,16,0
16,(x),20,-10,0.01597676628727876,0,0.0199999974798647,0.02,905306.7745299999,0.1,39680409.2,0,1,1,0.42532050705799707,0,55213970972167470000,0,6551961101775952000,0,(((((((x)*(4))+((9)+((6)+(8))))+(((1)+((9)+(0)))-((7)-((1)*(3)))))*((((9)*((9)*(6)))-((7)+((7)+(2))))*(((5)+((3)*(4)))+((8)-((x)-(1))))))*(((((5)-((3)*(1)))*((7)*((5)*(4))))*(((x)*((2)-(6)))*((8)-((0)+(0)))))+((((6)-((9)*(x)))*((5)*((9)*(4))))*(((x)-((9)*(8)))-((0)+((6)*(0)))))))+((((((x)+(6))+((6)+((0)+(0))))+(((7)+((6)+(x)))+((5)+((8)+(9)))))+((((1)+(6))+((8)+((9)+(5))))-(((1)-((2)+(x)))+((2)*((7)-(x))))))-(((((5)-(2))-((x)+((2)*(5))))-(((9)*((x)*(9)))*((8)*((9)*(3)))))*((((4)*((1)*(0)))+((5)*((4)*(2))))+(((0)-((1)+(3)))-((2)*((5)+((8)+(5))))))))),((0)+(x)),DeleteTerminalR|ReplaceBranchXR|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithAdd|ReplaceBranchXR,MultXD|AddXD|AddXD|FellTreeD|SkipD|AddTreeWithDiv|DivXD|AddXD|SubXD|DivXD|AddTreeWithDiv|AddTreeWithDiv|DivXD|FellTreeD|AddXD,AddToLeafR,AddXD,16,15,17,17,0
17,(x),20,-10,0.01751141668074101,0.016812986821375265,0.01999999913204538,0.02,2197913.07898,2.6236306218133683,115213396.76200001,0,1,1,0.47044525849496704,0,96782941730407100000,0,9675149225595402000000,0,(((((((x)*((x)*(9)))*((8)*((4)-(0))))*(((x)*((x)-(2)))-((7)*((6)+(6)))))+((((7)+((8)+(2)))+((1)+((4)+(9))))*(((9)+((7)*(2)))*((0)-((2)-(1))))))-(((((1)-((4)-(4)))*((4)*((2)*(5))))*(((x)*((8)*(2)))*((9)-((8)*(8)))))+((((8)*((6)-(5)))+((4)*((1)*(2))))-(((7)-((x)-(8)))*(((5)*(9))+((x)*(8)))))))+((((((x)+(8))+((6)+((8)+(0))))+(((0)+((8)+(8)))+((7)-((1)+(1)))))-((((7)*((6)*(4)))*((9)*((3)+(3))))-(((7)*((3)+(3)))*((7)*((9)-(1))))))-(((((7)-((2)-(x)))-((9)*((4)*(6))))+(((9)-((6)*(7)))-((x)+((1)+(1)))))*((((x)*((5)*(9)))*((1)-((4)-(2))))-(((9)+((6)+(3)))*((9)+((2)-((x)-(5))))))))),((0)+(x)),ReplaceBranchR|ReplaceBranchXR|AddToLeafR|AddToLeafR|ReplaceBranchR|ReplaceBranchXR|AddToLeafR|AddRandomSubTreeR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult|AddTreeWithAdd|AddToLeafR,SubXD|SubXD|MultXD|AddTreeWithDiv|SkipD|SubXD|AddTreeWithDiv|AddXD|AddXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DivXD|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,16,16,18,18,0
18,(x),20,-10,0.017419164972646006,0.02,0.01999999973566547,0.02,6452303.677129998,0,378308502.102,0,1,1,0.4889798117461914,0,48237417664463946000,0,83771339936289500000,0,(((((((x)-(8))-((6)*((7)-(x))))-(((7)+((9)-(1)))-((7)*((3)*(4)))))*((((2)*((6)*(2)))*((8)*((6)*(3))))*(((x)+((2)*(7)))-((4)*((7)*(0))))))+(((((1)+((2)+(0)))+((2)-((8)-(3))))*(((2)+((9)-(6)))*((9)+((4)+(1)))))*((((5)-((6)*(9)))+((8)*((2)*(5))))*(((8)+((3)+(6)))+((1)+((6)+(7)))))))+((((((8)+(8))*((3)*((2)*(7))))*(((2)*((5)+(1)))+((7)*((1)*(x)))))*((((7)-(1))*((4)+((1)-(6))))+(((3)*((5)+(9)))+((9)+((5)+(1))))))+(((((1)+(9))+((9)-((9)-(9))))-(((5)-((2)-(6)))-((3)*((8)*(1)))))*((((3)*((x)*(x)))-((9)*((0)-(9))))+(((x)+((4)+(x)))*((5)*((4)*((6)-(1))))))))),((0)+(x)),DeleteTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddToLeafR|ReplaceBranchR|ReplaceBranchXR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult|AddTreeWithAdd|AddToLeafR,MultXD|AddXD|AddXD|AddXD|AddXD|SkipD|AddTreeWithDiv|FellTreeD|SubXD|AddTreeWithDiv|SkipD|SkipD|MultXD|FellTreeD|AddXD,AddToLeafR,AddXD,18,17,19,19,0
19,(x),20,-10,0.017033307833421007,0.012401246109274584,0.019999999851559386,0.02,9881447.859089999,2403531.1469135275,673670078.392,0,1,1,0.6157842145413671,0,12566452536398041000000000,0,2834509518908018400000,0,(((((((9)*(x))*((4)+((6)-(x))))-(((1)*(x))*((5)+((7)+(4)))))-((((8)+(2))+((x)+((9)+(1))))+(((0)+((4)*(0)))*((1)*((8)*(8))))))*(((((3)+(8))*((3)*((5)*(3))))-(((1)+(9))+((6)+((2)+(x)))))+((((x)+(2))+((6)-((7)*(0))))*(((6)*((4)*(4)))+((5)+((0)-(x)))))))-((((((8)*(1))+((7)*((0)-(4))))-(((0)*(8))+((4)*((9)-(9)))))-((((7)*(0))-((7)-((1)*(6))))-(((0)+(9))-((0)-((2)+(9))))))+(((((5)-(5))+((6)-((7)*(2))))*(((x)*(x))*((7)+((1)-(3)))))+((((2)*(4))*((x)*((x)*(8))))*(((7)*((1)*(4)))*((9)*((8)+((3)*(7))))))))),((0)+(x)),DeleteTerminalR|AddToLeafR|AddToLeafR|AddToLeafR|ReplaceBranchR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult|AddTreeWithAdd|AddToLeafR,MultXD|DivXD|AddXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|SubXD|AddXD|AddTreeWithDiv|FellTreeD|AddXD|AddTreeWithDiv|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,19,18,20,20,0
20,(x),20,-10,0.01481229220247164,0.02,0.019999999950655246,0.02,44881205.70135,0,2026557809.804,0,1,1,0.42018392464466886,0,12447367661082204000000,0,1244736574681525300000000,0,(((((((x)-((8)*(8)))-((1)+((8)*(3))))+(((6)*((7)*(4)))*((7)*((6)*(8)))))*((((4)*((0)+(1)))*((5)+((5)+(9))))-(((8)+((2)*(x)))+(((x)*(x))*((x)+(x))))))+(((((4)+((5)-(9)))*((1)*((8)+(7))))*(((2)+((8)+(7)))+((5)+((x)+(8)))))+((((7)+((9)*(8)))*((4)*((8)*(7))))*(((4)*((8)*(4)))*(((0)-(7))*((x)-(5)))))))+((((((8)-((2)-(8)))+((1)*((5)-(4))))*(((x)+((0)-(7)))-((8)*((6)+(x)))))-((((1)*((2)+(6)))*((x)*((7)-(3))))+(((x)+((4)-(1)))*((2)*((x)-(x))))))+(((((5)-((3)-(0)))+((9)+((2)+(8))))-(((2)-((2)-(7)))-((6)-((7)-(6)))))-((((6)+((x)+(2)))+((7)+((7)+(4))))+(((9)-((x)-(2)))*((1)-((4)-((7)+(9))))))))),((0)+(x)),MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithSub,MultXD|SkipD|FellTreeD|AddXD|SkipD|AddTreeWithDiv|DivXD|SubXD|SubXD|FellTreeD|FellTreeD|SkipD|MultXD|FellTreeD|AddXD,AddToLeafR,FellTreeD,19,19,21,21,0
21,(x),20,-10,0.017786193401161325,0.02,0.01999999979583842,0.02,9349621.643040003,0,489808120.35300004,0,1,1,0.3665150611345213,0,8435528695686399000000,0,843407908494422400000000,0,(((((((x)+((4)*(x)))*((1)-((4)+(7))))+(((x)+((2)*(6)))+((4)*((6)+(2)))))+((((1)-((8)+(8)))*((4)+((3)*(9))))-(((2)-((5)*(2)))-((1)+((2)*(3))))))*(((((3)*((5)+(5)))*((4)-((6)-(6))))*(((5)+((5)+(5)))-((7)*((9)*(6)))))+((((5)*((6)+(5)))+((4)-((7)+(x))))+(((6)+((7)*(9)))+((4)*((x)*(5)))))))*((((((4)*(6))*((2)*((8)*(8))))*(((2)*((7)*(x)))*((6)*((1)-(2)))))+((((5)*((1)-(x)))*((7)-((x)-(4))))-(((0)-((2)-(5)))-((4)-((1)+(8))))))*(((((5)*((x)*(4)))*((8)+((7)+(x))))-(((9)*((8)-(3)))*((7)+((4)*(0)))))-((((4)+((5)+(8)))*((1)*((9)-(8))))*(((7)+((1)+(x)))*((0)+((5)*((1)-(7))))))))),((0)+(x)),AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddRandomSubTreeR|ReplaceBranchR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithSub,MultXD|AddXD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DivXD|AddXD|SubXD|AddXD|SubXD|AddXD|MultXD|FellTreeD|AddXD,AddToLeafR,AddXD,21,20,22,22,0
22,(x),20,-10,0.017332169783872416,0.014555743310549445,0.01999999932250097,0.02,4196701.90705,0.3530863174182703,147601687.074,0,1,1,0.5485355444635042,0,7481795250260119000000,0,748179274008300400000000,0,(((((((x)*(1))*((3)-((3)*(5))))*(((6)*((9)+(7)))-((3)*((7)-(6)))))*((((5)*((7)-(7)))*((4)*((7)*(5))))*(((x)*((5)+(x)))-((7)*((6)+(x))))))*(((((9)+(3))-((6)*((9)*(1))))-(((6)+((x)-(1)))*((4)+((6)-(6)))))*((((2)*((4)*(2)))*((1)*((8)*(6))))*(((8)+((4)-(0)))*((9)*((7)-(8)))))))-((((((3)*(2))-((2)*((6)+(0))))*(((6)*((4)*(3)))*((2)-((9)*(3)))))*((((5)-(9))-((0)-((8)-(7))))-(((0)-((x)-(9)))-((1)*((7)-(8))))))-(((((6)+(9))+((3)-((3)+(0))))-(((6)+((1)+(6)))-((5)+((4)+(7)))))+((((7)+((7)-(2)))*((7)-((5)*(5))))+(((5)-((4)*(3)))-((0)+((2)+((7)+(8))))))))),((0)+(x)),DeleteTerminalR|ReplaceBranchXR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|ReplaceBranchR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithSub,MultXD|AddXD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|SubXD|AddTreeWithDiv|SubXD|SubXD|FellTreeD|FellTreeD|FellTreeD|AddXD|FellTreeD|AddXD,AddToLeafR,FellTreeD,22,21,23,23,0
23,(x),20,-10,0.01793764687519189,0,0.01999999995465224,0.02,31163659.066820003,0.1,2205180566.34,0,1,1,0.29414126994875905,0,5099634828192515000000,0,509963480100251200000000,0,(((((((2)*((4)*(7)))+((8)*((2)*(9))))*(((8)*((8)-(1)))*(((1)*(8))-((7)-(1)))))*((((x)*((6)*(3)))-((7)*((4)*(5))))*(((3)-((1)*(3)))-(((2)*(6))-((7)-(9))))))*(((((2)+((7)*(9)))*((7)*((6)-(x))))*(((4)-((1)-(5)))*(((0)*(3))+((4)+(3)))))-((((2)*((x)*(8)))+((1)-((x)+(6))))+(((1)+((0)+(x)))+(((1)+(1))+((7)+(4)))))))*((((((0)-((x)-(3)))-((1)-((2)*(2))))+(((0)*((8)*(9)))*((9)+((0)+(x)))))+((((6)+((6)+(6)))+((8)+((1)+(1))))*(((3)*((x)*(0)))-(((3)+(7))+((8)*(5))))))*(((((6)+((2)*(8)))*((9)*((5)-(5))))*(((7)-((4)-(1)))*(((3)-(6))-((8)-(7)))))-((((x)-((5)-(3)))-((2)-((5)-(3))))-(((4)-((6)+(8)))*(((x)*(4))-((4)+((6)+(3))))))))),((0)+(x)),ReplaceBranchR|AddToLeafR|AddToLeafR|AddToLeafR|ReplaceBranchR|ReplaceBranchXR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithSub,MultXD|AddXD|FellTreeD|AddTreeWithDiv|SkipD|AddTreeWithDiv|AddTreeWithDiv|SubXD|SubXD|AddTreeWithDiv|SkipD|AddTreeWithDiv|MultXD|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,23,22,24,24,0
24,(x),20,-10,0.018831568511965803,0.012400007040312853,0.019999999984702543,0.02,78955576.69844,6282393141253503,6537034554.46,0,1,1,0.24673126444746718,0,44480626898841990000000,0,4448062681843122600000000,0,(((((((3)+((2)-(2)))+((x)+((9)*(5))))+(((4)-((5)-(x)))-((x)-((3)*(1)))))+((((x)*((8)-(0)))-((0)*((2)*(7))))+(((9)-((8)*(5)))*((x)*((3)-(6))))))*(((((9)*((6)*(x)))-((8)*((8)*(9))))+(((2)-((5)*(8)))-((6)+((0)-(7)))))+((((6)*((2)+(9)))-((9)-((4)*(2))))*(((5)+((8)+(2)))*(((x)*(7))*((0)*(6)))))))-((((((x)+((1)+(x)))-((x)+((6)+(4))))+(((x)*((1)*(9)))+((6)*((8)-(5)))))-((((9)+((3)-(5)))*((8)*((2)-(8))))*(((2)*((9)*(8)))-((4)*((x)+(4))))))*(((((4)+((9)*(6)))*((2)-((x)-(x))))-(((5)-((5)-(9)))-((5)-((6)+(0)))))+((((3)*((4)+(2)))-((x)*((4)-(1))))*(((1)*((5)*(8)))*((1)+((1)*((x)*(x))))))))),((0)+(x)),ReplaceBranchR|AddToLeafR|ReplaceBranchXR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|MutateTerminalR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithSub,MultXD|AddXD|MultXD|AddTreeWithDiv|SkipD|AddTreeWithDiv|DivXD|AddXD|AddXD|DivXD|FellTreeD|FellTreeD|DivXD|FellTreeD|AddXD,AddToLeafR,AddXD,24,22,25,25,0
25,(x),20,-10,0.018121850553806752,0.019290120740976226,0.019999999923966904,0.02,31520184.01747,0.28592888944294303,1315216709.77,0,1,1,0.43116538189199904,0,30520824781393690000000,0,3052045763288043500000000,0,(((((((9)+(6))*((5)*((x)-(4))))-(((4)-((3)-(5)))-((3)-((4)-(2)))))*((((5)+(8))-((3)+((1)+(4))))*(((3)*((5)+(9)))*((9)*((3)*(8))))))*(((((8)*(8))*((3)+((3)*(6))))*(((2)*((1)*(7)))+((7)+((2)*(5)))))*((((x)*(7))+((6)-((4)*(6))))-(((0)-((0)-(1)))*((1)*((1)-(7)))))))+((((((1)*(7))*((x)-((9)-(0))))+(((0)+(5))-((8)*((2)+(3)))))+((((1)+(7))-((2)+((1)*(9))))-(((5)*((8)+(8)))*((x)*((9)*(1))))))*(((((5)*(8))*((3)*((8)+(x))))+(((1)*(2))*((9)*((8)-(6)))))-((((8)+(0))+((8)+((7)+(6))))+(((1)+((5)+(3)))*((5)+((3)*((7)+(3))))))))),((0)+(x)),ReplaceBranchR|ReplaceBranchXR|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddTreeWithMult|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithSub,MultXD|SkipD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|SkipD|AddTreeWithDiv|AddXD|SubXD|FellTreeD|AddTreeWithDiv|AddXD|AddXD|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,25,24,26,26,0
26,(x),20,-10,0.018430762833355315,0.02,0.01999999997148678,0.02,69045902.34260999,0,3507145009.05,0,1,1,0.31555654446182263,0,123845075536272300000,0,12350740982004403000000,0,(((((((8)+(2))+((0)+((6)*(8))))-(((4)-((7)-(3)))+((6)+((x)*(6)))))+((((4)+((3)+(3)))+((0)+((8)+(5))))*(((3)*((7)*(5)))*((x)*((6)*(3))))))*(((((7)-(4))+((1)-((7)+(7))))+(((2)-((9)*(4)))*((x)*((5)*(8)))))*((((6)*((7)*(3)))*((7)*((3)*(8))))-(((0)+((4)*(1)))*((0)-((8)*(5)))))))-((((((x)*(5))+((9)*((2)-(7))))-(((3)+((x)-(0)))-((8)+((0)+(0)))))-((((6)*(4))*((1)+((8)-(x))))-(((4)*((2)+(8)))*((3)*((9)+(1))))))+(((((6)-(6))+((5)*((5)+(8))))+(((7)*((3)-(7)))+((1)*((1)*(6)))))*((((6)*(0))*((0)*((0)*(9))))+(((1)-((6)+(x)))+((1)+((0)+((7)+(0))))))))),((0)+(x)),AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR,MultXD|AddXD|FellTreeD|AddXD|SkipD|SubXD|DivXD|AddXD|SubXD|DivXD|AddTreeWithDiv|SkipD|MultXD|FellTreeD|AddXD,AddToLeafR,AddXD,26,25,27,27,0
27,(x),20,-10,0.019370800273535337,0.02,0.019999999980676534,0.02,148761543.5908,0,5175055028.997,0,1,1,0.3669060307057896,0,1154855839704720900000,0,115475096248627770000000,0,(((((((5)+((6)+(6)))+((4)*((3)-(0))))+(((7)+((7)-(0)))*(((0)*(2))*((7)-(0)))))*((((1)+((4)*(6)))+((9)*((8)*(2))))*(((9)*((5)+(6)))*(((0)*(6))+((7)-(0))))))*(((((0)*((9)*(7)))+((8)+((0)*(8))))+(((8)+((8)*(9)))*(((4)*(x))*((7)*(x)))))*((((4)*((8)*(1)))*(((6)*(5))*((1)*(9))))*(((2)*((3)+(x)))*(((5)*(7))-((0)*(1)))))))*((((((3)*((1)*(x)))+((1)-((7)*(9))))+(((0)-((3)-(7)))*(((2)*(x))*((1)*(6)))))*((((5)*((6)*(9)))*((x)+((3)*(0))))*(((1)*((8)-(8)))+(((3)+(6))-((7)+(x))))))-(((((4)-((1)+(4)))*((x)+((3)*(7))))+(((4)-((x)*(8)))*(((5)*(3))*((8)*(x)))))+((((2)*((2)-(7)))-((1)*((3)-(5))))+(((0)+((4)+(6)))+(((9)+(1))-((9)+((4)+(6))))))))),((0)+(x)),AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR,MultXD|SkipD|SkipD|AddTreeWithDiv|SkipD|SkipD|AddTreeWithDiv|SubXD|SubXD|DivXD|FellTreeD|FellTreeD|MultXD|FellTreeD|AddXD,AddToLeafR,SkipD,26,25,28,28,0
