gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,(x),20,-10,-0.007151813002643403,-0.00227749008216108,0.01995036762698691,0.02,81.15126000000001,1679203566232.9226,2014.8139999999999,0,1,1,0.9583994113864174,0,177423691755852270000,0,17741480026994094000000,0,(((((((7)+(7))*((0)*((x)-(1))))-(((4)-(5))+((3)*((8)+(0)))))*((((1)*(5))*((8)*((1)*(x))))-(((x)*(7))*((5)*((2)+(4))))))*(((((7)+(3))+((3)+((4)+(5))))+(((2)+(7))-((1)-((3)*(x)))))*((((2)*(2))+((1)+((6)+(7))))*(((0)+((1)-(8)))+((3)*((9)*(9)))))))*((((((7)*(4))-((8)-(x)))-(((7)-(x))+((4)*((7)*(9)))))-((((3)+(x))-((8)+((x)+(5))))*(((x)*(5))*((x)*((1)*(8))))))*(((((9)*(9))+((4)*((7)*(3))))*(((x)+(0))-((6)*((0)*(1)))))*((((x)*(6))-((x)*((9)*(5))))+(((5)*(3))*((1)+((0)-((2)*(6))))))))),((0)+(x)),AddTreeWithMult|AddTreeWithMult|AddTreeWithAdd|DeleteTerminalR|AddTreeWithSub|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddToLeafR|MutateTerminalR|ReplaceBranchR|ReplaceBranchXR,MultXD|MultXD|FellTreeD|FellTreeD|AddXD|FellTreeD|SkipD|AddTreeWithDiv|AddXD|SubXD|AddXD|AddXD|MultXD|FellTreeD|AddXD,ReplaceBranchXR,AddXD,0,0,1,1,6
1,(x),20,-10,0.0008571700755880026,-0.01982155396968639,0.0199938129512872,-0.015037220843672457,489.5871599999999,871076220418.4072,16162.795,0.40299999999999997,1,1,0.7329429905649751,0,114142788526996460000,0,6151530905132126000000,0,(((((((0)-(6))*((6)*(9)))*(((9)*(3))*((1)*((0)*(8)))))-((((5)*(4))*((8)*((9)*(4))))*(((4)*(5))*((x)*((6)*(2))))))*(((((x)*(2))*((3)*((4)*(3))))*(((8)*(3))*((x)*((0)-(3)))))-((((2)-(x))-((1)-((4)-(6))))-(((1)+(3))+((6)*((7)*(7)))))))*((((((2)*(9))*((5)*(4)))*(((7)*(4))*((3)+((x)*(6)))))+((((7)+(9))+((5)+(2)))+(((x)+(1))+((x)*((x)+(7))))))+(((((7)-(4))*((9)*(x)))-(((4)*(5))-((2)-((8)*(1)))))*((((1)*(7))-((2)+((x)-(8))))-(((8)*(6))*((6)+((7)+((5)-(7))))))))),((0)+(x)),DeleteTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddTreeWithMult|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|AddTreeWithSub|DeleteTerminalR|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MutateNonTerminalR,DivXD|DivXD|FellTreeD|MultXD|FellTreeD|AddTreeWithDiv|SubXD|MultXD|FellTreeD|SubXD|AddXD|AddXD|MultXD|FellTreeD|AddXD,AddToLeafR,FellTreeD,1,1,2,2,6
2,(x),20,-10,0.005756688749307195,0.015607294198600494,0.019998233971882006,0.02,1237.8145,1286888178710.4985,56624.24,0,1,1,0.7957267430112999,0,21480625325534070000,0,2148019262041884200000,0,((((((1)*((5)-(x)))-((8)-((4)-(2))))+(((x)+((x)*(7)))*(((7)*(5))-((x)-(4)))))*((((8)*((1)*(6)))*(((2)-(x))*((3)*(3))))*(((8)*((x)*(3)))*(((7)*(2))+((7)*(8))))))*(((((9)*((9)*(7)))+((8)*((7)*(9))))-(((0)+((x)-(6)))-(((8)*(7))*((1)*(7)))))*((((8)*((9)*(5)))*((2)*((6)*(1))))*(((6)+((2)+(0)))+(((4)+(0))+((4)+((8)+(4)))))))),((0)+(x)),MutateTerminalR|DeleteMaliciousR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithSub|DeleteMaliciousR|DeleteNonTerminalR|AddTreeWithAdd|AddTreeWithMult|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|AddTreeWithSub|ReplaceBranchR,DivXD|DivXD|FellTreeD|MultXD|FellTreeD|AddTreeWithDiv|SubXD|MultXD|AddTreeWithDiv|SubXD|AddXD|AddXD|AddXD|FellTreeD|AddXD,AddTreeWithMult,AddXD,2,2,3,3,6
3,(x),20,-10,0.0009665802482294774,0.017600423370108,0.01994538324576447,0.02,68.22389,2810127683.597655,1830.94,0,1,1,0.6216087897307404,0,4244382458969021400,0,2961318834829264400,0,(((((((5)-(0))-((3)+((8)+(x))))*(((x)-((7)+(5)))+((0)-((0)*(3)))))*((((6)-(2))+((4)*((8)+(3))))+(((8)+((0)+(3)))+((x)+((0)+(6))))))*(((((2)*(4))*((9)*((5)-(6))))+(((8)+((1)-(1)))-((x)-((3)-(7)))))+((((9)+(7))+((1)+((x)+(3))))+(((5)+((7)*(7)))*((5)*((3)-(3)))))))+((((((0)-(x))-((6)+((2)+(7))))*(((1)*(1))*((7)*((9)+(x)))))+((((5)-(5))+((9)-((6)+(2))))*(((3)*((3)-(7)))*((6)-((8)*(7))))))+(((((4)*(9))*((9)*((4)*(2))))*(((4)*((x)+(3)))*((5)*((9)*(9)))))*((((0)*(6))*((6)*((1)+(9))))+(((9)+((6)+(2)))+((2)+((5)*((8)*(6))))))))),((0)+(x)),AddToLeafR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|MutateNonTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithAdd|AddTreeWithMult|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddTreeWithAdd,DivXD|DivXD|FellTreeD|MultXD|AddTreeWithDiv|AddXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|SubXD|AddXD|AddXD|AddXD|FellTreeD|AddXD,AddToLeafR,AddXD,3,3,4,4,6
4,(x),20,-10,0.009142019906306956,0.01800121438385767,0.019999986788628563,0.02,90199.40913,3013.3929860497965,7569236.886,0,1,1,0.4879456424022974,0,50436704263847070000000,0,5041850134072682000000000,0,(((((((5)-(8))*((x)*(7)))+(((9)+(7))*((2)+((8)*(6)))))*((((9)+(8))*((3)-((8)-(7))))*(((9)*(9))*((x)+((2)+(6))))))+(((((x)+(7))+((9)+(x)))+(((6)*(2))*((5)+((x)+(1)))))*((((7)*(3))+((x)*((3)*(2))))-(((5)*(2))-((2)-((3)*(7)))))))*((((((3)+(x))*((6)*(4)))*(((2)*(7))*((9)*((5)*(1)))))*((((5)*(3))*((x)-(7)))+(((4)*(6))*((8)+((9)+(7))))))*(((((9)+(3))*((3)*(8)))+(((3)*(9))+((6)-((5)-(3)))))+((((9)+(3))+((4)+((8)+(7))))+(((5)+(5))*((8)-((9)+((1)*(6))))))))),((0)+(x)),AddToLeafR|ReplaceBranchXR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddTreeWithAdd,MultXD|MultXD|FellTreeD|FellTreeD|SkipD|AddTreeWithDiv|SkipD|AddTreeWithDiv|AddXD|SubXD|AddXD|AddXD|MultXD|FellTreeD|AddXD,AddToLeafR,AddXD,4,4,5,5,6
5,(x),20,-10,0.008137261306375853,-0.018518518518518517,0.019999958811649357,-0.018518518518518517,31252.1119,1.35,2427870.95,1.35,1,1,0.49589566840475063,0,1840691281947616400000000,0,184068735520232500000000000,0,(((((((x)+(3))+((8)-(x)))-(((4)-(2))-((3)-((2)-(1)))))+((((x)*(7))*((1)+((x)+(7))))-(((8)*(7))*((9)*((4)*(3))))))*(((((4)*(8))*((x)*((8)*(8))))-(((3)-(2))+((4)*((6)*(9)))))*((((1)*(7))+((8)*((2)+(3))))-(((6)+(4))+((1)+((x)+(2)))))))+((((((8)+(6))+((4)+(6)))*(((9)+(7))+((0)*((7)-(9)))))*((((0)*(5))*((6)*(3)))*(((9)*(8))*((1)*((8)*(5))))))*(((((1)+(4))*((4)*(4)))*(((0)-(7))*((7)-((x)-(6)))))*((((6)*(2))*((3)+((0)-(6))))-(((8)*(7))*((3)-((1)+((9)*(2))))))))),((0)+(x)),AddToLeafR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|AddTreeWithSub|ReplaceBranchR|AddToLeafR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddTreeWithAdd,MultXD|MultXD|FellTreeD|FellTreeD|SubXD|FellTreeD|SkipD|AddTreeWithDiv|AddXD|SkipD|AddTreeWithDiv|DivXD|DivXD|FellTreeD|AddXD,AddToLeafR,FellTreeD,5,4,6,6,6
6,(x),20,-10,0.014427573844661881,0.007498365883098873,0.019999983799513094,0.02,110286.79237,0.30046637737696247,6172653.982000001,0,1,1,0.42353399643870093,0,10030759745969145000000,0,1003075813029786100000000,0,(((((((8)+(1))+((7)+((7)+(9))))+(((6)*(x))*((4)+((x)+(4)))))+((((5)+(5))+((5)+((3)+(7))))+(((8)*((8)+(x)))*((x)-((8)+(9))))))-(((((5)-(8))-((9)-((3)-(6))))-(((1)-((5)*(7)))+((6)*((9)*(3)))))+((((8)-(8))+((x)*((4)*(3))))*(((1)*((5)*(2)))*((5)*((6)*(7)))))))*((((((5)*(0))+((8)*((5)*(4))))+(((5)+(0))+((4)+((4)+(3)))))+((((2)+(x))*((1)-((0)+(4))))*(((8)*(1))+((7)-((9)+(6))))))-(((((6)+(9))+((5)-((9)*(6))))+(((4)*(5))+((x)-((2)*(4)))))-((((9)+(7))*((7)*((9)*(1))))*(((x)*((5)*(4)))*((9)*((4)+((2)+(9))))))))),((0)+(x)),AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithAdd|MutateTerminalR|AddTreeWithMult|AddTreeWithSub|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|MutateTerminalR,MultXD|MultXD|FellTreeD|FellTreeD|SubXD|FellTreeD|SubXD|MultXD|AddTreeWithDiv|SkipD|AddTreeWithDiv|DivXD|DivXD|FellTreeD|AddXD,AddToLeafR,FellTreeD,6,5,7,7,6
7,(x),20,-10,0.01689832656932625,0.02,0.019999999054428074,0.02,1500611.27066,0,105756101.089,0,1,1,0.37412155764641075,0,80852434125229590000,0,6334997553805466000000,0,(((((((4)-(x))+((x)-((0)+(2))))*(((3)*((4)*(5)))-((2)+((8)*(6)))))*((((0)-((x)+(1)))*((9)*((0)*(5))))+(((9)+((4)*(3)))-((1)*((5)*(9))))))*(((((1)-((3)-(0)))-((7)*((1)-(2))))*(((4)*((0)+(2)))+((8)*((9)*(8)))))*((((5)+((1)-(6)))*((1)-((6)-(5))))-(((5)+((1)*(5)))+((4)+((6)+(9)))))))+((((((2)-(8))+((3)*((8)*(9))))*(((8)-((3)*(5)))+((5)+((8)-(6)))))*((((7)*(9))*((5)+((1)+(9))))+(((7)*((9)+(3)))-((7)-((x)*(x))))))-(((((0)+(3))-((0)+((2)+(0))))+(((2)+((3)+(7)))+((7)+((5)+(0)))))*((((x)+((4)-(7)))+((4)+((5)-(1))))*(((8)*((x)*(1)))*((6)*((4)*((8)*(3))))))))),((0)+(x)),AddToLeafR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|AddTreeWithMult|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddTreeWithAdd,SkipD|FellTreeD|SubXD|DivXD|AddXD|AddXD|MultXD|AddTreeWithDiv|AddTreeWithDiv|SubXD|AddTreeWithDiv|DivXD|DivXD|FellTreeD|AddXD,AddToLeafR,DivXD,7,6,8,8,6
8,(x),20,-10,0.014949068692852126,0.0084796087905121,0.019999999846023186,0.02,9099723.579790002,0.06962241274722852,649448426.748,0,1,1,0.38752698478949865,0,248615756531803600000,0,24832469777953967000000,0,(((((((2)+((x)-(8)))-((4)-((1)-(7))))+(((x)+((6)-(1)))-((9)*((x)-(8)))))+((((8)+((2)*(9)))+((8)*((8)*(7))))*(((4)-((5)*(8)))*(((5)-(9))-((2)+(3))))))*(((((9)+((4)*(2)))+((2)*((2)*(4))))-(((5)-((8)*(8)))*((6)*((1)-(6)))))-((((6)-((8)+(4)))-((1)-((9)+(0))))+(((9)+((8)+(9)))+(((6)+(1))+((x)-(4)))))))+((((((6)*((9)*(9)))+((3)-((5)+(6))))-(((8)+((x)+(2)))+((9)+((2)+(7)))))+((((9)+((9)-(1)))-((x)-((5)*(9))))*(((x)*((1)+(2)))+((1)+((0)+(9))))))+(((((9)+((x)*(1)))-((8)*((x)*(7))))*(((6)*((3)*(9)))+((7)*((x)*(x)))))*((((3)+((5)+(9)))*((9)+((1)*(8))))*(((9)*((7)*(5)))*(((6)*(3))*((7)*((3)*(5))))))))),((0)+(x)),AddToLeafR|ReplaceBranchXR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd,SkipD|FellTreeD|SubXD|MultXD|FellTreeD|SubXD|AddXD|SubXD|FellTreeD|SkipD|AddTreeWithDiv|DivXD|DivXD|FellTreeD|AddXD,AddToLeafR,FellTreeD,8,7,9,9,6
9,(x),20,-10,0.013645183251766,0.008686909450990248,0.019999999325880435,0.02,1622814.5951500002,0.7551738887129918,148341637.176,0,1,1,0.5395769423024946,0,56468277781040720000000000,0,5646826491246174000000000000,0,(((((((7)+(3))*((9)+(x)))+(((8)*(1))-((0)+((8)+(x)))))+((((3)-(3))+((8)-((5)*(2))))+(((x)+(9))+((3)*((9)*(7))))))-(((((5)*(1))*((8)-(9)))+(((0)+(0))+((7)-((0)+(x)))))*((((3)-(5))-((x)-((5)-(8))))-(((6)*(8))-((0)+((2)*(1)))))))+((((((9)+(7))*((7)*(8)))-(((7)+(7))*((3)*((3)*(8)))))*((((9)-(6))-((0)*(2)))-(((7)-(5))*((1)*((9)*(3))))))*(((((5)*(9))*((8)*(8)))-(((x)-(x))+((8)*((7)*(7)))))*((((6)*(7))*((5)*((8)*(7))))*(((8)*(5))*((7)*((6)*((x)*(8))))))))),((0)+(x)),AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|MutateNonTerminalR|AddTreeWithMult|AddRandomSubTreeR|MutateNonTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|MutateNonTerminalR|AddToLeafR,MultXD|MultXD|FellTreeD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|SubXD|SkipD|SkipD|AddXD|AddXD|DivXD|DivXD|FellTreeD|AddXD,AddToLeafR,AddXD,8,8,10,10,6
10,(x),20,-10,0.017618797280527575,0,0.019999999215590484,0,1622151.8514500002,0.1,127484430.062,0.1,1,1,0.3558673289668949,0,23521443701648620000000,0,2352144204022735300000000,0,(((((((x)-(9))+((7)-((3)+(3))))*(((8)-((x)*(2)))+((5)*((7)*(7)))))-((((8)*(3))*((1)*((2)+(5))))+(((1)+((2)*(8)))*((7)*((2)-(3))))))+(((((5)+(x))+((1)-((5)*(9))))-(((2)-((3)+(2)))*((9)*((3)-(6)))))+((((x)*(8))-((9)-((4)*(5))))*(((7)+((9)-(1)))*((1)-((4)*(9)))))))*((((((2)*(6))*((4)*((8)*(9))))*(((9)*(8))-((9)*((5)*(7)))))-((((5)*(9))*((0)+((6)-(2))))*(((9)*((3)+(9)))*((2)*((1)+(x))))))+(((((4)+(8))*((6)+((7)-(4))))*(((8)*((2)*(7)))*((6)+((0)-(7)))))*((((x)*(x))*((9)*((3)+(9))))+(((1)+((2)+(2)))+((2)+((7)+((x)-(6))))))))),((0)+(x)),AddTreeWithAdd|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|MutateTerminalR|AddToLeafR|MutateTerminalR,MultXD|MultXD|FellTreeD|FellTreeD|SubXD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|SubXD|AddXD|DivXD|DivXD|FellTreeD|AddXD,AddToLeafR,FellTreeD,10,10,11,11,6
