gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,(x),20,-10,-0.007151813002643403,-0.00227749008216108,0.01995036762698691,0.02,81.15126000000001,1679203566232.9226,2014.8139999999999,0,1,1,0.9583994113864174,0,177423691755852270000,0,17741480026994094000000,0,(((((((7)+(7))*((0)*((x)-(1))))-(((4)-(5))+((3)*((8)+(0)))))*((((1)*(5))*((8)*((1)*(x))))-(((x)*(7))*((5)*((2)+(4))))))*(((((7)+(3))+((3)+((4)+(5))))+(((2)+(7))-((1)-((3)*(x)))))*((((2)*(2))+((1)+((6)+(7))))*(((0)+((1)-(8)))+((3)*((9)*(9)))))))*((((((7)*(4))-((8)-(x)))-(((7)-(x))+((4)*((7)*(9)))))-((((3)+(x))-((8)+((x)+(5))))*(((x)*(5))*((x)*((1)*(8))))))*(((((9)*(9))+((4)*((7)*(3))))*(((x)+(0))-((6)*((0)*(1)))))*((((x)*(6))-((x)*((9)*(5))))+(((5)*(3))*((1)+((0)-((2)*(6))))))))),((0)+(x)),AddTreeWithMult|AddTreeWithMult|AddTreeWithAdd|DeleteTerminalR|AddTreeWithSub|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddToLeafR|MutateTerminalR|ReplaceBranchR|ReplaceBranchXR,MultXD|MultXD|FellTreeD|FellTreeD|AddXD|FellTreeD|SkipD|AddTreeWithDiv|AddXD|SubXD|AddXD|AddXD|MultXD|FellTreeD|AddXD,ReplaceBranchXR,AddXD,0,0,1,1,6
11,(x),20,-10,0.01782687534151249,0,0.01999999993018766,0.02,39999868.72877,0.1,1432411517.66,0,1,1,0.448067118265224,0,12107274742983920000000,0,1210727199747997200000000,0,(((((((x)+(0))+((7)*((6)*(x))))*(((9)*((3)*(8)))*((5)-((9)+(1)))))+((((3)+((4)+(7)))+((6)*((7)*(0))))+(((1)+((6)*(x)))*((9)*((7)*(7))))))+(((((8)*(5))-((1)+((x)*(1))))*(((5)*((8)*(5)))*((4)*((2)*(6)))))-((((3)*((5)*(4)))-((9)+((2)*(1))))*(((3)*((7)+(1)))*((0)-((8)+(4)))))))*((((((1)*(x))*((0)-((x)+(4))))*(((7)*((7)*(9)))*((9)+((7)*(8)))))*((((2)*(x))*((5)*((9)+(1))))+(((x)+((2)+(0)))+((8)+((9)+(9))))))+(((((6)*(2))*((x)*((7)*(8))))*(((x)*((6)*(5)))*((x)-((9)-(x)))))-((((8)-((1)+(6)))-((3)-((x)-(0))))-(((5)-((x)-(8)))-((7)*((3)+((1)-(2))))))))),((0)+(x)),AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddTreeWithSub|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddTreeWithSub|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|MutateTerminalR,MultXD|FellTreeD|FellTreeD|FellTreeD|SkipD|AddTreeWithDiv|SkipD|AddTreeWithDiv|FellTreeD|SkipD|AddTreeWithDiv|DivXD|AddTreeWithDiv|FellTreeD|AddXD,AddToLeafR,FellTreeD,10,10,12,12,6
12,(x),20,-10,0.018558416431156605,0,0.019999999955922568,0.02,26420339.057550002,0.1,2268734772.124,0,1,1,0.3802156221498824,0,466341533670433800000,0,46634133912104140000000,0,(((((((0)*(x))+((x)-((0)*(1))))+(((4)-((7)+(0)))+((9)-((7)*(4)))))*((((8)+((1)+(x)))*((7)-((0)-(5))))-(((3)+((8)*(1)))+((5)+((9)+(2))))))+(((((3)+((4)+(7)))+((8)+((x)-(1))))*(((1)+((x)+(8)))+((0)+((9)+(3)))))-((((6)+((0)+(2)))*((2)-((0)+(7))))+(((2)*((5)+(8)))-((5)+((0)*(7)))))))*((((((6)*(9))*((3)*((8)*(6))))*(((9)*((9)*(7)))*((1)*((x)*(8)))))*((((7)*(4))*((3)*((9)-(9))))*(((3)-((8)-(9)))*((3)+((2)*(6))))))+(((((9)+(0))+((0)-((8)+(7))))-(((3)*((5)*(8)))*((x)+((5)+(8)))))+((((5)-((3)+(6)))-((8)-((9)+(4))))*(((6)*((7)-(4)))+((8)+((1)+((3)+(7))))))))),((0)+(x)),AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult,SkipD|FellTreeD|FellTreeD|FellTreeD|SubXD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|SubXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|FellTreeD|AddXD,AddToLeafR,FellTreeD,12,11,13,13,6
13,(x),20,-10,0.01787527867014302,0,0.019999999560680645,0,6171411.527580001,0.1,227624844.717,0.1,1,1,0.319502149369506,0,10773185956752292000,0,1076946343444022200000,0,(((((((5)*(9))*((4)*(9)))+(((4)+(5))*((0)*((1)+(6)))))*((((4)+(6))*((7)*(4)))*(((5)*(6))*((9)-((3)+(5))))))*(((((5)*(9))*((4)-(5)))-(((0)-(5))*((7)-((x)*(9)))))*((((8)*(2))-((8)*(7)))*(((x)*(2))*((x)-((0)*(6)))))))*((((((5)*(9))*((6)*(3)))*(((7)-(6))+((1)-(3))))+((((1)+(6))+((5)+(6)))-(((4)*(1))-((3)*((8)*(2))))))*(((((8)*(6))*((8)*(8)))*(((4)+(4))+((7)*(8))))-((((x)*(1))*((6)*(6)))+(((6)*(1))+((8)*((4)+((2)+(8))))))))),((0)+(x)),AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|ReplaceBranchR|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|DeleteMaliciousR|AddToLeafR|AddTreeWithMult,AddXD|DivXD|FellTreeD|MultXD|SubXD|FellTreeD|SkipD|AddTreeWithDiv|AddXD|SkipD|AddTreeWithDiv|DivXD|DivXD|FellTreeD|AddXD,AddToLeafR,AddXD,13,12,14,14,6
14,(x),20,-10,0.01864946130028314,0.02,0.019999999057450573,0.02,3118102.48105,0,106095231.86,0,1,1,0.4361593164223862,0,27008668009289245000,0,2700866369996117000000,0,(((((((8)-(7))+((1)+((3)+(6))))*(((8)*((7)*(8)))+((0)+((8)+(4)))))*((((5)*(9))-((1)*((3)-(7))))*(((1)+((2)+(8)))+((7)-((2)*(9))))))-(((((7)+(4))*((0)-((6)-(8))))-(((8)+((9)*(2)))+((4)-((x)-(x)))))-((((5)-((2)*(6)))*((5)*((2)*(4))))*(((2)*((9)*(x)))*((7)*((6)*(9)))))))*((((((7)*(9))+((6)*((9)+(0))))+(((2)+((5)+(6)))+((4)+((x)+(9)))))*((((7)*(3))*((1)-((6)*(4))))*(((5)-((x)+(8)))+((0)+((7)*(5))))))*(((((2)-(x))*((x)-((9)-(2))))+(((9)-((4)*(9)))+((3)+((3)*(5)))))*((((1)*(1))*((8)*((7)*(9))))-(((x)+((0)-(9)))*((1)-((6)+((5)+(6))))))))),((0)+(x)),AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|MutateTerminalR,SkipD|MultXD|FellTreeD|FellTreeD|AddXD|AddTreeWithDiv|SkipD|AddTreeWithDiv|SkipD|SkipD|AddTreeWithDiv|DivXD|DivXD|FellTreeD|AddXD,AddToLeafR,SkipD,13,12,15,15,6
15,(x),20,-10,0.01701800203693141,0,0.01999999966305561,0,6532578.207359999,0.1,296784879.99,0.1,1,1,0.3024391293734057,0,6557499807809624000000,0,655749976276378300000000,0,(((((((x)+((9)+(7)))+((6)*((7)-(x))))+(((7)*((9)+(4)))+(((7)+(x))+((1)+(3)))))+((((5)+((9)*(x)))+((9)+((9)-(9))))-(((8)-((5)-(3)))+(((9)*(9))*((x)*(x))))))+(((((0)+((1)*(2)))-((8)-((7)+(7))))-(((0)*((6)*(3)))-(((1)-(0))+((x)*(8)))))*((((3)+((5)*(0)))+((8)-((7)-(9))))*(((4)*((0)*(5)))*(((6)*(1))-((4)+(3)))))))*((((((7)*((5)*(7)))-((x)*((0)-(x))))*(((3)*((0)+(x)))*((2)*((1)-(x)))))*((((7)-((5)-(1)))*((9)*((6)*(x))))*(((x)-((7)-(5)))-(((4)-(8))-((8)-(7))))))*(((((9)-((2)*(0)))+((3)*((8)+(4))))-(((6)+((4)+(5)))+(((8)+(8))+((1)+(9)))))+((((x)-((0)+(9)))+((1)*((2)-(6))))*(((7)-((3)*(9)))*(((7)+(8))+((2)+((x)+(7))))))))),((0)+(x)),AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|ReplaceBranchR|ReplaceBranchR|AddToLeafR|AddTreeWithSub|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd,SkipD|DivXD|FellTreeD|MultXD|FellTreeD|AddTreeWithDiv|SkipD|AddTreeWithDiv|FellTreeD|SkipD|MultXD|AddXD|AddTreeWithDiv|FellTreeD|AddXD,AddToLeafR,FellTreeD,15,14,16,16,6
16,(x),20,-10,0.018674916046703918,0.02,0.01999999998111543,0.02,91994177.91467999,0,5295327786.292,0,1,1,0.27131064105328173,0,16724153387691687000000,0,1672415336635037100000000,0,(((((((7)-(4))-((8)-((4)+(2))))*(((9)*((0)+(6)))-((5)*((x)+(7)))))*((((2)*(2))*((1)+((8)+(5))))+(((9)+((9)+(3)))+((2)*((0)+(x))))))-(((((7)+(5))+((1)+((1)+(9))))+(((3)*((x)*(5)))*((7)+((8)*(2)))))+((((5)+((2)*(5)))-((x)*((2)*(6))))-(((x)*((1)-(8)))*((6)-((9)+(0)))))))-((((((x)*(2))*((x)*((3)*(2))))+(((3)+(0))*((9)-((9)-(9)))))*((((5)-(5))+((6)*((7)+(8))))*(((2)+((9)*(1)))*((8)*((3)*(2))))))*(((((0)-(4))*((4)*((1)*(7))))*(((2)*((3)*(3)))*((4)*((5)*(x)))))-((((1)-(3))-((9)+((9)+(3))))+(((4)+((4)+(3)))+((7)+((1)-((7)-(x))))))))),((0)+(x)),AddTreeWithSub|AddRandomSubTreeR|AddToLeafR|AddToLeafR|ReplaceBranchXR|ReplaceBranchR|AddToLeafR|AddTreeWithAdd|DeleteNonTerminalR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult,DivXD|DivXD|FellTreeD|FellTreeD|SkipD|AddTreeWithDiv|SubXD|AddTreeWithDiv|AddXD|SkipD|AddTreeWithDiv|DivXD|MultXD|FellTreeD|AddXD,AddToLeafR,DivXD,16,15,17,17,6
17,(x),20,-10,0.01876670934646901,0.0045702390861798205,0.01999999993847724,0.02,25602463.75268,4.460236949074074,1625414769.022,0,1,1,0.23909564281679263,0,3586433369264817700000,0,358643215063684200000000,0,(((((((x)-((6)+(4)))*((8)+((8)-(8))))+(((1)+((4)*(7)))+(((8)-(4))*((x)+(3)))))*((((6)-((x)+(4)))+((2)+((4)-(3))))*(((6)+((2)-(8)))*(((3)+(x))*((7)*(6))))))*(((((5)*((6)*(6)))*((9)+((8)*(1))))+(((7)*((1)*(2)))*(((4)+(x))-((6)*(8)))))-((((5)-((8)-(4)))*((1)+((5)*(4))))*(((4)+((4)-(2)))-(((8)+(5))+((8)+(1)))))))+((((((8)+((x)+(2)))+((x)+((4)+(x))))*(((3)*((4)-(9)))-((4)+((6)*(x)))))*((((6)+((8)*(5)))*((7)-((2)+(x))))+(((8)-((0)-(1)))*(((0)-(x))+((0)-(8))))))*(((((9)+((4)*(1)))*((3)*((1)*(2))))*(((8)*((5)*(x)))*((6)-((x)*(8)))))*((((6)-((5)-(8)))+((8)+((2)+(3))))+(((5)+((6)+(7)))+(((7)-(4))-((7)-((3)-(1))))))))),((0)+(x)),AddTreeWithSub|AddRandomSubTreeR|AddToLeafR|AddToLeafR|ReplaceBranchXR|ReplaceBranchR|AddToLeafR|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult,SkipD|MultXD|FellTreeD|FellTreeD|AddXD|AddTreeWithDiv|SkipD|AddTreeWithDiv|SkipD|SubXD|MultXD|SubXD|DivXD|FellTreeD|AddXD,AddToLeafR,SkipD,17,16,18,18,6
18,(x),20,-10,0.015528097865761765,0.01810223819898438,0.019999999982710938,0.02,79662343.34101,0.013266676273697344,5784003579.99,0,1,1,0.3907046992253649,0,11485880735675940000,0,1148587936422398300000,0,(((((((8)-((6)-(6)))-((0)-((6)-(6))))-(((2)-((6)+(5)))+(((1)+(9))-((1)-(6)))))+((((1)+((7)-(6)))+((8)+((5)*(3))))+(((1)-((7)-(7)))-(((4)+(6))+((4)-(3))))))*(((((9)*((6)-(1)))-((6)-((1)-(9))))-(((0)-((5)-(6)))+(((0)*(3))*((6)+(5)))))+((((3)*((0)+(7)))*((9)-((3)-(x))))*(((2)+((9)*(x)))*(((9)*(8))+((6)*(9)))))))*((((((6)*((9)*(2)))*((3)*((1)*(4))))+(((8)*((8)*(x)))*((x)*((8)*(x)))))*((((0)+((5)-(6)))*((3)*((1)*(3))))*(((x)-((0)-(1)))-(((0)*(4))+((7)-(2))))))+(((((1)*((x)-(x)))-((5)+((7)+(x))))-(((3)*((3)-(x)))+((x)+((7)+(9)))))+((((5)+((6)+(2)))+((x)+((8)+(4))))+(((9)+((7)-(4)))*(((7)+(3))*((3)+((9)*(4))))))))),((0)+(x)),AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|AddTreeWithSub|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult,SkipD|MultXD|FellTreeD|FellTreeD|SkipD|FellTreeD|SubXD|AddTreeWithDiv|AddTreeWithDiv|SkipD|AddTreeWithDiv|DivXD|DivXD|FellTreeD|AddXD,AddToLeafR,FellTreeD,17,17,19,19,6
19,(x),20,-10,0.017398038855454153,-0.01,0.01999999998948524,0.02,111107335.25062001,0.2,9510442454.402,0,1,1,0.28439936699796514,0,8629077227785449000,0,384866248286773250000,0,(((((((2)-((7)+(1)))-((3)+((8)+(3))))*(((1)-((8)-(7)))+((1)-((5)+(9)))))+((((4)+((3)+(1)))+((6)+((6)+(4))))*(((8)*((6)+(4)))*(((1)-(1))-((0)-(8))))))*(((((4)*((6)-(8)))-((9)*((1)-(4))))-(((2)+((2)*(0)))-(((3)*(9))*((9)*(2)))))-((((2)-((1)+(1)))*((4)+((5)+(9))))+(((4)*((2)-(7)))*(((0)+(7))+((2)+(8)))))))+((((((6)-((1)*(2)))*((2)+((x)-(6))))+(((7)-((4)-(x)))+((4)+((7)-(6)))))*((((x)*((7)+(2)))-((x)*((x)*(2))))*(((2)*((9)*(5)))*((9)*((3)*(8))))))*(((((4)*((7)+(3)))+((6)+((8)+(1))))+(((1)+((7)+(8)))+((9)-((7)-(1)))))+((((8)-((6)*(x)))*((7)*((5)+(2))))-(((3)-((8)*(1)))-(((x)-(0))-((x)-((3)-(6))))))))),((0)+(x)),AddTreeWithSub|AddRandomSubTreeR|AddToLeafR|AddToLeafR|ReplaceBranchXR|ReplaceBranchR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|ReplaceBranchXR,SkipD|MultXD|SubXD|FellTreeD|FellTreeD|SkipD|SkipD|AddTreeWithDiv|SkipD|SkipD|AddXD|AddXD|DivXD|FellTreeD|AddXD,AddToLeafR,SkipD,19,16,20,20,6
20,(x),20,-10,0.017364789631425074,0,0.019999999987759583,0.02,121393645.18330002,0.1,8169657263.769,0,1,1,0.3082940420841827,0,499717002015064800,0,49367915291173630000,0,(((((((2)+((9)*(6)))-((9)*((0)-(2))))+(((7)*((0)-(3)))+((1)-((0)+(3)))))-((((9)*((9)-(4)))*((6)-((x)+(2))))*(((6)*((2)+(x)))-((0)*((7)+(4))))))-(((((5)*((8)+(2)))-((9)+((1)*(x))))-(((8)+((8)*(8)))-((7)-((3)+(x)))))*((((5)+((8)+(7)))*((5)+((x)+(6))))-(((5)+((3)+(4)))+((0)+((6)+(7)))))))+((((((3)+(7))+((0)+((7)+(6))))-(((4)-((9)+(3)))-((3)+((5)*(9)))))*((((x)-((3)+(9)))*((2)*((3)*(1))))*(((x)*((7)*(4)))*((x)*((5)*(6))))))*(((((0)+(x))+((1)*((6)*(x))))+(((4)*((1)*(x)))*((7)*((6)*(5)))))*((((5)+((2)*(4)))*((6)+((9)+(9))))-(((2)*((7)*(3)))*((8)*((5)*((x)*(1))))))))),((0)+(x)),AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult,MultXD|AddXD|SubXD|FellTreeD|SkipD|FellTreeD|DivXD|SkipD|FellTreeD|SkipD|AddTreeWithDiv|DivXD|DivXD|FellTreeD|AddXD,AddToLeafR,FellTreeD,20,19,21,21,6
21,(x),20,-10,0.016603687479637575,-0.01701492537313433,0.019999999788283845,-0.01701492537313433,10653705.34395,0.67,472330515.15800005,0.67,1,1,0.2869977133350455,0,775130498373235600000000,0,77513049814404860000000000,0,(((((((x)*((9)+(3)))-((1)+((7)*(4))))+(((5)-((1)-(1)))-(((6)+(8))+((0)*(0)))))+((((9)+((3)*(1)))*((8)+((1)+(x))))+(((x)*((1)*(8)))+(((7)+(5))+((4)*(1))))))*(((((4)*((x)-(7)))+((x)*((7)*(5))))*(((3)*((7)*(1)))-(((9)+(6))+((5)-(8)))))-((((x)*((x)*(5)))*((x)+((2)-(8))))+(((4)*((4)*(9)))*(((9)*(7))*((8)*(3)))))))*((((((4)*((6)*(8)))-((5)-((8)-(x))))*(((3)*((x)*(5)))+((2)-((9)+(x)))))-((((7)*((6)*(2)))+((7)+((6)+(7))))+(((8)+((6)+(4)))+(((7)+(x))+((4)+(3))))))*(((((8)*((8)*(9)))+((8)*((x)+(7))))-(((2)*((0)*(3)))+(((x)+(3))+((6)+(8)))))+((((6)+((9)*(5)))+((3)*((8)*(9))))-(((9)+((8)-(1)))+(((4)-(2))-((4)-((7)-(9))))))))),((0)+(x)),AddTreeWithSub|AddRandomSubTreeR|AddToLeafR|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult,MultXD|MultXD|DivXD|DivXD|MultXD|AddTreeWithDiv|SkipD|AddTreeWithDiv|SkipD|SkipD|AddXD|AddXD|MultXD|FellTreeD|AddXD,AddToLeafR,MultXD,21,19,22,22,6
22,(x),20,-10,0.017728312753394915,-0.01,0.01999999998333129,0.02,202725671.90392998,0.2,5999263940.788,0,1,1,0.1418944937990358,0,1317319231245650500000,0,131369962858139030000000,0,(((((((x)-(4))*((7)-(9)))+(((1)+(4))*((4)-((3)*(6)))))+((((8)+(7))+((4)+((3)+(4))))+(((5)+(3))+((7)+((4)-(1))))))*(((((5)+(3))+((9)+((3)+(7))))+(((0)*(x))*((7)*((6)+(3)))))+((((x)*(x))+((7)*((5)*(8))))+(((7)*(9))+((2)*((3)-(8)))))))+((((((4)*(0))*((x)+(2)))*(((1)*(7))*((9)*((5)*(1)))))*((((5)-(x))*((3)*((5)*(9))))*(((8)*(9))*((4)*((x)*(2))))))+(((((5)+(5))*((9)+(4)))+(((4)*(5))*((3)+((5)*(2)))))*((((4)-(x))+((3)+((1)*(x))))-(((0)*(3))*((2)-((9)-((1)+(4))))))))),((0)+(x)),AddTreeWithSub|AddRandomSubTreeR|AddToLeafR|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult,SkipD|MultXD|SubXD|MultXD|AddTreeWithDiv|AddTreeWithDiv|DivXD|AddTreeWithDiv|FellTreeD|SkipD|AddXD|MultXD|SkipD|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,22,21,23,23,6
23,(x),20,-10,0.01677365850687798,-0.00010345697675522411,0.019999999985078364,0.02,71013276.34318,0.7225951561853903,6701678350.5859995,0,1,1,0.2860151949531529,0,1409396551681513000000,0,140939655144968250000000,0,(((((((1)-((8)-(0)))-((7)-((5)-(6))))-(((1)*((8)*(1)))-((1)+((0)+(1)))))+((((5)+((4)+(1)))+((0)+((1)+(9))))-(((5)+((6)*(7)))*((7)+((2)*(5))))))*(((((9)*((1)+(4)))+((1)+((6)-(4))))*(((9)*((6)*(6)))*((2)*((x)*(8)))))*((((4)*((8)+(5)))*((5)*((5)+(8))))-(((4)+((5)*(2)))-((5)-((5)*(x)))))))+((((((5)-(5))*((5)+((2)+(5))))+(((2)*((5)*(4)))+((4)-((x)*(6)))))+((((7)-((x)+(1)))*((9)-((8)*(5))))*(((8)*((x)*(3)))-((7)*((8)*(9))))))-(((((8)+((3)-(0)))*((6)-((2)*(9))))+(((3)*((3)*(x)))*((x)-((9)+(6)))))*((((5)+((2)+(x)))*((0)*((1)-(6))))-(((x)-((9)-(4)))-((7)*((3)-((4)*(x))))))))),((0)+(x)),AddTreeWithSub|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddToLeafR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult,MultXD|DivXD|FellTreeD|DivXD|AddXD|AddTreeWithDiv|SkipD|AddTreeWithDiv|FellTreeD|SkipD|AddXD|AddXD|MultXD|FellTreeD|AddXD,AddToLeafR,AddXD,23,22,24,24,6
24,(x),20,-10,0.018321590187246075,0.02,0.019999999988473866,0.02,137914894.63295,0,8675935995.472,0,1,1,0.3137919919511208,0,167879549929272940000000,0,16787892746154145000000000,0,(((((((8)-((x)-(8)))-((3)-((9)-(2))))+(((9)*((8)+(9)))*(((5)-(6))*((x)*(x)))))*((((5)*((9)*(x)))*((1)*((8)*(3))))+(((7)*((8)*(3)))+(((4)+(x))*((7)-(2))))))+(((((8)-((x)*(5)))-((2)-((1)-(8))))*(((4)*((6)-(3)))-(((4)+(x))+((4)*(3)))))-((((1)*((x)-(0)))*((4)*((2)-(5))))*(((8)*((3)+(9)))+(((5)+(6))+((6)+(2)))))))*((((((2)+((1)*(4)))+((1)+((x)+(4))))+(((2)+((1)+(x)))+((9)+((4)*(2)))))-((((0)+((9)+(7)))+((7)*((4)*(8))))*(((3)*((5)*(x)))*(((5)+(3))+((4)+(0))))))+(((((1)+((3)+(4)))+((0)+((5)*(5))))+(((3)-((4)-(1)))+(((4)*(3))-((5)-(x)))))*((((9)+((4)+(8)))-((4)+((8)+(1))))-(((4)-((4)*(9)))*(((7)*(2))-((6)-((7)+(6))))))))),((0)+(x)),AddTreeWithSub|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult,MultXD|MultXD|SubXD|MultXD|AddTreeWithDiv|AddTreeWithDiv|AddXD|AddTreeWithDiv|FellTreeD|AddXD|MultXD|MultXD|SubXD|FellTreeD|AddXD,AddToLeafR,MultXD,24,23,25,25,6
25,(x),20,-10,0.019054679635074775,-0.016969696969696964,0.019999999999546512,-0.01696969696969697,2313944163.92314,0.66,220512588767.582,0.66,1,1,0.4279658414675796,0,8403548289785646000000,0,840354520134333500000000,0,(((((((x)+(x))+((9)+((2)*(1))))+(((9)+((5)+(3)))-((1)+((5)+(4)))))+((((9)+(4))+((7)+((5)+(9))))+(((5)*((3)+(4)))*((9)*((7)+(6))))))+(((((7)*(2))*((1)+((6)*(x))))*(((6)-((3)-(6)))*((7)*((x)*(3)))))*((((8)+((3)+(0)))-((6)+((4)+(6))))*(((0)*((8)*(3)))-((8)*((7)+(3)))))))+((((((8)*(x))*((9)-((6)*(7))))-(((1)-((2)*(3)))*((9)+((5)*(6)))))*((((1)-(4))-((5)+((8)-(6))))+(((2)+((9)-(9)))*((x)*((6)*(x))))))*(((((5)-(7))-((6)+((0)-(9))))*(((7)+((9)*(7)))*((6)+((8)+(1)))))-((((4)-(8))+((0)-((6)*(2))))*(((8)*((7)*(2)))*((7)*((9)*((x)*(1))))))))),((0)+(x)),MutateNonTerminalR|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult,SkipD|MultXD|FellTreeD|FellTreeD|SubXD|AddXD|AddXD|AddTreeWithDiv|FellTreeD|SkipD|AddTreeWithDiv|SubXD|MultXD|FellTreeD|AddXD,AddToLeafR,FellTreeD,25,24,26,26,6
26,(x),20,-10,0.018513567044752533,-0.01,0.019999999956427605,0.02,82318373.37787001,0.2,2295031091.72,0,1,1,0.1552312964027396,0,780597611463910600000,0,78059067941737480000000,0,(((((((1)-(1))-((9)*((6)+(4))))+(((0)-(x))*((0)*((3)-(6)))))-((((8)-(0))+((2)+((9)-(3))))*(((x)*((x)+(8)))*((7)+((4)*(9))))))-(((((2)-(5))*((6)+((4)+(4))))*(((8)*(8))*((3)*((6)+(8)))))*((((6)*(9))*((8)*((5)+(9))))*(((5)+((9)+(6)))*((1)-((2)*(0)))))))+((((((x)-(x))-((5)+((8)+(x))))+(((3)+(5))+((5)+((2)+(2)))))-((((9)*(5))*((7)+((7)*(6))))*(((7)*(1))+((x)-((4)+(2))))))-(((((5)+(6))+((3)+((3)+(8))))+(((8)+(9))+((6)*((1)*(5)))))*((((6)*(7))*((5)*((7)*(8))))*(((x)*((7)*(2)))*((8)-((3)-((3)-(6))))))))),((0)+(x)),AddTreeWithSub|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult,MultXD|MultXD|DivXD|DivXD|MultXD|AddXD|SkipD|AddTreeWithDiv|FellTreeD|AddXD|SubXD|MultXD|DivXD|FellTreeD|AddXD,AddToLeafR,MultXD,25,25,27,27,6
