A,P,AFinal,PFinal,AGen,PGen,count,run
ReplaceBranchXR,MutateTerminalR,AddTreeWithMult,MutateTerminalR,0,0,0,3
MutateTerminalR,DivXD,MutateTerminalR,DivXD,0,0,1,3
AddXD,AddTreeWithDiv,AddXD,AddToLeafR,0,0,2,3
SkipD,MutateNonTerminalR,SkipD,ReplaceBranchR,0,0,3,3
AddTreeWithAdd,AddTreeWithSub,AddTreeWithAdd,AddTreeWithSub,0,0,4,3
MultXD,AddTreeWithSub,MultXD,AddTreeWithSub,0,0,5,3
ReplaceBranchR,MutateNonTerminalR,ReplaceBranchR,MutateNonTerminalR,0,0,6,3
DeleteTerminalR,MultXD,DeleteTerminalR,MutateNonTerminalR,0,0,7,3
DeleteTerminalR,MutateTerminalR,DeleteTerminalR,SkipD,0,0,8,3
AddTreeWithMult,DivXD,AddTreeWithMult,DivXD,0,0,9,3
AddTreeWithMult,AddXD,AddTreeWithMult,AddXD,0,0,10,3
SkipD,AddTreeWithAdd,SkipD,AddTreeWithAdd,0,0,11,3
AddRandomSubTreeR,AddTreeWithDiv,AddRandomSubTreeR,AddTreeWithDiv,0,0,12,3
SubXD,MutateNonTerminalR,SubXD,MutateNonTerminalR,0,0,13,3
AddTreeWithAdd,DeleteNonTerminalR,AddTreeWithAdd,DeleteNonTerminalR,0,0,14,3
