A,P,AFinal,PFinal,AGen,PGen,count,run
DeleteTerminalR,AddXD,DeleteTerminalR,AddXD,0,0,0,2
AddToLeafR,ReplaceBranchR,AddToLeafR,ReplaceBranchR,0,0,1,2
DivXD,AddTreeWithDiv,SubXD,AddTreeWithDiv,0,0,2,2
SubXD,FellTreeD,SubXD,FellTreeD,0,0,3,2
MutateTerminalR,AddTreeWithAdd,MutateTerminalR,AddTreeWithAdd,0,0,4,2
ReplaceBranchXR,DeleteNonTerminalR,ReplaceBranchXR,DeleteNonTerminalR,0,0,5,2
AddTreeWithMult,ReplaceBranchXR,AddTreeWithMult,ReplaceBranchXR,0,0,6,2
DeleteNonTerminalR,MultXD,DeleteNonTerminalR,MultXD,0,0,7,2
ReplaceBranchR,ReplaceBranchR,ReplaceBranchR,SkipD,0,0,8,2
AddTreeWithMult,ReplaceBranchXR,AddTreeWithMult,ReplaceBranchXR,0,0,9,2
DeleteTerminalR,ReplaceBranchR,ReplaceBranchXR,ReplaceBranchR,0,0,10,2
DeleteTerminalR,DeleteMaliciousR,ReplaceBranchR,DeleteMaliciousR,0,0,11,2
ReplaceBranchR,MultXD,ReplaceBranchR,MultXD,0,0,12,2
ReplaceBranchXR,AddXD,ReplaceBranchXR,AddXD,0,0,13,2
AddTreeWithMult,DeleteTerminalR,AddTreeWithMult,DeleteTerminalR,0,0,14,2
