A,P,AFinal,PFinal,AGen,PGen,count,run
AddXD,AddTreeWithAdd,AddXD,AddTreeWithAdd,0,0,0,0
AddTreeWithSub,DivXD,AddTreeWithSub,DivXD,0,0,1,0
AddTreeWithSub,FellTreeD,DeleteTerminalR,FellTreeD,0,0,2,0
FellTreeD,AddTreeWithAdd,FellTreeD,AddTreeWithAdd,0,0,3,0
MutateTerminalR,ReplaceBranchR,AddRandomSubTreeR,ReplaceBranchR,0,0,4,0
DivXD,AddTreeWithAdd,DivXD,AddTreeWithAdd,0,0,5,0
DeleteMaliciousR,AddToLeafR,DeleteMaliciousR,AddToLeafR,0,0,6,0
SkipD,SkipD,SkipD,SkipD,0,0,7,0
DeleteNonTerminalR,AddTreeWithSub,DeleteNonTerminalR,AddTreeWithSub,0,0,8,0
ReplaceBranchXR,DivXD,ReplaceBranchXR,DivXD,0,0,9,0
AddRandomSubTreeR,MutateTerminalR,AddRandomSubTreeR,MutateTerminalR,0,0,10,0
MutateTerminalR,AddTreeWithSub,AddToLeafR,AddTreeWithSub,0,0,11,0
SkipD,ReplaceBranchR,SkipD,ReplaceBranchR,0,0,12,0
AddTreeWithMult,FellTreeD,AddTreeWithMult,FellTreeD,0,0,13,0
MultXD,AddXD,MultXD,AddXD,0,0,14,0
