gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
24,(x),20,-10,-0.017858666666666665,-0.0036574074074074074,-0.01552,0.02,0.5353333333333333,0.41666666666666663,1.12,0,0.6402877697841727,1,0.6270146510655304,0.5163977794943223,168.26666666666668,1.6666666666666667,695,0,(((x)*(5))*((4)*(7))),(((0)-(0))*((x)+(x))),DeleteTerminalR|AddToLeafR|DivXD|SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|ReplaceBranchR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|SubXD|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|MultXD|AddXD|DeleteTerminalR,AddTreeWithMult,ReplaceBranchXR,23,24,25,25,2
25,(x),20,-10,-0.018099999999999998,0.0016619132501485437,-0.0132,0.02,0.475,0.3066666666666667,1.7,0,0.2295839753466872,1,0.5649812305940365,0,129.41666666666666,0,324.5,0,((9)*((9)*(4))),(((0)+(0))*((x)+(x))),DeleteTerminalR|AddToLeafR|DivXD|SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|DivXD|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|ReplaceBranchR|AddToLeafR|ReplaceBranchR|DeleteMaliciousR|MultXD|AddXD|DeleteTerminalR,DeleteTerminalR,AddXD,25,25,26,26,2
26,(x),20,-10,-0.01873733333333333,-0.0043613189249099476,-0.0168,0.02,0.31566666666666665,0.835,0.8,0,-0.06,1,0.4280965623158713,0.7564600676242168,104.16666666666667,5.666666666666667,235,0,(((x)*((6)*(8)))-((0)*(x))),(((0)*(2))*((0)+(x))),DeleteTerminalR|AddToLeafR|DivXD|SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|DivXD|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|ReplaceBranchR|AddToLeafR|ReplaceBranchR|DeleteMaliciousR|MultXD|AddXD|DeleteTerminalR,AddTreeWithMult,MultXD,26,25,27,27,2
27,(x),20,-10,-0.018524,-0.0039469320066334995,-0.01652,0.02,0.369,0.36166666666666664,0.87,0,0.1935483870967742,1,0.49502575584503433,0,179.16666666666666,0,310,0,(((1)+(x))*((9)*(7))),(((0)-(9))*((0)+(x))),DeleteTerminalR|AddToLeafR|DivXD|SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|ReplaceBranchR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|MultXD|AddXD|DeleteTerminalR,DeleteTerminalR,ReplaceBranchR,27,27,28,28,2
28,(x),20,-10,-0.018738666666666667,-0.004194444444444444,-0.0172,0.02,0.3153333333333333,0.38333333333333336,0.7,0,0.8878923766816144,1,0.7017431627345316,0,420.26666666666665,0,2230,0,(((7)*((8)*(x)))*((8)-(x))),(((0)*(1))*((0)+(x))),DeleteTerminalR|AddToLeafR|DivXD|SubXD|MutateTerminalR|AddXD|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|DivXD|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|SkipD|AddXD|DeleteTerminalR,AddTreeWithMult,ReplaceBranchXR,28,28,29,29,2
29,(x),20,-10,-0.018680000000000002,0.003758982863460476,-0.01672,0.02,0.33,1.1716666666666666,0.82,0,0.8538011695906432,1,0.7366577890744657,0,349.3333333333333,0,1710,0,(((x)*(7))*((7)*(7))),(((0)+(3))*((0)+(x))),DeleteTerminalR|AddToLeafR|DivXD|SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|DivXD|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|MultXD|AddXD|DeleteTerminalR,AddTreeWithMult,ReplaceBranchXR,29,29,30,30,2
30,(x),20,-10,-0.018985333333333333,-0.00730804311774461,-0.0184,0.02,0.25366666666666665,0.395,0.4,0,0.21996879875195008,1,0.4706552065017265,0.6804138174397717,116.41666666666667,2.5,320.5,0,((5)*((8)*(8))),(((0)+(0))*((x)+(x))),DeleteTerminalR|AddToLeafR|DivXD|SubXD|MutateTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|ReplaceBranchR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|MultXD|AddXD|DeleteTerminalR,ReplaceBranchR,ReplaceBranchR,30,30,31,31,2
31,(x),20,-10,-0.019248,0.0021944444444444446,-0.0176,0.02,0.188,0.26666666666666666,0.6,0,0.6503496503496503,1,0.6193778112250221,0.7527726527090811,156.65,5.833333333333333,715,0,(((x)+(x))*((8)*(9))),(((8)+((6)*(0)))*((x)+(x))),DeleteTerminalR|AddToLeafR|DivXD|SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddTreeWithSub|DeleteTerminalR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|ReplaceBranchR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|MultXD|AddXD|DeleteTerminalR,AddTreeWithMult,ReplaceBranchR,31,31,32,32,2
32,(x),20,-10,-0.018790666666666667,0.0042658730158730155,-0.0172,0.02,0.30233333333333334,0.6433333333333333,0.7,0,0.5453718857974177,1,0.6001101412492451,0,145.98333333333332,0,549.9,0,(((8)*(8))*((x)+(9))),(((0)*(0))*((x)+(x))),DeleteTerminalR|AddToLeafR|DivXD|SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|ReplaceBranchR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|MultXD|AddXD|DeleteTerminalR,DeleteTerminalR,ReplaceBranchR,32,32,33,33,2
33,(x),20,-10,-0.019530666666666665,0.0016243781094527363,-0.019376,0.02,0.11733333333333335,0.5966666666666667,0.156,0,0.06890130353817504,1,0.420283339964753,0.408248290463863,54.46666666666667,0.8333333333333334,268.5,0,((x)*((x)*(8))),(((3)*(0))*((x)+(x))),DeleteTerminalR|AddToLeafR|DivXD|SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|ReplaceBranchR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|MultXD|AddXD|DeleteTerminalR,DeleteTerminalR,ReplaceBranchR,33,33,34,34,2
34,(x),20,-10,-0.01851866666666667,-0.0031944444444444446,-0.017192,0.02,0.3703333333333333,0.33333333333333337,0.7020000000000001,0,-0.358,1,0.24456268453438818,0.7484551991837489,50.88333333333333,5,160.5,0,((4)*((5)*(8))),(((0)*(5))*((0)+(x))),DeleteTerminalR|AddToLeafR|AddRandomSubTreeR|SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteNonTerminalR|DeleteTerminalR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|ReplaceBranchR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|MultXD|AddXD|DeleteTerminalR,AddTreeWithMult,ReplaceBranchR,34,34,35,35,2
35,(x),20,-10,-0.018346666666666664,-0.004750000000000001,-0.01668,0.02,0.41333333333333333,0.31666666666666665,0.83,0,0.7950819672131147,1,0.7198553049237565,0.5477225575051661,210.28333333333333,2.5,1220,0,(((7)*((x)*(7)))*((5)+(6))),(((3)+(0))*((0)+(x))),DeleteTerminalR|AddToLeafR|DivXD|SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddTreeWithSub|DeleteTerminalR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|ReplaceBranchR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|MultXD|AddXD|DeleteTerminalR,AddTreeWithMult,ReplaceBranchR,35,35,36,36,2
36,(x),20,-10,-0.018230666666666666,0.013432539682539683,-0.015824,0.02,0.44233333333333325,0.56,1.044,0,0.826449149600833,1,0.6976554349047319,0,265.93333333333334,0,1440.5,0,(((9)*(8))*((5)*(4))),(((0)-(0))*((x)+(x))),DeleteTerminalR|AddToLeafR|DivXD|SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|ReplaceBranchR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|MultXD|AddXD|DeleteTerminalR,AddTreeWithMult,ReplaceBranchR,36,36,37,37,2
37,(x),20,-10,-0.018386666666666666,-0.0023015873015873015,-0.01616,0.02,0.4033333333333334,0.26666666666666666,0.96,0,-0.194,1,0.3075000271002698,0.7486098227158569,46.333333333333336,4.166666666666667,201.5,0,((x)*((6)*(x))),(((0)+(2))*((0)+(x))),DeleteTerminalR|AddToLeafR|AddRandomSubTreeR|SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|ReplaceBranchR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|MultXD|AddXD|DeleteTerminalR,DeleteTerminalR,ReplaceBranchR,37,37,38,38,2
38,(x),20,-10,-0.017439999999999997,0.0034879106681432264,-0.012,0.02,0.64,1.58,2,0,0.29577464788732394,1,0.5038815426539351,0.5163977794943223,73.38333333333334,1.6666666666666667,355,0,((x)*((9)*(8))),(((x)+(0))*((0)+(x))),DeleteTerminalR|AddToLeafR|DivXD|SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteNonTerminalR|DeleteTerminalR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|ReplaceBranchR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|MultXD|AddXD|DeleteTerminalR,AddTreeWithMult,ReplaceBranchR,38,37,39,39,2
39,(x),20,-10,-0.0196,0.010062189054726367,-0.0196,0.02,0.1,0.91,0.1,0,-0.358,1,0.2458736803048807,0.408248290463863,39.666666666666664,0.8333333333333334,160.5,0,(((5)*(4))*((8)-(0))),(((0)+(0))*((x)+(x))),DeleteTerminalR|AddToLeafR|DivXD|SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|ReplaceBranchR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|MultXD|AddXD|DeleteTerminalR,DeleteTerminalR,ReplaceBranchR,38,39,40,40,2
40,(x),20,-10,-0.01924266666666667,0.007226996331473944,-0.01736,0.02,0.18933333333333333,1.115,0.66,0,-0.06,1,0.3569637890132088,0.7144345083117604,54.26666666666667,3.3333333333333335,235,0,((x)*((6)*(8))),(((0)+(4))*((0)+(x))),DeleteTerminalR|AddToLeafR|DivXD|SubXD|MutateTerminalR|ReplaceBranchXR|SubXD|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|ReplaceBranchR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|MultXD|AddXD|DeleteTerminalR,DeleteTerminalR,ReplaceBranchR,40,40,41,41,2
41,(x),20,-10,-0.019181333333333335,0.003,-0.018384,0.02,0.20466666666666666,0.2,0.40399999999999997,0,0.8071731585036637,1,0.7044702790029315,0.408248290463863,234.8166666666667,0.8333333333333334,1296.5,0,(((6)*(6))*((6)*(6))),(((0)+(0))*((x)+(x))),DeleteTerminalR|AddToLeafR|DivXD|SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteTerminalR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|ReplaceBranchR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|MultXD|AddXD|DeleteTerminalR,AddTreeWithMult,ReplaceBranchR,39,41,42,42,2
42,(x),20,-10,-0.018095999999999998,0.0005769990936077996,-0.0146,0.02,0.47600000000000003,1.27,1.35,0,0.20634920634920634,1,0.5137921235773325,0.408248290463863,93.16666666666667,0.8333333333333334,315,0,((x)*((8)*(8))),(((0)-((0)*(x)))*((x)+(x))),DeleteTerminalR|AddToLeafR|DivXD|SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteTerminalR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|ReplaceBranchR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|MultXD|AddXD|DeleteTerminalR,AddTreeWithMult,ReplaceBranchR,41,42,43,43,2
43,(x),20,-10,-0.018368,0.004583333333333333,-0.01664,0.02,0.408,0.21666666666666667,0.84,0,0.29577464788732394,1,0.49374887248937366,0.7200822998230956,78.55104166666666,3.3333333333333335,355,0,((x)*((9)*(8))),(((9)*((0)*(0)))*((x)+(x))),DeleteTerminalR|AddToLeafR|DivXD|SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithAdd|ReplaceBranchR|AddTreeWithMult|DeleteTerminalR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|ReplaceBranchR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|MultXD|AddXD|DeleteTerminalR,AddTreeWithMult,ReplaceBranchR,43,42,44,44,2
44,(x),20,-10,-0.018206666666666666,0.0044761904761904765,-0.0124,0.02,0.44833333333333336,0.21666666666666667,1.9,0,-0.134,1,0.37241353358867074,0,77.60000000000001,0,216.5,0,((6)*((9)*(4))),(((8)*(0))*((x)+(x))),DeleteTerminalR|AddToLeafR|DivXD|SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteTerminalR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|ReplaceBranchR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|MultXD|AddXD|DeleteTerminalR,ReplaceBranchR,ReplaceBranchR,44,44,45,45,2
45,(x),20,-10,-0.017157333333333333,0.004543946932006634,-0.0084,0.02,0.7106666666666667,0.625,2.9,0,0.1935483870967742,1,0.4571782998604995,0.7348469228349533,72.51666666666667,4.166666666666667,310,0,((x)*((7)*(9))),(((0)-((7)*(0)))*((x)+(x))),DeleteTerminalR|AddToLeafR|AddTreeWithSub|SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteTerminalR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|ReplaceBranchR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|MultXD|AddXD|DeleteTerminalR,ReplaceBranchR,ReplaceBranchR,45,44,46,46,2
46,(x),20,-10,-0.018742666666666664,0.007293295427623785,-0.01784,0.02,0.31433333333333335,0.8816666666666667,0.54,0,-0.158,1,0.3084163852110757,0.408248290463863,94.58333333333333,0.8333333333333334,210.5,0,((7)*((6)*(5))),(((0)*(7))*((0)+(x))),DeleteTerminalR|AddToLeafR|SubXD|SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteTerminalR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|ReplaceBranchR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|MultXD|AddXD|DeleteTerminalR,AddTreeWithMult,ReplaceBranchR,46,46,47,47,2
47,(x),20,-10,-0.017988,0.007453703703703704,-0.01452,0.02,0.503,0.2833333333333333,1.37,0,0.09090909090909091,1,0.42549467658438794,0.4095483748078188,56.53333333333333,1.286904761904762,275,0,((x)*((7)*(8))),(((4)/(0))+((0)+(x))),DeleteTerminalR|AddToLeafR|DivXD|SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteTerminalR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|ReplaceBranchR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|SkipD|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|AddXD|DeleteTerminalR,AddTreeWithMult,AddXD,47,47,48,48,2
48,(x),20,-10,-0.018654666666666667,-0.0044429637526652455,-0.014839999999999999,0.02,0.3363333333333333,0.42833333333333334,1.29,0,-0.32,1,0.22419069264058814,0.673004163458205,82.81666666666666,2.7569444444444433,170,0,((7)*((5)*(x))),(((8)*(0))/((0)+(x))),DeleteTerminalR|AddToLeafR|SubXD|SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteTerminalR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|ReplaceBranchR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|SkipD|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|AddXD|DeleteTerminalR,AddTreeWithMult,AddTreeWithDiv,48,48,49,49,2
49,(x),20,-10,-0.017759999999999998,0.0021944444444444446,-0.016399999999999998,0.02,0.56,0.26666666666666666,0.9,0,-0.32,1,0.22419069264058814,0.7144345083117605,82.81666666666666,3.3333333333333335,170,0,((7)*((5)*(x))),(((0)*(5))*((0)+(x))),DeleteTerminalR|AddToLeafR|SubXD|SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|ReplaceBranchXR|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult,AddXD|ReplaceBranchR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchXR|MultXD|SkipD|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|MultXD|AddXD|DeleteTerminalR,ReplaceBranchXR,MultXD,49,49,49,49,2
