TopAntagonist,TopProtagonist,FinalAntagonist,FinalProtagonist,Epoch
-0.9450909090909091,0.1696978032218009,-0.2732,1,1
-0.9550909090909091,1,-0.7413049127640037,0.17009488827670644,2
0.17206773991218915,1,-1,0.1696969696969697,3
-0.974909090909091,1,0.016583582105564532,0.17146787742747335,4
-0.6451613636363636,0.1709786017253549,-0.9565965909090909,1,5
-0.9355818181818182,0.1696969696969697,-1,1,6
-0.9911818181818182,0.16968273858832725,-0.2732,0.1696883634147915,7
-0.974909090909091,1,-0.18936363636363637,0.40332171804799877,8
-0.974909090909091,0.15180243998425824,-0.9802424242424242,0.1694903351351764,9
0.06968876860622462,1,-0.7942747474747475,0.16020259202077394,10
-0.9839727272727272,-0.8489865763937974,-0.9746818181818182,0.1697423566017317,11
0.325385143754293,0.15268456375838926,0.8164663090540507,1,12
-0.9850484848484848,1,-0.6791955922865014,0.1696969696969697,13
-0.9356363636363636,0.17153111198565743,-0.9862272727272727,1,14
-0.974909090909091,0.1696969696969697,-1,0.16660173524567468,15
-0.974909090909091,0.1667530718439809,-1,0.1778581267217631,16
-0.06290909090909091,0.1696969696969697,-0.9742020202020202,0.1696969696969697,17
-0.979004958677686,0.16200303904849356,-0.9737424242424242,0.15832342342676775,18
0.7234935425458886,0.16858751202501207,-0.9513295454545454,0.1720247037253466,19
-0.9773652892561984,1,0.931380377283162,1,20
