gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
46,x*x*x*x,25,-10,-0.01449638744031761,0.01146184205612712,0.013608564175750735,0.011508486285639602,54594.0896,244.54690000000002,152960.9536,244.1472,0.9585994434125081,0.2877821759994026,0.9461152556194881,0.0009573721106589916,4315324.92,6110.9800000000005,11827473.84,6103.08,((((4)*(x))*((x)*(x)))*((7)*((6)*((x)*(x))))),((0)+((5)*(5))),SkipD|AddTreeWithMult|AddTreeWithMult|AddTreeWithMult|DeleteMaliciousR,AddTreeWithDiv|FellTreeD|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR,AddTreeWithMult,DeleteTerminalR,46,46,47,47,4
47,x*x*x*x,25,-10,-0.018855131775502135,0.01145549367963105,0.015237241167657976,0.01153252609369457,23437.2452,244.6013,74177.55279999999,243.94120000000004,0.8664440734557596,0.28813227029146526,0.8380437890954499,0.0004735355142338542,1352746.92,6105.26,3666359.2,6100.08,((((x)*(8))*((5)*(x)))*((x)*((5)*((3)*(x))))),((0)+((6)*(5))),SkipD|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MultXD,AddTreeWithDiv|FellTreeD|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR,AddTreeWithMult,AddTreeWithDiv,47,47,48,48,4
48,x*x*x*x,25,-10,-0.009842311368287567,0.011448946916369478,0.0328400010601065,0.011476557686203486,47017.252400000005,244.65739999999997,157014.9312,244.4208,0.9267807460157723,0.2889724965924156,0.9571403730078861,0.001313473245562901,1676500.5599999998,6108.85,6687639.84,6092.88,((((3)*(9))*((7)*(7)))*((9)*((x)*((x)*(x))))),((0)+((7)*(6))),SkipD|AddTreeWithMult|AddTreeWithMult|AddTreeWithMult|MultXD,AddTreeWithDiv|FellTreeD|FellTreeD|DeleteMaliciousR|AddRandomSubTreeR,AddTreeWithMult,FellTreeD,48,48,49,49,4
49,x*x*x*x,25,-10,-0.01732400078979373,0.01145911132064903,0.004742012014325488,0.011520716246242322,17725.986800000002,244.57030000000003,36598.0608,244.04240000000001,0.7492163009404389,0.28981272289336596,0.9721054166290337,0.0017696685785336802,940171.8600000001,6107.38,1952535.2,6085.68,((((x)*(8))*((4)+(4)))*((x)*((5)*((x)*(x))))),((0)+((9)*(6))),SkipD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddTreeWithDiv|FellTreeD|FellTreeD|DeleteMaliciousR|AddRandomSubTreeR,AddTreeWithMult,FellTreeD,49,49,50,50,4
50,x*x*x*x,25,-10,-0.01857017410001816,0.011452226132905132,0.01383659879054015,0.01150148439979835,20887.8838,244.6293,64645.76640000001,244.20719999999997,0.8608695652173913,0.2872920439905149,0.9856494918390064,0.0008089425914503474,1155033.8599999999,6113.610000000001,3519460,6107.28,((((x)*(x))*((4)*(8)))*((6)*((3)*((x)*(x))))),((0)+((9)*(2))),SkipD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddTreeWithDiv|FellTreeD|FellTreeD|DeleteMaliciousR|AddRandomSubTreeR,AddTreeWithMult,FellTreeD,50,50,51,51,4
51,x*x*x*x,25,-10,-0.01620477882043028,0.011454478406184068,0.017248145533858547,0.011485566779319232,33989.47179999999,244.61,116392.0208,244.3436,0.9033540951183728,0.28751610433743496,0.8916375197105958,0.0005525314991926345,1353865.8599999999,6111.51,5066577.84,6105.36,((((3)*(6))*((x)*(x)))*((4)*((x)*((x)*(x))))),((0)+((x)*(8))),SkipD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddTreeWithDiv|FellTreeD|FellTreeD|DeleteMaliciousR|AddRandomSubTreeR,AddTreeWithMult,FellTreeD,51,51,52,52,4
52,x*x*x*x,25,-10,0.0037472459267030977,0.011464724499131768,0.026818122171843893,0.011485613458558174,65771.17439999999,244.5222,192926.07919999998,244.3432,0.9678020438853071,0.2879922325746402,0.5825198100086526,0.0006280916665480665,4470071.18,6107.7,15207921.84,6101.28,((((x)*(9))*((3)*(x)))*((8)*((x)*((x)*(x))))),((0)+((4)*(7))),SkipD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddTreeWithDiv|FellTreeD|FellTreeD|DeleteMaliciousR|AddRandomSubTreeR,AddTreeWithMult,FellTreeD,52,52,53,53,4
53,x*x*x*x,25,-10,-0.005238331949971122,0.011455400321153166,0.02744077778232085,0.011520249453852908,35875.630399999995,244.60209999999998,96341.88719999998,244.0464,0.8912623735284211,0.28918255316765323,0.552194190027177,0.001621127137134799,1636427.0999999999,6111.389999999999,4503169.84,6091.08,((((x)*(x))*((x)*(5)))+((3)*((x)*((8)*(x))))),((0)+((5)*(9))),SkipD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddTreeWithDiv|DivXD|FellTreeD|DeleteMaliciousR|AddRandomSubTreeR,AddTreeWithMult,DivXD,53,53,54,54,4
54,x*x*x*x,25,-10,-0.02558410701511342,0.011450335623727994,0.003621116704936482,0.011473710252628042,29027.8238,244.64549999999997,109235.2104,244.4452,0.9285075960679178,0.28706798364359476,0.8728375627648396,0.0005080608623737998,1788421.6,6113.5,6849175.2,6109.2,((((4)*(8))*((5)*(7)))*((x)*((x)*((x)*(x))))),((0)+((6)*(x))),SkipD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddTreeWithDiv|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddRandomSubTreeR,AddTreeWithMult,AddTreeWithDiv,54,54,55,55,4
55,x*x*x*x,25,-10,-0.01807368380853337,0.011481727411916278,0.01868755824083157,0.011577618238512243,28781.4558,244.37650000000002,82473.84479999999,243.55480000000003,0.8718074461049563,0.2910730623447916,1.059016119130721,0.0029830845993569477,1641998.2599999998,6102.04,3819753.84,6074.88,((((6)*(3))*((x)*(x)))*((6)*((7)*((9)*(x))))),((0)+((8)*(9))),SkipD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddTreeWithDiv|FellTreeD|FellTreeD|DeleteMaliciousR|AddRandomSubTreeR,AddTreeWithMult,FellTreeD,55,55,56,56,4
56,x*x*x*x,25,-10,-0.012199150559225389,0.011456007151259408,0.025391245316467862,0.011521089680153857,60922.6064,244.59690000000003,221218.75199999998,244.0392,0.9735362222957327,0.2877821759994026,0.9101558503822504,0.0010687498633609948,4716451.06,6109.889999999999,18503178.4,6103.08,((((7)*(6))*((x)*(x)))*((8)*((x)*((9)*(x))))),((0)+((5)*(5))),SkipD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddTreeWithDiv|FellTreeD|FellTreeD|DeleteMaliciousR|AddRandomSubTreeR,AddTreeWithMult,FellTreeD,56,56,57,57,4
57,x*x*x*x,25,-10,-0.022012574131645764,0.011477584629460202,0.004481642108889437,0.011596710047239394,12681.6044,244.41200000000003,37276.2968,243.3912,0.7977324007063636,0.29044289261907885,0.8416732025847014,0.0016852449776189797,685934.9,6095.97,2420872.16,6080.28,((((7)+(x))*((4)*(x)))*((9)*((8)*((x)*(x))))),((0)+((7)*(9))),SkipD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddTreeWithDiv|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|AddRandomSubTreeR,AddTreeWithMult,DeleteMaliciousR,57,57,58,58,4
58,x*x*x*x,25,-10,-0.009875772226600653,0.011463335791773254,0.02963959519892259,0.011568235711484963,33499.932799999995,244.53409999999997,95456.70240000001,243.63519999999997,0.8615401692649262,0.2917032320705044,0.8590450480772497,0.0024324717430349824,1619257.92,6099.8099999999995,3536505.84,6069.48,((((5)*(7))*((4)*(9)))*((5)*((x)*((x)*(x))))),((0)+((9)*(9))),SkipD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddTreeWithDiv|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|AddRandomSubTreeR,AddTreeWithMult,AddRandomSubTreeR,58,58,59,59,4
59,x*x*x*x,25,-10,0.004085446277171484,0.011465844800866369,0.03388543807015072,0.01157561103123775,62930.2604,244.5126,156329.5888,243.572,0.9293909973521624,0.29224937916612215,0.19630697883319975,0.0027053840810315638,3017554.4,6097.29,6934866.4,6064.8,((((x)*(3))*((3)*((x)*(x))))*((9)*((2)*((7)*(x))))),((0)+((x)*(x))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddTreeWithDiv|ReplaceBranchXR|FellTreeD|MutateTerminalR|AddRandomSubTreeR,MultXD,MutateTerminalR,59,59,60,60,4
60,x*x*x*x,25,-10,-0.005674916940131966,0.011437463823589823,0.03823257068965406,0.01146442108407865,514026.6224,244.75580000000002,1810131.188,244.52480000000003,0.9963211108003718,0.2865311723957653,1.0798553048937005,0.0004189098690778978,36239258.86,6117.26,133101045.84,6113.8,((((7)*(x))*((9)*((x)*(x))))*((6)*((5)*((x)*(x))))),((0)+((8)+(1))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddTreeWithDiv|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|MultXD,MultXD,ReplaceBranchXR,60,60,61,61,4
61,x*x*x*x,25,-10,-0.0006073888722542109,0.011492556995350749,0.031654627112320914,0.011625277741471707,110612.8286,244.28370000000004,313519.69759999996,243.1464,0.9745951095585901,0.2927815224900574,0.9036405437025307,0.003147558617850083,6018329.76,6099.4400000000005,19274399.2,6060.24,((((6)*(3))*((5)*((x)*(7))))*((5)*((x)*((x)*(x))))),((6)+((x)*(x))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddTreeWithDiv|ReplaceBranchXR|FellTreeD|MutateTerminalR|AddRandomSubTreeR,AddTreeWithMult,ReplaceBranchXR,61,61,62,62,4
62,x*x*x*x,25,-10,0.0024046472147640206,0.011477572959650469,0.037164753830360914,0.011529305226207596,218098.74700000003,244.41209999999998,651960.3336000001,243.96880000000002,0.9857699405258701,0.2910730623447916,0.04918230402622962,0.002317793437146074,13538796.780000001,6098.97,34410537.84,6074.88,((((x)*(6))*((9)*((x)*(7))))*((9)*((6)*((3)*(x))))),((0)+((8)*(9))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddTreeWithDiv|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|AddRandomSubTreeR,MultXD,AddTreeWithDiv,62,62,63,63,4
63,x*x*x*x,25,-10,0.00399300373686858,0.01146815542319398,0.03640196883404052,0.011524077151446125,210459.9094,244.4928,725762.1968,244.0136,0.9902612704883228,0.2884823645835279,0.8991898831299522,0.001015292225812207,13456003.260000002,6104.5599999999995,50280069.84,6097.08,((((x)*(x))*((x)*((7)*(6))))*((8)+((9)*((x)*(x))))),((0)+((7)*(5))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddTreeWithDiv|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|AddRandomSubTreeR,MultXD,ReplaceBranchXR,63,63,64,64,4
64,x*x*x*x,25,-10,-0.009619260349232876,0.011455633717347875,0.021271337181856455,0.011514087794312606,530998.6088,244.60009999999994,1521847.1136,244.0992,0.9879277976980226,0.2885523834419405,1.140038356313625,0.0002610979213115935,19065977.06,6112.28,40561281.84,6096.48,((((x)*(3))*((x)*((8)*(4))))*((6)*((x)*((x)*(x))))),((0)+((9)*(4))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,MutateTerminalR|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|AddRandomSubTreeR,MultXD,MutateTerminalR,64,64,65,65,4
65,x*x*x*x,25,-10,-0.008810870464004463,0.011443333737886738,0.018931472643122758,0.011479778553690463,163142.2308,244.70550000000003,586542.6832,244.39320000000004,0.9833972014486815,0.2867972440577329,0.9854486007243407,0.00044778019502769874,7377805.4,6114.84,29492859.2,6111.52,((((x)*(5))*((x)*((2)+(5))))*((x)*((x)*((x)*(x))))),((0)+((4)+(8))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,FellTreeD|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|AddRandomSubTreeR,MultXD,FellTreeD,65,65,66,66,4
66,x*x*x*x,25,-10,0.007617597388175425,0.004374566265840026,0.029933110919469298,0.011456298896502794,342319.87899999996,324.762325,1142178.58,244.59439999999998,0.9935617953722917,0.2870633157197006,0.9657402252509577,0.0005247003934074644,22292158.76,6113.42,76055985.84,6109.24,((((5)*(x))*((x)*((x)*(3))))*((x)*((8)*((9)*(x))))),((0)+((3)*(5))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddTreeWithDiv|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|AddRandomSubTreeR,MultXD,AddTreeWithDiv,66,66,67,67,4
67,x*x*x*x,25,-10,-0.01763916833673077,0.011463510838919284,0.005494808298445838,0.011570429635715222,373628.38690000004,244.53260000000003,1229337.482,243.6164,0.9952850117968646,0.29224937916612215,1.0883734612635618,0.0030193936292149007,30494716.66,6103.45,103852645.84,6064.8,((((5)*(x))*((x)*((x)*(2))))*((x)*((x)*((x)*(x))))),((0)+((x)*(x))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddTreeWithDiv|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|AddRandomSubTreeR,MultXD,FellTreeD,67,67,68,68,4
68,x*x*x*x,25,-10,0.005527849522136652,0.011453556491214968,0.03672191694964865,0.011491961835054243,212990.94600000003,244.61790000000005,597105.712,244.28880000000004,0.9888257975836171,0.28771215714099,0.07116640739506638,0.0005978998290349155,16378678.64,6111.150000000001,43820935.2,6103.68,((((x)*(x))*((x)*((5)+(8))))*((4)*((x)*((x)*(x))))),((0)+((6)*(4))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddTreeWithDiv|AddTreeWithMult|FellTreeD|DeleteMaliciousR|AddRandomSubTreeR,MultXD,DeleteMaliciousR,68,68,69,69,4
69,x*x*x*x,25,-10,-0.005984522759474833,0.011468178762813452,0.03383575653867515,0.011551897977855375,455052.14979999996,244.4926,1526281.292,243.7752,0.9960598694595897,0.29044289261907885,0.9917799347297949,0.0017019816395282194,31073611.979999997,6100.12,124276085.52,6080.28,((((x)*(x))*((9)*((x)*(x))))+((5)*((x)*((x)*(x))))),((0)+((7)*(9))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddTreeWithDiv|AddTreeWithMult|FellTreeD|DeleteMaliciousR|AddRandomSubTreeR,MultXD,AddTreeWithDiv,69,69,70,70,4
70,x*x*x*x,25,-10,0.01849489661983484,0.01145908798102956,0.03583695252530158,0.01152529081165861,198624.092,244.57050000000004,400360.3304000001,244.0032,0.9722125738103509,0.2889724965924156,0.15167762740045723,0.0014614453933772717,9556598.62,6105.72,17621783.2,6092.88,((((5)*(8))*((x)*((x)*(x))))*((3)*((3)*((8)*(x))))),((0)+((7)*(6))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddTreeWithDiv|AddTreeWithMult|FellTreeD|DeleteMaliciousR|AddRandomSubTreeR,MultXD,AddTreeWithMult,70,70,71,71,4
71,x*x*x*x,25,-10,-0.013295930996445618,0.011473663573389102,0.034660303913014855,0.011520716246242324,126904.64,244.44559999999998,473166.4072000001,244.0424,0.9839031886726564,0.28995276061019115,1.0934064953259108,0.0013770296370217156,8295104.66,6095.44,30419937.84,6084.48,((((x)*(x))*((3)*((x)*(6))))*((8)*((3)*((x)*(x))))),((0)+((7)*(8))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddRandomSubTreeR|AddTreeWithMult|SubXD|DeleteMaliciousR|AddRandomSubTreeR,MultXD,AddRandomSubTreeR,71,71,72,72,4
72,x*x*x*x,25,-10,0.016687793056272868,0.011451374236794445,0.039260949127186924,0.011485333383124526,1353794.6224,244.6366,3177267.900799999,244.3456,0.997925026981887,0.2872920439905149,0.6168536895478036,0.00041283206184001685,90411176.92,6114.9400000000005,235985719.2,6107.28,((((x)*(8))*((5)*((7)*(x))))*((x)*((x)*((x)*(x))))),((0)+((9)+(9))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddRandomSubTreeR|AddTreeWithMult|FellTreeD|DeleteMaliciousR|AddRandomSubTreeR,AddTreeWithMult,AddRandomSubTreeR,72,72,73,73,4
73,x*x*x*x,25,-10,0.002052585802429872,0.01146184205612712,0.03393033559716384,0.011528091565995111,754637.3096,244.54690000000002,2865664.9263999998,243.9792,0.9980291946459214,0.28813227029146526,1.1106722786892773,0.0011947696879384807,63060905.32,6109.52,248458833.84,6100.08,((((x)*(x))*((x)*((7)*(8))))*((9)*((7)*((x)*(x))))),((0)+((5)*(6))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddRandomSubTreeR|AddTreeWithMult|FellTreeD|DeleteMaliciousR|AddRandomSubTreeR,AddTreeWithMult,AddRandomSubTreeR,73,73,74,74,4
74,x*x*x*x,25,-10,0.026654277520280285,0.011477607969079673,0.039294116385664025,0.011575704389715634,824909.8492,244.4118,1629807.312,243.57119999999998,0.9945126551889705,0.2893926097428908,0.017466816996861877,0.0018242148632970077,51688607.58,6103.7,89235143.2,6089.28,((((x)*(6))*((5)*((x)*(9))))*((9)*((6)*((x)*(x))))),((0)+((8)*(6))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,DeleteMaliciousR|AddTreeWithMult|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR,MultXD,MutateNonTerminalR,74,74,75,75,4
75,x*x*x*x,25,-10,0.00950990131230251,0.011448923576750007,0.038820567479930866,0.011477211195548669,455856.4796000001,244.65760000000003,994540.9272000002,244.41520000000003,0.9864186010509834,0.2869746251657114,0.7736365870694847,0.0002429414103254392,24642583.380000003,6112.92,36054017.84,6110,((((x)*(x))*((8)*((1)*(x))))*((x)*((8)*((8)*(x))))),((0)+((8)+(6))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddRandomSubTreeR|AddTreeWithMult|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR,MultXD,AddRandomSubTreeR,75,75,76,76,4
76,x*x*x*x,25,-10,0.007770316302541887,0.011427521145695244,0.02936261068585247,0.011515394813002972,385507.72599999997,244.84099999999998,1106417.7176,244.08800000000002,0.9927371234905796,0.28918255316765323,0.6922399370679057,0.0017110827766511462,19130606.400000002,6112.63,67420119.2,6091.08,((((x)*(x))*((2)*((8)*(x))))*((5)*((x)*((x)*(x))))),((0)+((5)*(9))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddRandomSubTreeR|AddTreeWithSub|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR,MultXD,AddRandomSubTreeR,76,76,77,77,4
77,x*x*x*x,25,-10,0.022190770973200862,0.011449518737046513,0.03881677519162697,0.011494482513957096,514586.9016000001,244.6525,1628291.7768,244.2672,0.9932641887622049,0.2872920439905149,0.1022360335139457,0.0009320625726561393,22458465.96,6111.9,72695623.84,6107.28,((((x)*(x))*((7)+((0)*(x))))*((x)*((x)*((x)*(x))))),((0)+((x)*(7))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddRandomSubTreeR|AddTreeWithSub|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR,MultXD,AddRandomSubTreeR,77,77,78,78,4
78,x*x*x*x,25,-10,-0.006536358397683859,0.0114578159717684,0.03533398743461336,0.0115028847769666,1351303.0967999997,244.5814,5276208.170399999,244.1952,0.9986903183439508,0.28883245887559056,0.9208155976533814,0.0013376758339130712,94591594.91999999,6107.26,373880169.84,6094.08,((((x)*(x))*((6)*((6)*(x))))*((x)*((x)*((x)*(x))))),((0)+((8)*(5))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddRandomSubTreeR|AddTreeWithSub|AddToLeafR|MutateNonTerminalR|AddRandomSubTreeR,MultXD,AddRandomSubTreeR,78,78,79,79,4
79,x*x*x*x,25,-10,-0.007040905487240183,0.011443205369979649,0.022604608870838303,0.011494202438523443,245589.5902,244.70660000000004,864807.7640000001,244.2696,0.989698539873721,0.28772149298877836,0.9885992699368605,0.001136013071751795,11887954.56,6115.6900000000005,47533455.84,6103.6,((((x)*(x))*((3)*((9)*(x))))*((5)*((5)*((x)*(x))))),((0)+((9)*(x))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddRandomSubTreeR|AddTreeWithSub|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR,MultXD,AddRandomSubTreeR,79,79,80,80,4
80,x*x*x*x,25,-10,-0.014214494980994821,0.011452681255484811,0.015638884665136254,0.011500084022630096,40153.592599999996,244.6254,134097.77360000001,244.21919999999997,0.9355865334012575,0.28771215714099,0.8030362798194746,0.0008197878680029976,2211088.76,6111.6900000000005,7601888.64,6103.68,((((x)*(x))*((x)*((9)*(8))))+((4)*((x)-((x)*(x))))),((0)+((3)*(8))),MultXD|SubXD|AddTreeWithMult|AddToLeafR|MultXD,AddRandomSubTreeR|AddTreeWithSub|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR,MultXD,AddRandomSubTreeR,80,80,81,81,4
81,x*x*x*x,25,-10,0.0032569012932977624,0.011481400657243686,0.031503704184442774,0.011550684317642885,138731.26559999998,244.3793,384775.1264,243.78560000000002,0.9835357069355835,0.29224937916612215,1.0215822687709561,0.0029038823389514663,10322280.92,6095.47,29740967.2,6064.8,((((x)*(x))*((x)*((5)*(9))))*((6)*((9)*((2)*(x))))),((0)+((x)*(x))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddRandomSubTreeR|AddTreeWithSub|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR,MultXD,AddRandomSubTreeR,81,81,82,82,4
82,x*x*x*x,25,-10,-0.0023160357533879863,0.011450312284108522,0.028650665773067373,0.011519362548313015,79379.4764,244.6457,238669.66159999996,244.05399999999997,0.9655629442516909,0.2893926097428908,0.33459596588437474,0.0017040543722719665,5090539.18,6109.48,14219101.76,6089.28,((((x)*(3))*((2)+((x)*(5))))*((x)*((x)*((x)*(x))))),((0)+((6)*(8))),MultXD|AddTreeWithMult|AddTreeWithMult|FellTreeD|MultXD,AddRandomSubTreeR|AddTreeWithSub|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR,MultXD,AddRandomSubTreeR,82,82,83,83,4
83,x*x*x*x,25,-10,0.011383600097434367,0.002345398593573711,0.03140182329835449,0.010520706910394537,77515.2298,8686.4788,181053.26400000002,252.6116,0.9364575059571089,0.2872220251321023,0.06238192821346274,0.0008060474240562653,4011547.26,6112.86,7706087.2,6107.88,((((x)*(x))*((5)*((3)*(7))))*((3)+((9)*((x)*(x))))),((0)+((8)+(9))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddRandomSubTreeR|AddTreeWithSub|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR,AddTreeWithMult,AddRandomSubTreeR,83,83,84,84,4
84,x*x*x*x,25,-10,0.013374278901397973,0.011463755904923729,0.03848726980257757,0.01154573631831507,403528.27619999996,244.53049999999996,1381960.2048,243.82800000000003,0.9947610998582632,0.2877821759994026,0.9485520381468275,0.0006699555003265863,25178739.02,6108.63,93466946.64,6103.08,((((9)*(x))*((x)*((x)*(x))))*((x)*((x)-((x)*(x))))),((0)+((5)*(5))),MultXD|SubXD|AddTreeWithMult|AddToLeafR|MultXD,AddRandomSubTreeR|AddTreeWithSub|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR,MultXD,AddRandomSubTreeR,84,84,85,85,4
85,x*x*x*x,25,-10,-0.02635811323336574,0.011482637657075643,-0.0020981803796875555,0.011574163974830555,57025.293900000004,244.36870000000002,217584.0048,243.58440000000002,0.9753010188329732,0.29224937916612215,1.0134414100056335,0.003073189833045799,5201138.66,6103.17,19825271.2,6064.8,((((x)*(3))*((8)*((5)*(x))))*((3)*((9)*((x)*(x))))),((0)+((x)*(x))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddRandomSubTreeR|AddTreeWithSub|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR,MultXD,AddRandomSubTreeR,85,85,86,86,4
86,x*x*x*x,25,-10,0.017609784833978837,0.005489128314329337,0.03852832464760492,0.0172781802565491,1084946.7811999999,499.0496,3233609.701599999,194.706,0.998316118316714,0.2905129114774913,0.0315762832155032,0.002126413541160492,94673157.93999998,6105.95,290794777.84,6079.68,((((x)*(x))*((7)*((x)*(4))))*((x)*((x)*((x)*(x))))),((0)+((8)*(8))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddRandomSubTreeR|AddTreeWithSub|DeleteNonTerminalR|MutateNonTerminalR|AddRandomSubTreeR,MultXD,AddRandomSubTreeR,86,86,87,87,4
87,x*x*x*x,25,-10,0.006007660212973425,0.011458667867879085,0.03836957333594646,0.011517588737233232,198618.4148,244.5741,511974.0344,244.06920000000002,0.9567296231044697,0.2884823645835279,0.09765573775913927,0.001063088282203321,7495438.899999999,6108.94,11316379.36,6097.08,((((x)+(2))*((2)*((x)*(x))))*((x)*((8)*((9)*(x))))),((0)+((7)*(5))),MultXD|AddTreeWithMult|AddTreeWithMult|SkipD|MultXD,AddRandomSubTreeR|AddXD|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR,MultXD,AddRandomSubTreeR,87,87,88,88,4
88,x*x*x*x,25,-10,0.0017298839798314493,0.011458061037772844,0.01923776664529886,0.011495556136452754,626771.1212,244.5793,2197324.4472,244.25799999999998,0.9974660954721152,0.28706798364359476,0.05314640519786696,0.00038726892632239235,54540842.84,6112.46,193244849.84,6109.2,((((x)*(7))*((7)*((8)*(7))))*((x)*((x)*((x)*(x))))),((0)+((x)*(6))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddRandomSubTreeR|AddTreeWithSub|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR,MultXD,AddRandomSubTreeR,88,88,89,89,4
89,x*x*x*x,25,-10,-0.00462555946024867,0.011445819407360384,0.029580437507316034,0.011495929570364287,631916.3298,244.68420000000003,2213836.0528,244.25480000000005,0.9964233052230941,0.28813227029146526,1.0077329925742653,0.0012643289664587881,34441770.66,6115.25,136904049.84,6100.08,((((6)*(9))*((6)*((6)*(x))))*((x)*((x)*((x)*(x))))),((0)+((5)*(6))),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddRandomSubTreeR|AddTreeWithSub|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR,MultXD,AddRandomSubTreeR,89,89,90,90,4
90,x*x*x*x,25,-10,0.0029672916357621204,0.011450685718020057,0.029632412220857815,0.01154657654461602,1200105.9674,244.6425,2722267.9511999995,243.82080000000002,0.9979826665747208,0.29044289261907885,0.12204947126246443,0.0022814260155466864,110184668.52,6109.32,242728343.2,6080.28,((((x)*(x))*((x)*((x)*(8))))*((9)*((4)*((x)*(x))))),((9)*(7)),MultXD|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,AddRandomSubTreeR|AddTreeWithSub|FellTreeD|MutateNonTerminalR|AddToLeafR,MultXD,MutateNonTerminalR,90,90,91,91,4
