generation,averageAntagonist,averageProtagonist,topAntagonist,topProtagonist,bottomAntagonist,bottomProtagonist,topAntagonistDominantStrategy,topProtagonistDominantStrategy,topAntagonistAge,topProtagonistAge,topAntagonistEquation,topProtagonistEquation,spec,runNumber
16,0.9998980175739137,0.00010198242608610627,0.9999999999898628,0.001739925730601318,0.9999999999898628,0.001739925730601318,StrategyAddSubX,StrategyAddTreeWithMult,16,16,((((x)-(5))0((0)0(0)))*((((4)*(8))+(0))*(((x)-(4))*(x)))),((((x)+(0))*((3)0((x)-(0))))0((((x)*(7))-((5)*(x)))*((x)*((x)*((x)*((0)-((5)-(2)))))))),10000*x*x*x,1
17,0.9988715998676143,0.0011284001323855963,0.9999999999732064,0.01681990733405241,0.9999999999732064,0.01681990733405241,StrategyAddSubX,StrategyAddRandomSubTree,17,17,((((x)-(2))0(((x)+(7))0((4)*(5))))*((x)*((x)*((7)+(x))))),((((1)0((7)*(1)))+((8)0((0)*((x)*(1)))))-(((x)-((x)*((x)-(5))))*((x)*(((x)-(8))*(1))))),10000*x*x*x,1
18,0.9981599802015546,0.0018400197984453576,0.9999999999631528,0.019440000097263217,0.9999999999631528,0.019440000097263217,StrategySkip,StrategyAddSubX,18,18,(((1)0((0)0(0)))*((x)*(((9)+((x)-(6)))*(((2)*(x))+(0))))),((((8)*(4))0((((x)*(x))+(2))0(((x)-((x)-(7)))+(8))))*((3)+((9)*((x)*((6)+(1)))))),10000*x*x*x,1
19,0.9983178804849202,0.0016821195150798433,0.9999999999432035,0.030143892331442188,0.9999999999432035,0.030143892331442188,StrategyAddTreeWithMult,StrategyAddRandomSubTree,19,19,(((1)0((0)0((x)+(((1)*(5))+(1)))))*((x)*((x)*(x)))),(((((8)+(6))+(2))0((0)0((9)+((x)*(0)))))*(((((x)*(8))-(4))-(5))*((x)*((5)*(x))))),10000*x*x*x,1
20,0.9984671461327181,0.001532853867281877,0.9999999999531062,0.02318689050014647,0.9999999999531062,0.02318689050014647,StrategyAddTreeWithMult,StrategyAddRandomSubTreeX,20,20,(((1)0((((2)*(8))+(6))0(0)))*((x)*((x)*((3)+(5))))),(((x)+((8)-(5)))*(((x)+(x))-((((x)*(7))+(9))*((x)*(x))))),10000*x*x*x,1
21,0.9983918662995281,0.0016081337004715793,0.9999999999229592,0.026746827551991217,0.9999999999229592,0.026746827551991217,StrategyAddSubX,StrategyAddMultX,21,21,(((1)0(((x)+(4))0((6)*((x)-(x)))))*((x)*(((8)+((5)+(2)))*(x)))),((((x)*((6)+(3)))*((0)0(((x)*(5))0(((6)+(3))-(1)))))*(((x)-(6))+(((x)+(8))*(((x)+(1))*(x))))),10000*x*x*x,1
22,0.9977554330022324,0.002244566997767621,0.9999999999462619,0.026769762913780814,0.9999999999462619,0.026769762913780814,StrategyAddTreeWithAdd,StrategyAddSubX,22,22,((((x)+(6))0((0)0((8)+(6))))*(((2)*(1))*((x)*((x)-(9))))),((((1)0((x)-(3)))0((7)+((x)-((6)-(3)))))*(((x)+(6))*(((4)+((x)*(7)))*((2)*(x))))),10000*x*x*x,1
23,0.9984250754906098,0.0015749245093902564,0.9999999999697659,0.03324019730129433,0.9999999999697659,0.03324019730129433,StrategyAddSubX,StrategyAddMultX,23,23,(((1)0(((3)+(8))0(0)))*((x)*(((((1)*((x)-(6)))+(9))+(4))*(x)))),((((x)-((3)+(5)))0(((5)+((x)-(3)))+((1)0(1))))*(((5)+(8))*(((x)*(4))*(3)))),10000*x*x*x,1
24,0.9979235172685132,0.002076482731486719,0.999999999949622,0.014805788741389988,0.999999999949622,0.014805788741389988,StrategyAddSubX,StrategyAddMultX,24,24,(((1)0((0)0((9)*(2))))*((x)*(((x)+(((x)-(9))+(7)))*(x)))),((((x)-((9)+((x)-(2))))0((6)+(2)))*((((x)*(5))*(x))*((7)+((0)*(x))))),10000*x*x*x,1
25,0.9992409716196257,0.0007590283803745629,0.9999999999631763,0.019969896148270907,0.9999999999631763,0.019969896148270907,StrategyAddToLeaf,StrategyAddTreeWithAdd,25,25,((((1)*(3))0(((x)+(9))0(0)))*((x)*(((x)-(8))*(x)))),((((1)0((0)0(7)))-((0)*((8)+((0)+(((x)*(2))+(5))))))*(((1)+(5))*((4)*(((x)-(5))+((x)-(4)))))),10000*x*x*x,1
26,0.9998702945425478,0.00012970545745215375,0.9999999999831625,0.0010400018876317437,0.9999999999831625,0.0010400018876317437,StrategyAddSubX,StrategyAddMultX,26,26,((((x)+(2))0((0)0((x)-(4))))*(((6)*(x))*((x)*((x)+(7))))),((((1)0(x))-((((x)*(7))*(5))+(7)))*((4)-(1))),10000*x*x*x,1
27,0.9991106414071264,0.0008893585928736892,0.9999999999797086,0.024910645282097122,0.9999999999797086,0.024910645282097122,StrategySkip,StrategyAddRandomSubTree,27,27,(((1)0(((x)+(6))0((x)-(4))))*(((x)+(4))*(((8)*(5))*(x)))),((((((x)-(2))-(9))0(x))+((4)0(((x)*(2))+(6))))*((((x)*(7))*(x))-((7)*(((x)*(8))*(x))))),10000*x*x*x,1
28,0.999706777577986,0.0002932224220139808,0.9999999999409769,0.003960000074599609,0.9999999999409769,0.003960000074599609,StrategyAddSubX,StrategyAddRandomSubTree,28,28,(((1)0(((x)+((1)*(5)))0(0)))*(((x)+(2))*(((3)+(4))*((x)-(4))))),((((1)0((x)*(7)))0((7)+(((((x)*(0))-((8)+(2)))-(9))+(8))))+(((3)*(8))*((x)*((x)*(x))))),10000*x*x*x,1
29,0.9973196001129128,0.002680399887087182,0.9999999999429153,0.03326686712020709,0.9999999999429153,0.03326686712020709,StrategyAddSubX,StrategyAddRandomSubTree,29,29,(((1)0((0)0(0)))*((x)*(((6)+((x)+(2)))*(((0)*((x)-(2)))-(6))))),((((1)0(0))*(((3)-(x))+((6)0(x))))-((((x)-(4))+(1))*(((x)*((x)*(4)))*((x)*(x))))),10000*x*x*x,1
30,0.9997456056386088,0.0002543943613909895,0.999999999966399,0.0033401135217340006,0.999999999966399,0.0033401135217340006,StrategyAddToLeaf,StrategyAddRandomSubTree,30,30,(((1)0((0)0(((x)-(2))+((1)*(6)))))*((x)*((x)*((x)+(5))))),((((x)*((x)-((x)*((x)*(x)))))+(((x)-(6))0((0)0(0))))*(((x)*(x))*(((4)*(2))*((1)+((x)+(0)))))),10000*x*x*x,1
31,0.9979173915149476,0.0020826084850525495,0.9999999999564764,0.02333998703963048,0.9999999999564764,0.02333998703963048,StrategyAddAddX,StrategyAddMultX,31,31,(((((5)*((x)-(2)))+(3))0((0)0(0)))*((x)*((x)*((x)+(9))))),(((x)*(5))*(((x)*(8))+(((x)-(5))+(((x)*(6))*(x))))),10000*x*x*x,1
32,0.9971179783404568,0.002882021659543342,0.9999999999530592,0.02660050364583268,0.9999999999530592,0.02660050364583268,StrategyAddTreeWithMult,StrategyAddRandomSubTreeX,32,32,(((1)0((0)0((2)*(2))))*((x)*(((x)+(4))*((x)-(0))))),((x)*((x)*(1))),10000*x*x*x,1
33,0.998035773810808,0.0019642261891917893,0.999999999916212,0.030180187360858424,0.999999999916212,0.030180187360858424,StrategyAddSubX,StrategyAddRandomSubTreeX,33,33,((((x)-(9))0((0)0(0)))*(((x)+(9))*((x)*(((9)*(1))+(9))))),((((x)-(6))0((3)+((((1)-(8))*(0))0(0))))*(((x)+(9))*((7)*((((x)*(4))+(3))*(x))))),10000*x*x*x,1
34,0.9947306907755789,0.005269309224421289,0.9999999999163262,0.0332502038771452,0.9999999999163262,0.0332502038771452,StrategyAddSubX,StrategyReplaceBranchX,34,34,((((0)*(9))0((0)0(0)))*((((x)-(7))*(4))*((x)*((x)+(4))))),((((1)0(0))0((0)*(((x)*(4))*(x))))*(((x)+(8))*((5)+((x)-((x)*((x)*(3))))))),10000*x*x*x,1
35,0.9968612949553017,0.003138705044698288,0.9999999998867425,0.0265735218791901,0.9999999998867425,0.0265735218791901,StrategyAddToLeaf,StrategyAddRandomSubTree,35,35,((((((0)*(x))-(6))+((x)-(5)))0((0)0(0)))*((x)*((x)*(x)))),(((1)*(6))+(((5)0(0))*((x)*((x)*((x)-((x)*(3))))))),10000*x*x*x,1
36,0.9993566933004197,0.00064330669958019,0.9999999999664458,0.013307799023990163,0.9999999999664458,0.013307799023990163,StrategyAddSubX,StrategyReplaceBranchX,36,36,((((x)-(4))0((0)0((0)*(0))))*(((x)+(8))*((x)*((x)+(6))))),(((x)+(1))0(((0)0((x)*(9)))*(((x)*(0))*((x)*(x))))),10000*x*x*x,1
37,0.9977889204390895,0.002211079560910516,0.9999999999564395,0.023213613996965237,0.9999999999564395,0.023213613996965237,StrategySkip,StrategyAddMultX,37,37,((((9)*(7))0((0)0(0)))*((x)*((((x)-((x)-(4)))+(0))*(x)))),((((x)+(5))0((0)0((0)*(x))))-((((x)*(2))*(4))*((x)-(8)))),10000*x*x*x,1
38,0.9981783946941007,0.0018216053058993764,0.9999999999427944,0.019960180502519,0.9999999999427944,0.019960180502519,StrategySkip,StrategyReplaceBranchX,38,38,(((1)0(((1)*(2))0((x)-(4))))*(((x)+(6))*(((x)+(4))*(x)))),((((1)*(0))0((x)+((7)0(0))))*((((x)+(5))*(9))*((x)*((x)-((x)*((x)-((x)*(3)))))))),10000*x*x*x,1
39,0.9979680618286149,0.002031938171385166,0.9999999999798798,0.019983470584513306,0.9999999999798798,0.019983470584513306,StrategyAddAddX,StrategyReplaceBranchX,39,39,(((1)0((0)0((x)+((x)-(5)))))*(((x)*(1))*((x)*((0)*(x))))),((((1)0((x)*(2)))0((0)*((x)+(7))))*((((x)*(4))*((x)*(x)))-((x)*((x)-((x)-(x)))))),10000*x*x*x,1
40,0.9977857627613194,0.002214237238680759,0.9999999998659951,0.019823710716806164,0.9999999998659951,0.019823710716806164,StrategySkip,StrategyReplaceBranchX,40,40,((((x)-(0))0(((8)*(2))0(0)))*((x)*(((x)+(2))*((x)-(9))))),(((x)*(3))-(3)),10000*x*x*x,1
41,0.9977311640904938,0.002268835909506253,0.9999999999060815,0.03024068036936108,0.9999999999060815,0.03024068036936108,StrategyAddSubX,StrategyAddMultX,41,41,(((1)0((0)0(((x)-(7))*(9))))*(((x)-(1))*((x)*((x)+(8))))),((((1)0((x)*(3)))0((x)+((x)*(2))))*(((3)*(x))-(((x)-(1))*(((x)-(0))*(x))))),10000*x*x*x,1
42,0.9961089256131859,0.003891074386814024,0.9999999999162591,0.027003350144156748,0.9999999999162591,0.027003350144156748,StrategyAddSubX,StrategyAddMultX,42,42,((((x)+((x)-(8)))0((0)0(0)))*((x)*(((x)+((2)*(9)))*(x)))),((((x)+(1))0((7)*((x)+((x)*(3)))))0(((0)*(x))*((x)*(((x)*(x))-(6))))),10000*x*x*x,1
43,0.9979964009744151,0.0020035990255849842,0.9999999998826581,0.026743278340772055,0.9999999998826581,0.026743278340772055,StrategyAddSubX,StrategyReplaceBranchX,43,43,(((1)0((0)0(((x)-(1))*(7))))*(((x)+(4))*(((x)-(0))*(x)))),((((1)0(1))*((3)0((0)*((x)*(0)))))-(((2)*(x))+((9)*((x)-((x)+(2)))))),10000*x*x*x,1
44,0.9983064995809983,0.0016935004190018774,0.9999999999128721,0.01993703088781214,0.9999999999128721,0.01993703088781214,StrategyAddSubX,StrategyAddMultX,44,44,(((1)0(((x)-(5))0(0)))*(((x)+(1))*((((6)*(x))*(5))*(x)))),((((x)*(4))-(((6)+((x)-(0)))0((6)*(4))))*(((x)+(0))*(((x)*(1))+((x)+(7))))),10000*x*x*x,1
45,0.9968318238616756,0.0031681761383245215,0.9999999998792043,0.02685974701229576,0.9999999998792043,0.02685974701229576,StrategyAddTreeWithMult,StrategyAddTreeWithAdd,45,45,(((1)0((0)0(0)))*((x)*(((((1)*(6))-(9))+(1))*((x)-(7))))),((((1)0(0))0((2)*((x)+(8))))+((((x)-(6))*((x)*(x)))*((x)*(6)))),10000*x*x*x,1
46,0.9974508372239207,0.002549162776079347,0.9999999998723865,0.05329285621862027,0.9999999998723865,0.05329285621862027,StrategySkip,StrategyAddTreeWithAdd,46,46,(((1)0((0)0(0)))*((((x)*(9))+((x)-(0)))*((x)*((8)*(8))))),((((1)0(2))*(((x)*(5))+((5)0((7)+(4)))))*((((x)-(3))-(6))*((x)*((x)+(5))))),10000*x*x*x,1
47,0.9981940499761387,0.001805950023861375,0.999999999906172,0.027663493777182267,0.999999999906172,0.027663493777182267,StrategySkip,StrategyAddSubX,47,47,(((1)0((0)0(0)))*(((x)+(((x)-(7))*(3)))*((x)*((x)+(3))))),(((((x)+(x))0(x))*((8)0((8)*(3))))*(((x)+(0))*((x)*((x)-((x)-((x)*(6))))))),10000*x*x*x,1
48,0.9972096238634147,0.0027903761365852095,0.999999999922882,0.029964673065249504,0.999999999922882,0.029964673065249504,StrategyAddToLeaf,StrategyAddMultX,48,48,((((8)*(5))0((0)0((x)-(2))))*((x)*((((x)*(7))+(4))*(x)))),((((x)-(6))*(((x)*(4))0((x)+(6))))0(((0)*(x))*((x)*(0)))),10000*x*x*x,1
49,0.9979043914694354,0.002095608530564606,0.9999999999262454,0.030183700537549915,0.9999999999262454,0.030183700537549915,StrategyAddSubX,StrategyAddMultX,49,49,(((1)0((((5)*(6))+(4))0(0)))*((x)*((x)*(((x)-(9))+(7))))),((((x)-(3))0((x)-(5)))+(((2)*(x))-(((x)*(4))*((1)*((5)+(0)))))),10000*x*x*x,1
50,0.9999014225298566,0.0063945711568843865,0.9999999999262454,0.030183700537549915,0.9999999999262454,0.030183700537549915,StrategyAddSubX,StrategyAddSubX,49,49,((((1)0(5))*((6)+((4)0(0))))*(((x)*(x))*((x)-((9)+(7))))),((((x)-((3)0(x)))-((5)+((2)*(x))))-(((x)*(4))*((1)*((5)+(0))))),10000*x*x*x,1
