generation,averageAntagonist,averageProtagonist,topAntagonist,topProtagonist,bottomAntagonist,bottomProtagonist,topAntagonistDominantStrategy,topProtagonistDominantStrategy,topAntagonistAge,topProtagonistAge,topAntagonistEquation,topProtagonistEquation,spec,runNumber
1,-0.904291852136319,0.011321039208744022,-0.22576510518124018,0.10839793995348686,-0.22576510518124018,0.10839793995348686,StrategyAddRandomSubTreeR,StrategySkipD,1,1,((((((((8)*(x))*(((x)*(7))*(x)))*((x)*(x)))+(x))+(x))*((1)-(4)))*(x)),((((((((2)*(3))-((8)*(2)))-((x)+(6)))+((x)-(1)))*(x))/(x))/(x)),5*x*x*x,3
2,-0.8013472472306953,0.09473163718393554,0.29858094175086763,0.20939749449819822,0.29858094175086763,0.20939749449819822,StrategyAddXD,StrategyMultXD,2,2,(((((((((8)*((0)-((x)+(0))))*(x))*(((9)*(8))*(x)))+(x))*(x))*(x))+(x))*(x)),((((((((5)*((x)+(2)))*(((6)+(8))*((0)-(3))))*(((1)*(5))+(((0)+(0))-(((6)-(6))-(x)))))*(x))+(x))/(x))/(x)),5*x*x*x,3
3,-0.5466291554965571,0.26200074820691516,0.41638241622697136,0.4253435390964661,0.41638241622697136,0.4253435390964661,StrategyAddTreeWithSub,StrategyAddRandomSubTreeR,3,3,(((((((5)*((((7)*(7))-(3))+(6)))*((x)*(x)))*(x))*((x)*(4)))*(x))*(x)),((((9)-(0))*(8))/((4)+(3))),5*x*x*x,3
4,-0.26424096667005437,0.42442974532227334,0.6712704516528147,0.5496743257641018,0.6712704516528147,0.5496743257641018,StrategyAddToLeafR,StrategyAddTreeWithAdd,4,4,((((((((5)*(x))*((x)*(x)))*((7)*(x)))*(x))*(x))*(x))*(x)),(((((((x)+(6))+((8)-(x)))*(((9)*(x))*((6)+((0)+(x)))))+((5)+(8)))/(x))/(x)),5*x*x*x,3
5,0.044394714880030606,0.5742709030595683,0.9947529609819261,0.7277959565656272,0.9947529609819261,0.7277959565656272,StrategyAddXD,StrategyDivXD,5,5,((((((((((1)-(x))*(x))*((x)*(x)))+(x))*(x))+(x))*(x))*(x))*(x)),(((((((((5)*((1)+(1)))*(((x)+(1))*((6)*(5))))-(((4)+(((9)+(7))+(x)))*((x)+((x)*((x)+((1)+(6)))))))*(x))/(x))/(x))-(x))/(x)),5*x*x*x,3
6,0.3563625548848124,0.7084220651332006,0.9943902281818612,0.8229001351085106,0.9943902281818612,0.8229001351085106,StrategyAddXD,StrategyMutateTerminalR,6,6,((((((((((((5)*(x))*(x))*((x)*(x)))-(x))*(x))+(x))+(x))+(x))*(x))*(x))*(x)),(((((((7)+(1))*(6))+((1)+(5)))+(x))/(x))-(x)),5*x*x*x,3
7,0.6465255575192213,0.8489424479157808,0.9999999986029493,0.9363999365110466,0.9999999986029493,0.9363999365110466,StrategyDivXD,StrategyAddRandomSubTreeR,7,7,(((((((((((((5)*(x))*((x)*(x)))/(x))*(x))*(x))*(x))+(x))*(x))+(x))*(x))*(x))*(x)),(((x)-((x)+(9)))-(x)),5*x*x*x,3
8,0.8004659814632773,0.9129912107340823,0.9999999986029493,0.977292176804259,0.9999999986029493,0.977292176804259,StrategyAddXD,StrategyReplaceBranchR,8,8,(((((((((((((5)*(x))*((x)*(x)))/(x))*(x))*(x))*(x))+(x))*(x))+(x))*(x))*(x))*(x)),(((((((8)*(1))*(((9)/(5))*((x)*(x))))+(((x)*((x)+(2)))+(((3)+(9))*((x)*((x)*(x))))))-(x))/((1)-(7)))/(x)),5*x*x*x,3
9,0.9293444714556014,0.9714637463657632,0.9999999999749608,0.9998388739621187,0.9999999999749608,0.9998388739621187,StrategyAddXD,StrategyReplaceBranchXR,9,9,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))+(x))*(x))+(x))*(x))*(x))*(x)),((((x)+(x))*((((3)+(4))+((5)+(5)))+((x)+(9))))+((4)+((8)-(4)))),5*x*x*x,3
10,0.9927988644838964,0.9865629397992683,0.9999999999749608,0.9999927547081444,0.9999999999749608,0.9999927547081444,StrategyMultXD,StrategySubXD,10,10,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))+(x))*(x))+(x))*(x))*(x))*(x)),((x)*(x)),5*x*x*x,3
11,0.9995747683951771,0.9919130596057442,0.9999999999995498,0.9999998471763767,0.9999999999995498,0.9999998471763767,StrategyMultXD,StrategyAddTreeWithAdd,11,11,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))+(x))*(x))*(x))*(x)),((((9)*((1)+(3)))/(x))-((4)*(0))),5*x*x*x,3
12,0.9999999066512163,0.996013036942029,0.9999999999995498,0.9999999977297471,0.9999999999995498,0.9999999977297471,StrategyMultXD,StrategyReplaceBranchR,12,12,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))+(x))*(x))*(x))*(x))*(x))*(x)),(((((((((5)*((x)*(8)))*(((5)+(6))*((x)*(x))))*(((x)*((5)-(9)))+((4)*(7))))/(x))+((0)*(5)))+(x))-(x))/(x)),5*x*x*x,3
13,0.9999634391377987,0.9963458822838491,0.9999999999999903,0.9999999999880858,0.9999999999999903,0.9999999999880858,StrategyAddToLeafR,StrategyReplaceBranchXR,13,13,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((7)-(6)),5*x*x*x,3
14,0.9999999999635633,0.9959805433605422,0.9999999999999903,0.9999999999989772,0.9999999999999903,0.9999999999989772,StrategyMultXD,StrategyReplaceBranchR,14,14,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((((1)*(6))-(2))-(x)),5*x*x*x,3
15,0.9982224999918238,0.9938839534965793,0.9999999999999903,0.9999999999999073,0.9999999999999903,0.9999999999999073,StrategyMultXD,StrategyAddRandomSubTreeR,15,15,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((x)-(5)),5*x*x*x,3
16,0.9996049995004364,0.9980804633596325,0.9999999999999903,0.9999999999999694,0.9999999999999903,0.9999999999999694,StrategyMultXD,StrategyReplaceBranchXR,16,16,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((((1)-(3))+(x))+(x))-(x)),5*x*x*x,3
17,0.998420000018412,0.9971336916693102,0.9999999999999903,0.999999999999998,0.9999999999999903,0.999999999999998,StrategyMultXD,StrategyAddRandomSubTreeR,17,17,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((((((((x)*(4))*(((x)*((6)+(x)))*((x)*((x)+(9)))))/(x))/(x))+(x))-(x))/(x))+(x)),5*x*x*x,3
18,0.9999999999999851,0.9991992897063562,0.9999999999999903,0.9999999999999997,0.9999999999999903,0.9999999999999997,StrategyMultXD,StrategyReplaceBranchR,18,18,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((x)*(9))-(x)),5*x*x*x,3
19,0.9999999999999895,0.9986999079026938,0.9999999999999903,0.9999999999999999,0.9999999999999903,0.9999999999999999,StrategyMultXD,StrategyReplaceBranchR,19,19,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((((((8)*(x))*((9)+(4)))*(((x)*(((5)+(1))*(2)))*((x)*(4))))/(x))/(x)),5*x*x*x,3
20,0.9999999999999895,0.9990999699743993,0.9999999999999903,0.9999999999999999,0.9999999999999903,0.9999999999999999,StrategyMultXD,StrategyAddXD,20,20,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((3)*(7)),5*x*x*x,3
21,0.9998000764567482,0.9990999051649212,0.9999999999999903,0.9999999999999999,0.9999999999999903,0.9999999999999999,StrategyMultXD,StrategyReplaceBranchR,21,21,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((4)*(1)),5*x*x*x,3
22,0.998024999995782,0.9988000609670755,0.9999999999999903,0.9999999999999997,0.9999999999999903,0.9999999999999997,StrategyMultXD,StrategyAddTreeWithAdd,22,22,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((x)*(x)),5*x*x*x,3
23,0.9984199999978304,0.9986000167665832,0.9999999999999903,0.9999999999999997,0.9999999999999903,0.9999999999999997,StrategyMultXD,StrategyReplaceBranchXR,23,23,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((7)-(9))+(0)),5*x*x*x,3
24,0.9999999999999762,0.9995999993591651,0.9999999999999903,0.9999999999999996,0.9999999999999903,0.9999999999999996,StrategyMultXD,StrategyReplaceBranchR,24,24,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((6)*(2)),5*x*x*x,3
25,0.9999999999999895,0.9994999988965229,0.9999999999999903,0.9999999999999999,0.9999999999999903,0.9999999999999999,StrategyMultXD,StrategyReplaceBranchXR,25,25,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((8)*(7)),5*x*x*x,3
26,0.9999999999999851,0.9995999998069677,0.9999999999999903,0.9999999999999999,0.9999999999999903,0.9999999999999999,StrategyAddXD,StrategyAddXD,26,26,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((x)+(9)),5*x*x*x,3
27,0.9999999999999851,0.9997999977300124,0.9999999999999903,0.9999999999999999,0.9999999999999903,0.9999999999999999,StrategyMultXD,StrategyDivXD,27,27,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((0)+(2))+(x)),5*x*x*x,3
28,0.9999999999999895,0.9995999990681597,0.9999999999999903,0.9999999999999999,0.9999999999999903,0.9999999999999999,StrategyMultXD,StrategyReplaceBranchXR,28,28,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((2)+(x))+(x)),5*x*x*x,3
29,0.9940750000169026,0.9969002548780947,0.9999999999999903,0.9999999999999997,0.9999999999999903,0.9999999999999997,StrategyMultXD,StrategyReplaceBranchXR,29,29,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((8)-(4)),5*x*x*x,3
30,0.9999999999999895,0.9999999999845347,0.9999999999999903,1,0.9999999999999903,1,StrategyMultXD,StrategyReplaceBranchXR,30,30,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((1)*(2)),5*x*x*x,3
31,0.9968399999879726,0.9984000428917503,0.9999999999999903,0.9999999999999991,0.9999999999999903,0.9999999999999991,StrategyMultXD,StrategyReplaceBranchXR,31,31,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((1)-(7))+(x)),5*x*x*x,3
32,0.9992099999971716,0.9996000139656303,0.9999999999999903,0.9999999999999999,0.9999999999999903,0.9999999999999999,StrategyMultXD,StrategyReplaceBranchXR,32,32,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((1)+(8)),5*x*x*x,3
33,0.99441832471756,0.9972947297627855,0.9999999999999903,0.9999999999999987,0.9999999999999903,0.9999999999999987,StrategyAddXD,StrategyReplaceBranchR,33,33,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((8)+(8)),5*x*x*x,3
34,0.9999999999999895,0.9999999999965324,0.9999999999999903,0.9999999999999999,0.9999999999999903,0.9999999999999999,StrategyMultXD,StrategyReplaceBranchR,34,34,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((((((((x)-(3))*(((x)+(x))*((1)*(2))))*((x)+(1)))+(x))/(x))/(x))+(x)),5*x*x*x,3
35,0.9999999999999895,0.9999999999790942,0.9999999999999903,0.9999999999999999,0.9999999999999903,0.9999999999999999,StrategyMultXD,StrategyReplaceBranchXR,35,35,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((9)+(9)),5*x*x*x,3
36,0.9999999999999807,0.999999999825547,0.9999999999999903,0.9999999999999996,0.9999999999999903,0.9999999999999996,StrategyMultXD,StrategyReplaceBranchXR,36,36,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((3)+(5)),5*x*x*x,3
37,0.9999999999999807,0.9999999999923957,0.9999999999999903,0.9999999999999997,0.9999999999999903,0.9999999999999997,StrategyMultXD,StrategyReplaceBranchXR,37,37,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((x)+(9))+(x)),5*x*x*x,3
38,0.9999999999999895,0.9999999999983649,0.9999999999999903,0.9999999999999999,0.9999999999999903,0.9999999999999999,StrategyMultXD,StrategyReplaceBranchXR,38,38,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((1)+(9)),5*x*x*x,3
39,0.99901249999853,0.999400003421475,0.9999999999999903,0.9999999999999999,0.9999999999999903,0.9999999999999999,StrategyMultXD,StrategyReplaceBranchR,39,39,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((x)+(5)),5*x*x*x,3
40,0.9999999999999895,0.9998999999980477,0.9999999999999903,0.9999999999999999,0.9999999999999903,0.9999999999999999,StrategyMultXD,StrategyAddXD,40,40,(((((((((((((5)*(x))*((x)*(x)))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((5)-(0)),5*x*x*x,3
41,0.9999999999999895,0.9999999999934872,0.9999999999999999,1,0.9999999999999999,1,StrategyMultXD,StrategyDivXD,41,41,(((((((((((((5)*(x))*((x)*(x)))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((7)+(1)),5*x*x*x,3
42,0.9999999999999897,0.9999999999998752,0.9999999999999999,1,0.9999999999999999,1,StrategyMultXD,StrategyReplaceBranchXR,42,42,(((((((((((((5)*(x))*((x)*(x)))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((9)-(4)),5*x*x*x,3
43,0.9957407707027085,0.9978455949757692,0.9999999999999999,0.9999999999999923,0.9999999999999999,0.9999999999999923,StrategyMultXD,StrategyReplaceBranchXR,43,43,(((((((((((((5)*(x))*((x)*(x)))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((((((4)+(1))*(((x)+(x))*((x)*(x))))*(((x)*(4))*((x)*((x)-(5)))))/(x))/(x))+(x)),5*x*x*x,3
44,0.9999999999975664,0.9999999999994802,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,StrategyMultXD,StrategyDivXD,44,44,(((((((((((((5)*(x))*((x)*(x)))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((1)*(1)),5*x*x*x,3
45,0.9999999999999948,0.999999999999988,0.9999999999999999,1,0.9999999999999999,1,StrategyMultXD,StrategyReplaceBranchR,45,45,(((((((((((((5)*(x))*((x)*(x)))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((x)-(6)),5*x*x*x,3
46,0.9999999999999946,0.999899999999991,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,StrategyMultXD,StrategyReplaceBranchR,46,46,(((((((((((((5)*(x))*((x)*(x)))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((7)-(3))+(x)),5*x*x*x,3
47,0.9999999999999999,0.9999999999999707,0.9999999999999999,1,0.9999999999999999,1,StrategyMultXD,StrategyAddXD,47,47,(((((((((((((5)*(x))*((x)*(x)))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((1)-(5)),5*x*x*x,3
48,0.9999999999999999,0.999999999999889,0.9999999999999999,1,0.9999999999999999,1,StrategyMultXD,StrategyReplaceBranchR,48,48,(((((((((((((5)*(x))*((x)*(x)))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((9)+(8)),5*x*x*x,3
