TopAntagonist,TopProtagonist,FinalAntagonist,FinalProtagonist,Epoch
0.6161189893181754,-0.8612611995393624,0.9999990930797014,1,1
-0.9698742062542953,-0.8336682069722121,0.9999981582756237,-0.9602430303506252,2
-0.975,-0.39040287222288733,0.9999992921313227,1,3
0.4537486882098314,0.14711003009767618,0.9999991714634526,1,4
0.8314727525135253,0.16106860265689024,0.9999996289247847,-0.9776368521646723,5
-0.975,0.17929628639762743,0.9999991452748934,1,6
0.9363039763194789,0.163296283102599,0.9999975773101619,0.1665071889222493,7
0.89272997653972,1,0.999995716300245,1,8
-0.975,1,0.9999996100373366,1,9
0.9956424478874278,0.1279742196592464,0.9999991447462776,1,10
0.8883691076731195,0.16410557757947708,0.9999994875638745,1,11
-0.975,1,0.999999559562058,1,12
0.976567985299913,0.16404643786532,0.9999991453013918,1,13
0.9037326175812042,0.15186983928204115,0.9999991448578471,-0.999304124952229,14
0.10942752861047714,0.16510730231328077,0.9999992831474567,0.2006724215960108,15
0.8172208674733855,-0.9872207717164553,0.999999145429337,-0.9918452636188654,16
0.9854937426172219,-0.9740962136175493,0.9999986435133111,1,17
0.9849014667798358,0.1620862693425363,0.9999991458242786,0.1665071889222493,18
0.5851741428377829,1,0.9999992575248435,1,19
0.9499073138022043,1,0.9999995060462322,-0.28952389019653973,20
-0.976078079059131,-0.20822776202253654,0.9999996586766978,0.018955812932454442,21
-0.8298972966350866,1,0.9999990917255778,0.16710052927021055,22
0.9449491620528693,1,0.9999991970422815,0.33827292396504144,23
0.7979054394203233,1,0.9999996450836252,1,24
-0.04023195034302515,0.09670590825915461,0.9999997231446336,1,25
0.9452357372506927,0.15057612635441459,0.9999994727529214,1,26
-0.14191369685950866,-0.13604257433628178,0.9999986679828861,-0.9992895733198431,27
0.8182733264752936,1,0.9999985794881473,-0.7533281854155089,28
0.9562687266034652,1,0.9999984286088219,1,29
0.8825143690568718,1,0.999999271767617,1,30
-0.9778823641511489,0.20392880219054893,0.9999993192394947,0.16330154440112585,31
-1,0.1441100650961622,0.9999993577189036,1,32
-0.9933289774583469,1,0.9999991459014081,0.15092152060375696,33
-0.9864469672220407,0.13932169694169147,0.9999996870783192,0.1620631919536612,34
0.9920185635539477,0.06376179200127081,0.9999994575094842,1,35
0.9424228758560271,1,0.9999992619453337,1,36
-0.4119291081345966,0.16344647372906096,0.9999991842575628,1,37
-0.9874240444299248,1,0.9999992585483716,0.16998129046895988,38
-0.9810731786997714,0.2512439670815914,0.9999993880746015,1,39
0.9049348583664099,1,0.9999991472667749,1,40
0.5003122028461473,0.15710080773264476,0.9999991424539528,-0.12441914038224601,41
0.6104767873560841,1,0.9999988320441492,1,42
0.9942783538781116,0.15111042797854446,0.9999993195912482,-0.9630057118180143,43
0.9868119960858212,0.14695161924741057,0.9999994388947819,0.029781903103449872,44
-0.975,0.06508339098832586,0.9999981882359628,1,45
0.972047570268605,1,0.9999995810938132,1,46
-0.3436475008167265,0.1654262578021154,0.999999146223894,0.3517097372634487,47
0.8849420058468707,1,0.9999991464691232,1,48
-1,1,0.9999991836111094,1,49
-0.975,0.16421648698682342,0.9999991445003857,1,50
-0.92890650421695,0.16424386245114753,0.9999992123667107,1,51
-0.9016416203854949,1,0.99999938646381,0.16612218229336814,52
0.8843190089453415,0.14664795891145269,0.9999993895789436,1,53
0.9307405735567464,1,0.999999327060908,-0.76799669878057,54
0.3147683902167999,0.11825568361467226,0.9999997224574153,0.1665071889222493,55
0.9891087179269134,1,0.9999994157720773,1,56
0.8385461239333878,1,0.9999995185223488,1,57
0.6257227854245864,1,0.9999990938420692,1,58
0.950937119451124,1,0.9999993086369688,1,59
0.8189378665576217,-0.7756447559568542,0.9999995185613516,1,60
-0.975,1,0.9999992152493212,1,61
-0.7984870140476968,1,0.9999979688073056,1,62
-1,0.2297026602809026,0.999997974009648,0.16679656096591117,63
0.4796186817063271,0.16440334019556496,0.9999988777523535,-0.5597380207253118,64
0.1735459092412471,1,0.99999864353115,1,65
-0.2314488729173473,0.14351121740490652,0.9999991442247651,1,66
-0.8748693237504084,0.14249558563861076,0.9999994370953599,1,67
0.938680896064219,-0.9844945984857116,0.9999989815863253,0.14268990837105833,68
0.7952536094410761,1,0.999999210365912,0.1662754441950318,69
0.9980202239843946,1,0.9999995340798149,1,70
-0.9874469127736034,0.124175930180353,0.999999478483316,0.16503321354677117,71
0.3082192748280294,0.4783831712798329,0.9999991670146916,0.16692165105526363,72
0.9841417813714028,1,0.9999994557507816,1,73
0.8887858455373095,-0.2682901733192967,0.9999991683713431,1,74
0.722139012191026,0.16446939133561153,0.9999991575022068,0.1665071889222493,75
0.444613284102713,0.1623889761689519,0.9999991720732506,1,76
0.9926612683874366,1,0.9999996277206387,1,77
-0.9844005227049983,1,0.9999992149632781,1,78
0.9972236258242555,-0.9941542999967637,0.9999991422886195,0.16617656587302296,79
-0.9169470761189153,0.30398175381432496,0.9999997474330824,1,80
-0.8541092136655678,1,0.999999144625878,1,81
0.9146748998001508,1,0.9999993880671728,0.044225073418964166,82
0.8995394931060167,0.14414838074880848,0.9999991412796366,1,83
-0.9824812152891212,1,0.9999991436682512,0.29544950425994193,84
-0.975,-0.21465204256649384,0.9999995334842917,1,85
0.9748335352638613,1,0.9999978678382699,0.24621362123483015,86
