gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x,25,-10,-0.048807067050058814,-0.03499000130701869,-0.04879973859626193,-0.01996523330283623,NaN,NaN,NaN,511.08119999999997,-0.9599869298130964,0.0022088615867207613,0.000007546075927188628,0.001046723968571878,6121.8,6116.620000000001,6122.8,6107.28,((0)-(x)),((2)*(9)),ReplaceBranchXR|FellTreeD|AddXD|ReplaceBranchR|DeleteNonTerminalR,SkipD|ReplaceBranchR|DeleteMaliciousR|FellTreeD|AddToLeafR,AddXD,ReplaceBranchR,0,0,1,1,1
1,x*x*x*x,25,-10,-0.038399836622663705,0.000017008647697277665,-0.03839973859626193,0.00003378643314599446,244.857,244.7279,244.872,244.6252,-0.9599869298130964,0.0021108351849431564,0.000006535093451831564,0.000931082647250864,6122.3,6112.55,6122.8,6107.88,((0)-(x)),((9)+(8)),ReplaceBranchXR|FellTreeD|AddXD|SubXD|DeleteNonTerminalR,SkipD|ReplaceBranchR|DeleteMaliciousR|FellTreeD|AddToLeafR,SubXD,SkipD,1,0,2,2,1
2,x*x*x*x,25,-10,-0.038399836622663705,0.000025554816127725286,-0.03839973859626193,0.00009423604757548229,244.857,244.67559999999997,244.872,244.25519999999997,-0.9599869298130964,0.0022088615867207613,0,0.001288198685513608,6122.8,6115.62,6122.8,6107.28,((0)-(x)),((9)+(9)),DeleteNonTerminalR|FellTreeD|MutateNonTerminalR|SubXD|DeleteNonTerminalR,SkipD|ReplaceBranchR|DeleteMaliciousR|FellTreeD|AddToLeafR,DeleteNonTerminalR,SkipD,2,2,3,3,1
3,x*x*x*x,25,-10,-0.038399705920794676,0.00006406058711546247,-0.03839947719252386,0.00018442033721082374,244.877,244.43989999999997,244.912,243.7032,-0.9599869298130964,0.005933864854267517,0.000006535093451831564,0.002483257404637699,6122.3,6105.45,6122.8,6084.48,((0)-(x)),((7)*(8)),DeleteNonTerminalR|FellTreeD|MutateNonTerminalR|SubXD|DeleteNonTerminalR,SkipD|ReplaceBranchR|DeleteMaliciousR|FellTreeD|AddToLeafR,DeleteNonTerminalR,FellTreeD,2,3,4,4,1
4,x*x*x*x,25,-10,-0.03839980394719645,0.00005130115059565017,-0.03839973859626193,0.0001320088877270963,244.862,244.518,244.872,244.024,-0.9599869298130964,0.005933864854267517,0.000006535093451831564,0.002720553334084508,6122.3,6109.25,6122.8,6084.48,((0)-(x)),((7)*(8)),ReplaceBranchR|FellTreeD|AddXD|SubXD|DeleteNonTerminalR,SkipD|ReplaceBranchR|DeleteMaliciousR|FellTreeD|AddToLeafR,AddXD,ReplaceBranchR,4,3,5,5,1
5,x*x*x*x,25,-10,-0.03839977127172919,0.00004127244792150511,-0.03839947719252386,0.00021578878577963801,244.86700000000002,244.5794,244.912,243.5112,-0.9599869298130964,0.0075022872827081545,0.000006535093451831564,0.003598232187180774,6122.3,6107.72,6122.8,6074.88,((0)-(x)),((8)*(9)),DeleteNonTerminalR|FellTreeD|AddXD|DeleteNonTerminalR|DeleteNonTerminalR,SkipD|ReplaceBranchR|DeleteMaliciousR|FellTreeD|AddToLeafR,DeleteNonTerminalR,SkipD,5,3,6,6,1
6,x*x*x*x,25,-10,-0.03839993464906548,0.000018970709474999454,-0.03839973859626193,0.00006103777284015108,244.842,244.7159,244.872,244.4584,-0.9599869298130964,0.0015161416808259943,0.000006535093451831564,0.0007442072299063827,6121.3,6115.74,6122.8,6111.52,((0)-(x)),((6)+(6)),DeleteNonTerminalR|DeleteTerminalR|AddXD|SubXD|DeleteNonTerminalR,SkipD|ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|AddToLeafR,DeleteNonTerminalR,AddToLeafR,6,6,7,7,1
7,x*x*x*x,25,-10,-0.038399836622663705,0.000030407856559688008,-0.03839973859626193,0.00008482551300483757,244.857,244.6459,244.872,244.31280000000004,-0.9599869298130964,0.0025225460724089188,0.000006535093451831564,0.001094914229344433,6122.3,6112.49,6122.8,6105.36,((0)-(x)),((8)*(x)),DeleteNonTerminalR|FellTreeD|AddXD|SubXD|DeleteNonTerminalR,SkipD|DeleteTerminalR|DeleteMaliciousR|FellTreeD|AddToLeafR,DeleteNonTerminalR,AddToLeafR,7,7,8,8,1
8,x*x*x*x,25,-10,-0.03839986929813097,0.00006432392447690916,-0.03839960789439289,0.0001742255914259609,244.852,244.43830000000003,244.892,243.76559999999998,-0.9599869298130964,0.011188079989543928,0.000007546075927188628,0.0046010724462087265,6121.8,6094.34,6122.8,6052.32,((0)-(x)),(((2)*(2))*((6)*(5))),DeleteNonTerminalR|FellTreeD|AddXD|SubXD|DeleteNonTerminalR,SkipD|ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|AddToLeafR,DeleteNonTerminalR,AddToLeafR,8,6,9,9,1
9,x*x*x*x,25,-10,-0.03839977127172919,0.00013593627503686787,-0.03839947719252386,0.0005120245719513813,244.86700000000002,244.00030000000004,244.912,241.69799999999998,-0.9599869298130964,0.04417723173441389,0.000007546075927188628,0.022991260119192176,6121.8,6060.49,6122.8,5850.4,((0)-(x)),(((6)*(x))*((8)*(9))),DeleteNonTerminalR|AddRandomSubTreeR|AddXD|AddTreeWithDiv|DeleteNonTerminalR,SkipD|ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|AddToLeafR,DeleteNonTerminalR,AddToLeafR,8,6,10,10,1
10,x*x*x*x,25,-10,-0.03839980394719644,0.00003769376392363517,-0.03839960789439289,0.0003661612861063926,244.862,244.6015,244.892,242.59079999999997,-0.9599869298130964,0.014638609332113509,0,0.007700860748211701,6122.8,6101.4,6122.8,6031.2,((0)-(x)),(((8)*(3))*((7)+(0))),DeleteNonTerminalR|FellTreeD|AddXD|SubXD|DeleteNonTerminalR,SkipD|ReplaceBranchR|DeleteMaliciousR|AddToLeafR|AddToLeafR,DeleteNonTerminalR,AddToLeafR,10,9,11,11,1
11,x*x*x*x,25,-10,-0.03839980394719645,-0.000004289765287064894,-0.03839947719252386,0.00011011632466344507,244.862,244.85949999999997,244.912,244.158,-0.9599869298130964,0.0018886420075807737,0.000007546075927188628,0.0011576831533879513,6121.8,6115.71,6122.8,6109.24,((0)-(x)),(((5)+(2))+((8)-(0))),DeleteNonTerminalR|AddRandomSubTreeR|AddXD|AddTreeWithDiv|DeleteNonTerminalR,SkipD|ReplaceBranchR|DeleteMaliciousR|AddToLeafR|AddToLeafR,DeleteNonTerminalR,AddToLeafR,8,11,12,12,1
12,x*x*x*x,25,-10,-0.03839990197359822,0.00003344261221816692,-0.03839960789439289,0.0002659129525552234,244.847,244.6289,244.892,243.20440000000002,-0.9599869298130964,0.0083191739641877,0.000006535093451831564,0.004391310338767216,6121.3,6108.65,6122.8,6069.88,((0)-(x)),(((8)+((8)*(5)))+((x)-((3)+(0)))),DeleteNonTerminalR|AddRandomSubTreeR|AddXD|AddTreeWithDiv|DeleteNonTerminalR,SkipD|AddRandomSubTreeR|DeleteMaliciousR|AddToLeafR|AddToLeafR,DeleteNonTerminalR,AddToLeafR,8,12,13,13,1
13,x*x*x*x,25,-10,-0.03839986929813097,0.00017451075883532892,-0.03839973859626193,0.0010805777022611447,244.852,243.764,244.872,238.218,-0.9599869298130964,0.04794144556267163,0.000006535093451831564,0.023188280346346155,6122.3,6039.6,6122.8,5827.36,((0)-(x)),(((7)*(9))*((7)*(4))),DeleteNonTerminalR|AddRandomSubTreeR|AddXD|AddTreeWithDiv|DeleteNonTerminalR,SkipD|ReplaceBranchR|DeleteMaliciousR|AddToLeafR|AddToLeafR,DeleteNonTerminalR,AddToLeafR,8,13,14,14,1
14,x*x*x*x,25,-10,-0.041005755260750225,-0.00005244118114596939,-0.03840013070186904,0.0010722127826427912,228.64933000000002,245.4308,244.812,238.2692,-0.9600000000000001,0.02187949287674815,0,0.009919744295633318,6120.8,6073.13,6120.8,5986.88,(0),(((6)+(5))*((9)*(6))),DeleteNonTerminalR|AddRandomSubTreeR|AddXD|SubXD|DeleteNonTerminalR,SkipD|ReplaceBranchR|DeleteMaliciousR|AddToLeafR|AddToLeafR,DeleteNonTerminalR,AddToLeafR,14,14,15,15,1
15,x*x*x*x,25,-10,-0.038399705920794676,-0.000024156928494950505,-0.03839947719252386,0.00025009802640177744,244.877,244.9832,244.912,243.30120000000002,-0.9599869298130964,0.01032544765390142,0.000006535093451831564,0.004939186277483688,6122.3,6102.3,6122.8,6057.6,((0)-(x)),((((0)+(1))*((9)*(4)))+((3)+((9)*(5)))),DeleteNonTerminalR|AddRandomSubTreeR|AddXD|SubXD|DeleteNonTerminalR,SkipD|ReplaceBranchR|DeleteMaliciousR|AddToLeafR|AddToLeafR,DeleteNonTerminalR,AddToLeafR,14,14,16,16,1
16,x*x*x*x,25,-10,-0.03839407985884198,0.00010630517143131674,-0.03837451313553784,0.000717226506339042,245.7379,244.18539999999996,248.732,240.442,-0.9574513135537839,0.040857404260880914,0.0012656229593584548,0.01975230554384763,6220.360000000001,6052.049999999999,6510.8,5870.72,(((0)-((7)*(x)))*((x)+((x)-(0)))),((((7)*(x))-((8)*(x)))-((9)+((x)-(0)))),DeleteNonTerminalR|AddRandomSubTreeR|AddXD|SubXD|MutateTerminalR,SkipD|ReplaceBranchR|DeleteMaliciousR|AddToLeafR|AddToLeafR,DeleteNonTerminalR,AddToLeafR,15,16,17,17,1
17,x*x*x*x,25,-10,-0.03843110769834009,0.000222919370535056,-0.038399657561103126,0.0007516664488302181,240.07190000000003,243.46760000000003,244.88440000000003,240.2312,-0.9600000000000001,0.03766174356293302,0.000018865189817971572,0.01841286899637694,6118.3,6058.1900000000005,6120.8,5890.28,(((0)*((x)*(x)))+((5)+((x)-(x)))),((((2)+(2))*((7)*(7)))*((x)+((x)-(9)))),DeleteNonTerminalR|AddRandomSubTreeR|AddXD|AddTreeWithMult|MutateTerminalR,SkipD|ReplaceBranchR|DeleteMaliciousR|AddToLeafR|AddToLeafR,DeleteNonTerminalR,AddToLeafR,17,16,18,18,1
18,x*x*x*x,25,-10,-0.038405167951901714,-0.00016236404316202213,-0.038400470526728535,0.00035126127303620585,244.0412,245.94439999999997,244.76,242.68200000000002,-0.9600407789831394,0.009462815318259063,0.00003247794610832865,0.005711973196840582,6109.92,6106.24,6114.56,6062.88,(((1)-((1)*(x)))*((4)+((1)*(8)))),((((x)+(1))*((0)*(7)))-((0)*((1)+(x)))),DeleteNonTerminalR|AddRandomSubTreeR|AddXD|AddTreeWithMult|MutateTerminalR,SkipD|ReplaceBranchR|DeleteMaliciousR|AddToLeafR|AddToLeafR,AddTreeWithMult,AddToLeafR,17,17,19,19,1
19,x*x*x*x,25,-10,-0.0384086230558097,0.00011205622941010551,-0.03840073193046661,0.000935890733237487,243.5125,244.16590000000005,244.72,239.10359999999997,-0.9600130701869037,0.04144556267154625,0.00011106560032807808,0.019589024105986192,6104.09,6031.9,6118.8,5867.12,(((0)*((x)*(5)))*((5)+((9)+(x)))),(((4)*((7)*(3)))+((5)*((x)+(0)))),DeleteNonTerminalR|AddRandomSubTreeR|AddXD|AddTreeWithMult|MutateTerminalR,SkipD|ReplaceBranchR|DeleteMaliciousR|AddToLeafR|AddToLeafR,AddRandomSubTreeR,AddToLeafR,17,19,20,20,1
