gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
34,x*x*x*x,25,-10,-0.03841273951117501,0.0002782595928519108,-0.038322028493007455,0.0018518494314468707,242.8826,243.1311,256.7632,233.49720000000002,-0.9588775323487126,0.08121814141942228,0.0005475360049869822,0.03937597390678229,6167.63,5984.94,6292.56,5623.68,(((7)-(x))*((4)*(x))),((((x)*(0))+((7)*(x)))+((7)+((4)+(x)))),AddToLeafR|AddRandomSubTreeR|DeleteTerminalR|ReplaceBranchR|AddRandomSubTreeR,AddXD|SkipD|MutateTerminalR|AddTreeWithSub|AddTreeWithSub,AddRandomSubTreeR,AddTreeWithSub,33,26,35,35,0
35,x*x*x*x,25,-10,-0.038478452489870606,-0.002672666134423045,-0.038372500326754676,0.0034993464906548162,232.8272,284.0077,249.04,223.4132,-0.9574382433668802,0.006652725133969457,0.0013620548568407023,0.0023655857315811215,6326.48,6094.57,6512.8,6080.08,(((x)*((7)-(8)))*((1)*((7)*(x)))),(((1)*((6)*(3)))-((1)+((8)+(x)))),AddToLeafR|AddRandomSubTreeR|DeleteTerminalR|MutateNonTerminalR|DeleteNonTerminalR,AddXD|SkipD|MutateTerminalR|AddTreeWithSub|ReplaceBranchR,AddToLeafR,ReplaceBranchR,34,35,36,36,0
36,x*x*x*x,25,-10,-0.03736453404783689,0.0005963933461847864,-0.03382101163246634,0.0022601620703176046,403.279,241.18160000000003,945.5088000000001,230.99800000000002,-0.5064226898444648,0.1462488563586459,0.2299385842323953,0.07263332078885444,22785.2,5892.38,75527.2,5225.64,((((x)*(6))+((3)*(6)))*((3)*((9)*(x)))),((((x)*(9))+((8)*((x)-(1))))+((1)*((2)+((9)+(x))))),AddToLeafR|AddRandomSubTreeR|DeleteTerminalR|MutateTerminalR|AddRandomSubTreeR,AddXD|SkipD|MutateTerminalR|AddTreeWithSub|ReplaceBranchR,AddRandomSubTreeR,MutateTerminalR,36,35,37,37,0
37,x*x*x*x,25,-10,-0.0383137184681741,0.0003309894745182554,-0.03774563325055549,0.003079793491046923,258.0348,243.2514,344.9632,225.9812,-0.8945633250555483,0.24615082995686843,0.03271833747222591,0.1667747044111969,8624.08,6040.38,16133.92,4614.16,(((x)*((7)*(4)))+((x)*((7)*(7)))),(((x)+((8)*(2)))*((x)*((x)+(x)))),AddToLeafR|AddRandomSubTreeR|DeleteTerminalR|SkipD|AddRandomSubTreeR,AddXD|SkipD|AddToLeafR|AddTreeWithSub|ReplaceBranchR,AddRandomSubTreeR,AddXD,37,37,38,38,0
38,x*x*x*x,25,-10,-0.03830041040386877,-0.0007280921562444157,-0.03787686838321788,0.0018572735590118958,260.07120000000003,255.86690000000002,324.8816,233.46400000000003,-0.9197438243366881,0.176878839367403,0.019089806082029145,0.08467932408642334,8332.72,5807.540000000001,12280.8,5038.16,((((1)+(9))*((x)*(x)))*((4)-((6)-(9)))),((((3)+(9))-((2)*(x)))*((x)*((9)-((7)+(x))))),AddToLeafR|AddRandomSubTreeR|DeleteTerminalR|MutateTerminalR|AddRandomSubTreeR,AddXD|SkipD|MutateTerminalR|AddTreeWithSub|ReplaceBranchR,AddRandomSubTreeR,AddTreeWithSub,38,38,39,39,0
39,x*x*x*x,25,-10,-0.03805798065612338,-0.0021361884519735604,-0.036603298915174484,0.0010056855313030997,297.1678,272.13879999999995,519.7632,238.6764,-0.8692406221408967,0.02410142465037257,0.04365913042054177,0.015174802979839924,10084.82,6101.4400000000005,20008.8,5973.28,(((9)-((5)*(8)))*((x)*((8)*(x)))),((((3)*(7))*((2)-((0)*(9))))-((1)-((6)-((x)+(2))))),AddToLeafR|AddRandomSubTreeR|DeleteTerminalR|MutateTerminalR|AddRandomSubTreeR,AddXD|SkipD|MutateTerminalR|AddTreeWithSub|ReplaceBranchR,AddRandomSubTreeR,AddXD,39,38,40,40,0
40,x*x*x*x,25,-10,-0.03703488694288328,0.00033118698831387835,-0.03471747483989021,0.004732453274081823,453.72159999999997,243.42919999999998,808.332,215.86559999999997,-0.7439560841720037,0.2103385178408052,0.11862006205654434,0.10284789198796167,21762.219999999998,5616.46,39179.84,4833.36,((((x)*(x))*((9)+(1)))+((1)*((7)*(x)))),((((x)*(x))*((9)-(6)))*((1)*((8)+(x)))),AddToLeafR|AddRandomSubTreeR|DeleteTerminalR|SkipD|AddRandomSubTreeR,AddXD|SkipD|MutateTerminalR|AddTreeWithSub|ReplaceBranchR,AddRandomSubTreeR,AddTreeWithSub,37,38,41,41,0
41,x*x*x*x,25,-10,-0.0384165272513397,-0.00009040135992359577,-0.038400000000000004,0.0011092014115801885,242.30300000000003,245.5057,244.832,238.0428,-0.9600000000000001,0.049901973598222536,0,0.029493630760840432,6120.8,6078.719999999999,6120.8,5815.36,(((6)*((7)*(0)))*((7)*(x))),(((6)+((8)*(8)))*((4)+((7)+(8)))),AddTreeWithMult|AddRandomSubTreeR|DeleteTerminalR|SkipD|AddRandomSubTreeR,AddXD|SkipD|MutateTerminalR|AddTreeWithSub|ReplaceBranchR,AddRandomSubTreeR,AddTreeWithSub,41,38,42,42,0
42,x*x*x*x,25,-10,-0.032635639567714494,-0.0028076358735670006,-0.024294669106042922,0.0016140373807345476,1266.6825999999999,494.5317,2962.3824000000004,234.9528,0.4487947545375193,0.09566723304143256,0.7038492664376623,0.04761467204032825,109795.82,5972.370000000001,277609.84,5535.24,(((x)*((x)*(x)))*((4)*((x)*(x)))),((((9)+(5))-((8)-(x)))*((x)*((7)+(x)))),AddTreeWithMult|AddRandomSubTreeR|DeleteTerminalR|SkipD|AddRandomSubTreeR,AddXD|SkipD|MutateTerminalR|AddTreeWithSub|ReplaceBranchR,AddRandomSubTreeR,AddXD,41,42,43,43,0
43,x*x*x*x,25,-10,-0.038230919487648674,-0.004272902721349049,-0.03720221931773624,0.0005580969807868273,270.7047,1408.1458000000002,428.1164,241.416,-0.8401829826166515,0.002836230558097076,0.06626403604633306,0.001138137073704082,9372.130000000001,6112.73,24455.2,6103.44,((((x)*(6))*((6)+(7)))*((1)*((7)*(x)))),((((3)+(0))*((7)-((6)*(3))))+((4)+((5)+((x)+(x))))),AddTreeWithMult|AddRandomSubTreeR|DeleteTerminalR|SkipD|AddRandomSubTreeR,AddXD|SkipD|MutateTerminalR|AddTreeWithSub|ReplaceBranchR,AddRandomSubTreeR,AddTreeWithSub,43,42,44,44,0
44,x*x*x*x,25,-10,-0.03680446608286499,-0.0008231815230142399,-0.03224478368840675,0.0038815841066527257,488.98060000000004,256.5451,1186.7032,221.0736,-0.5125745654162854,0.34415109136060645,0.21985792208442784,0.1736961065068228,24194.84,5608.32,74585.84,4014.32,((((x)*(x))*((x)*(0)))+((7)*((5)*(4)))),(((x)*((7)*(x)))*((7)-((1)+(x)))),AddTreeWithMult|AddRandomSubTreeR|DeleteTerminalR|SkipD|AddRandomSubTreeR,AddXD|SkipD|MutateTerminalR|AddTreeWithSub|ReplaceBranchR,AddRandomSubTreeR,AddXD,43,44,45,45,0
45,x*x*x*x,25,-10,-0.0381058345314338,-0.002069613509208511,-0.03723319827473533,0.0013685139197490543,289.8452,277.9697,423.37600000000003,236.45559999999998,-0.8850989413148608,0.00960658737419948,0.03745052934256965,0.007557633796026657,8986.14,6118.85,17582.16,6062,((((3)*(0))-((2)*(x)))*((4)*((x)*(x)))),((((9)+(1))*((0)*(5)))+((5)+((8)*(1)))),AddTreeWithMult|AddRandomSubTreeR|DeleteTerminalR|SkipD|AddRandomSubTreeR,AddXD|SkipD|MutateTerminalR|AddTreeWithSub|ReplaceBranchR,AddRandomSubTreeR,AddTreeWithSub,43,44,46,46,0
46,x*x*x*x,25,-10,-0.03783338387138936,0.0001378797288154108,-0.035807036988628936,0.001621552738204157,331.5356,244.0704,641.6072,234.9068,-0.8354081819370017,0.061096588681218145,0.06229590903149917,0.030094822234317663,10887.06,6023.12,25185.84,5746.84,((((8)*(6))*((x)*(x)))*((5)-((x)*(1)))),((((x)*(x))*((x)+(x)))*((6)*((5)+((6)-(1))))),AddTreeWithMult|AddRandomSubTreeR|DeleteTerminalR|SkipD|AddRandomSubTreeR,AddXD|SkipD|MutateTerminalR|AddTreeWithSub|ReplaceBranchR,AddRandomSubTreeR,MutateTerminalR,43,46,47,47,0
47,x*x*x*x,25,-10,-0.03813282969546465,-0.014646170233930413,-0.03722189256306365,0.001384002091229906,285.7144,442.51279999999997,425.10600000000005,236.3608,-0.8423787740164684,0.12827734936609592,0.0608434508944414,0.06411256091869423,10203.64,5924.26,24119.2,5335.64,((((x)*(5))*((9)+(0)))*((x)*((2)*(6)))),((((1)+(7))*((x)*(x)))*((2)-((0)+((3)*(7))))),AddTreeWithMult|AddRandomSubTreeR|DeleteTerminalR|SkipD|AddRandomSubTreeR,AddXD|SkipD|MutateTerminalR|AddTreeWithSub|ReplaceBranchR,AddRandomSubTreeR,ReplaceBranchR,43,45,48,48,0
48,x*x*x*x,25,-10,-0.03625742909423605,-0.0015991461691903224,-0.029810756763821722,0.0006373023134230848,572.6881999999999,277.63239999999996,1559.1579999999997,240.9312,-0.10122964318389756,0.057887857796366585,0.42938517840805124,0.030013855760992317,38973.06,6039.71,137529.84,5766.48,((((x)*(x))*((x)*(7)))+((0)*((6)*(6)))),((((4)*(2))-((0)*((9)-(5))))+((x)*((6)*((x)+(x))))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|SkipD|AddRandomSubTreeR,AddXD|SkipD|MutateTerminalR|AddTreeWithSub|ReplaceBranchXR,AddRandomSubTreeR,MutateTerminalR,48,48,49,49,0
49,x*x*x*x,25,-10,-0.038390020912299046,0.001573683381938619,-0.038063717161155405,0.00967455234609855,246.359,235.2058,296.29,185.616,-0.926430531956607,0.42939485034636,0.01626248912672204,0.20689050201552092,7546.34,5356.14,11257.6,3492.56,((((x)*(x))*((7)*(8)))-((x)+((6)*((8)-(6))))),((((x)*(x))*((7)*(8)))-((x)-((0)+((5)-(9))))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|SkipD|AddRandomSubTreeR,AddXD|SkipD|MutateTerminalR|AddTreeWithSub|ReplaceBranchXR,AddRandomSubTreeR,ReplaceBranchXR,48,48,50,50,0
50,x*x*x*x,25,-10,-0.034571184158933475,0.0009058365372482202,-0.02556028231603712,0.009707031760554178,830.7174,241.90380000000002,2209.5656,185.41719999999998,-0.5235462031107044,0.3440073193046661,0.2057477679732574,0.1710697853304949,26267.72,5581.87,72906.96,4015.2,((((x)*(6))*((7)*(2)))-((3)*((8)*((8)*(4))))),((((6)+(0))-((4)*((8)-(1))))+(((6)*(7))*((x)*((x)+(x))))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|SkipD|AddRandomSubTreeR,AddXD|SkipD|AddToLeafR|AddTreeWithSub|ReplaceBranchR,AddRandomSubTreeR,AddXD,50,49,51,51,0
51,x*x*x*x,25,-10,-0.03696312246765129,-0.007008825349860799,-0.03347044307933603,0.0001919356946804347,464.703,706.3673000000001,999.1528,243.65720000000002,-0.5852516010978956,0.010077114102731717,0.17881552665793649,0.005425561358834409,25008.58,6108.38,63464.8,6059.12,((((9)-(8))-((9)*(x)))*((8)*((8)*((2)*(x))))),((((7)-(0))-((2)+((3)*(8))))-((3)*((1)+((9)+(x))))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|SkipD|AddRandomSubTreeR,AddXD|SkipD|AddToLeafR|AddXD|ReplaceBranchR,AddRandomSubTreeR,AddXD,50,51,52,52,0
52,x*x*x*x,25,-10,-0.037104574565416285,-0.0001560347986306279,-0.0329418585805777,0.000958175401908251,443.05799999999994,245.8894,1080.0367999999999,238.96719999999996,-0.6721071755326101,0.04334727486603068,0.14776068914406745,0.024946158624541845,16334.82,6074.27,50174.16,5855.48,((((8)*(9))*((2)*(5)))*((x)*((5)-((8)-(7))))),((((x)*(6))*((8)*((6)-(2))))-(((8)*(4))-((8)+((8)-(1))))),AddTreeWithMult|AddTreeWithMult|AddTreeWithSub|SkipD|AddRandomSubTreeR,AddXD|SkipD|AddToLeafR|AddXD|ReplaceBranchR,AddTreeWithMult,AddXD,52,51,53,53,0
53,x*x*x*x,25,-10,-0.033392522314181994,-0.002224685485689479,-0.01906050096761545,0.0004922232387923157,1028.8463,266.5756,3275.242399999999,241.8192,0.19354838709677413,0.01105084302705534,0.5603659408317334,0.004627795255037253,56385.06,6089.82,189744.8,6053.16,((((0)-(x))*((x)*(x)))*((5)*((x)*(6)))),(((5)+((x)*(7)))+((9)-((3)+(x)))),AddTreeWithMult|AddTreeWithMult|AddTreeWithSub|SkipD|AddRandomSubTreeR,AddXD|SkipD|AddToLeafR|AddTreeWithSub|ReplaceBranchR,AddTreeWithMult,AddTreeWithSub,52,53,54,54,0
54,x*x*x*x,25,-10,-0.03263189843207012,-0.0036244546507162643,-0.01623532343681532,0.006028754411188082,1790.9347999999995,1147.9191999999998,6290.342399999999,207.9312,0.7096371766426087,0.007175532610116336,0.8348818563036995,0.002308753962604013,136373.43999999997,6092.240000000001,526995.84,6076.88,((((x)*(x))*((x)*(5)))*((3)*((7)*(9)))),((((4)*(x))+((9)-(8)))-((4)*((8)-((2)+(x))))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|SkipD|AddRandomSubTreeR,AddXD|SkipD|AddToLeafR|AddTreeWithSub|ReplaceBranchR,AddRandomSubTreeR,SkipD,54,53,55,55,0
55,x*x*x*x,25,-10,-0.029657299449012547,-0.005956844345757721,-0.009213346273373401,0.0006488694288328337,2197.7866,1609.5289000000002,7171.56,240.86039999999997,0.6875,0.02772186642268989,0.8075509358665828,0.01751123440987999,131352.9,6099.8099999999995,489664,5951.12,((((x)*(x))*((9)*(9)))*((x)-((0)*((1)*(x))))),((((x)*(x))*((2)-(5)))*((2)-((3)+(x)))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|SkipD|AddRandomSubTreeR,AddXD|SkipD|AddToLeafR|AddTreeWithSub|SkipD,AddRandomSubTreeR,SkipD,54,54,56,56,0
56,x*x*x*x,25,-10,-0.03765906613514573,-0.0015778715928062143,-0.03480795974382434,0.00340014377205594,358.2097,267.9641,794.4860000000001,224.0204,-0.644757548032937,0.16910207815971767,0.16087149400670425,0.010357620068701511,17482.260000000002,6067.76,54359.2,5085.76,((((x)*(2))+((8)*(9)))*((9)+((3)*(x)))),((((7)-(2))*((x)*((8)+(7))))*((x)-((6)+((1)-(9))))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|SkipD|AddRandomSubTreeR,AddXD|SkipD|AddToLeafR|AddTreeWithSub|ReplaceBranchR,AddRandomSubTreeR,AddXD,56,56,57,57,0
57,x*x*x*x,25,-10,-0.03422401608964811,-0.004605570666497691,-0.021777115201619478,0.0009117762384002104,1035.1852,347.08439999999996,3393.8424000000005,239.25120000000004,0.46154452479949554,0.03245327408181942,0.7098769747195668,0.013846251026933975,75842.4,6127.3,284183.2,5922.16,((((x)*(8))*((9)*(8)))*((x)*((9)+((6)-(6))))),((((5)*(2))*((2)*(5)))*((7)-((5)-((3)+(x))))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|SkipD|AddRandomSubTreeR,AddXD|SkipD|AddToLeafR|AddTreeWithSub|ReplaceBranchR,AddRandomSubTreeR,AddXD,57,56,58,58,0
58,x*x*x*x,25,-10,-0.03613794928767482,-0.0014374458379369623,-0.032112963011371065,0.0005992027185988763,590.9709999999999,262.4791,1206.8744,241.16440000000003,-0.5860290158149262,0.008926937655208522,0.17913264130253334,0.007120187003338883,22883.78,6118.18,63345.84,6066.16,(((x)*((x)*(x)))*((6)*((4)*(5)))),((((7)+(7))*((7)*((1)-(1))))-((5)*((2)-((2)+(x))))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|SkipD|AddRandomSubTreeR,AddXD|SkipD|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR,AddRandomSubTreeR,SkipD,58,58,59,59,0
59,x*x*x*x,25,-10,-0.031321856186534006,-0.006655700122255912,-0.020853151488146038,0.00029081165860671954,1696.2842,421.389,4396.8912,243.05200000000002,0.6108270548189082,0.018945235916873616,0.7832475485047724,0.06848618041368856,141907.58000000002,6304.43,393192.8,6004.84,((((x)*(6))*((8)*(6)))*((x)*((6)*((5)-(9))))),((((5)-(x))-((9)*(6)))*((5)-((7)-((6)+(x))))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|SkipD|AddRandomSubTreeR,AddXD|SkipD|AddToLeafR|AddTreeWithSub|ReplaceBranchR,AddRandomSubTreeR,AddXD,57,59,60,60,0
60,x*x*x*x,25,-10,-0.03732245850215658,-0.002139792699161686,-0.03532674944451706,0.006421513527643447,409.71740000000005,845.4580000000001,715.1008,205.52720000000002,-0.7783176055417592,0.3028100901842897,0.08409908273978507,0.15036573447709747,16561.06,5647.7300000000005,33921.84,4267.36,((((5)*(2))*((3)+(6)))*((x)*((9)*((8)-(6))))),((((x)*((x)*(4)))*((9)-((6)-(4))))*(((1)+(8))+((1)*((2)+(x))))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|SkipD|AddRandomSubTreeR,AddXD|SkipD|AddToLeafR|AddTreeWithSub|ReplaceBranchR,AddRandomSubTreeR,ReplaceBranchR,57,59,61,61,0
61,x*x*x*x,25,-10,-0.03183167452421711,-0.0045213279545566545,-0.012258879511062637,0.0036976428148840505,1862.5970000000002,438.2664,6695.6656,222.1996,0.6968217600426059,0.32004966671023394,0.8229836636566749,0.16267859734616558,132056.68,5654.02,504719.6,4161.84,((((x)+(x))-((5)*(6)))*((x)*((x)*((x)*(8))))),((((x)*(x))*((8)*((2)*(1))))-(((8)-(x))+((3)-((8)+(x))))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|SkipD|AddRandomSubTreeR,AddXD|SkipD|AddToLeafR|AddTreeWithSub|ReplaceBranchR,AddRandomSubTreeR,AddXD,61,61,62,62,0
62,x*x*x*x,25,-10,-0.03747626715462031,-0.00474605493288791,-0.03548349758201543,0.0030290158149261543,386.18160000000006,3101.9017000000003,691.1152000000001,226.292,-0.7079262841458633,0.25962619265455494,0.12064541924661827,0.1293454134134009,20758.620000000003,5719.21,44693.12,4531.68,((((x)*(8))*((5)+(6)))*((1)-((2)-((x)*(x))))),((((x)*(6))-((0)-(1)))*((1)*((x)*((x)+(x))))),ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithSub|SkipD|AddRandomSubTreeR,AddXD|SkipD|AddToLeafR|AddTreeWithSub|ReplaceBranchR,AddRandomSubTreeR,SkipD,62,62,63,63,0
63,x*x*x*x,25,-10,-0.03663336491961835,-0.020910121051254237,-0.031155864592863677,-0.019709449745131356,515.1625,520.0988000000001,1353.3296,509.51559999999995,-0.23655626715462028,0.014220363351195916,0.36160377945490124,0.007149856469042996,33823.28,6077.860000000001,116822.16,6033.76,((((x)*(5))*((6)*(x)))*((0)-((7)*((x)-(1))))),((((x)*(4))+((8)*((8)*(3))))-(((5)*(5))+((x)+((0)-(1))))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|SkipD|AddRandomSubTreeR,AddXD|SkipD|AddToLeafR|AddTreeWithSub|ReplaceBranchR,AddRandomSubTreeR,AddXD,63,62,64,64,0
64,x*x*x*x,25,-10,-0.033406882918158944,-0.004742950554545304,-0.019780233280268757,0.0008282577440857419,1013.8681999999999,428.69559999999996,3113.9864,239.7624,0.10786871222929977,0.02135015030714944,0.5080138933173683,0.003068688576312208,54106.42,6104.04,171521.84,5990.12,((((7)*(7))*((5)*(7)))*((x)*((2)*(8)))),((((3)*((1)*(x)))*((1)+((4)*(7))))-(((1)*(0))*((9)-((7)+((2)-(5)))))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|AddToLeafR|SubXD|DeleteMaliciousR,AddTreeWithMult,DeleteNonTerminalR,64,63,65,65,0
65,x*x*x*x,25,-10,-0.024046884409574122,-0.0028118914575937914,0.0020375188522463693,0.0006042347405567917,5993.984199999999,318.3181,20327.9084,241.1336,0.9056977119511406,0.0035485557443471856,0.9206877047386121,0.0020564887674246403,472323.48,6111.08,1622654.16,6099.08,((((6)*(8))*((6)*((2)-(8))))-((4)*((x)*((x)*(x))))),((7)*((5)-(x))),SubXD|AddTreeWithDiv|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|AddToLeafR|SubXD|DeleteMaliciousR,SubXD,DeleteMaliciousR,65,63,66,66,0
66,x*x*x*x,25,-10,-0.03334103489175755,0.00002127809351682041,-0.019630102186295652,0.00009887809860109108,1059.5071000000003,244.70190000000002,3279.2108000000003,244.2268,0.27686770582475456,0.009149130832570905,0.6014072367921248,0.004266933178983196,62642.840000000004,6099.27,211607.2,6064.8,((((x)*(3))*((x)*((9)+(7))))*((7)-((4)*((7)+(5))))),((x)*(x)),SubXD|AddTreeWithDiv|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|AddToLeafR|SubXD|ReplaceBranchR,AddRandomSubTreeR,DeleteNonTerminalR,65,66,67,67,0
67,x*x*x*x,25,-10,-0.031165296403843003,0.00042366645148731065,-0.016851654835081834,0.005066592602274214,1450.5440000000003,242.3582,3936.7904,213.82039999999998,0.3950012920767073,0.25288197621225983,0.6428077895884085,0.12673010179948077,90545.8,5736.49,252926.16,4572.96,((((1)-(2))*((9)*((8)*(9))))*((4)+((7)*((8)*(x))))),((((9)*(3))*((x)*(x)))*((5)+((2)-(0)))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|AddToLeafR|SubXD|DeleteMaliciousR,AddTreeWithMult,DeleteNonTerminalR,67,63,68,68,0
68,x*x*x*x,25,-10,-0.029260170978390017,0.00013419836726860274,-0.005563700512697437,0.0008130963272774818,2563.3876,244.02009999999999,8949.3584,239.8552,0.7259470247826131,0.046294602012808876,0.810119230998997,0.023145719127967448,154073.9,6049.9,558359.2,5837.44,((((x)*(x))*((7)*((8)*(3))))*((4)*((9)-((0)+(6))))),((((x)*(6))*((3)*((3)*(7))))+((3)-((8)*((0)-(0))))),SubXD|AddTreeWithDiv|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|AddToLeafR|SubXD|AddTreeWithAdd,AddTreeWithDiv,SkipD,65,68,69,69,0
69,x*x*x*x,25,-10,-0.02790500485445736,0.00003119255650528548,-0.009663002973730595,0.0004983008757025256,2000.7962,244.6526,5188.874400000001,241.78199999999998,0.28414107220715845,0.028172787870866637,0.6876134504371206,0.014249717904859072,102512.46,6079.1900000000005,213757.2,5948.36,((((6)*(8))*((2)*((6)*(6))))*((0)-((2)-((x)*(x))))),((((8)*(6))*((1)-((0)*(x))))-((9)-((9)*((x)-(x))))),SubXD|AddTreeWithDiv|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|AddToLeafR|SubXD|DeleteMaliciousR,AddTreeWithMult,SkipD,65,69,70,70,0
70,x*x*x*x,25,-10,-0.024092666070198564,-0.000054720292832328,-0.0005579669508584162,0.0001048239663048596,4619.4917000000005,245.17950000000002,13566.1336,244.1904,0.7400157696355545,0.004038687753234913,0.9454651588368593,0.0022118631764419627,239725.04000000004,6105.86,588574.16,6096.08,((((x)*(8))*((x)*((x)*(1))))-((3)*((9)*((3)+(2))))),((((9)-(4))*((4)+((4)+(0))))*((x)-((8)*((0)-(x))))),AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|DeleteMaliciousR|SubXD|DeleteMaliciousR,AddRandomSubTreeR,DeleteMaliciousR,70,68,71,71,0
71,x*x*x*x,25,-10,-0.03127048122069703,0.00021333117144928997,-0.01649757251054921,0.0014134100117631694,1350.4622,243.5264,3655.0263999999997,236.1808,0.17759551328960937,0.04864070056201808,0.5394282174396798,0.024824773799589674,65803.22,6050.969999999999,186064.16,5823.08,((((x)-(5))*((9)*(3)))*((4)*((4)*((x)*(x))))),((((4)+(8))+((0)*(7)))*((5)*((x)-(x)))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|AddToLeafR|SubXD|DeleteMaliciousR,AddTreeWithMult,SubXD,71,71,72,72,0
72,x*x*x*x,25,-10,-0.03643906286759901,-0.00015658145508834652,-0.033005118285191475,0.00002182934680394064,544.8946,245.8358,1070.3568,244.6984,-0.4594829434060907,0.002836230558097076,0.23633394138726682,0.001534742168995468,34035.5,6117.46,82709.92,6103.44,((((x)*(5))-((1)-(x)))*((x)*((x)*(x)))),((((0)-(0))*((2)+(3)))*((6)-((0)-((x)-(x))))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|AddXD|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|DeleteMaliciousR|SubXD|DeleteMaliciousR,AddRandomSubTreeR,DeleteMaliciousR,72,68,73,73,0
73,x*x*x*x,25,-10,-0.030184712875073766,0.0000006252122069553309,-0.008735082058392032,0.00004528926495862952,2487.1132,244.8282,8724.869600000002,244.5548,0.7697842332740769,0.004855574434714458,0.8380267527696412,0.0026563539457971413,178066.06,6115.42,664680.8,6091.08,((((0)-(7))*((7)*(5)))*((8)*((x)*((6)*(x))))),(((5)*((3)*(1)))*((3)-((0)-(0)))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|AddXD|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|DeleteMaliciousR|SubXD|DeleteMaliciousR,AddRandomSubTreeR,DeleteMaliciousR,72,73,74,74,0
74,x*x*x*x,25,-10,-0.018849103238169837,-0.000009823388710117997,0.0040718813905782445,0.00002601180661311508,31273.734800000006,244.8922,116558.07200000001,244.6728,0.9830367122174658,0.0032544765390145197,0.8557793730127187,0.001964508986838513,2293866.5200000005,6118.57,9020656.96,6100.88,((((x)*(x))*((2)-((x)*(x))))*((1)*((x)*((x)*(x))))),((((8)*(4))+((0)*(4)))-((0)*((x)*((0)-(x))))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|MultXD,DeleteNonTerminalR|SkipD|DeleteMaliciousR|SubXD|DeleteMaliciousR,AddTreeWithMult,DeleteMaliciousR,74,68,75,75,0
75,x*x*x*x,25,-10,-0.027965940365443663,0.00001283042874446506,-0.002846111481379936,0.00007417331067834359,5311.685600000002,244.7536,19566.2232,244.378,0.8891700591647337,0.007417331067834359,0.8717794482213861,0.0035006366395558372,369612.62000000005,6105.15,1380673.84,6075.4,((((x)*(4))*((8)*(7)))*((7)+((4)*((x)*(x))))),((((0)-(0))-((9)*((9)-(9))))*((x)*((0)*((x)-(x))))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddToLeafR,DeleteNonTerminalR|SkipD|DeleteMaliciousR|SubXD|DeleteMaliciousR,AddTreeWithMult,DeleteMaliciousR,75,75,76,76,0
