gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
76,x*x*x*x,25,-10,-0.03048299195109419,0.00008545719908971011,-0.020169692905601656,0.00047144164161547577,1591.1364000000003,244.3096,3488.2624,241.94639999999998,0.41613069636964706,0.04102731669062866,0.7229041020360533,0.02171759077580928,119328.26000000001,6067.77,262079.2,5869.68,((((x)*(2))-((7)*((x)-(9))))*((3)*((9)*((5)*(x))))),(((x)*((9)*(4)))*((6)+((0)-(0)))),MultXD|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|DeleteMaliciousR|SubXD|DeleteMaliciousR,AddRandomSubTreeR,DeleteMaliciousR,75,76,77,77,0
77,x*x*x*x,25,-10,-0.028067178213404397,0.000011050250326354386,0.0019691540918797346,0.00011867729708534886,3399.0076,244.7646,12714.3088,244.10560000000004,0.8317563450133557,0.010286237093190438,0.8963064968754881,0.005297791551210453,231870.92,6106.48,909514.24,6057.84,((((x)*(x))*((x)*((x)-(4))))*((7)*((6)*((6)-(9))))),(((7)*((4)*(4)))+((0)-(x))),MultXD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|DeleteMaliciousR|SubXD|DeleteMaliciousR,AddRandomSubTreeR,DeleteMaliciousR,77,77,78,78,0
78,x*x*x*x,25,-10,-0.024727096224542548,0.00009355979732807739,-0.001018427001311577,0.0004249771271729198,10500.8629,244.2594,36379.5128,242.2308,0.9440715883668904,0.03876617435629325,0.9381049876071237,0.01950111174645435,692012.12,6062.5599999999995,2735997.6,5883.52,((((x)*(x))*((7)*(4)))*((8)+((8)*((x)*(x))))),((((9)-(6))*((7)*(4)))*((8)+((8)*((0)-(0))))),MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|ReplaceBranchR|SubXD|DeleteMaliciousR,AddRandomSubTreeR,DeleteNonTerminalR,78,78,79,79,0
79,x*x*x*x,25,-10,-0.02867699319746972,0.0001801743943075842,-0.003155171848825409,0.000691348603607173,4668.0383999999995,243.72920000000002,17379.563199999997,240.60039999999998,0.895397489539749,0.0635733890994641,0.9075961056328522,0.031066682283347018,375037.42,6016.53,1462871.2,5731.68,((((5)-(2))+((5)*((x)*(6))))*((5)*((x)*((x)*(x))))),((((x)*(x))*((7)-(0)))-((2)*((0)-(0)))),MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|ReplaceBranchR|SubXD|DeleteMaliciousR,AddRandomSubTreeR,DeleteMaliciousR,78,79,80,80,0
80,x*x*x*x,25,-10,-0.03141343241041522,-0.00000877178868780725,-0.020872602832289425,0.00001659913736766412,1488.1756,244.88580000000002,3609.7336,244.7304,0.48117416978373556,0.0013135537838191026,0.7319862659942191,0.0007878743612478597,119653.14,6118.99,294935.2,6112.76,((((6)*(8))*((x)*((2)*(8))))*((x)*((6)+((5)-(4))))),(((9)+((4)-(x)))*((0)-(x))),MultXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|DivXD|SubXD|DeleteMaliciousR,MultXD,DeleteNonTerminalR,79,80,81,81,0
81,x*x*x*x,25,-10,-0.032119139185699315,-0.000258820177935874,-0.01713318724861346,0.0053442687230427395,5980.8438,261.94689999999997,22598.737600000004,212.12080000000003,0.9306154013966591,0.49360867860410407,0.8997543148723,0.24662046559046144,568330.6799999999,5363.75,2205388.56,3099.52,((((9)-(x))*((x)*(x)))*((x)*((x)*((9)*(7))))),((((2)+(x))*((x)*(x)))*((8)-((0)-(0)))),MultXD|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|ReplaceBranchR|SubXD|DeleteMaliciousR,AddRandomSubTreeR,DeleteNonTerminalR,81,81,82,82,0
82,x*x*x*x,25,-10,-0.028154869139525092,-0.019982936341248925,-0.008187721231999193,-0.019930597307541497,2163.6171999999997,511.1896,6272.215999999999,510.8692,0.5991703229080945,0.0025225460724089188,0.7781737559214502,0.0013432469670874158,100373.51999999999,6111.73,381758.16,6105.36,((((6)*(7))*((0)-((2)*(x))))*((x)*((x)*((9)-(1))))),((((8)*(1))*((x)+(0)))+((7)*((x)*((0)-(0))))),MultXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|ReplaceBranchR|SubXD|DeleteMaliciousR,MultXD,DeleteNonTerminalR,79,82,83,83,0
83,x*x*x*x,25,-10,-0.02162603514486645,-0.02001101853064632,0.02159327413756465,-0.019996078225725758,5370.22,511.36150000000004,19659.5464,511.27,0.8500476178679425,0.0007711410273167322,0.9007489640351255,0.000548894483084119,260698.54,6121.120000000001,1020457.28,6116.08,((((x)*(x))*((x)*((6)-(9))))*((x)+((5)*((9)+(6))))),((8)-((2)-(0))),MultXD|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|ReplaceBranchR|SubXD|DeleteMaliciousR,AddRandomSubTreeR,DeleteNonTerminalR,83,83,84,84,0
84,x*x*x*x,25,-10,-0.03873183835929988,-0.039990652572709645,-0.011619696921711347,-0.0399775835621228,NaN,NaN,NaN,NaN,0.7538096278808875,0.0025682917265717315,0.8450181200532846,0.0012131027836946892,163083.90000000002,6112.530000000001,621551.52,6105.08,((((x)*(x))*((x)*((x)*(6))))-((2)-((9)*((1)*(x))))),(((5)+((0)*(5)))+((0)-(x))),MultXD|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|ReplaceBranchR|SubXD|DeleteMaliciousR,AddRandomSubTreeR,DeleteMaliciousR,81,83,85,85,0
85,x*x*x*x,25,-10,-0.02959874566997371,0.0012155510709451845,-0.004105059793997569,0.004973859626192656,3968.581399999999,237.3926,15000.569599999999,214.388,0.8704151241589432,0.49390929290288854,0.9125698101337897,0.2468142182103705,300411.01999999996,5363.68,1180847.68,3097.68,((((6)*(8))*((3)*((x)*(x))))-((9)-((x)*((x)*(x))))),((((6)*(8))*((3)*(x)))*((x)-((0)*((8)-(x))))),MultXD|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|ReplaceBranchR|SubXD|DeleteMaliciousR,AddRandomSubTreeR,ReplaceBranchR,85,85,86,86,0
86,x*x*x*x,25,-10,-0.032337233657842496,-0.0000031475559290875703,-0.02113311447714179,0.000019213533849967576,1499.1213999999998,244.8513,4193.270399999999,244.7144,0.5909327033771817,0.0008168866814795452,0.6901101619084165,0.0006602200208757888,123873.95999999999,6119.3,374070.48,6115.8,((((6)*(8))*((x)*(x)))-((3)*((7)*((x)*(x))))),((9)-((0)-(x))),MultXD|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|ReplaceBranchR|SubXD|DeleteMaliciousR,AddRandomSubTreeR,DeleteNonTerminalR,86,83,87,87,0
87,x*x*x*x,25,-10,-0.031554061699025776,-0.000010121327388902265,-0.015316759147429717,0.000010131529525152305,1333.7930000000001,244.89399999999998,3942.6116,244.77,0.27723194666914547,0.0005228074761468792,0.5861124957911775,0.00042472770749919255,68859.06,6121.5,211713.84,6117.6,((((x)*(x))*((9)-((4)-(5))))-((6)*((8)*((8)*(x))))),((1)+((3)-(0))),MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|ReplaceBranchR|SubXD|DeleteMaliciousR,AddRandomSubTreeR,DeleteNonTerminalR,87,87,88,88,0
88,x*x*x*x,25,-10,-0.030281834868932562,0.00006303257734906701,-0.007205776281376566,0.0002391844203372102,11062.1395,244.44620000000003,43318.435600000004,243.36800000000002,0.9628830718282175,0.02168344007319309,0.944232532084543,0.010531708523360257,1039277.42,6084.36,4122647.2,5988.08,((((8)-(0))*((x)*((6)*(3))))*((8)*((x)*((8)*(8))))),(((7)-((0)*(4)))+((9)*((x)-(x)))),MultXD|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|MultXD|ReplaceBranchR|SubXD|DeleteMaliciousR,AddRandomSubTreeR,MultXD,88,88,89,89,0
89,x*x*x*x,25,-10,-0.029007245170856493,0.00014815335270889103,-0.010651403896077912,0.0006107698340086265,2051.255,243.92519999999996,5967.496799999999,241.0936,0.5988337182278507,0.059586982093843985,0.7363186861501744,0.02979079621244643,116374.48000000001,6029.56,381437.84,5756.08,((((7)*(2))*((x)*((6)+(1))))*((7)-((0)*((x)*(x))))),((((2)-(3))*((x)*((4)-(x))))*((8)-((0)*((0)-(x))))),MultXD|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|ReplaceBranchR|SubXD|DeleteMaliciousR,AddRandomSubTreeR,DeleteNonTerminalR,89,89,90,90,0
90,x*x*x*x,25,-10,-0.019027353835099195,-0.000003377798992194516,0.021517662101799177,0.0000177111705918799,31139.5554,244.8527,121134.71519999999,244.7236,0.9819074841769113,0.0008168866814795452,0.9090958521550241,0.0006264304862842084,2158754.64,6119.49,8457640.8,6115.8,((((4)-(9))*((9)*((x)*(x))))*((8)*((7)*((7)*(5))))),((9)+((0)-(x))),MultXD|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|ReplaceBranchR|SubXD|DeleteMaliciousR,AddRandomSubTreeR,ReplaceBranchR,90,90,91,91,0
91,x*x*x*x,25,-10,-0.028207109038590823,-0.0003807544676081422,-0.00437357535185381,0.00008410665272513623,5794.0655,247.63789999999997,21409.6248,244.31719999999999,0.9190136581226834,0.0025225460724089188,0.8458052719452414,0.0012272253524409492,502137.45999999996,6112.12,1889454.4,6105.36,((((9)-(1))*((x)*((x)*(8))))*((4)*((4)+((x)*(x))))),(((9)+(0))*((x)-(x))),AddTreeWithSub|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|MultXD|ReplaceBranchR|SubXD|DeleteMaliciousR,AddTreeWithSub,DeleteNonTerminalR,90,88,92,92,0
92,x*x*x*x,25,-10,-0.02998919369278877,-0.00010140486672099506,-0.009038034737172603,0.0001521369755587518,1846.3824,245.48450000000005,5995.9152,243.90079999999998,0.5844898212768582,0.006345575741733131,0.7329175420416758,0.0036063354428852337,109920.48,6114.59,368270.16,6081.96,((((x)*(x))*((3)*(4)))*((x)*((0)-((6)*(9))))),((((0)-(0))-((5)*(5)))*((x)-((7)-(x)))),MultXD|AddRandomSubTreeR|MutateNonTerminalR|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|ReplaceBranchR|SubXD|DeleteMaliciousR,AddRandomSubTreeR,DeleteNonTerminalR,92,90,93,93,0
93,x*x*x*x,25,-10,-0.03610716246242321,-0.00003685519704899953,-0.03195608417200366,0.00040870477180918554,595.682,245.0814,1230.88,242.3304,-0.5566472356554699,0.0384655600575089,0.19930566906367625,0.021459824335692414,22124.399999999998,6076.32,67841.84,5885.36,((((x)*(4))*((2)-((0)*(8))))+((4)+((4)*((x)*(x))))),((((x)*(3))*((2)-((0)+(4))))+((4)*((x)*((x)-(x))))),MultXD|AddRandomSubTreeR|MutateNonTerminalR|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|ReplaceBranchR|SubXD|SkipD,AddRandomSubTreeR,SkipD,92,92,94,94,0
94,x*x*x*x,25,-10,-0.02615727396588975,-0.0034719432651269533,-0.0068916942167154376,0.000725264671284801,2703.3645,326.061,7406.835200000001,240.3928,0.686581732815085,0.03362959090314994,0.7516624956166931,0.008902752612442652,171355.04,6091.799999999999,488229.36,5914.96,((((5)*(x))*((x)*((x)*(x))))-((4)*((9)*((5)+(1))))),((((x)*(x))*((4)-(0)))-((7)*((x)-(x)))),MultXD|AddRandomSubTreeR|MutateNonTerminalR|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|ReplaceBranchR|SubXD|SkipD,AddRandomSubTreeR,SkipD,92,92,95,95,0
95,x*x*x*x,25,-10,-0.028493222970081642,0.0000515408613107753,-0.01566837220969527,0.0008567507515357478,1811.3242,244.52909999999997,3925.4544,239.588,0.30341346521528545,0.035603189125604506,0.5478643165552772,0.017801594562802253,87491.86000000002,6066.32,219671.2,5902.88,((((x)*(7))*((9)*((2)*(1))))+((7)*((x)*((4)-(0))))),((((9)*(8))*((8)*(1)))-((0)+((x)-(x)))),MultXD|AddRandomSubTreeR|MutateNonTerminalR|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|AddXD|SubXD|SkipD,AddRandomSubTreeR,SkipD,92,95,96,96,0
96,x*x*x*x,25,-10,-0.02877293796579325,-0.00010042688133020325,-0.0049158977264588365,0.0003970722781335787,1882.0311,245.5375,6024.833600000001,242.4016,0.46746415492944016,0.004822898967455306,0.7122662945399753,0.0025747734531534057,76765.93999999999,6114.92,287342.16,6091.28,((((x)*(x))*((4)-((9)+(2))))*((4)*((x)*((3)*(6))))),((6)*((8)-(x))),MultXD|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|ReplaceBranchR|SubXD|SkipD,AddRandomSubTreeR,SkipD,96,95,97,97,0
97,x*x*x*x,25,-10,-0.026536350793402733,-0.0004908415533861722,-0.004833402127995974,0.00017193937605521742,2645.8147999999997,248.32350000000002,7723.6216,243.7796,0.6863053485942576,0.008351849431446852,0.7959397809424438,0.004175924715723426,135714.28,6108.02,487799.2,6069.68,((((9)-(4))*((7)*((4)*(9))))*((x)*((x)*((7)-(0))))),((((x)*(8))+((6)*(9)))-((0)+((x)-(x)))),MultXD|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|ReplaceBranchR,MultXD|SkipD|AddXD|SubXD|SkipD,MultXD,SkipD,97,97,98,98,0
98,x*x*x*x,25,-10,-0.03163239520341382,-0.0009005493644969836,-0.018875190537874346,0.005506600444386356,1462.5227,337.9695,3960.9656,211.12720000000002,0.4918410298617616,0.45854136714155014,0.653355047969185,0.22908071105812156,108767.6,5417.389999999999,301126.24,3314.16,((((x)*(9))*((5)*((x)*(2))))-((1)*((9)*((7)+(x))))),((((x)*(5))*((x)*(x)))*((2)-((0)+((x)-(x))))),MultXD|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,DeleteNonTerminalR|SkipD|AddXD|SubXD|SkipD,AddRandomSubTreeR,SkipD,98,98,99,99,0
99,x*x*x*x,25,-10,-0.025370597490868948,0.00048425042478107526,-0.001363179402764767,0.0018423735459417072,2602.8148000000006,241.868,7369.100800000001,233.5552,0.4918410298617616,0.04605933864854268,0.653355047969185,0.02264474759558923,108767.6,6046.7,301126.24,5838.88,((((x)*(9))*((5)*((x)*(2))))-((1)*((9)*((7)+(x))))),((((8)*(8))*((x)*(6)))+((0)+((x)-(x)))),MultXD|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR,MultXD|SkipD|AddXD|SubXD|SkipD,AddRandomSubTreeR,SkipD,98,97,99,99,0
