gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x,20,-10,-0.1073847688845645,-0.08524064050378843,-0.0746241501651237,-0.017937241593938474,NaN,NaN,NaN,92.535,0.04739336492890995,-0.014705882352941176,0.5085311436355544,0.05758212375859434,286.63125,35.125,1055,34,(((x)+((5)/(8)))*((7)*((6)*(5)))),((x)-(0)),AddTreeWithAdd|AddTreeWithDiv|SkipD|SkipD|SkipD|ReplaceBranchXR|SkipD|SkipD|AddXD|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,AddTreeWithDiv|SkipD|AddXD|DivXD|AddRandomSubTreeR|AddXD|AddTreeWithMult|DivXD|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithDiv|SubXD|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR,SkipD,ReplaceBranchXR,0,0,1,1,0
1,x*x,20,-10,-0.05044853891244276,-0.07725319424878661,0.026846640370129456,-0.008013902630585788,81.62,1148.66,315.064,2.99,0.8769889840881273,-0.1518987341772152,0.9076580005201604,0.8944156265675157,2089.675,8224.25,8170,39.5,((((3)*((x)-(0)))*((9)+((0)+(1))))*(((3)*(2))-((5)*((x)+(x))))),((x)-((6)-(x))),ReplaceBranchXR|MultXD|AddXD|AddToLeafR|SkipD|SkipD|AddRandomSubTreeR|SkipD|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithSub|SkipD|AddRandomSubTreeR|AddTreeWithSub,AddTreeWithDiv|SkipD|AddXD|DivXD|AddRandomSubTreeR|AddXD|AddTreeWithMult|DivXD|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithDiv|SubXD|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR,SkipD,ReplaceBranchXR,1,0,2,2,0
2,x*x,20,-10,-0.0624721972508914,-0.042277281768522225,-0.02455545567023226,0.009313432835820897,44.009499999999996,657.4639999999999,161.298,2.3680000000000003,0.8593913955928646,0.1283582089552239,0.8783299460172921,1.0168556145494427,1870.8,8216.175,7147.5,29.2,((((7)+(6))-((3)*((2)-(9))))*(((x)*(7))*((7)+((3)+(x))))),((x)+(8)),ReplaceBranchXR|MultXD|AddXD|AddToLeafR|SkipD|SkipD|AddRandomSubTreeR|SkipD|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithSub|SkipD|AddRandomSubTreeR|AddTreeWithSub,AddTreeWithDiv|SkipD|AddXD|DivXD|AddRandomSubTreeR|AddXD|AddTreeWithMult|DivXD|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithDiv|SubXD|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR,SkipD,ReplaceBranchXR,0,1,3,3,0
3,x*x,20,-10,-0.0648883607174213,-0.09892278967891693,-0.04091463689953593,-0.03251741293532338,15.331000000000001,1639.3232333333333,39.856,657.0993333333333,0.15546218487394958,0.11940298507462686,0.4940001455301817,1.2051453141990522,446.175,16398.795,1190,29.5,((((4)-((1)+(9)))*((1)-((2)-(2))))*(((9)*(x))+((x)-((4)-(1))))),((x)+((6)-(x))),ReplaceBranchXR|MultXD|AddXD|AddToLeafR|SkipD|SkipD|AddRandomSubTreeR|SkipD|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithSub|SkipD|AddRandomSubTreeR|AddTreeWithSub,AddTreeWithDiv|SkipD|AddXD|DivXD|AddRandomSubTreeR|AddXD|AddTreeWithMult|DivXD|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithDiv|SubXD|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR,SkipD,ReplaceBranchXR,2,3,4,4,0
4,x*x,20,-10,-0.06452144062680398,-0.07150881311713425,-0.031846956537066665,0.005253731343283582,19.0325,1148.42,62.3,2.5040000000000004,0.5549158547387069,0.11641791044776115,0.7618105501219725,1.01617474215531,588.125,8216.449999999999,2258,29.6,((((6)*(9))*((1)*((7)-(6))))*((8)+((7)*((x)-(1))))),((x)+(7)),ReplaceBranchXR|MultXD|AddXD|AddToLeafR|SkipD|SkipD|AddRandomSubTreeR|SkipD|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithSub|SkipD|AddRandomSubTreeR|AddTreeWithSub,AddTreeWithDiv|SkipD|AddXD|DivXD|AddRandomSubTreeR|AddXD|AddTreeWithMult|DivXD|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithDiv|SubXD|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR,SkipD,ReplaceBranchXR,4,4,5,5,0
5,x*x,20,-10,-0.0469302940620247,-0.07847990637673877,-0.007444077551856685,0.009552238805970148,50.6605,1311.9765,132.36,2.36,0.7212205270457698,0.1044776119402985,0.8965272158010141,0.9845849588865173,1441.1125,8218.375,3605,30,((((x)-((2)*(7)))*((3)*((5)-(7))))-(((2)+(5))*((x)+((3)*(2))))),((x)+((5)-(x))),ReplaceBranchXR|MultXD|AddXD|AddToLeafR|SkipD|SkipD|AddRandomSubTreeR|SkipD|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithSub|SkipD|AddRandomSubTreeR|AddTreeWithSub,AddTreeWithDiv|SkipD|AddXD|DivXD|AddRandomSubTreeR|AddXD|AddTreeWithMult|DivXD|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithDiv|SubXD|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR,SkipD,ReplaceBranchXR,4,5,6,6,0
6,x*x,20,-10,-0.05371884237787734,-0.08108089868829335,0.003560451384013046,0.005571877454831108,94.278,1312.0770000000002,355.44,2.504,0.935236499548911,0.16417910447761194,0.9326109587843513,0.9864381700782789,3933.75,8218.75,15518,28,((((9)*((6)*(8)))*((9)-((3)*(6))))-(((1)+(5))*((6)-((6)+(x))))),((x)+((9)-(x))),ReplaceBranchXR|MultXD|AddXD|AddToLeafR|SkipD|SkipD|AddRandomSubTreeR|SkipD|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithSub|SkipD|AddRandomSubTreeR|AddTreeWithSub,AddTreeWithDiv|SkipD|AddXD|DivXD|AddRandomSubTreeR|AddXD|AddTreeWithMult|DivXD|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithDiv|SubXD|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR,SkipD,ReplaceBranchXR,4,6,7,7,0
7,x*x,20,-10,-0.03159399508246409,-0.03040513579931857,0.046712576884073986,0.022269928894341085,129.1325,493.7269444444444,449.284,1.9388888888888889,0.9326642189049393,0.5681592039800996,0.8591910308201088,0.3359063245326149,3914.3,31.041666666666664,14925.2,14.466666666666665,((((5)*((0)-(4)))*((9)*((2)*(3))))-(((x)-(7))*((1)*((5)+(x))))),(((x)*((x)/(9)))/((5)-(x))),ReplaceBranchXR|MultXD|AddXD|AddToLeafR|SkipD|SkipD|AddRandomSubTreeR|SkipD|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithSub|SkipD|AddRandomSubTreeR|AddTreeWithSub,AddTreeWithDiv|SkipD|AddXD|DivXD|AddRandomSubTreeR|AddXD|AddTreeWithMult|DivXD|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithDiv|SubXD|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR,SkipD,ReplaceBranchXR,7,6,8,8,0
8,x*x,20,-10,-0.04394300689485043,-0.05190463403705193,0.03309861918676745,0.03637908722284531,95.39975,984.4240000000001,350.314,1.462,0.8528981264637002,1,0.8356937540945167,0.5245676334479048,1858.675,26.125,6832,0,((((x)-((5)-(x)))-((5)*((5)*(5))))-(((0)*(3))*((6)+((1)-(x))))),((x)*(x)),ReplaceBranchXR|MultXD|AddXD|AddToLeafR|SkipD|SkipD|AddRandomSubTreeR|SkipD|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithSub|SkipD|AddRandomSubTreeR|AddTreeWithSub,AddTreeWithDiv|SkipD|AddXD|DivXD|AddRandomSubTreeR|AddXD|AddTreeWithMult|DivXD|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithDiv|SubXD|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR,SkipD,ReplaceBranchXR,8,8,9,9,0
9,x*x,20,-10,-0.057952985074626866,-0.06299422837482682,-0.02862089552238806,0.00020970128644268225,22.157249999999998,984.8175,51.636,2.7119999999999997,-0.011641791044776164,0.1044776119402985,0.4629204144783832,1.0150479572254218,464.0875,8216.2,993.3,30,((((4)*(1))*((x)+((8)*(6))))*((4)*((3)-((1)-(x))))),((x)+((5)-(x))),ReplaceBranchXR|MultXD|AddXD|AddToLeafR|SkipD|SkipD|AddRandomSubTreeR|SkipD|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithSub|SkipD|AddRandomSubTreeR|AddTreeWithSub,AddTreeWithDiv|SkipD|AddXD|DivXD|AddRandomSubTreeR|AddXD|AddTreeWithMult|DivXD|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithDiv|SubXD|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR,SkipD,ReplaceBranchXR,8,8,10,10,0
10,x*x,20,-10,-0.04999732901353091,-0.0634857476920875,-0.0017685148080369272,0.001552238805970146,308.4165,984.8920000000002,1182.636,2.6279999999999997,0.9821407945125148,0.00895522388059693,0.9678962313944343,0.9738203049323718,14103.425,8218.8,56273.5,33.2,((((9)-(x))*((x)-((6)+(8))))*(((8)*(2))*((6)-((0)*(x))))),((x)+(1)),ReplaceBranchXR|MultXD|AddXD|AddToLeafR|SkipD|SkipD|AddRandomSubTreeR|SkipD|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithSub|SkipD|AddRandomSubTreeR|AddTreeWithSub,AddTreeWithDiv|SkipD|AddXD|DivXD|AddRandomSubTreeR|AddXD|AddTreeWithMult|DivXD|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithDiv|SubXD|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR,SkipD,ReplaceBranchXR,8,9,11,11,0
11,x*x,20,-10,-0.04548318953963845,-0.08276089889535374,-0.01717276634339609,0.02955223880597015,74.2145,1475.4454999999998,197.74400000000003,1.69,0.8834512350690015,0.14925373134328357,0.9453462963329213,1.021899214072974,2934.75,8215.975,8623,28.5,((((5)+((8)-(5)))-((6)*((9)*(5))))*(((8)*(8))-((x)+((9)+(1))))),((x)+((8)-(x))),ReplaceBranchXR|MultXD|AddXD|AddToLeafR|SkipD|SkipD|AddRandomSubTreeR|SkipD|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithSub|SkipD|AddRandomSubTreeR|AddTreeWithSub,AddTreeWithDiv|SkipD|AddXD|DivXD|AddRandomSubTreeR|AddXD|AddTreeWithMult|DivXD|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithDiv|SubXD|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR,SkipD,ReplaceBranchXR,8,11,12,12,0
12,x*x,20,-10,-0.04403528885295737,-0.07310873210635094,-0.004470722137983016,0.002153643546971028,55.56399999999999,1148.4825,128.944,2.608,0.7691512576088205,0.03283582089552243,0.7230715106563309,0.9502339829745935,2054.35,8220.35,4353.5,32.4,((((6)*((5)*(5)))-((6)*((3)*(6))))-(((0)*(9))-((1)+((3)-(3))))),((x)+(2)),ReplaceBranchXR|MultXD|AddXD|AddToLeafR|SkipD|SkipD|AddRandomSubTreeR|SkipD|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithSub|SkipD|AddRandomSubTreeR|AddTreeWithSub,AddTreeWithDiv|SkipD|AddXD|DivXD|AddRandomSubTreeR|AddXD|AddTreeWithMult|DivXD|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithDiv|SubXD|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR,SkipD,ReplaceBranchXR,8,11,13,13,0
