specEquation,range,seed,AID,PID,A,P,ADelta,PDelta,AStdDev,PStdDev,AAvgDelta,PAvgDelta,ABestDelta,PBestDelta,AEquation,PEquation,AStrat,PStrat,ADomStrat,PDomStrat,AGen,PGen,finA,finP,finAStdDev,finPStdDev,finADelta,finPDelta,finABestDelta,finPBestDelta,finAEquation,finPEquation,finAStrat,finPStrat,finADomStrat,finPDomStrat,epoch,run
x*x,20,-10,ANTAGONIST-QYo,PROTAGONIST-1c1c2c1c2,0.9469950686954458,1,18960.5,0,0.9992780421668885,0.730251177792973,5873.104166666667,24.01666666666667,18960.5,0,(((x)*((7)*(9)))*((9)*((x)+(x)))),(((4)*((0)*(4)))+((x)*(x))),MutateNonTerminalR|SubXD|ReplaceBranchXR|ReplaceBranchXR|AddXD|MutateTerminalR|AddTreeWithSub|AddToLeafR|AddTreeWithAdd|MultXD|SkipD|AddTreeWithDiv|ReplaceBranchXR|AddXD|AddTreeWithMult,MutateNonTerminalR|AddXD|ReplaceBranchR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|AddTreeWithSub|AddXD|AddRandomSubTreeR|MutateTerminalR|MutateTerminalR|ReplaceBranchXR|SkipD|MutateTerminalR|MultXD,ReplaceBranchXR,MutateTerminalR,0,0,0.7045855379188712,-0.8,0.8288219061799479,0.7727625289192921,3402,167.5,3402,10,((((4)-(8))*((x)*((x)+(7))))+((x)*((3)*((8)+(x))))),((((8)-(8))*((x)*(3)))+((2)+((x)*(x)))),MutateNonTerminalR|SubXD|ReplaceBranchXR|ReplaceBranchXR|AddXD|SkipD|AddTreeWithSub|AddToLeafR|ReplaceBranchXR|MultXD|SkipD|AddTreeWithDiv|ReplaceBranchXR|AddXD|AddTreeWithMult,MutateNonTerminalR|AddXD|ReplaceBranchR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|MutateNonTerminalR|AddXD|AddRandomSubTreeR|MutateTerminalR|MutateTerminalR|ReplaceBranchXR|SkipD|MutateTerminalR|MultXD,ReplaceBranchXR,MutateTerminalR,0,4
x*x,20,-10,ANTAGONIST-QYo,PROTAGONIST-1c1c2c1c2,-0.9850746268656716,0.2537313432835821,15,25,0.9992780421668885,0.730251177792973,5873.104166666667,24.01666666666667,18960.5,0,(((x)*((7)*(9)))*((9)*((x)+(x)))),(((4)*((0)*(4)))+((x)*(x))),MutateNonTerminalR|SubXD|ReplaceBranchXR|ReplaceBranchXR|AddXD|MutateTerminalR|AddTreeWithSub|AddToLeafR|AddTreeWithAdd|MultXD|SkipD|AddTreeWithDiv|ReplaceBranchXR|AddXD|AddTreeWithMult,MutateNonTerminalR|AddXD|ReplaceBranchR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|AddTreeWithSub|AddXD|AddRandomSubTreeR|MutateTerminalR|MutateTerminalR|ReplaceBranchXR|SkipD|MutateTerminalR|MultXD,ReplaceBranchXR,MutateTerminalR,0,0,-0.9701492537313433,-0.6553497942386831,0.8288219061799479,0.7727625289192921,30,97.2,3402,10,((((4)-(8))*((x)*((x)+(7))))+((x)*((3)*((8)+(x))))),((((8)-(8))*((x)*(3)))+((2)+((x)*(x)))),MutateNonTerminalR|SubXD|ReplaceBranchXR|ReplaceBranchXR|AddXD|SkipD|AddTreeWithSub|AddToLeafR|ReplaceBranchXR|MultXD|SkipD|AddTreeWithDiv|ReplaceBranchXR|AddXD|AddTreeWithMult,MutateNonTerminalR|AddXD|ReplaceBranchR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|MutateNonTerminalR|AddXD|AddRandomSubTreeR|MutateTerminalR|MutateTerminalR|ReplaceBranchXR|SkipD|MutateTerminalR|MultXD,ReplaceBranchXR,MutateTerminalR,1,4
x*x,20,-10,ANTAGONIST-QYo,PROTAGONIST-1c1c2c1c2,-0.7383913764510779,-0.5286116322701689,262.9166666666667,71.06666666666668,0.9992780421668885,0.730251177792973,5873.104166666667,24.01666666666667,18960.5,0,(((x)*((7)*(9)))*((9)*((x)+(x)))),(((4)*((0)*(4)))+((x)*(x))),MutateNonTerminalR|SubXD|ReplaceBranchXR|ReplaceBranchXR|AddXD|MutateTerminalR|AddTreeWithSub|AddToLeafR|AddTreeWithAdd|MultXD|SkipD|AddTreeWithDiv|ReplaceBranchXR|AddXD|AddTreeWithMult,MutateNonTerminalR|AddXD|ReplaceBranchR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|AddTreeWithSub|AddXD|AddRandomSubTreeR|MutateTerminalR|MutateTerminalR|ReplaceBranchXR|SkipD|MutateTerminalR|MultXD,ReplaceBranchXR,MutateTerminalR,0,0,-0.9124378109452737,-0.999032798244601,0.8288219061799479,0.7727625289192921,88,34636,3402,10,((((4)-(8))*((x)*((x)+(7))))+((x)*((3)*((8)+(x))))),((((8)-(8))*((x)*(3)))+((2)+((x)*(x)))),MutateNonTerminalR|SubXD|ReplaceBranchXR|ReplaceBranchXR|AddXD|SkipD|AddTreeWithSub|AddToLeafR|ReplaceBranchXR|MultXD|SkipD|AddTreeWithDiv|ReplaceBranchXR|AddXD|AddTreeWithMult,MutateNonTerminalR|AddXD|ReplaceBranchR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|MutateNonTerminalR|AddXD|AddRandomSubTreeR|MutateTerminalR|MutateTerminalR|ReplaceBranchXR|SkipD|MutateTerminalR|MultXD,ReplaceBranchXR,MutateTerminalR,2,4
x*x,20,-10,ANTAGONIST-QYo,PROTAGONIST-1c1c2c1c2,0.7637517630465445,1,4254,0,0.9992780421668885,0.730251177792973,5873.104166666667,24.01666666666667,18960.5,0,(((x)*((7)*(9)))*((9)*((x)+(x)))),(((4)*((0)*(4)))+((x)*(x))),MutateNonTerminalR|SubXD|ReplaceBranchXR|ReplaceBranchXR|AddXD|MutateTerminalR|AddTreeWithSub|AddToLeafR|AddTreeWithAdd|MultXD|SkipD|AddTreeWithDiv|ReplaceBranchXR|AddXD|AddTreeWithMult,MutateNonTerminalR|AddXD|ReplaceBranchR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|AddTreeWithSub|AddXD|AddRandomSubTreeR|MutateTerminalR|MutateTerminalR|ReplaceBranchXR|SkipD|MutateTerminalR|MultXD,ReplaceBranchXR,MutateTerminalR,0,0,-0.9737313432835821,0.7014925373134329,0.8288219061799479,0.7727625289192921,26.4,10,3402,10,((((4)-(8))*((x)*((x)+(7))))+((x)*((3)*((8)+(x))))),((((8)-(8))*((x)*(3)))+((2)+((x)*(x)))),MutateNonTerminalR|SubXD|ReplaceBranchXR|ReplaceBranchXR|AddXD|SkipD|AddTreeWithSub|AddToLeafR|ReplaceBranchXR|MultXD|SkipD|AddTreeWithDiv|ReplaceBranchXR|AddXD|AddTreeWithMult,MutateNonTerminalR|AddXD|ReplaceBranchR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|MutateNonTerminalR|AddXD|AddRandomSubTreeR|MutateTerminalR|MutateTerminalR|ReplaceBranchXR|SkipD|MutateTerminalR|MultXD,ReplaceBranchXR,MutateTerminalR,3,4
